case_id,target_feature,case_type,feature_count,features,best_test_r2,best_test_mse,best_epoch,final_train_r2,final_train_mse,final_test_r2,final_test_mse,step,try_drop_feature,decision,kept_dropped,current_path_features,remaining_path_count
reprune_baseline_main_path,,reprune_baseline,11,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;da_as_nsr_mw_primary_reserve;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.9672499299049377,0.031026132027164283,155,0.9803400635719299,0.01965993061813744,0.9672499299049377,0.031026132027164283,0,,baseline,False,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;da_as_nsr_mw_primary_reserve;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,11
reprune_try_drop_da_as_nsr_mw_primary_reserve,da_as_nsr_mw_primary_reserve,reprune_try_drop,10,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.963165819644928,0.03489527742878148,155,0.9767664074897766,0.023233582064634422,0.963165819644928,0.03489527742878148,1,da_as_nsr_mw_primary_reserve,drop_and_continue,True,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,10
reprune_try_drop_gen_fuel_multiple_fuels_mw,gen_fuel_multiple_fuels_mw,reprune_try_drop,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw,0.9547156691551208,0.04290058397086019,123,0.9638969898223877,0.03610301162965147,0.9547156691551208,0.04290058397086019,2,gen_fuel_multiple_fuels_mw,drop_and_continue,True,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw,9
reprune_try_drop_gen_fuel_oil_mw,gen_fuel_oil_mw,reprune_try_drop,8,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw,0.9445953369140625,0.05248818484634706,133,0.9603909850120544,0.03960903711165184,0.9445953369140625,0.05248818484634706,3,gen_fuel_oil_mw,stop_first_below_tau,False,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw,9
