total_gen,total_losses,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.123750344,0.2783019,0.09238057,0.13851474,0.32207832,0.3611906,0.36113098,0.6114011,0.2313839,0.28237647,0.24175276,0.19535035,0.4691453,0.44162223,0.19493555,0.35411665,0.27676696,0.37472498,0.294303,0.2787762,0.151401,0.12685536,0.44180498,0.050175223,0.35540408,0.41019338,0.14156835,0.06666046,0.22902802,0.13657579,0.17756633,0.13956554,0.05435225,0.3151408,0.076270506,0.18333165,0.15908633,0.21878996,0.15546109,0.22585303,0.24445124,0.09770275,0.44731653,0.45726168,0.21017718,0.6128904,1.1185293
0.09745039,0.2660163,0.06999399,0.108929165,0.30605617,0.34074315,0.32971314,0.58666044,0.20448965,0.2928791,0.2158484,0.16988328,0.45306745,0.43288946,0.17940286,0.33098835,0.24623467,0.3467537,0.26255032,0.24866293,0.118922785,0.10348772,0.4163707,0.03288361,0.32301417,0.3822961,0.12324457,0.047086723,0.19061436,0.117475174,0.15475327,0.12208599,0.040167008,0.2853677,0.059178945,0.15675269,0.13404691,0.21519269,0.14133291,0.1908061,0.21068612,0.08970147,0.40621024,0.43219864,0.17757332,0.5922887,1.0894953
0.0730106,0.25008672,0.05349499,0.08535537,0.28295764,0.3235844,0.30772454,0.56148386,0.1772983,0.2791528,0.19777313,0.15185122,0.44639665,0.408618,0.15823166,0.31769833,0.21478322,0.32571167,0.22650175,0.2314389,0.09043258,0.08163345,0.38905925,0.021128519,0.29629418,0.3538963,0.10593929,0.033228137,0.16149469,0.10247259,0.13965453,0.11012615,0.028921075,0.263976,0.046616994,0.13463524,0.11342877,0.21106818,0.12514906,0.15810555,0.17872876,0.07898602,0.37324423,0.4094567,0.14981163,0.57643706,1.0522842
0.054396097,0.2364113,0.038371954,0.0658681,0.27448478,0.29998988,0.27900892,0.5498686,0.15168862,0.28783867,0.17581426,0.13024592,0.43905386,0.3989831,0.13879707,0.29181868,0.19351156,0.30637518,0.20234348,0.2143792,0.07009751,0.06614002,0.36910444,0.012651523,0.27113336,0.3322649,0.092321165,0.022384783,0.13343926,0.08521258,0.11801845,0.09092217,0.0211075,0.25256452,0.036170855,0.11758212,0.092477985,0.1944456,0.1089792,0.12589616,0.15273184,0.06887288,0.336772,0.39390686,0.12831722,0.5432945,1.0258589
0.040174548,0.22391778,0.027423155,0.050803307,0.26056588,0.29771918,0.263725,0.5323161,0.13136269,0.28509814,0.16572364,0.112624496,0.43646747,0.3762911,0.12813084,0.2856303,0.17231014,0.28134772,0.18059094,0.1959028,0.053408947,0.052481826,0.35275298,0.00727124,0.24581671,0.3113069,0.07911684,0.014697168,0.10720964,0.0760705,0.1133139,0.084295906,0.015288877,0.24066527,0.02855264,0.10423176,0.07785087,0.19923653,0.10661607,0.10213431,0.12846868,0.064876266,0.30300844,0.3784314,0.10813266,0.52732617,1.0054414
0.029017333,0.21314092,0.01885334,0.038640216,0.2471869,0.29064885,0.24198627,0.52420694,0.114427894,0.27890715,0.15516628,0.09673714,0.41584882,0.3656683,0.115409486,0.26415655,0.15464732,0.26735312,0.1604623,0.18831113,0.04042608,0.040860493,0.33436444,0.0039649177,0.22574754,0.28927985,0.07041915,0.009349681,0.08732525,0.067790896,0.10792527,0.07656398,0.0109030595,0.22773497,0.022824587,0.08938573,0.063731976,0.19175753,0.09856569,0.08293494,0.109429404,0.061824962,0.27305815,0.36372775,0.09205214,0.50467545,0.97759634
0.020713499,0.21059509,0.012604506,0.028184887,0.23481268,0.27403858,0.22974332,0.49828434,0.100907445,0.27957758,0.14518768,0.08366203,0.40493402,0.3517301,0.10185708,0.2617009,0.13722579,0.24347167,0.1414615,0.18410964,0.0285962,0.030788615,0.31115225,0.0021081402,0.20369749,0.27406713,0.06305394,0.005759211,0.07092263,0.05924427,0.10373231,0.069478855,0.007542624,0.21585889,0.017932165,0.07742893,0.050919835,0.18377131,0.091373704,0.06492643,0.090009354,0.0593934,0.24741079,0.34893414,0.07482082,0.48774242,0.9515833
0.0146851605,0.1981373,0.007989646,0.019976089,0.2253851,0.26731423,0.215928,0.49384502,0.09000603,0.27456787,0.13726237,0.07363882,0.39203665,0.33849514,0.09104071,0.2563752,0.12352264,0.24125957,0.12219011,0.17678541,0.020640817,0.0237886,0.2942387,0.0010333349,0.18859118,0.26321802,0.057085995,0.0033511752,0.060363438,0.051987853,0.104694545,0.06497565,0.0049951347,0.19998616,0.014277366,0.070438676,0.043016847,0.17701013,0.084454015,0.050147064,0.07489673,0.058723763,0.22702274,0.34594613,0.062906496,0.47101197,0.9293833
0.009975068,0.19365966,0.0047532907,0.014270248,0.21844682,0.2577442,0.19669068,0.48121366,0.07750922,0.27068362,0.12525682,0.06427345,0.38549182,0.33297035,0.081169054,0.24507485,0.11097238,0.22957613,0.10936085,0.16430466,0.014531685,0.017676022,0.2830107,0.0004722822,0.1711151,0.25114954,0.05154504,0.0018484236,0.049946006,0.047342863,0.11122041,0.061486907,0.0031574029,0.20005494,0.011295733,0.061916113,0.034428086,0.1702471,0.078686155,0.040469944,0.06006783,0.062616445,0.20517866,0.34115812,0.05151365,0.45589346,0.9113241
0.0067066867,0.19043465,0.0026986354,0.009869048,0.20800143,0.25084457,0.18968707,0.46694416,0.067608744,0.26721606,0.1218302,0.058011997,0.38043734,0.3241064,0.072437234,0.24470285,0.09937567,0.22194785,0.09503834,0.16762243,0.0098764915,0.012767614,0.26978412,0.0002031873,0.15414257,0.2407852,0.045987334,0.0009572872,0.04072944,0.038923938,0.10743035,0.054760117,0.0019256017,0.18787438,0.009323379,0.05783648,0.027544891,0.15998867,0.07700417,0.032369528,0.04802974,0.05937524,0.18923743,0.32752535,0.04152948,0.4399093,0.89345586
0.0043762447,0.1827657,0.0014378254,0.006562228,0.20479827,0.24514307,0.1743677,0.45039696,0.060699027,0.27304494,0.11489352,0.05095944,0.37336364,0.31206703,0.061760053,0.23209341,0.08847466,0.21991374,0.08392478,0.15865858,0.0065644435,0.009136996,0.2595527,8.106124e-05,0.14473476,0.23375323,0.041493967,0.0004667187,0.032323148,0.03410926,0.11752369,0.05145714,0.0010752165,0.18392608,0.0070825103,0.05045693,0.02183147,0.15604907,0.07403029,0.023858322,0.038558155,0.06309535,0.17187934,0.32079276,0.031844225,0.42872974,0.8638603
0.002751895,0.17714694,0.00071321626,0.00426456,0.19673264,0.23713776,0.16440558,0.44825822,0.05153426,0.26724514,0.108153455,0.044520363,0.36508375,0.3037649,0.052160893,0.22643618,0.07992998,0.20749432,0.076907955,0.15228587,0.004230318,0.006366686,0.24738938,3.0104724e-05,0.12867971,0.22789666,0.038133383,0.00021645322,0.02623057,0.0275434,0.12172284,0.04811583,0.000561378,0.18514276,0.005493363,0.04723148,0.017109804,0.15166132,0.06955401,0.018608127,0.0300348,0.06317711,0.15727456,0.3078006,0.02442218,0.41422454,0.8508377
0.0016700407,0.17340362,0.00033603847,0.0026495743,0.19070308,0.24001649,0.15584636,0.43933055,0.044957,0.26800698,0.10936112,0.04247797,0.34408402,0.2953642,0.04598682,0.22363253,0.06997943,0.20361486,0.06804726,0.1541014,0.0026368392,0.0043266676,0.23819454,1.0299974e-05,0.11509154,0.21975008,0.03429739,9.293637e-05,0.01955293,0.020885251,0.1220205,0.04193049,0.00027257545,0.172991,0.004182746,0.042108737,0.012411185,0.14119917,0.071359165,0.013956822,0.02292076,0.06350402,0.14057037,0.30754274,0.018705485,0.41125634,0.8282938
0.0009779149,0.17145988,0.00014731757,0.0016074205,0.18792889,0.23704651,0.14437643,0.42093557,0.036782153,0.26039273,0.10753294,0.038140442,0.33800414,0.29118976,0.037550382,0.21732546,0.06454558,0.20415486,0.058423217,0.15244499,0.0015611046,0.0028377764,0.23126335,3.2329147e-06,0.104535624,0.20693517,0.031755175,3.7345755e-05,0.01508809,0.015134037,0.1241015,0.03679043,0.00012219949,0.17111498,0.0028761302,0.038836535,0.00900172,0.1431592,0.07244446,0.01030394,0.01696812,0.063060135,0.13433173,0.30245313,0.01355881,0.39141318,0.81116086
0.00055021816,0.1662015,5.9910057e-05,0.0009401128,0.1793586,0.22888608,0.13823304,0.41877604,0.030620258,0.2531745,0.10224027,0.037262432,0.3435138,0.27933943,0.030918993,0.21415177,0.056037467,0.20403816,0.052421093,0.150852,0.00089637714,0.0018051225,0.22303237,9.2672053e-07,0.09414758,0.20402674,0.029388104,1.39310705e-05,0.010951449,0.0106864255,0.13018432,0.032811183,5.08139e-05,0.16402552,0.0018794033,0.034607604,0.0062260497,0.14657645,0.06895249,0.007012125,0.012648977,0.06501942,0.12160196,0.29144642,0.009588758,0.38094428,0.7906704
0.0002972152,0.16650686,2.2696848e-05,0.00053020485,0.17555594,0.22432406,0.1306888,0.41256994,0.024614505,0.2517305,0.095848516,0.03422022,0.33428183,0.2806802,0.024792993,0.20791394,0.049850766,0.19662735,0.047251284,0.13961631,0.0004887868,0.0011136027,0.2168668,2.4077255e-07,0.08450359,0.19146892,0.025705788,4.806859e-06,0.007705238,0.007054944,0.13954794,0.028671378,1.952348e-05,0.16262293,0.0010996169,0.03165556,0.004164228,0.14246769,0.06889547,0.0049335603,0.009267917,0.06835375,0.1098752,0.290446,0.0065386365,0.3721453,0.7764004
0.00015281784,0.16264823,7.9637775e-06,0.00028486637,0.17257328,0.2260038,0.122644,0.40192306,0.019406648,0.25029472,0.09455511,0.030595623,0.32989222,0.2733498,0.019477667,0.20887402,0.044587765,0.18937002,0.041748032,0.1439141,0.00025485898,0.00065814337,0.21273386,5.6299516e-08,0.0766499,0.18467496,0.02405848,1.5273698e-06,0.0053081326,0.0041949837,0.13930508,0.023707174,6.937113e-06,0.15579437,0.0005853769,0.028464818,0.0025747388,0.14014287,0.06961745,0.0032316202,0.006286476,0.07094715,0.10537553,0.2937869,0.004451666,0.35993275,0.756766
7.459171e-05,0.15847245,2.577259e-06,0.00014545392,0.16741432,0.22665095,0.1156184,0.3882476,0.015120431,0.24536249,0.0905782,0.028513392,0.32063502,0.2685574,0.015347671,0.20753229,0.038169943,0.18563749,0.03616832,0.13520265,0.00012579659,0.000375236,0.20480952,1.1755254e-08,0.069642834,0.1862148,0.022562344,4.4364748e-07,0.0033778388,0.0024509644,0.15033822,0.020154102,2.267913e-06,0.15358014,0.00028512528,0.025939105,0.0015318148,0.13942939,0.07072148,0.0020905433,0.004221378,0.06809396,0.0957528,0.28337657,0.0028290264,0.34776938,0.7471483
3.4610963e-05,0.16042708,7.642028e-07,7.0689675e-05,0.1622679,0.21343756,0.110174395,0.37790808,0.011727795,0.24717796,0.09087174,0.027791508,0.31146175,0.26161173,0.011002466,0.20572157,0.03315407,0.18720795,0.030881815,0.1380759,5.8701866e-05,0.00020488781,0.19688952,2.1723898e-09,0.06326782,0.17748596,0.019380756,1.17164696e-07,0.0020979883,0.0012970307,0.14753535,0.015813913,6.7972184e-07,0.14808762,0.00012881822,0.024120286,0.00085961487,0.1316623,0.068782635,0.0013184272,0.0027391473,0.07016714,0.09056057,0.27639174,0.001736184,0.34440252,0.7285813
1.5141262e-05,0.15716101,2.061412e-07,3.259037e-05,0.1607271,0.2061325,0.1010046,0.38424265,0.008727624,0.24501814,0.08538242,0.026360417,0.30822352,0.26053813,0.007852752,0.19629021,0.02870698,0.18341215,0.026133904,0.12927778,2.5870899e-05,0.000106714986,0.19440946,3.5203976e-10,0.05701613,0.17189227,0.018089656,2.7921448e-08,0.0012012592,0.0006503668,0.15045701,0.01253325,1.8556308e-07,0.14644332,5.360518e-05,0.021876745,0.0004551047,0.13260663,0.065221824,0.0007890429,0.0016882027,0.0688774,0.08539114,0.26644352,0.0010250584,0.33695072,0.7137855
6.216445e-06,0.1582341,5.0296617e-08,1.4186175e-05,0.1574899,0.20513295,0.09687245,0.365259,0.0062303925,0.2415886,0.08487682,0.025217628,0.30151424,0.25836214,0.005556904,0.19602847,0.024497047,0.179534,0.022700878,0.12980247,1.0707098e-05,5.282601e-05,0.19062631,4.9500445e-11,0.05017328,0.17202951,0.016131012,5.95674e-09,0.00066372304,0.0003049495,0.1484369,0.009475028,4.5829694e-08,0.14647064,2.0494048e-05,0.020334331,0.00022715064,0.1257769,0.06849267,0.00045748812,0.0009963687,0.06661725,0.084339045,0.26907519,0.0005853686,0.32031474,0.698286
2.386364e-06,0.1585246,1.1006508e-08,5.794119e-06,0.15255783,0.20195034,0.09153445,0.37064534,0.004408652,0.23820828,0.07984832,0.023869868,0.29856953,0.24998496,0.0037554763,0.19626819,0.020636585,0.18033768,0.018865168,0.12165067,4.137751e-06,2.4801328e-05,0.18532827,5.972095e-12,0.04410595,0.15841529,0.014216553,1.1279155e-09,0.00034152268,0.0001327865,0.14692141,0.007040252,1.01637445e-08,0.13541812,7.2440707e-06,0.017560981,0.00010661456,0.12648408,0.06800305,0.00024927297,0.00057068036,0.07234134,0.078595206,0.26079345,0.0003168796,0.31378713,0.68476844
8.520875e-07,0.1552876,2.1426798e-09,2.212018e-06,0.14936352,0.19861318,0.08272828,0.3555622,0.0029747784,0.23546746,0.07365659,0.022658484,0.3033322,0.24975194,0.002460962,0.1893278,0.01699105,0.17878103,0.016537072,0.11397609,1.4879213e-06,1.100228e-05,0.18172409,6.106507e-13,0.038404074,0.15645732,0.013159166,1.8780366e-10,0.00016642651,5.422268e-05,0.14673737,0.005017659,2.007319e-09,0.13436316,2.3561422e-06,0.015189755,4.6951307e-05,0.12599042,0.068880305,0.00013123239,0.0003116638,0.06864459,0.07796427,0.25474495,0.00016410046,0.3189556,0.66642827
2.8145112e-07,0.15968585,3.676876e-10,7.84284e-07,0.1473421,0.20059192,0.07763471,0.3567808,0.0019623884,0.22593056,0.078301616,0.022533795,0.2921353,0.25109792,0.0015519945,0.19028832,0.013883595,0.17714112,0.013265209,0.12286675,4.950226e-07,4.5957186e-06,0.17986317,5.2210074e-14,0.033706106,0.15021549,0.012275117,2.7218573e-11,7.6742275e-05,2.0634405e-05,0.14814864,0.0034757662,3.4985656e-10,0.13021354,7.0246995e-07,0.013568274,1.9435874e-05,0.12062775,0.07363426,6.500498e-05,0.00016367684,0.06745594,0.071911536,0.25188595,8.075294e-05,0.31309405,0.6526002
8.547201e-08,0.15639098,5.50647e-11,2.5724566e-07,0.14244476,0.19568701,0.07348146,0.349729,0.0012486698,0.21933262,0.07804158,0.02128022,0.29421395,0.24239746,0.0009258546,0.18690675,0.011171747,0.18286525,0.010412262,0.124508955,1.5140563e-07,1.7949462e-06,0.17537068,3.6780144e-15,0.028577529,0.15167443,0.010591396,3.395864e-12,3.295636e-05,7.2846947e-06,0.14583622,0.0023108157,5.3284193e-11,0.13096224,1.9078601e-07,0.011948838,7.4931895e-06,0.12446176,0.07524093,3.0737276e-05,8.1555794e-05,0.06662113,0.069118254,0.24748719,3.763186e-05,0.30106762,0.63675696
2.3707576e-08,0.15122399,7.119294e-12,7.751353e-08,0.14114872,0.18511103,0.06849968,0.34710392,0.0007662409,0.22276501,0.07104906,0.020757008,0.29643503,0.23967336,0.000529955,0.18630603,0.008659086,0.16843426,0.008083814,0.11478762,4.233611e-08,6.534764e-07,0.17330411,2.1006563e-16,0.025028,0.14536849,0.009512222,3.6033703e-13,1.325392e-05,2.372182e-06,0.14480583,0.0014924968,7.015713e-12,0.13526951,4.689684e-08,0.010209146,2.683906e-06,0.11627476,0.076749764,1.3646669e-05,3.8620965e-05,0.062140446,0.061670788,0.24523926,1.6530974e-05,0.29877827,0.63229674
5.9655108e-09,0.15581025,7.852872e-13,2.1330788e-08,0.13853718,0.18978474,0.06381727,0.3421787,0.00045187798,0.22410715,0.07054196,0.019905176,0.28510365,0.23769902,0.00029269533,0.18707182,0.006511979,0.16848956,0.005952147,0.11590324,1.0743178e-08,2.2036633e-07,0.17022677,9.555956e-18,0.021025086,0.13848,0.008062628,3.209317e-14,4.96192e-06,7.0963625e-07,0.13899021,0.000920447,7.8926156e-13,0.12877417,1.0355912e-08,0.008219434,8.880833e-07,0.11656507,0.07787881,5.7165003e-06,1.7211816e-05,0.06348801,0.057330683,0.24003515,6.826914e-06,0.28917226,0.6152373
1.3513096e-09,0.15078183,7.295132e-14,5.321688e-09,0.13515235,0.18454544,0.059453625,0.3349446,0.00025651307,0.2183954,0.0679999,0.020218112,0.28584293,0.23147544,0.00015414972,0.18481201,0.004804561,0.16625024,0.0043531507,0.11406487,2.4558309e-09,6.845678e-08,0.16860327,3.3953975e-19,0.017514277,0.13756183,0.007381219,2.3647887e-15,1.722046e-06,1.9360137e-07,0.14312576,0.0005490789,7.4901646e-14,0.12456478,2.0373438e-09,0.006316956,2.7027292e-07,0.11123722,0.07599169,2.2463496e-06,7.209659e-06,0.06533186,0.053862296,0.23470047,2.6356033e-06,0.287903,0.60330164
2.733078e-10,0.1489026,5.6275116e-15,1.1945333e-09,0.13314918,0.17691444,0.054517254,0.33816814,0.00013967414,0.2156823,0.06604252,0.019001527,0.27931046,0.23251136,7.618382e-05,0.1840612,0.003454704,0.16611952,0.00304331,0.1146259,5.0159765e-10,1.9465842e-08,0.16634066,9.2223966e-21,0.014312813,0.13573006,0.0061070872,1.4190044e-16,5.5073593e-07,4.78627e-08,0.13450229,0.00031207682,5.9130625e-15,0.1253311,3.5386363e-10,0.0047449344,7.514899e-08,0.116300076,0.07677585,8.20131e-07,2.8364552e-06,0.06682342,0.045691986,0.23002447,9.473666e-07,0.2790514,0.596579
4.891716e-11,0.14854576,3.5494466e-16,2.3925525e-10,0.12965293,0.18325287,0.050227277,0.33082476,7.185345e-05,0.20938532,0.063234664,0.019167786,0.27286792,0.22828743,3.5966706e-05,0.18542676,0.0023894212,0.15845197,0.0020699652,0.11040284,9.07318e-11,5.0318043e-09,0.16630167,1.8697046e-22,0.011621424,0.12948398,0.0048673963,6.8147945e-18,1.616967e-07,1.0637351e-08,0.13525051,0.0001710048,3.824218e-16,0.12203359,5.3729507e-11,0.0034454414,1.8959343e-08,0.11186584,0.07517198,2.7745702e-07,1.0396188e-06,0.063443765,0.045566164,0.23256274,3.1514548e-07,0.27877232,0.5800621
7.673021e-12,0.14411648,1.7996906e-17,4.2376682e-11,0.12708168,0.17121321,0.045549426,0.32650122,3.5488978e-05,0.20749839,0.06132821,0.018050961,0.2742419,0.23235783,1.5970967e-05,0.18348956,0.0015871754,0.16604197,0.0013303153,0.10942235,1.4395467e-11,1.1737233e-09,0.16187763,2.7553103e-24,0.009105562,0.1282438,0.0039197197,2.5698783e-19,4.323567e-08,2.1077267e-09,0.13988459,8.927029e-05,1.9924867e-17,0.12318263,7.05542e-12,0.0024494734,4.308002e-09,0.104336135,0.0770706,8.6494964e-08,3.537274e-07,0.06290401,0.041274976,0.22096208,9.646726e-08,0.26985767,0.57044053
1.0437204e-12,0.14917904,7.1999243e-19,6.5728933e-12,0.12531054,0.1696127,0.041474488,0.31921408,1.6553622e-05,0.20626025,0.05930382,0.018009901,0.27124333,0.22372635,6.682311e-06,0.1839883,0.0010253887,0.15727222,0.0008227786,0.1104684,1.9824665e-12,2.4507407e-10,0.1627779,2.8655268e-26,0.007159709,0.1255408,0.0030760744,7.4511444e-21,1.0459009e-08,3.6902767e-10,0.13720499,4.4241275e-05,8.210401e-19,0.11998121,7.919027e-13,0.0016073426,8.7438534e-10,0.102241695,0.07356665,2.4691433e-08,1.10967605e-07,0.06651609,0.03749505,0.22172533,2.700635e-08,0.2677037,0.5626147
1.2170951e-13,0.1430806,2.226516e-20,8.833568e-13,0.12116317,0.16752079,0.037448727,0.3140552,7.288551e-06,0.20693773,0.059432358,0.017507913,0.27119577,0.22113512,2.614867e-06,0.18275131,0.0006290528,0.15596476,0.00048330374,0.11107749,2.3428522e-13,4.5407556e-11,0.15847307,2.0347115e-28,0.0054075057,0.12187572,0.0021996547,1.6228433e-22,2.2710622e-09,5.652945e-11,0.13532977,2.0796237e-05,2.621972e-20,0.11829334,7.500737e-14,0.000979417,1.5712563e-10,0.10761323,0.07532734,6.410393e-09,3.1894604e-08,0.06462814,0.033821996,0.21756762,6.8656876e-09,0.2670853,0.54573196
