目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,DGatingDNN,0.8554016917255831,0.8881843796891106,49,system_energy_price_da|gen_fuel_other_renewables_mw|forecast_load_mw_latest_available|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,STG,0.728908785390179,0.8881843796891106,49,wind_generation_mw|gross_sched_interchange_mw|forecast_load_mw_latest_available|da_as_mcp_synchronized_reserve|gen_fuel_oil_pct
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,LassoNet,0.8016705551475687,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gross_sched_interchange_mw
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,XGBoost,0.8269787462797387,0.8881843796891106,49,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|da_as_as_req_mw_primary_reserve
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Lasso,0.8027998766598028,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_multiple_fuels_pct
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Pearson,0.7358218945907407,0.8881843796891106,49,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,DGatingDNN,0.8763349738268583,0.8881843796891106,49,system_energy_price_da|gen_fuel_other_renewables_mw|forecast_load_mw_latest_available|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_thirty_minutes_reserve
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,STG,0.7834966078793835,0.8881843796891106,49,wind_generation_mw|gross_sched_interchange_mw|forecast_load_mw_latest_available|da_as_mcp_synchronized_reserve|gen_fuel_oil_pct|gen_fuel_multiple_fuels_pct
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,LassoNet,0.840636487254033,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,XGBoost,0.8445198336578643,0.8881843796891106,49,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Lasso,0.8343348094901731,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Pearson,0.7481159942514035,0.8881843796891106,49,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt
