k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.6766771745082019,0.014083331156923173,0.6766771745082019,0.6766771745082019,0.6766771745082019,0.6766771745082019
2,0.7071741421317406,0.1666404870030629,0.6698435732012894,0.7214856232638072,0.6698435732012894,0.6868158428889035
3,0.7803715392916852,0.6129591961486589,0.7485622433120869,0.7294355062978419,0.7485622433120869,0.711311196300049
4,0.8186172297319024,0.7099322825740602,0.765817373837238,0.7799524883809845,0.7468706958020825,0.7102076673691853
5,0.8460517729430088,0.7127180346883946,0.797387179054286,0.807611916030001,0.7857376836372014,0.7358218945907407
6,0.8675042144012263,0.7664014062646036,0.8339683813668011,0.8201768493426891,0.8251327656488713,0.7289656307161706
