n,test_r2
2,0.7785600642037072
4,0.8268621838943983
6,0.8558273768694966
8,0.8908487177505501
10,0.8838364873003008
12,0.8993011038229288
14,0.8919998594925806
16,0.8915702970773515
17,0.8806343493750662
