数据集,target,中文名,候选数,选中数,处置方式,处置前_选中R2_随机,处置前_全量R2_随机,处置前_选中R2_时序,处置前_全量R2_时序,处置后_选中R2_随机,处置后_全量R2_随机,处置后_选中R2_时序,处置后_全量R2_时序,选中降幅_随机,选中降幅_时序
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,加噪 20%,0.9605444581825898,0.967309487565886,0.8154819994727703,0.7307897566640312,0.7214013620613412,0.9226212340847616,-0.5844917627077437,0.2313238717736168,-0.23914309612124862,-1.399973762180514
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,降精度 10 档,0.9605444581825898,0.967309487565886,0.8154819994727703,0.7307897566640312,0.7738328307947534,0.9393126060378564,-0.4589846225027261,0.4827577540757809,-0.18671162738783642,-1.2744666219754963
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,时间聚合 6 小时,0.9605444581825898,0.967309487565886,0.8154819994727703,0.7307897566640312,0.9153213765136398,0.9584177102645786,0.7417659789123672,0.7705304948928956,-0.04522308166895006,-0.07371602056040316
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,综合处置,0.9605444581825898,0.967309487565886,0.8154819994727703,0.7307897566640312,0.898850843912459,0.9417798440672822,-0.258159214810219,0.367104726439235,-0.06169361427013087,-1.0736412142829894
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,加噪 20%,0.6653093439278059,0.6506452242087606,-0.5649799500292199,-0.6456975153072821,0.536127728045159,0.5831619218794333,-0.715912747560324,-0.6740714450399634,-0.12918161588264698,-0.1509327975311041
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,降精度 10 档,0.6653093439278059,0.6506452242087606,-0.5649799500292199,-0.6456975153072821,0.5796768903701012,0.6051418045486536,-0.7646939519551796,-0.8187967609613163,-0.08563245355770477,-0.19971400192595978
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,时间聚合 6 小时,0.6653093439278059,0.6506452242087606,-0.5649799500292199,-0.6456975153072821,0.7645868613670317,0.7897609388985154,-0.15897759992755267,-0.4938717938920818,0.09927751743922575,0.4060023501016672
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,综合处置,0.6653093439278059,0.6506452242087606,-0.5649799500292199,-0.6456975153072821,0.7663569945692054,0.8092222149530562,-0.5629073423630737,-0.6575418129044603,0.10104765064139942,0.0020726076661461423
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,加噪 20%,0.9592446694134812,0.9671473855846195,0.8312528486061938,0.7135894053571621,0.7161491156612321,0.9240791286846496,-0.5878972315966327,0.17888321228180715,-0.24309555375224912,-1.4191500802028263
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,降精度 10 档,0.9592446694134812,0.9671473855846195,0.8312528486061938,0.7135894053571621,0.7728283608663292,0.9396008318856506,-0.4229576726553028,0.45521298915964725,-0.18641630854715197,-1.2542105212614967
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,时间聚合 6 小时,0.9592446694134812,0.9671473855846195,0.8312528486061938,0.7135894053571621,0.9116041554506998,0.9575700048902585,0.7614875288356879,0.7719657780533994,-0.04764051396278135,-0.06976531977050582
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,综合处置,0.9592446694134812,0.9671473855846195,0.8312528486061938,0.7135894053571621,0.8952175970200573,0.9410410081286782,-0.17141862811277542,0.31788983098462975,-0.06402707239342387,-1.002671476718969
pjm_2025_v2,total_gen,总发电量,34,3,加噪 20%,0.9877539279920832,0.9964371832410336,0.9709481061433192,0.9783159317335792,0.9641986373110882,0.9930585542231476,0.9248485319005796,0.9561142250783917,-0.023555290680994934,-0.04609957424273958
pjm_2025_v2,total_gen,总发电量,34,3,降精度 10 档,0.9877539279920832,0.9964371832410336,0.9709481061433192,0.9783159317335792,0.9707719422769598,0.993160010152043,0.9353750069696273,0.9645896349469997,-0.016981985715123327,-0.03557309917369189
pjm_2025_v2,total_gen,总发电量,34,3,时间聚合 6 小时,0.9877539279920832,0.9964371832410336,0.9709481061433192,0.9783159317335792,0.903455873984916,0.9958891760177044,0.897985871544094,0.9764969318806772,-0.08429805400716717,-0.07296223459922513
pjm_2025_v2,total_gen,总发电量,34,3,综合处置,0.9877539279920832,0.9964371832410336,0.9709481061433192,0.9783159317335792,0.898353276348655,0.9942731771646832,0.8810647308457442,0.9669631150378873,-0.08940065164342814,-0.08988337529757495
pjm_2025_v2,metered_load_mw,计量负荷,43,3,加噪 20%,0.9863926337254236,0.9960679285387208,0.9602961012420019,0.9550096446669079,0.9561908811731912,0.994975773890176,0.9270168490407987,0.9497249212791046,-0.030201752552232453,-0.0332792522012032
pjm_2025_v2,metered_load_mw,计量负荷,43,3,降精度 10 档,0.9863926337254236,0.9960679285387208,0.9602961012420019,0.9550096446669079,0.9577712115437764,0.9953151887421028,0.8925204053097889,0.9446383875258011,-0.028621422181647205,-0.067775695932213
pjm_2025_v2,metered_load_mw,计量负荷,43,3,时间聚合 6 小时,0.9863926337254236,0.9960679285387208,0.9602961012420019,0.9550096446669079,0.8902223004526655,0.9957841982763634,0.8736624821558936,0.9606396546790331,-0.09617033327275815,-0.08663361908610834
pjm_2025_v2,metered_load_mw,计量负荷,43,3,综合处置,0.9863926337254236,0.9960679285387208,0.9602961012420019,0.9550096446669079,0.8776844369507564,0.9952618430835296,0.8518621099794614,0.955429905204885,-0.10870819677466725,-0.1084339912625405
pjm_2025_v2,total_losses,总网损,49,15,加噪 20%,0.9409210181413632,0.9263137501861338,0.6689639893073771,0.5057058288835505,0.8800708880129764,0.9137210081085716,0.5899609833788051,0.39828890736557665,-0.0608501301283868,-0.07900300592857201
pjm_2025_v2,total_losses,总网损,49,15,降精度 10 档,0.9409210181413632,0.9263137501861338,0.6689639893073771,0.5057058288835505,0.893698622280612,0.9098629749093724,0.430406718277615,0.3929990550558169,-0.047222395860751165,-0.2385572710297621
pjm_2025_v2,total_losses,总网损,49,15,时间聚合 6 小时,0.9409210181413632,0.9263137501861338,0.6689639893073771,0.5057058288835505,0.94085138764658,0.94705910703024,0.654556340526784,0.6513389907499489,-6.963049478314609e-05,-0.014407648780593085
pjm_2025_v2,total_losses,总网损,49,15,综合处置,0.9409210181413632,0.9263137501861338,0.6689639893073771,0.5057058288835505,0.936258603137426,0.9362095132368904,0.4598968610731782,0.31900073374107263,-0.004662415003937159,-0.20906712823419893
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,加噪 20%,0.7076959086269201,0.6068815557434635,0.30907605004281047,0.20899652595864826,0.6147303096745917,0.5913424320819276,0.2954036153618239,0.2205149036017846,-0.09296559895232837,-0.013672434680986556
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,降精度 10 档,0.7076959086269201,0.6068815557434635,0.30907605004281047,0.20899652595864826,0.6120605612868443,0.5320729492078455,0.22397066540197452,0.20776788814881297,-0.09563534734007584,-0.08510538464083595
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,时间聚合 6 小时,0.7076959086269201,0.6068815557434635,0.30907605004281047,0.20899652595864826,0.6771150009151474,0.7401892860692727,0.14061478662054772,0.1993713658077797,-0.030580907711772687,-0.16846126342226275
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,综合处置,0.7076959086269201,0.6068815557434635,0.30907605004281047,0.20899652595864826,0.6764472523576948,0.6728163808297518,0.2519300304552967,0.15379419775120318,-0.03124865626922535,-0.05714601958751375
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,加噪 20%,0.4530561784214144,0.4268330744676838,0.2847859136860721,0.23702015973900625,0.3927226429770819,0.4031867929033746,0.2506901348349748,0.23338120816050123,-0.06033353544433245,-0.03409577885109727
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,降精度 10 档,0.4530561784214144,0.4268330744676838,0.2847859136860721,0.23702015973900625,0.3745310693328995,0.4144065688288687,0.2009918721207573,0.20374787290032836,-0.0785251090885149,-0.08379404156531478
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,时间聚合 6 小时,0.4530561784214144,0.4268330744676838,0.2847859136860721,0.23702015973900625,0.4536088918521956,0.5104492172267483,0.12938309577961504,0.18907445099861786,0.0005527134307812265,-0.15540281790645705
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,综合处置,0.4530561784214144,0.4268330744676838,0.2847859136860721,0.23702015973900625,0.4460730247028892,0.5198969357342952,0.11569552885117629,0.2106132819852169,-0.0069831537185252035,-0.1690903848348958
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,加噪 20%,0.8440194416730185,0.8729509412253051,0.43097592703361176,0.442927562457062,0.785497380903526,0.8694628194993544,0.3806602562103637,0.4394251709901328,-0.0585220607694924,-0.05031567082324806
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,降精度 10 档,0.8440194416730185,0.8729509412253051,0.43097592703361176,0.442927562457062,0.7771474479865805,0.849510891116165,0.30040059204695346,0.41140923501940163,-0.06687199368643792,-0.1305753349866583
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,时间聚合 6 小时,0.8440194416730185,0.8729509412253051,0.43097592703361176,0.442927562457062,0.7559391218177425,0.8731204795509396,0.3400882735711286,0.45015463277073375,-0.08808031985527598,-0.09088765346248318
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,综合处置,0.8440194416730185,0.8729509412253051,0.43097592703361176,0.442927562457062,0.751004659173482,0.863730511805199,0.2351227652090906,0.4228274874108753,-0.09301478249953643,-0.19585316182452117
pjm_2025_v2,total_lmp_da,日前总电价,48,13,加噪 20%,0.9517142287637018,0.9609024015116058,0.7671720522558418,0.6783973762932523,0.931594098734651,0.9600789370842436,0.7545194737490947,0.6696814648248841,-0.020120130029050776,-0.01265257850674717
pjm_2025_v2,total_lmp_da,日前总电价,48,13,降精度 10 档,0.9517142287637018,0.9609024015116058,0.7671720522558418,0.6783973762932523,0.9088260633425328,0.9523754958062002,0.6570113708540546,0.6637737824584458,-0.04288816542116902,-0.11016068140178725
pjm_2025_v2,total_lmp_da,日前总电价,48,13,时间聚合 6 小时,0.9517142287637018,0.9609024015116058,0.7671720522558418,0.6783973762932523,0.7853531179839549,0.9629393259977286,0.5224341938426826,0.72431096168988,-0.1663611107797469,-0.2447378584131592
pjm_2025_v2,total_lmp_da,日前总电价,48,13,综合处置,0.9517142287637018,0.9609024015116058,0.7671720522558418,0.6783973762932523,0.7714553179796545,0.9564678052947408,0.4437646837190996,0.6947400932268946,-0.18025891078404732,-0.32340736853674223
pjm_2025_v2,da_as_total_mw_primary_reserve,日前主用备用总量,47,10,加噪 20%,0.8544436389045765,0.8588289163840803,0.8072072083163778,0.7388546781539262,0.7665643026726225,0.8133299741947212,0.7731982316155758,0.7357593406722466,-0.08787933623195399,-0.03400897670080205
pjm_2025_v2,da_as_total_mw_primary_reserve,日前主用备用总量,47,10,降精度 10 档,0.8544436389045765,0.8588289163840803,0.8072072083163778,0.7388546781539262,0.8135205852536689,0.8361574274455619,0.7825335494063099,0.7728606897074647,-0.04092305365090765,-0.024673658910067897
pjm_2025_v2,da_as_total_mw_primary_reserve,日前主用备用总量,47,10,时间聚合 6 小时,0.8544436389045765,0.8588289163840803,0.8072072083163778,0.7388546781539262,0.5652268615410416,0.7431988006114264,0.6582956287110231,0.6822537175167345,-0.2892167773635349,-0.14891157960535473
