area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,month_of_year
0.7889144,0.36985585,0.001120593,0.34399265,0.73681676,0.27503937,-0.25319812,-0.3508028,0.2964307,0.728884,0.40664378,0.28761452,0.82820195,0.24728872,-0.04749793,0.78288364,0.14235601,0.6919277,-0.20517138,0.5817775,0.1759628,1.0092465,0.5277442,0.41984132,0.602523,1.078776,0.5377103,0.8093091,0.9067939,0.5816811,-0.10067581,0.3279888,0.35549605,0.22480674,0.08451297,0.074370846,0.31948364,0.046137385,0.07128138,0.0871986,-0.4349661
0.82175,0.33038718,-0.065360494,0.31956223,0.7617322,0.2497904,-0.31353682,-0.43577784,0.25862622,0.73363525,0.40038407,0.24691343,0.84819186,0.22317782,-0.12310761,0.80259,0.09567382,0.7106561,-0.2723652,0.57912356,0.15878297,1.0491737,0.55125475,0.41819054,0.6171855,1.127237,0.55363697,0.8317054,0.96126777,0.60204536,-0.13422775,0.30200037,0.33238563,0.17878118,0.022456296,0.02688389,0.2865976,-0.00597303,0.028298652,0.036975108,-0.49943328
0.85916644,0.32207665,-0.123716906,0.28641325,0.7824601,0.22633952,-0.3832736,-0.503696,0.211218,0.7381672,0.37380496,0.20754203,0.86743355,0.19066367,-0.18835558,0.8158294,0.041983984,0.7137076,-0.33141053,0.5706938,0.13627599,1.0889245,0.5844544,0.39756235,0.6438255,1.1850103,0.55566645,0.8476433,1.021284,0.64602786,-0.1891631,0.27328768,0.31981802,0.12573521,-0.05432953,-0.028312664,0.26097825,-0.057497147,-0.016562311,-0.009829138,-0.5583343
0.8823122,0.31046346,-0.18697456,0.2559461,0.79692525,0.20104001,-0.4481041,-0.5721015,0.16155039,0.74923766,0.35916984,0.16158113,0.88561934,0.15772033,-0.24769421,0.83046854,-0.013001867,0.7388367,-0.38755774,0.5679031,0.08945681,1.1200393,0.60253274,0.3847009,0.6603545,1.2393354,0.5928868,0.8685913,1.0619549,0.6833644,-0.22050688,0.23539732,0.29827255,0.070775814,-0.116563976,-0.07919526,0.2284688,-0.098258026,-0.0672476,-0.06114255,-0.6216158
0.89843774,0.29877877,-0.2540282,0.22871718,0.80584776,0.17069744,-0.5171162,-0.6334103,0.10605782,0.758374,0.3274637,0.11765396,0.9046581,0.13374227,-0.299928,0.8535356,-0.079560354,0.75141317,-0.4335205,0.5695438,0.038050093,1.1691247,0.63511586,0.37230706,0.6771565,1.2757798,0.61885035,0.88043463,1.0952121,0.74765104,-0.2526784,0.20504689,0.28353426,0.002084386,-0.17728868,-0.1465421,0.1787596,-0.1551291,-0.12600854,-0.11796147,-0.673333
0.9226537,0.26545808,-0.32577258,0.19470622,0.8228217,0.14906807,-0.56524503,-0.68210447,0.050958343,0.76529,0.299082,0.07768524,0.93016505,0.1008434,-0.34667718,0.884725,-0.14724974,0.7746846,-0.4823535,0.58152956,-0.008726137,1.2166342,0.6446444,0.359616,0.6790873,1.3151947,0.6397271,0.8903179,1.1234185,0.815899,-0.2882617,0.16219711,0.25810772,-0.062228292,-0.23933095,-0.2017591,0.14987698,-0.20567039,-0.17858863,-0.15918295,-0.71838295
0.9561162,0.2480396,-0.38309687,0.14452428,0.8384847,0.12029164,-0.6151653,-0.7306658,-0.0061313137,0.7666308,0.2704376,0.03695477,0.9469932,0.056260664,-0.40458006,0.91180164,-0.20265014,0.7962202,-0.5066944,0.5774509,-0.05321099,1.2529681,0.6805912,0.3267465,0.6957762,1.3628415,0.6548913,0.914343,1.1662441,0.86387545,-0.3371563,0.12158597,0.23618299,-0.13604982,-0.28888342,-0.26601154,0.11081754,-0.26944503,-0.23850787,-0.2255134,-0.7693426
0.9656927,0.238594,-0.4370632,0.09558028,0.8507813,0.10182312,-0.66332054,-0.74747556,-0.065408856,0.77277297,0.24764009,-0.027525423,0.9684017,0.02727374,-0.46045285,0.9375838,-0.26981273,0.825378,-0.5467482,0.57759196,-0.10170134,1.2903928,0.7082781,0.30453464,0.71787703,1.4050401,0.69596523,0.9287131,1.1986932,0.9073469,-0.38050684,0.07782512,0.20499726,-0.20717046,-0.34160283,-0.3138072,0.061078835,-0.31492788,-0.28870085,-0.27710718,-0.8128076
0.9765202,0.21503752,-0.4951467,0.043136794,0.8558946,0.08834782,-0.70582336,-0.79734546,-0.1235517,0.7653269,0.21686141,-0.08405599,0.98542845,-0.0035364786,-0.5136211,0.9635549,-0.32038644,0.8469329,-0.58261526,0.5764757,-0.1542544,1.3250407,0.7331619,0.29045957,0.74555546,1.4389198,0.73280215,0.94548875,1.2309464,0.9504364,-0.425282,0.023211436,0.1638175,-0.2772873,-0.39501363,-0.37225047,0.014079969,-0.34854966,-0.34614664,-0.33298764,-0.8490209
0.99426955,0.20642476,-0.5478369,-0.011622344,0.8651482,0.060520336,-0.74421227,-0.82660127,-0.18275775,0.76185405,0.17494924,-0.13052058,0.9930945,-0.04237108,-0.54699606,0.9890667,-0.36764586,0.8786955,-0.60511655,0.570436,-0.21058667,1.3401624,0.7613644,0.25228617,0.7702462,1.4715592,0.76757324,0.96841455,1.2766261,1.0042784,-0.45891255,-0.030398132,0.14205328,-0.3493627,-0.4526402,-0.4323107,-0.034290567,-0.40521896,-0.38291553,-0.39084163,-0.8860759
1.0044177,0.17087118,-0.596857,-0.054088484,0.88588715,0.0288564,-0.7856693,-0.86191356,-0.23804708,0.7788123,0.13127725,-0.18703811,1.0169598,-0.090841845,-0.58699375,1.0255972,-0.42200905,0.91426986,-0.635929,0.55890447,-0.26458618,1.3880963,0.81719947,0.21865053,0.7938436,1.4925778,0.8029051,0.99618375,1.308806,1.0724236,-0.50101835,-0.0809372,0.13130529,-0.41642302,-0.49683082,-0.47586915,-0.0913668,-0.45492634,-0.42854026,-0.44372675,-0.92447627
1.0193294,0.1557601,-0.6414749,-0.10865366,0.89567894,0.006767082,-0.8318781,-0.8924124,-0.29151422,0.7882415,0.08305994,-0.24076135,1.0221286,-0.12034067,-0.6280669,1.0467956,-0.4652988,0.94475037,-0.6785248,0.54634523,-0.32306066,1.4340999,0.8449813,0.19766197,0.8227796,1.5231471,0.8444466,1.0130486,1.3332125,1.1384916,-0.54419553,-0.1522538,0.10926375,-0.4761217,-0.55068475,-0.5221401,-0.14658126,-0.49671915,-0.48056638,-0.48781213,-0.9531897
1.0250485,0.13763386,-0.6884888,-0.1574701,0.90241283,-0.02944771,-0.8643595,-0.9236243,-0.35150856,0.7941368,0.030372541,-0.29534134,1.0484741,-0.16584131,-0.670054,1.0642444,-0.52310175,0.9766724,-0.70725554,0.5417542,-0.37660983,1.4719797,0.8711595,0.16804622,0.83162636,1.5520216,0.8843701,1.0283015,1.3664224,1.1895797,-0.58363336,-0.20153603,0.08737982,-0.53122526,-0.5862379,-0.5661624,-0.19633847,-0.53373957,-0.5106452,-0.5286641,-0.991064
1.0276486,0.10384175,-0.73118794,-0.2135917,0.9056976,-0.06467982,-0.8981127,-0.9492312,-0.40553507,0.80248004,-0.018932525,-0.35460347,1.0612222,-0.22260547,-0.7006429,1.0679458,-0.5707553,1.0030012,-0.7325933,0.53059995,-0.41988322,1.5069789,0.9313982,0.12587097,0.8590846,1.5705887,0.9324602,1.0450732,1.3849418,1.2358477,-0.62323403,-0.2727133,0.047382526,-0.58408755,-0.6420422,-0.61081314,-0.25377914,-0.5848174,-0.54696965,-0.57137823,-1.0194938
1.0362086,0.08565243,-0.7678192,-0.26365,0.9047146,-0.0993328,-0.9275768,-0.97033113,-0.4599572,0.81620187,-0.07664343,-0.4041264,1.077646,-0.26422656,-0.7345899,1.0820153,-0.601979,1.028406,-0.75151795,0.5317393,-0.45755124,1.5318434,0.98493665,0.08899832,0.87748396,1.608396,0.97843385,1.0535406,1.4186785,1.2970587,-0.65183944,-0.33960605,0.013721621,-0.6356228,-0.67673594,-0.6592243,-0.2890219,-0.6275523,-0.5902708,-0.6098831,-1.0468146
1.0617619,0.05639767,-0.8007959,-0.32331285,0.91805184,-0.13448441,-0.958091,-0.9798821,-0.5058121,0.8276906,-0.14470884,-0.46350643,1.101792,-0.3028319,-0.75706106,1.0963107,-0.6368968,1.0612886,-0.7668273,0.51682395,-0.5077446,1.5856925,1.0107262,0.048972037,0.894897,1.6297826,1.0043601,1.065926,1.4466499,1.3285244,-0.6849003,-0.396691,-0.022282697,-0.6828354,-0.7156726,-0.6958143,-0.34494358,-0.6655323,-0.63191617,-0.6474167,-1.0751015
1.0819929,0.023637809,-0.84130734,-0.37955517,0.9249021,-0.17562109,-0.97399044,-0.9929455,-0.54718804,0.8558945,-0.19857135,-0.5218703,1.1095191,-0.34562287,-0.7833366,1.1171963,-0.68171805,1.0943565,-0.79346204,0.49426827,-0.554301,1.6267974,1.0367383,-0.007974177,0.9246338,1.6535237,1.0302334,1.0759133,1.4723696,1.3669631,-0.7232562,-0.45623007,-0.056634586,-0.7292785,-0.7525059,-0.72777873,-0.39979798,-0.70445794,-0.68495625,-0.6705435,-1.1005555
1.0966846,-0.015540794,-0.8753221,-0.42701662,0.933237,-0.22379178,-0.9987569,-1.0300314,-0.59131175,0.8748002,-0.26316708,-0.5751652,1.1225156,-0.38715208,-0.80804867,1.1395437,-0.72374153,1.1220554,-0.8013392,0.47423393,-0.6016433,1.6510624,1.05608,-0.06796515,0.9497467,1.6673626,1.067334,1.085848,1.5016822,1.4061011,-0.75626737,-0.5062099,-0.09462255,-0.77135104,-0.78471553,-0.7705823,-0.45633003,-0.7303734,-0.7273679,-0.7028809,-1.1280078
1.1193011,-0.05235951,-0.9079844,-0.47272468,0.9461547,-0.27019098,-1.0167778,-1.0450659,-0.6373538,0.90290976,-0.3263157,-0.6179032,1.1389033,-0.4211147,-0.8153328,1.1495858,-0.7564193,1.1487144,-0.83007264,0.44942075,-0.64336807,1.6779162,1.0795877,-0.12602021,0.9752479,1.70969,1.0921766,1.1018422,1.5258939,1.4356492,-0.77869797,-0.5623885,-0.15177567,-0.8093823,-0.816196,-0.8030241,-0.49428675,-0.7703543,-0.7608385,-0.7385199,-1.1494226
1.137463,-0.0920249,-0.93893445,-0.50936276,0.96842164,-0.29251647,-1.0287881,-1.0666387,-0.6741303,0.92909604,-0.3890408,-0.6550601,1.1586552,-0.45936468,-0.8521561,1.1592705,-0.78833103,1.1876723,-0.8568563,0.44340217,-0.680737,1.7006451,1.1196226,-0.18487029,0.9998857,1.7278266,1.1297522,1.1195512,1.5572089,1.4616373,-0.79993314,-0.61044085,-0.19966923,-0.83635837,-0.8503307,-0.83728266,-0.5470735,-0.79841995,-0.7858908,-0.7693449,-1.1717162
1.1514426,-0.13164377,-0.9708891,-0.5496167,0.9778124,-0.3422696,-1.0495533,-1.0972936,-0.70747066,0.9464299,-0.4426873,-0.69528794,1.1863347,-0.5017282,-0.8733658,1.1791797,-0.8224989,1.2130691,-0.8873792,0.42711392,-0.7170092,1.7174221,1.149148,-0.23754618,1.0292162,1.744899,1.1458352,1.1347418,1.5751392,1.4966545,-0.81322455,-0.66337216,-0.24865995,-0.87412685,-0.86906207,-0.8677576,-0.59053886,-0.8292382,-0.8155312,-0.8055224,-1.1924437
1.1641198,-0.17372808,-0.99464935,-0.58305377,0.97861356,-0.3792914,-1.0640798,-1.1084186,-0.745474,0.97870094,-0.4979703,-0.7305164,1.2043291,-0.54824847,-0.899845,1.1975471,-0.8678698,1.2439358,-0.9011674,0.40852216,-0.7551392,1.7449896,1.1822577,-0.29270527,1.0487957,1.761899,1.167911,1.1487448,1.5926919,1.5150832,-0.8306838,-0.70559525,-0.3006924,-0.9086164,-0.8993314,-0.9032396,-0.63522696,-0.8579631,-0.8426766,-0.83790934,-1.2038592
1.1791009,-0.20570774,-1.0208342,-0.6164696,0.98416626,-0.42034122,-1.0959383,-1.1314846,-0.7794309,1.008266,-0.5469675,-0.73961675,1.2159934,-0.5907206,-0.93110645,1.2031521,-0.89789176,1.2750548,-0.9172694,0.39006037,-0.7939859,1.7615913,1.2104254,-0.3465943,1.0756439,1.7963507,1.2123741,1.1623476,1.6129704,1.5376357,-0.8576135,-0.75250614,-0.3405854,-0.9358258,-0.9328574,-0.927731,-0.67064816,-0.88835186,-0.8720292,-0.8687721,-1.2242874
1.1938616,-0.24161986,-1.0466691,-0.64691705,0.99655867,-0.46249542,-1.1074839,-1.153482,-0.8093618,1.0339848,-0.5975666,-0.76073354,1.243093,-0.6289738,-0.97107214,1.2165741,-0.9227225,1.3061824,-0.9331063,0.35197598,-0.8288467,1.7949604,1.2150389,-0.39410332,1.0983107,1.8117408,1.2385695,1.1816878,1.6305624,1.5728317,-0.87424433,-0.7873437,-0.38366675,-0.9711073,-0.96213704,-0.96102136,-0.70406735,-0.91349846,-0.8990068,-0.89313483,-1.2516075
1.1957244,-0.2921918,-1.060467,-0.6820836,0.99791145,-0.4993539,-1.1248503,-1.1709248,-0.82874787,1.0794288,-0.636893,-0.7892644,1.2559594,-0.65184075,-0.98847634,1.2276726,-0.94943494,1.3270164,-0.9479843,0.315444,-0.85899603,1.825336,1.237623,-0.44634464,1.1215429,1.820756,1.2606467,1.1943483,1.6482446,1.6018933,-0.8931272,-0.82574695,-0.43623883,-0.99370664,-0.9845068,-0.9832665,-0.7417273,-0.9542976,-0.9229895,-0.9216722,-1.2697247
1.2034222,-0.33687994,-1.08191,-0.7186709,1.0135583,-0.5383885,-1.1469641,-1.1784464,-0.8605083,1.120755,-0.6819824,-0.8124171,1.2624735,-0.6808896,-1.0119472,1.2446634,-0.9776607,1.3679523,-0.96829814,0.28825018,-0.89241433,1.848144,1.2777901,-0.49864033,1.1490974,1.8512838,1.2868133,1.208615,1.6683449,1.6235613,-0.9130542,-0.8572294,-0.4767705,-1.0258992,-1.0207169,-1.0024028,-0.7765284,-0.97926736,-0.95001334,-0.9508434,-1.2846377
1.220517,-0.3746211,-1.1085072,-0.7449826,1.0148866,-0.5776189,-1.1645538,-1.1954819,-0.89383364,1.1696805,-0.72175765,-0.8338033,1.2648124,-0.71630156,-1.0349602,1.2638226,-0.97019935,1.3858637,-0.97548276,0.24565767,-0.91812,1.8645955,1.2961531,-0.5503518,1.1779333,1.8619618,1.3115633,1.221731,1.6896293,1.6420739,-0.9347131,-0.8872956,-0.51772696,-1.0502852,-1.041156,-1.0300132,-0.80626994,-1.0048989,-0.96792704,-0.97163117,-1.2960924
1.2327602,-0.41400948,-1.1338329,-0.77610385,1.0308338,-0.61267173,-1.1827092,-1.208812,-0.92324287,1.2041696,-0.7581892,-0.85756403,1.290825,-0.75568235,-1.0574628,1.2780979,-0.98908687,1.4055872,-1.0021217,0.20277688,-0.94837856,1.906259,1.3214386,-0.5936861,1.2038871,1.8663318,1.3342401,1.2320865,1.7057389,1.6627328,-0.9469986,-0.924244,-0.554614,-1.0699726,-1.0618107,-1.0526251,-0.8301909,-1.0222803,-0.99952173,-0.9995051,-1.3123431
1.2385379,-0.45617837,-1.1531184,-0.8012084,1.0329827,-0.64804137,-1.1989536,-1.2256994,-0.94846225,1.2333715,-0.79327756,-0.8829269,1.2969105,-0.7827495,-1.0721837,1.287885,-1.002049,1.4343494,-1.0211489,0.16094148,-0.97461635,1.916982,1.3554952,-0.63705355,1.2236804,1.9097608,1.3678329,1.2417923,1.7306058,1.699742,-0.96333516,-0.95576626,-0.5996126,-1.0934539,-1.0703188,-1.0684286,-0.8485428,-1.043448,-1.0220712,-1.0207261,-1.3295003
1.2526302,-0.5069182,-1.1735559,-0.83017784,1.0382701,-0.6782401,-1.2144456,-1.2423784,-0.9708182,1.2546812,-0.82320994,-0.9069702,1.3215634,-0.81378853,-1.0855159,1.3046545,-1.0153171,1.4580315,-1.0536182,0.116779245,-1.0021828,1.9336491,1.371301,-0.6627953,1.2616469,1.9456618,1.3959404,1.2542126,1.7436725,1.727392,-0.983512,-0.9831171,-0.6400136,-1.111825,-1.0825368,-1.0901493,-0.8649158,-1.0637884,-1.0451683,-1.0435525,-1.3456699
1.2644229,-0.5393604,-1.192468,-0.8711478,1.053522,-0.7075089,-1.2298594,-1.2660542,-0.99305975,1.305404,-0.8535319,-0.92739373,1.3456855,-0.8349032,-1.1052407,1.2989882,-1.0315353,1.4607204,-1.0678893,0.06256778,-1.0328095,1.9508555,1.386023,-0.7052698,1.2706664,1.953491,1.4325309,1.2667462,1.752115,1.7432812,-0.98532325,-1.0062939,-0.6796869,-1.1168251,-1.1085802,-1.1129136,-0.9002645,-1.0877653,-1.0603355,-1.0645324,-1.3519988
1.2770224,-0.5811885,-1.2099972,-0.8943914,1.0611515,-0.73823553,-1.2466298,-1.2855581,-1.017006,1.3298475,-0.8838886,-0.9456323,1.3600054,-0.8659419,-1.1271288,1.30659,-1.0411254,1.4806247,-1.0854853,-0.00023223771,-1.0580106,1.9774569,1.3998374,-0.73766947,1.2953491,1.969209,1.4523193,1.2826315,1.7637807,1.749373,-1.0049884,-1.0301251,-0.72060776,-1.1346756,-1.1243014,-1.1309282,-0.93464875,-1.116788,-1.0807769,-1.0899967,-1.3690404
1.2921733,-0.61899406,-1.2289499,-0.92351955,1.0691917,-0.7710653,-1.2637138,-1.3188609,-1.0406244,1.3611897,-0.9088006,-0.96750253,1.3875877,-0.8910032,-1.1376632,1.3221611,-1.0510938,1.497012,-1.097158,-0.054486644,-1.081408,1.9919169,1.4136326,-0.77500564,1.3088841,1.9933177,1.4745643,1.2884864,1.7743164,1.7535133,-1.0163674,-1.0519042,-0.75722003,-1.1490321,-1.1396778,-1.1580288,-0.9550675,-1.1389371,-1.1051874,-1.106036,-1.3850538
1.3058646,-0.65383714,-1.2595383,-0.94776076,1.0781122,-0.78698486,-1.2816811,-1.327444,-1.0650237,1.3976332,-0.9370307,-0.99125016,1.4130913,-0.90776134,-1.1544142,1.3374146,-1.070732,1.5248344,-1.0988324,-0.12246893,-1.1060808,2.0006573,1.4386544,-0.809303,1.3328034,2.0035772,1.4912235,1.2987353,1.7798938,1.7700499,-1.0351944,-1.0725411,-0.78785884,-1.1684107,-1.1482705,-1.1724435,-0.97870624,-1.1572269,-1.1272111,-1.1263678,-1.400773
1.3205597,-0.67455983,-1.2691059,-0.9650199,1.0775764,-0.81380004,-1.2980491,-1.329135,-1.0782202,1.4170362,-0.9651464,-0.99357474,1.4281228,-0.9219141,-1.1704701,1.342086,-1.0791742,1.5536966,-1.1077293,-0.18521999,-1.1263722,2.0160923,1.4729643,-0.84454006,1.3447671,2.0196044,1.5164249,1.3196698,1.7905674,1.7858768,-1.0537797,-1.0939697,-0.8168325,-1.1882225,-1.1651211,-1.1990445,-1.0054126,-1.1835773,-1.1468551,-1.1490175,-1.4162198
1.3277339,-0.70442414,-1.2799481,-0.98364216,1.0743339,-0.8395329,-1.312192,-1.3384718,-1.0991783,1.437887,-0.99697006,-1.0058317,1.451774,-0.9538739,-1.1861129,1.3574382,-1.093768,1.5769806,-1.1150242,-0.26128715,-1.1462576,2.0333188,1.4927071,-0.8795376,1.3602067,2.0326488,1.5374632,1.3257552,1.8160261,1.8034096,-1.0800788,-1.1162715,-0.8447607,-1.2080978,-1.1848506,-1.2170639,-1.0267103,-1.2126284,-1.1695373,-1.1623116,-1.431407
1.3467649,-0.73540723,-1.2863526,-1.0075041,1.0939614,-0.8580981,-1.3262933,-1.350292,-1.1275767,1.4664313,-1.0218954,-1.0256277,1.4654979,-0.9684225,-1.2080523,1.3782765,-1.107952,1.5914874,-1.1215796,-0.32209098,-1.1661352,2.057468,1.5032883,-0.9064579,1.386017,2.0331154,1.5619528,1.3439008,1.8338605,1.8161784,-1.0959289,-1.1328591,-0.86992574,-1.2300916,-1.1971806,-1.2341247,-1.047752,-1.2293221,-1.1851209,-1.1825582,-1.4310336
1.3584489,-0.7595224,-1.2950144,-1.0274599,1.0990828,-0.87113816,-1.3403293,-1.3588313,-1.147965,1.473776,-1.0515229,-1.0603664,1.4875675,-0.9892149,-1.2254472,1.3899976,-1.1171346,1.6221688,-1.1463815,-0.38771763,-1.1867384,2.0631533,1.5325725,-0.9370796,1.4050192,2.0412104,1.5774182,1.3563001,1.8503871,1.837722,-1.1294781,-1.1540623,-0.8979658,-1.2485414,-1.2240232,-1.2512063,-1.0693251,-1.2453331,-1.1978941,-1.1944445,-1.4452747
1.3702629,-0.7835011,-1.3055334,-1.0388258,1.12022,-0.89026624,-1.3604671,-1.3663921,-1.1665097,1.4953516,-1.0713174,-1.0831112,1.4954807,-1.011499,-1.2407258,1.4009633,-1.1423838,1.6415132,-1.1691701,-0.4468519,-1.2052251,2.0649369,1.5655333,-0.9653027,1.4309336,2.0446668,1.5899007,1.3719666,1.8564686,1.8483179,-1.1417335,-1.1754076,-0.9206217,-1.2668093,-1.2387314,-1.2675629,-1.0833044,-1.2655905,-1.2157822,-1.2103547,-1.4639851
