n,test_r2
1,0.6208992878729462
2,0.8061002056869732
3,0.8740691942334509
4,0.8746730784904309
5,0.9116624195598018
6,0.9137607905590821
7,0.9273213862124624
8,0.9407859987489416
9,0.9436207346600207
10,0.9369460890962445
