epoch,temperature,train_mse,train_r2,test_mse,test_r2,candidate_active_0p5,candidate_gate_sum,budget_max_features
1,2.0,0.48588330261721857,0.514116644859314,0.480948718264699,0.49232786893844604,0,16.604215621948242,6
2,1.9826742967867415,0.3865188024909691,0.6134812235832214,0.3966101576097128,0.581352710723877,0,14.18779182434082,6
3,1.9654986835694,0.3433846550745695,0.6566152572631836,0.3582525629005054,0.621841549873352,0,12.271138191223145,6
4,1.9484718601406132,0.310506333140223,0.6894936561584473,0.3259066017798898,0.6559847593307495,0,10.783523559570312,6
5,1.9315925375565222,0.28807828590717144,0.7119216918945312,0.30483910309650547,0.6782228350639343,0,9.647128105163574,6
6,1.9148594380391977,0.2744736278970945,0.7255263328552246,0.2923453560144436,0.6914107799530029,0,8.766508102416992,6
7,1.8982712948799105,0.26805227242472696,0.731947660446167,0.28188398087442645,0.7024534940719604,0,8.077449798583984,6
8,1.881826852343242,0.25533904051685224,0.7446609139442444,0.2781191929357081,0.7064274549484253,0,7.547369480133057,6
9,1.8655248655720222,0.2380822166845964,0.761917769908905,0.2577358968555927,0.7279433012008667,0,7.131595134735107,6
10,1.849364100493095,0.2309767694804252,0.7690232396125793,0.2484184235061814,0.7377784848213196,0,6.790955543518066,6
11,1.8333433337238958,0.2251401848289732,0.7748597860336304,0.24990155790909763,0.736212968826294,0,6.531327247619629,6
12,1.8174613524798429,0.2165197385041701,0.7834802865982056,0.2422289554393146,0.7443118691444397,0,6.327358245849609,6
13,1.8017169544825262,0.21277205147343586,0.7872279286384583,0.24456195206176945,0.7418492436408997,0,6.154822826385498,6
14,1.7861089478686962,0.20794580858641232,0.7920541763305664,0.23436342615906786,0.752614438533783,0,5.999635219573975,6
15,1.770636151100037,0.19919515855491024,0.800804853439331,0.22519071075338415,0.7622968554496765,0,5.839122295379639,6
16,1.7552973928737243,0.19318240068847217,0.8068175911903381,0.2232318738384581,0.76436448097229,0,5.707655906677246,6
17,1.740091512033756,0.18882842057879692,0.8111715316772461,0.2232499374076724,0.7643454670906067,0,5.574497699737549,6
18,1.7250173574830525,0.1824750658451465,0.8175249099731445,0.2202045824378729,0.7675600051879883,0,5.45797061920166,6
19,1.710073788096317,0.18039092293661302,0.8196090459823608,0.21774213636157716,0.7701593041419983,0,5.342843532562256,6
20,1.6952596726336524,0.17871865752905403,0.8212813138961792,0.21599989643365872,0.7719982862472534,1,5.199767589569092,6
21,1.6805738896549243,0.1694410603513343,0.8305589556694031,0.20259294217088963,0.7861502170562744,1,5.039621829986572,6
22,1.666015327434868,0.16001092399023673,0.8399890661239624,0.19758482748733425,0.7914366126060486,1,4.899844646453857,6
23,1.6515828838789297,0.15057020864579443,0.8494297862052917,0.1837875467566092,0.8060004711151123,1,4.732267379760742,6
24,1.637275466439838,0.14642248275419123,0.8535774946212769,0.18210657813200137,0.8077749013900757,1,4.576218128204346,6
25,1.6230919920348947,0.14102145229003796,0.8589785695075989,0.1790161108961556,0.8110370635986328,1,4.422420024871826,6
26,1.6090313869639883,0.19690142320163553,0.8030985593795776,0.24602897880916916,0.7403006553649902,0,4.275298595428467,6
27,1.5950925868283103,0.1422100274175019,0.857789933681488,0.17942396735363617,0.8106065392494202,1,4.134249210357666,6
28,1.5812745364497824,0.13629085502376273,0.8637090921401978,0.1790663005170844,0.8109840750694275,1,3.9929590225219727,6
