field,中文名,score
area_1_net_export_mw,区域1净送出,0.5770187566517294
gen_fuel_wind_mw,风电出力,0.5212740517798242
gen_fuel_coal_mw,燃煤出力,0.48929484297574477
area_2_net_export_mw,区域2净送出,0.455962178223543
gen_fuel_natural_gas_mw,燃气出力,0.4205227109401464
area_3_net_export_mw,区域3净送出,0.4063947005351204
reserve_spin_r1_mw,区域1旋转备用,0.327724271223115
area_1_load_actual_mw,区域1实时负荷,0.3277241455964159
area_1_load_day_ahead_mw,区域1日前负荷,0.32772336011053027
area_2_load_actual_mw,区域2实时负荷,0.30311834078310423
reserve_spin_r2_mw,区域2旋转备用,0.30311824909622676
area_2_load_day_ahead_mw,区域2日前负荷,0.30311733032074584
gen_fuel_hydro_mw,水电出力,0.2377901172398942
area_3_load_day_ahead_mw,区域3日前负荷,0.14754607437350045
reserve_spin_r3_mw,区域3旋转备用,0.14754436199500823
area_3_load_actual_mw,区域3实时负荷,0.14754411405996437
reserve_reg_up_mw,调频上备用,0.08420818608815221
system_losses_mw,系统网损,0.04596525936473522
reserve_reg_down_mw,调频下备用,0.03807458920041349
