field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
system_losses_mw,0.125167578458786,0.13705070316791534,0.11949489265680313,0.1272377222776413,0.007315086666494608,3,1
gen_fuel_coal_mw,0.12440571188926697,0.10202087461948395,0.11615845561027527,0.11419501155614853,0.009243432432413101,3,1
gen_fuel_natural_gas_mw,0.08124814182519913,0.09154786914587021,0.08839148283004761,0.08706250041723251,0.004308576229959726,3,1
area_2_net_export_mw,0.07953281700611115,0.0744098499417305,0.06917577236890793,0.07437282055616379,0.004228326492011547,3,1
gen_fuel_wind_mw,0.05653636157512665,0.05875875800848007,0.05707373842597008,0.05745628476142883,0.0009467553463764489,3,1
area_1_net_export_mw,0.057960573583841324,0.052146151661872864,0.05304509401321411,0.054383937269449234,0.0025555503088980913,3,1
reserve_spin_r1_mw,0.17039933800697327,0.2049262821674347,0.0,0.125108540058136,0.08958102017641068,2,1
area_1_load_actual_mw,0.04273783415555954,1.2495361689790485e-10,0.16306021809577942,0.06859935075044632,0.0690351203083992,2,1
area_2_load_actual_mw,0.07921333611011505,0.0,0.10111215710639954,0.060108497738838196,0.043433189392089844,2,1
reserve_spin_r3_mw,0.0,0.034881316125392914,0.030451660975813866,0.02177765965461731,0.01550495158880949,2,1
gen_fuel_nuclear_mw,0.0,0.01794510893523693,0.013067947700619698,0.010337685234844685,0.0075761680491268635,2,1
area_2_load_day_ahead_mw,8.405042171943933e-05,0.09512582421302795,0.0,0.031736623495817184,0.04482294246554375,1,0
gen_fuel_hydro_mw,0.0,0.0,0.03903522342443466,0.013011741451919079,0.018401380628347397,1,0
area_3_load_actual_mw,0.02911314181983471,0.0,0.0,0.009704380296170712,0.013724067248404026,1,0
reserve_reg_down_mw,0.007694954983890057,0.005431461147964001,0.003297915682196617,0.005474777426570654,0.0017953449860215187,0,0
area_1_load_day_ahead_mw,2.4720169521672084e-15,0.0,0.0039457823149859905,0.0013152607716619968,0.0018600595649331808,0,0
reserve_spin_r2_mw,0.0,0.0,1.785641445656147e-29,5.9521380268010925e-30,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_generation_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_3_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
gen_fuel_solar_mw,0.0,0.0,0.0,0.0,0.0,0,0
