n_fields,test_r2,fields
1,0.1626213648929159,system_losses_mw
2,0.5466601781632945,system_losses_mw|gen_fuel_coal_mw
3,0.6584778538620266,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw
5,0.6930591139460054,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_net_export_mw|gen_fuel_wind_mw
8,0.7964083786251385,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_net_export_mw|gen_fuel_wind_mw|area_1_net_export_mw|reserve_spin_r1_mw|area_1_load_actual_mw
11,0.8530502292969404,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_net_export_mw|gen_fuel_wind_mw|area_1_net_export_mw|reserve_spin_r1_mw|area_1_load_actual_mw|area_2_load_actual_mw|reserve_spin_r3_mw|gen_fuel_nuclear_mw
12,0.8796426174466629,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_net_export_mw|gen_fuel_wind_mw|area_1_net_export_mw|reserve_spin_r1_mw|area_1_load_actual_mw|area_2_load_actual_mw|reserve_spin_r3_mw|gen_fuel_nuclear_mw|area_2_load_day_ahead_mw
23,0.8943209099536739,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_net_export_mw|gen_fuel_wind_mw|area_1_net_export_mw|reserve_spin_r1_mw|area_1_load_actual_mw|area_2_load_actual_mw|reserve_spin_r3_mw|gen_fuel_nuclear_mw|area_2_load_day_ahead_mw|gen_fuel_hydro_mw|area_3_load_actual_mw|reserve_reg_down_mw|area_1_load_day_ahead_mw|reserve_spin_r2_mw|reserve_reg_up_mw|system_generation_mw|system_load_day_ahead_mw|area_3_load_day_ahead_mw|system_load_actual_mw|gen_fuel_solar_mw
