epoch,train_standardized_mse,validation_standardized_mse,selection_objective,validation_r2,n_active_at_0_01
1,0.642071664759922,0.25450271368026733,0.25450271368026733,0.6620956469701801,23
2,0.24775739335052052,0.21454563736915588,0.21454563736915588,0.7151468060374317,23
3,0.2051924447696862,0.17728106677532196,0.17728106677532196,0.7646231482311162,23
4,0.1786521204741806,0.15246349573135376,0.15246349573135376,0.7975735447792138,23
5,0.16245177273790637,0.13716568052768707,0.13716568052768707,0.8178845081095497,23
6,0.14770616269103878,0.12085303664207458,0.12085303664207458,0.8395428948847753,23
7,0.13455101647447593,0.10600914061069489,0.10600914061069489,0.8592511992712767,23
8,0.12775572489949505,0.10598918050527573,0.10598918050527573,0.8592776932427368,23
9,0.12513131382175288,0.11367229372262955,0.11367229372262955,0.8490767987996178,23
10,0.1218171513353995,0.10366642475128174,0.10366642475128174,0.8623616307519765,23
11,0.11534616794672273,0.0889165997505188,0.0889165997505188,0.8819450467830698,23
12,0.11160954517217216,0.08691118657588959,0.08691118657588959,0.8846076311510346,23
13,0.10733471548084167,0.08730518817901611,0.08730518817901611,0.884084520253689,23
14,0.10267894007095905,0.08100952953100204,0.08100952953100204,0.8924432917964393,23
15,0.10351317659718462,0.10020018368959427,0.10020018368959427,0.8669637660443194,23
16,0.09993819301983095,0.07479757070541382,0.07479757070541382,0.9006909333491488,23
17,0.09755109657734032,0.07703761011362076,0.07703761011362076,0.8977168224449146,23
18,0.10353022633470649,0.07463716715574265,0.07463716715574265,0.9009039016498266,23
19,0.09536755842168221,0.07016119360923767,0.07016119360923767,0.9068466739705351,23
20,0.09160239735670345,0.0778101235628128,0.0778101235628128,0.8966911389190338,23
21,0.09950385900503951,0.07375431060791016,0.07375431060791016,0.9020760703381323,23
22,0.08523716296692832,0.07682976126670837,0.07682976126670837,0.8979927883726084,23
23,0.08768498393535498,0.06911414116621017,0.06911414116621017,0.9082368487492124,23
24,0.08201942861894547,0.06935690343379974,0.06935690343379974,0.9079145328409993,23
25,0.08102363827635298,0.06638907641172409,0.06638907641172409,0.9118549283125307,23
26,0.08041814814467727,0.0660504475235939,0.0660504475235939,0.912304524830823,23
27,0.07668868271014717,0.06290509551763535,0.06290509551763535,0.9164806293304981,23
28,0.07695473225214067,0.06480351090431213,0.06480351090431213,0.9139600935668626,23
29,0.07564793408120617,0.06666401028633118,0.06666401028633118,0.9114898946908105,23
30,0.07251307647978243,0.07031891494989395,0.07031891494989395,0.9066372708271592,23
31,0.0732076570110501,0.061672501266002655,0.061672501266002655,0.9181171499303247,23
32,0.07542316293708674,0.062012989073991776,0.062012989073991776,0.9176650866872872,23
33,0.07159369375384622,0.0585959292948246,0.0585959292948246,0.9222019299752905,23
34,0.07209626773569827,0.059936780482530594,0.059936780482530594,0.9204216781989595,23
35,0.0680584026647219,0.06919603794813156,0.06919603794813156,0.9081281170015755,23
36,0.08330639611088012,0.06160803511738777,0.06160803511738777,0.9182027403882872,23
37,0.06487718792892774,0.057273369282484055,0.057273369282484055,0.9239578949234404,23
38,0.06340715183198413,0.05473743751645088,0.05473743751645088,0.927324860249987,23
39,0.0634428971012595,0.05690333619713783,0.05690333619713783,0.924449193966732,23
40,0.06290040329273211,0.05811692029237747,0.05811692029237747,0.9228379101053246,23
41,0.05995076237259725,0.05324901267886162,0.05324901267886162,0.92930105057344,23
42,0.05898176888870433,0.057989250868558884,0.057989250868558884,0.9230074063184148,23
43,0.05892281572012717,0.05807352438569069,0.05807352438569069,0.9228955310316362,23
44,0.06032481795405907,0.0586044043302536,0.0586044043302536,0.9221906783975594,23
45,0.0556706758276617,0.056732673197984695,0.056732673197984695,0.9246757801737846,23
46,0.05632033670731931,0.05889631062746048,0.05889631062746048,0.9218031087706472,23
47,0.059788719636419026,0.05226738750934601,0.05226738750934601,0.9306043599690733,23
48,0.05269952137544315,0.047884371131658554,0.047884371131658554,0.9364237114882606,23
49,0.05357673871358184,0.05665159970521927,0.05665159970521927,0.924783421862224,23
50,0.05425807789801853,0.04915186017751694,0.04915186017751694,0.9347408634311211,23
51,0.053004832108182104,0.05001300573348999,0.05001300573348999,0.9335975067787707,23
52,0.055841400493457476,0.05233105272054672,0.05233105272054672,0.9305198372004081,23
53,0.049035127820639776,0.047988902777433395,0.047988902777433395,0.9362849209212558,23
54,0.049872400460882316,0.05653805285692215,0.05653805285692215,0.9249341761471823,23
55,0.05196575827596051,0.05484439805150032,0.05484439805150032,0.927182856366917,23
56,0.04778058654837742,0.04636061191558838,0.04636061191558838,0.9384468148471616,23
57,0.0463247752315792,0.04828721284866333,0.04828721284866333,0.9358888563870411,23
58,0.04468103495311954,0.04884466528892517,0.04884466528892517,0.9351487270089869,23
59,0.047751700728598474,0.04658137634396553,0.04658137634396553,0.938153708564063,23
60,0.04721267421523239,0.04930020868778229,0.04930020868778229,0.9345438980234047,23
61,0.05401117043180673,0.04836128652095795,0.04836128652095795,0.935790515574019,23
62,0.045707021888997466,0.0459873341023922,0.0459873341023922,0.9389424146432144,23
63,0.04285406596745348,0.05298444256186485,0.05298444256186485,0.9296523189792253,23
64,0.04223578913402717,0.04429794102907181,0.04429794102907181,0.9411854278427018,23
65,0.042641420416635746,0.05657603591680527,0.05657603591680527,0.924883746389867,23
66,0.042518242948828534,0.04579136520624161,0.04579136520624161,0.9392026035534504,23
67,0.04325452888785591,0.04702351987361908,0.04702351987361908,0.9375666548102758,23
68,0.04078105022547865,0.0448775552213192,0.0448775552213192,0.940415873610463,23
