方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9430550996406184,marginal_loss_price_rt|system_energy_price_rt|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|wind_generation_mw|gen_fuel_multiple_fuels_mw|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|gross_inadv_interchange_mw|gen_fuel_hydro_pct|gen_fuel_solar_pct|gen_fuel_gas_mw|total_pjm_reg_purchases
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9377113972684271,wind_generation_mw|marginal_loss_price_rt|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|total_pjm_rt_load_mwh|gross_sched_interchange_mw|prelim_load_avg_hourly|gen_fuel_gas_pct|gen_fuel_coal_pct|gen_fuel_wind_mw|gross_inadv_interchange_mw|gen_fuel_solar_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9212549538797927,gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|prelim_load_avg_hourly|gross_inadv_interchange_mw|system_energy_price_da|marginal_loss_price_rt|gen_fuel_coal_pct|total_pjm_assigned_reg|da_as_nsr_mw_primary_reserve|solar_generation_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_coal_mw|total_pjm_rt_load_mwh
XGBoost,树模型特征重要性（2016）,0.935985770148076,gen_fuel_coal_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_wind_mw|marginal_loss_price_rt|gen_fuel_wind_pct|wind_generation_mw|forecast_load_mw_latest_available|gen_fuel_solar_pct|da_as_as_req_mw_primary_reserve|gen_fuel_oil_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_coal_pct|system_energy_price_da|gen_fuel_other_renewables_mw|gross_sched_interchange_mw|gen_fuel_solar_mw
Lasso,线性稀疏（1996）,0.9203855817930642,prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|solar_generation_mw|gen_fuel_coal_mw|marginal_loss_price_rt|gen_fuel_coal_pct|system_energy_price_rt|wind_generation_mw|gen_fuel_hydro_mw|gen_fuel_gas_pct|gen_fuel_solar_pct|system_energy_price_da|gen_fuel_wind_pct|da_as_mcp_synchronized_reserve|total_pjm_rmccp_cr|gen_fuel_multiple_fuels_mw|rmccp
Pearson,相关系数排序（只看两两关系）,0.9201721785823994,gen_fuel_coal_mw|prelim_load_avg_hourly|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw|gross_inadv_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_gas_mw|system_energy_price_da|gen_fuel_other_renewables_pct|marginal_loss_price_rt|gen_fuel_oil_mw|da_as_as_mw_primary_reserve|gen_fuel_oil_pct|total_lmp_rt|system_energy_price_rt|wind_generation_mw
