area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
0.033470117,-0.022290943,-0.16131927,-0.14818257,0.0874065,0.07125546,0.27275607,-0.01601131,0.14881179,1.2294383,0.72757554,0.59266984,0.25282502,-0.0678952,0.18045107,1.2566226,1.0820727,0.99299234,1.080249,1.2733113
0.023363462,-0.07499532,-0.18336049,-0.19543138,0.07591391,0.031999946,0.2587583,-0.049729332,0.11175092,1.2529699,0.7404994,0.6045354,0.24507773,-0.11665375,0.17017895,1.30673,1.1368169,1.0209609,1.1028467,1.2906162
0.011307347,-0.09963151,-0.21478052,-0.23857157,0.06433019,-0.009426127,0.2541679,-0.07272064,0.06165971,1.2890751,0.76314515,0.6057835,0.25121528,-0.15484671,0.15066947,1.3400372,1.1836548,1.0424063,1.1337346,1.3183274
-0.017149156,-0.13680352,-0.2631821,-0.2758619,0.053978894,-0.048230488,0.23469938,-0.095037974,0.030162936,1.3079555,0.76538944,0.5949244,0.26658794,-0.18913971,0.12626699,1.3860881,1.2270576,1.0754172,1.1501362,1.3380289
-0.040659044,-0.17911597,-0.3087039,-0.3201585,0.04364786,-0.09439012,0.22270113,-0.14140943,-0.017800948,1.3436623,0.78233904,0.5838989,0.28677803,-0.21240556,0.108758636,1.4205704,1.2732655,1.1027051,1.170497,1.3719463
-0.04774071,-0.21639322,-0.35987848,-0.36202267,0.047324367,-0.13720751,0.21521759,-0.1779672,-0.05914662,1.3798269,0.7896868,0.5844478,0.30564842,-0.25660804,0.085064575,1.4675982,1.3093135,1.1226747,1.1972142,1.3884315
-0.06710623,-0.26524022,-0.38216645,-0.3826566,0.024771765,-0.18084536,0.20601287,-0.21656428,-0.10629282,1.3999434,0.79428023,0.5907929,0.3108882,-0.29830104,0.08149677,1.5035088,1.353957,1.170569,1.2169038,1.4187949
-0.08926198,-0.30521026,-0.42333132,-0.42647386,0.012153416,-0.22383264,0.17609611,-0.25930312,-0.15316981,1.4184743,0.8070614,0.59248644,0.32087186,-0.33913934,0.055602998,1.5416541,1.3874265,1.2036217,1.2387557,1.4401386
-0.110568896,-0.33912885,-0.45019957,-0.46335253,0.0032174808,-0.2607791,0.16194187,-0.29618627,-0.20502907,1.4577442,0.8156133,0.5877974,0.3368418,-0.36882964,0.029575728,1.5676087,1.4202193,1.2371637,1.2713819,1.4727188
-0.12338241,-0.35330844,-0.47253752,-0.49425253,-0.00746794,-0.30460882,0.13630816,-0.3293047,-0.25567228,1.4880214,0.82628876,0.5800471,0.3462289,-0.3974989,0.0032666824,1.6043046,1.4458896,1.2720467,1.2983452,1.4955693
-0.11604417,-0.39336956,-0.516356,-0.5284782,-0.016176166,-0.354576,0.10790871,-0.3723902,-0.29972672,1.5286353,0.8317679,0.58221364,0.36508214,-0.43154964,-0.019524949,1.6334873,1.4899255,1.3139819,1.3364419,1.5171976
-0.13723648,-0.43403855,-0.5546184,-0.5752214,-0.034696408,-0.39479157,0.079856284,-0.41469392,-0.3546921,1.5394862,0.8441741,0.57417786,0.3869593,-0.46675032,-0.038679898,1.6397561,1.5164615,1.3380542,1.354448,1.552628
-0.14493819,-0.47880134,-0.6016906,-0.59209275,-0.053580433,-0.4201231,0.051353786,-0.44809502,-0.3997086,1.5616634,0.86346644,0.5786674,0.41019073,-0.51605767,-0.080325216,1.6663493,1.5444267,1.3708045,1.3818104,1.5686042
-0.17811395,-0.508943,-0.62988126,-0.61428386,-0.069744006,-0.45132798,0.028167238,-0.47776988,-0.44649506,1.5869806,0.876261,0.56674236,0.42768013,-0.5489122,-0.11151109,1.7131761,1.5660554,1.4063045,1.4137542,1.5889496
-0.20759976,-0.54651755,-0.66100216,-0.63811994,-0.09359744,-0.49590856,-0.003517927,-0.51848793,-0.49586356,1.6159421,0.88412035,0.55219626,0.46707138,-0.58390725,-0.14026782,1.7319968,1.6008222,1.4344474,1.4263251,1.6086794
-0.23091312,-0.587599,-0.67970556,-0.66906583,-0.11121562,-0.5316739,-0.028830104,-0.55736583,-0.54455787,1.6478635,0.8979387,0.5312336,0.49655375,-0.6072974,-0.17634308,1.7538762,1.6211029,1.4518738,1.4449861,1.6335256
-0.25403455,-0.62091297,-0.70094186,-0.69094104,-0.13389118,-0.57401085,-0.06392469,-0.59156203,-0.589079,1.670833,0.9046707,0.5204913,0.5417139,-0.6378007,-0.21945101,1.7719089,1.6627879,1.4710542,1.4815629,1.6556172
-0.27306,-0.65033764,-0.71453255,-0.7111222,-0.15731947,-0.6113767,-0.0808063,-0.6288361,-0.62991786,1.6858083,0.9080681,0.48355561,0.5829996,-0.6657028,-0.2547667,1.7957048,1.6917179,1.5021265,1.5022931,1.6679527
-0.31118703,-0.6831624,-0.73729354,-0.7459222,-0.1881848,-0.6528793,-0.11769465,-0.66111207,-0.66551936,1.7204458,0.91732997,0.46410808,0.6151107,-0.69707155,-0.28079396,1.8031676,1.7163132,1.5216117,1.5288173,1.6864898
-0.34679243,-0.7052238,-0.7603039,-0.77621025,-0.21805948,-0.68066657,-0.14980908,-0.69613177,-0.7027491,1.7399858,0.92336965,0.43713403,0.6607021,-0.7227875,-0.3179083,1.8169993,1.741181,1.5400692,1.563188,1.7026302
-0.37655345,-0.73519933,-0.7954103,-0.80040807,-0.24913944,-0.7180899,-0.19707955,-0.73080444,-0.74491835,1.7590399,0.91962606,0.40845716,0.69987506,-0.75673854,-0.3561956,1.8485177,1.7642543,1.5620179,1.5901214,1.720167
-0.41611037,-0.7648908,-0.81236243,-0.8212585,-0.28899956,-0.7588052,-0.23189336,-0.7636966,-0.7768382,1.7686962,0.92111105,0.36468095,0.75851345,-0.7823547,-0.39331874,1.8651565,1.7772144,1.5793227,1.6111335,1.7427338
-0.4522125,-0.7956132,-0.8374747,-0.8487503,-0.3185229,-0.7815229,-0.2628339,-0.79575384,-0.8068271,1.7991613,0.93177664,0.3234167,0.81994593,-0.80831677,-0.42730525,1.8886445,1.7940936,1.5948901,1.6285108,1.7525793
-0.48920888,-0.820545,-0.8557631,-0.8783106,-0.35165992,-0.8122142,-0.30931535,-0.8211906,-0.8387034,1.8074307,0.95021594,0.27560982,0.8624212,-0.837577,-0.45573637,1.8920162,1.8103356,1.6204197,1.640525,1.775143
-0.52211905,-0.84644014,-0.867503,-0.89517283,-0.38618356,-0.8309598,-0.33966407,-0.84672093,-0.86511177,1.8126981,0.970606,0.22145668,0.90022033,-0.86545396,-0.48631448,1.9165348,1.826404,1.6278679,1.6674757,1.8056034
-0.5638587,-0.87187594,-0.8906524,-0.9276488,-0.42350292,-0.8595281,-0.37019658,-0.8768075,-0.8906819,1.8274072,0.9822688,0.16082227,0.9567964,-0.8928931,-0.51850307,1.9189055,1.8401597,1.6462845,1.6809839,1.8189476
-0.5900955,-0.893531,-0.9176251,-0.94239956,-0.45112666,-0.89051425,-0.4143567,-0.8992144,-0.91466004,1.8422363,1.0077636,0.10000487,1.0078908,-0.9020905,-0.54467046,1.9402764,1.8582774,1.6716049,1.6981717,1.8234327
-0.6116652,-0.92270434,-0.9319446,-0.96490514,-0.49375293,-0.9105474,-0.44907305,-0.9348953,-0.94172865,1.8652555,1.0157776,0.024352564,1.05623,-0.9324064,-0.5775659,1.9924334,1.8658061,1.6744471,1.7415298,1.856625
-0.64509463,-0.948581,-0.95289105,-0.9858437,-0.5366068,-0.93429816,-0.49163994,-0.9553314,-0.9740819,1.8745601,1.0303769,-0.054725397,1.1331171,-0.9491232,-0.6033544,2.0197752,1.8914695,1.6820064,1.7645048,1.8644068
-0.6821033,-0.98532856,-0.97919494,-1.0133488,-0.57150185,-0.958333,-0.53501934,-0.98591113,-0.99926823,1.8792434,1.0441048,-0.13011599,1.213602,-0.97066915,-0.63415134,2.0262606,1.9031566,1.711881,1.7708231,1.8740187
-0.7156933,-1.0069762,-1.0027292,-1.0359054,-0.6025747,-0.981716,-0.57924396,-1.0063877,-1.0201197,1.8886435,1.0726197,-0.20686,1.2572434,-0.9944102,-0.6747067,2.0345213,1.9099829,1.7157302,1.7787442,1.8787018
-0.7475674,-1.029122,-1.0200605,-1.0564564,-0.6398971,-1.0054268,-0.60939187,-1.0295213,-1.0434929,1.9045006,1.0806378,-0.27921915,1.2988601,-1.0141876,-0.7100031,2.0434375,1.9170907,1.7455759,1.7906122,1.891806
-0.77298075,-1.0596659,-1.0353669,-1.0755523,-0.67357916,-1.0254228,-0.6417125,-1.0602059,-1.0685768,1.916703,1.0892732,-0.34466985,1.3567191,-1.0367758,-0.7403168,2.04962,1.9270611,1.7624736,1.8071175,1.89798
-0.8050096,-1.0808958,-1.0522329,-1.095868,-0.7047297,-1.0542575,-0.6723679,-1.0824313,-1.0861162,1.9320529,1.1206713,-0.4170201,1.4115976,-1.0590334,-0.77554536,2.0650733,1.9513538,1.7747899,1.8268602,1.9085405
-0.83369064,-1.0996281,-1.0795803,-1.113271,-0.73456657,-1.0793409,-0.70440376,-1.1021589,-1.1088932,1.9377389,1.1460791,-0.47883534,1.4441019,-1.077283,-0.80358315,2.0766835,1.9539729,1.7908845,1.8461567,1.9243363
-0.86272967,-1.116958,-1.0880082,-1.1318067,-0.7660849,-1.1074988,-0.7399765,-1.1220068,-1.1324277,1.9458612,1.1662058,-0.53762037,1.4969058,-1.0977648,-0.82860315,2.0858753,1.9740041,1.7959236,1.8540553,1.9342356
-0.8893244,-1.133836,-1.1096619,-1.1506081,-0.7936065,-1.1208583,-0.7703056,-1.1453364,-1.1494594,1.9648858,1.204578,-0.5941755,1.526866,-1.1177334,-0.8532017,2.084689,1.9949187,1.8108003,1.8669896,1.950213
-0.91893727,-1.155304,-1.1200964,-1.1692697,-0.8241123,-1.1325258,-0.80107313,-1.1618533,-1.1636564,1.9700241,1.2189646,-0.64138424,1.5544261,-1.1351918,-0.8781054,2.0973115,2.0248709,1.8269228,1.8841637,1.957025
-0.9444716,-1.172776,-1.1458279,-1.1870137,-0.85726213,-1.1493545,-0.8303918,-1.1782343,-1.1800181,1.9809767,1.2445496,-0.68901056,1.5958809,-1.1600412,-0.9090648,2.1015055,2.047235,1.8296103,1.9013921,1.9592551
-0.96695703,-1.1890852,-1.1604631,-1.2029412,-0.88923097,-1.1690437,-0.8609023,-1.1884623,-1.196078,1.9906682,1.2756889,-0.7287541,1.6351517,-1.1773058,-0.92892563,2.1393716,2.0622978,1.8302549,1.9214588,1.9829886
-0.9838599,-1.2061955,-1.1790249,-1.2159427,-0.91285545,-1.1860275,-0.8827214,-1.2047347,-1.2112397,1.9912877,1.3039464,-0.77157265,1.672297,-1.1900628,-0.9512576,2.1505196,2.0657046,1.8399129,1.9308201,1.9914725
-1.0107018,-1.2256753,-1.1858184,-1.232427,-0.9410523,-1.2021645,-0.9067789,-1.2278141,-1.2320871,2.0045698,1.3221695,-0.803739,1.7008636,-1.212773,-0.9767702,2.1505215,2.0657046,1.8425951,1.9307482,1.9994245
-1.0305812,-1.2421316,-1.2028139,-1.2478896,-0.96471286,-1.2207826,-0.93891954,-1.2430764,-1.2484113,2.035277,1.355093,-0.84255564,1.7388132,-1.2319115,-0.99769866,2.1604428,2.0780566,1.8517976,1.9486943,2.0256855
-1.0508978,-1.2583789,-1.2362866,-1.2634178,-0.9884217,-1.2364099,-0.96482116,-1.2583698,-1.2665818,2.0428436,1.3745736,-0.8744675,1.7608166,-1.2463619,-1.0199862,2.157801,2.1067843,1.8603342,1.9619732,2.0447557
-1.0756907,-1.2789756,-1.2474552,-1.2788159,-1.010887,-1.2473726,-0.98961204,-1.2737365,-1.2809734,2.0565014,1.3995208,-0.90861934,1.7763957,-1.2681109,-1.0367769,2.1714332,2.1278553,1.8665799,1.9731306,2.048898
-1.107163,-1.2972332,-1.2587053,-1.307221,-1.0315154,-1.2673856,-1.0158992,-1.2886796,-1.295307,2.0579562,1.4326962,-0.9435953,1.7939011,-1.2822735,-1.0509624,2.1913757,2.1297722,1.867189,1.9805784,2.0493846
-1.1235939,-1.3078797,-1.2701042,-1.3197614,-1.0511312,-1.2823977,-1.0384945,-1.3035192,-1.3095806,2.0723069,1.4547905,-0.97517335,1.7979074,-1.286578,-1.0742252,2.1958566,2.127699,1.8676205,1.9964151,2.0518103
-1.1404618,-1.3228182,-1.2816396,-1.332349,-1.0688013,-1.3030108,-1.0635923,-1.3182508,-1.3280934,2.0760987,1.4842709,-0.9991566,1.8222888,-1.299869,-1.0920839,2.209947,2.1275349,1.8698376,2.0055661,2.0704722
-1.1609749,-1.3376245,-1.2932988,-1.3526381,-1.0878202,-1.3170909,-1.0821548,-1.3334026,-1.3381002,2.091042,1.5110497,-1.0179791,1.8507743,-1.3136904,-1.1122469,2.209947,2.1479623,1.8973742,2.0326297,2.0965772
-1.1771965,-1.3596284,-1.3041749,-1.3625889,-1.105286,-1.3311124,-1.1010228,-1.3476013,-1.3496016,2.1003823,1.5224178,-1.0443012,1.8691783,-1.3238161,-1.1320364,2.2140663,2.1526542,1.9134228,2.0365672,2.0978913
-1.1942595,-1.3782288,-1.3223473,-1.3744961,-1.1221044,-1.3519489,-1.120494,-1.3619598,-1.3633139,2.1079917,1.5307649,-1.068715,1.8968674,-1.336545,-1.1504526,2.214271,2.152657,1.9433117,2.046258,2.1030135
-1.2043864,-1.3912731,-1.3343557,-1.386468,-1.1388248,-1.3667679,-1.1436613,-1.3801162,-1.377158,2.116278,1.5512359,-1.0974839,1.9143173,-1.3498518,-1.1697869,2.2152665,2.171312,1.9577688,2.0460603,2.1163285
-1.2200812,-1.4042774,-1.3457606,-1.3984835,-1.1600556,-1.3873708,-1.1617457,-1.3950434,-1.3909175,2.151752,1.5806912,-1.1129917,1.9344158,-1.3631356,-1.1814046,2.2298417,2.1827285,1.9719208,2.0637107,2.1247468
-1.2353913,-1.4172425,-1.3572631,-1.4105313,-1.1747919,-1.3993901,-1.1758738,-1.4218601,-1.4058614,2.1681137,1.5829804,-1.1373743,1.9588709,-1.3794665,-1.2002616,2.2372043,2.1829426,1.9798652,2.078696,2.128733
-1.249985,-1.4301645,-1.3688511,-1.4226049,-1.1915367,-1.4113835,-1.1998786,-1.4326409,-1.4194536,2.1884663,1.5953392,-1.1506135,1.962559,-1.392389,-1.2122604,2.2546208,2.1965358,1.9903554,2.0867414,2.1514564
-1.2672124,-1.446728,-1.3805146,-1.4346912,-1.2182475,-1.4234055,-1.2163731,-1.43986,-1.432832,2.195002,1.606523,-1.1848195,1.9772303,-1.4052889,-1.2301325,2.2546287,2.2058456,2.0054073,2.0935996,2.1536832
-1.2825754,-1.4470298,-1.3922421,-1.4467933,-1.2338421,-1.4306152,-1.2141268,-1.4508873,-1.4461236,2.1965926,1.6139642,-1.197196,1.9930743,-1.4262723,-1.2408458,2.2546287,2.2061117,2.011274,2.1004288,2.1538136
-1.2977515,-1.4593937,-1.4040246,-1.4588954,-1.2533735,-1.4428518,-1.2291013,-1.4620558,-1.4716723,2.1997318,1.6376066,-1.2180362,2.001629,-1.4381622,-1.258202,2.258102,2.2161224,2.01255,2.116261,2.1538246
-1.3051621,-1.4717329,-1.4158524,-1.4709833,-1.2724164,-1.4550856,-1.248633,-1.4732766,-1.4825782,2.2223825,1.6536864,-1.2326076,2.0058444,-1.4500095,-1.2722152,2.278385,2.2199304,2.0245788,2.1338446,2.1538706
-1.320232,-1.4840407,-1.4277151,-1.4830616,-1.2890116,-1.4673036,-1.2696588,-1.4845407,-1.4935427,2.23823,1.6753842,-1.2482377,2.0147836,-1.4618753,-1.2905252,2.2968335,2.2162614,2.0495393,2.1380148,2.1544433
-1.3385603,-1.4963125,-1.4396057,-1.4951212,-1.3022627,-1.4856102,-1.2845031,-1.5021108,-1.5045561,2.23823,1.6915962,-1.2640079,2.0322464,-1.4737421,-1.3068967,2.307293,2.22564,2.0534248,2.137968,2.1622522
-1.3557559,-1.5085444,-1.4515145,-1.5071566,-1.3155078,-1.4971545,-1.299241,-1.5127475,-1.5156118,2.2407987,1.7153897,-1.2779121,2.0426333,-1.4695717,-1.3226138,2.3072953,2.2417736,2.062464,2.137968,2.1683428
-1.3688947,-1.5207313,-1.446827,-1.5191633,-1.3327025,-1.5086851,-1.3157698,-1.5234619,-1.5266997,2.2489269,1.738391,-1.2924553,2.0520427,-1.4809743,-1.343081,2.311316,2.2419064,2.0686848,2.157782,2.1683428
-1.3828121,-1.53287,-1.4581517,-1.5311357,-1.339874,-1.5322672,-1.3302982,-1.5342269,-1.5378156,2.2489269,1.7469231,-1.3069266,2.0666187,-1.4924078,-1.3577936,2.3190308,2.2419064,2.083075,2.1588893,2.1683428
-1.3966507,-1.5449579,-1.4695345,-1.5430706,-1.3515674,-1.542007,-1.3384042,-1.5407575,-1.5489495,2.2565897,1.7521899,-1.3213165,2.075871,-1.5038613,-1.3848568,2.3190308,2.242088,2.1014402,2.1600902,2.1757295
-1.4226578,-1.5569909,-1.4809536,-1.5549642,-1.3592511,-1.5518438,-1.3590932,-1.5517803,-1.5600935,2.257956,1.771722,-1.335294,2.0860004,-1.5153247,-1.3934416,2.323419,2.242088,2.1016414,2.1601555,2.1799643
-1.4353436,-1.5689675,-1.4923992,-1.5668132,-1.371989,-1.5617684,-1.3634918,-1.5628233,-1.5712475,2.2581885,1.7940525,-1.3607901,2.0916095,-1.5268035,-1.401956,2.3422246,2.242088,2.109781,2.1614141,2.1808422
-1.4468209,-1.5808853,-1.505408,-1.5786138,-1.3847299,-1.5717723,-1.3845171,-1.5738802,-1.5824007,2.2589896,1.7971313,-1.3732337,2.1011546,-1.5410361,-1.4109253,2.3422246,2.242088,2.1148674,2.174216,2.2077634
-1.4583386,-1.5927424,-1.5287119,-1.5903641,-1.3974557,-1.5818479,-1.3979858,-1.5849402,-1.5935447,2.271421,1.8235017,-1.3950949,2.113049,-1.5522642,-1.4200703,2.3452346,2.2647119,2.1148586,2.1789641,2.2078402
-1.4818774,-1.6045364,-1.5379738,-1.6020609,-1.4059222,-1.5919871,-1.4101113,-1.5960002,-1.6046832,2.28491,1.8297248,-1.3926752,2.112175,-1.5634923,-1.4293803,2.3693194,2.2643998,2.128648,2.1921065,2.2078402
-1.491677,-1.6162667,-1.547356,-1.6137028,-1.4188015,-1.6021818,-1.4222558,-1.6185822,-1.6180965,2.2849116,1.8423828,-1.4035136,2.119309,-1.5747204,-1.4388463,2.3693194,2.2643998,2.1205573,2.193041,2.2148108
-1.5047421,-1.6279321,-1.5568507,-1.6252887,-1.4304353,-1.6124243,-1.4344083,-1.633114,-1.6290052,2.2849116,1.8516865,-1.4144503,2.1330123,-1.5859485,-1.4484594,2.3693194,2.2643998,2.1205237,2.193169,2.2148108
-1.5145192,-1.6395314,-1.5664485,-1.6368152,-1.44331,-1.6227087,-1.4465609,-1.6414157,-1.6399082,2.2849116,1.8590418,-1.4254757,2.1323173,-1.5971617,-1.4582095,2.3728137,2.2643998,2.1431878,2.209251,2.2170095
-1.5244012,-1.6510637,-1.576141,-1.6482828,-1.46517,-1.633027,-1.4643028,-1.6509123,-1.650796,2.2849116,1.8507514,-1.4566133,2.1531126,-1.60836,-1.4716161,2.3733013,2.2643998,2.1495814,2.2151563,2.220708
-1.5343795,-1.6625285,-1.5859201,-1.6596887,-1.476721,-1.6433733,-1.4759849,-1.6594306,-1.6616651,2.3046465,1.8555404,-1.4617316,2.1680675,-1.6011983,-1.4813426,2.3733013,2.2643998,2.1495526,2.2106988,2.2207086
-1.5444454,-1.6739255,-1.5957772,-1.6710331,-1.4882911,-1.6723784,-1.4864943,-1.6680335,-1.6725132,2.3044317,1.8699963,-1.465977,2.1782444,-1.636541,-1.4911894,2.3854961,2.2656505,2.1583455,2.2130222,2.235913
-1.55459,-1.6852543,-1.6057044,-1.6823153,-1.4998722,-1.6790298,-1.4981571,-1.6767449,-1.6833344,2.3396125,1.8874563,-1.4753703,2.189599,-1.6422514,-1.478993,2.3856304,2.265679,2.1714418,2.2130222,2.2359283
-1.564805,-1.6965148,-1.6156948,-1.6935343,-1.5114665,-1.6858509,-1.5098222,-1.6855578,-1.694128,2.3396294,1.9126357,-1.4849001,2.193908,-1.6470848,-1.4877094,2.4018703,2.2608113,2.18745,2.2164443,2.243249
-1.5750827,-1.707707,-1.6257396,-1.704689,-1.5230596,-1.692837,-1.5214801,-1.6944642,-1.7048904,2.337859,1.9263543,-1.4945575,2.2016158,-1.6521057,-1.4965842,2.4004872,2.263888,2.1874557,2.216522,2.2455375
-1.5854145,-1.7188308,-1.635832,-1.7157803,-1.5346407,-1.6999828,-1.5568073,-1.7094299,-1.7156186,2.3412826,1.9232285,-1.5193535,2.2078457,-1.6573143,-1.5176746,2.40629,2.2595901,2.194092,2.2185931,2.256409
-1.5735346,-1.7298865,-1.6459657,-1.7268075,-1.573973,-1.7072825,-1.5612761,-1.7179681,-1.7263108,2.3621914,1.9304726,-1.5334822,2.2220004,-1.6627105,-1.5255349,2.4066532,2.2838733,2.1865122,2.218652,2.256409
-1.6026133,-1.7408742,-1.6561334,-1.7377704,-1.5813417,-1.7147301,-1.5671653,-1.726603,-1.7369655,2.362197,1.9479636,-1.540857,2.2388623,-1.6682936,-1.5335505,2.427983,2.2892346,2.1864574,2.218652,2.256409
-1.6081884,-1.7517945,-1.6663289,-1.7486695,-1.6048597,-1.7223195,-1.5732535,-1.7353287,-1.7475802,2.362197,1.9562237,-1.5484053,2.2388623,-1.6740618,-1.5320163,2.4283462,2.2894254,2.1911619,2.221128,2.2766163
-1.613956,-1.7626474,-1.6765459,-1.7595038,-1.6087672,-1.7300438,-1.5795368,-1.7441369,-1.7581533,2.362197,1.9574594,-1.5561303,2.2388623,-1.6800132,-1.5154749,2.4346287,2.2894254,2.1911283,2.2572894,2.2783704
-1.6199148,-1.7734336,-1.6867814,-1.7702745,-1.6145756,-1.7378968,-1.5860127,-1.7530212,-1.7686836,2.362197,1.9619371,-1.5640253,2.2411377,-1.6861451,-1.521867,2.4399788,2.2894254,2.1993222,2.2579527,2.2892642
-1.6260628,-1.7841533,-1.6970285,-1.7809818,-1.620884,-1.7458711,-1.5926777,-1.7619747,-1.7791704,2.3834693,1.9708031,-1.5720838,2.2472913,-1.6896274,-1.5285896,2.4399788,2.3140397,2.206561,2.2579997,2.288685
-1.6323973,-1.7948077,-1.7072817,-1.7916261,-1.6273779,-1.7539598,-1.5996165,-1.7709912,-1.789611,2.3834693,2.0165381,-1.5695645,2.2472913,-1.6962001,-1.5355082,2.4567199,2.3140397,2.2066722,2.2640674,2.294083
-1.6389151,-1.8053969,-1.7175349,-1.8022072,-1.6340533,-1.7621567,-1.6103965,-1.8076569,-1.8000058,2.3834693,2.0261636,-1.5777304,2.2529004,-1.7029493,-1.5426186,2.4602513,2.3300772,2.2066386,2.26407,2.3110964
-1.6456121,-1.8159219,-1.7277881,-1.8127258,-1.6409067,-1.770454,-1.6173773,-1.810075,-1.8103541,2.3834693,2.0277178,-1.5862943,2.2529004,-1.7098619,-1.5499163,2.4602513,2.3434496,2.2146013,2.26407,2.3111095
-1.6524842,-1.8263832,-1.738032,-1.8231828,-1.6479326,-1.7788458,-1.6245329,-1.812514,-1.820655,2.3834693,2.0247662,-1.5949929,2.2759538,-1.7169324,-1.5573959,2.4602513,2.3562055,2.2145677,2.26407,2.3331175
-1.6595265,-1.8367808,-1.7171407,-1.8335783,-1.6551261,-1.7873242,-1.6067007,-1.815084,-1.8309077,2.3834693,2.0392575,-1.6038176,2.295977,-1.7241558,-1.5650514,2.4602513,2.3562055,2.22086,2.26407,2.3400667
