area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw
0.81576043,0.44749126,0.54044104,0.6458601,0.5698041,0.48000258,0.867877,0.7873951,0.66565055,0.84814715,0.31672835,0.4304733,0.70355433,0.391442,0.53396374,0.8607624,1.0073086,0.4188818,0.84454584
0.85084033,0.4411145,0.556178,0.659274,0.5752785,0.4927841,0.9064492,0.8151728,0.6700088,0.8827916,0.32129812,0.4389619,0.7187973,0.38664252,0.5456862,0.8747119,1.0521334,0.4115848,0.8695042
0.87630975,0.42709458,0.5744079,0.6726498,0.5777843,0.5039936,0.9281396,0.8236578,0.67640203,0.90077347,0.31061685,0.44075152,0.72542566,0.36866504,0.56593764,0.89765775,1.0786116,0.40800324,0.88421625
0.8937396,0.4149938,0.58524543,0.6856123,0.57279855,0.52944237,0.94913286,0.8370244,0.6822743,0.9250459,0.29701054,0.46211177,0.73733586,0.3614873,0.573634,0.9210732,1.1241636,0.41195527,0.90331286
0.91858006,0.40049273,0.59257394,0.6955412,0.5646629,0.5436099,0.9741486,0.8474124,0.70063674,0.94730717,0.30449033,0.48439562,0.7482266,0.34488407,0.5820252,0.9461777,1.1620708,0.39943355,0.9355187
0.9437214,0.38332275,0.60844165,0.70273167,0.54946995,0.5680786,1.0012227,0.8669259,0.70365834,0.9774048,0.31267282,0.49084434,0.7591617,0.33481178,0.5917772,0.9696655,1.2077624,0.40870166,0.96297455
0.9760998,0.3648705,0.6149982,0.7016149,0.54752356,0.58429873,1.0284331,0.87803113,0.7124958,0.9907038,0.3033131,0.5117432,0.7600722,0.3201806,0.5887352,0.99518275,1.2382385,0.41241938,0.97767997
1.0057752,0.3438235,0.62030184,0.71639496,0.5307743,0.5851698,1.0621054,0.89195806,0.7073168,1.0084102,0.30324385,0.52546984,0.77898216,0.30442145,0.59427744,1.0181066,1.2773434,0.40689197,0.9986356
1.0189731,0.32360432,0.63078135,0.7278035,0.5185723,0.5943144,1.0983012,0.9062739,0.70756555,1.0247191,0.30368096,0.53987145,0.7889477,0.28685284,0.59260035,1.0414935,1.3038157,0.39686424,1.0113744
1.0572664,0.3095598,0.6450221,0.7460442,0.5136806,0.6023074,1.1340102,0.92170864,0.7033384,1.0440054,0.30938935,0.5576184,0.7970925,0.26724413,0.60338944,1.0634217,1.3322282,0.38523918,1.0262257
1.1003109,0.28914657,0.65492564,0.76495045,0.49787667,0.6025167,1.1571482,0.9330851,0.70011234,1.0709673,0.30329704,0.5820725,0.8150735,0.24723227,0.6173857,1.099674,1.3613507,0.36096796,1.045046
1.1140975,0.26938045,0.65601796,0.7733734,0.4897429,0.60421395,1.1890271,0.95201665,0.71120197,1.0998274,0.28278956,0.59527177,0.82784694,0.22164689,0.6340121,1.1193523,1.3829173,0.35083535,1.0591635
1.152216,0.24571052,0.65548825,0.7872807,0.47539616,0.603175,1.2233354,0.9731709,0.71800613,1.128003,0.28537506,0.6119621,0.84549206,0.20026222,0.6410676,1.1478242,1.4264996,0.34166074,1.0960016
1.1710813,0.22669289,0.6755292,0.79869926,0.46568066,0.62265223,1.2367907,0.98660475,0.7136368,1.1420105,0.27646944,0.6364149,0.85064006,0.17465888,0.64773256,1.1734428,1.4480195,0.34064457,1.1100824
1.2099342,0.20592217,0.6765408,0.82146055,0.45020515,0.62032473,1.2515953,0.9879716,0.7154561,1.1656556,0.26734516,0.6505393,0.8695149,0.15283513,0.6384681,1.1955245,1.4801507,0.3345224,1.1303189
1.2299014,0.17609504,0.67769706,0.8412194,0.42997324,0.6220575,1.2783135,0.9955429,0.7153211,1.1904223,0.24482343,0.66690546,0.8863685,0.124309324,0.6470465,1.2314928,1.4951961,0.33702308,1.1540109
1.2743883,0.14612056,0.6765181,0.84572494,0.41953725,0.6178008,1.3080589,0.9987512,0.71629477,1.2137601,0.23160525,0.6836805,0.90992975,0.09754184,0.6519585,1.2353464,1.5157958,0.32885262,1.170166
1.3094223,0.120536074,0.67915344,0.8640203,0.4009923,0.6159153,1.331672,1.0132909,0.7210569,1.224307,0.20921572,0.69297546,0.9425288,0.07271835,0.66600114,1.2622613,1.5388689,0.31999823,1.1849585
1.3409798,0.08386261,0.6818024,0.87201416,0.3905893,0.6205616,1.3670555,1.0166378,0.726681,1.2266818,0.21044675,0.71529794,0.95760167,0.044445354,0.67185485,1.2806891,1.5693635,0.3168079,1.2037251
1.368229,0.041610938,0.7063926,0.88587135,0.37862933,0.64210105,1.3837932,1.0300474,0.7346609,1.2476289,0.20449175,0.7261746,0.9683706,0.00994198,0.67500323,1.3166192,1.5771044,0.31163672,1.2206439
1.3875811,0.017806938,0.7068189,0.90091443,0.36636037,0.65088075,1.4194856,1.0439408,0.7365764,1.2800046,0.1889051,0.73695374,0.97819644,-0.023482483,0.6839152,1.3375787,1.6055838,0.2872198,1.2328019
1.4190245,-0.032208465,0.7134437,0.9169795,0.34553415,0.64523464,1.4396762,1.0574124,0.73605645,1.2841433,0.19007874,0.75824094,1.0005126,-0.065443635,0.6614852,1.3696516,1.637836,0.2667369,1.2592387
1.455333,-0.070486054,0.71840066,0.93576795,0.3243953,0.647464,1.4510645,1.0627967,0.7376154,1.291884,0.17979603,0.76187116,1.0218607,-0.10000265,0.6646555,1.3983581,1.6585639,0.25137937,1.2648852
1.4838114,-0.11300168,0.7242402,0.948657,0.3077167,0.65216196,1.4751164,1.0723904,0.7386717,1.3143448,0.18163179,0.7644737,1.0360553,-0.1361829,0.6748215,1.4172722,1.6802956,0.2383637,1.2715759
1.5056207,-0.14016166,0.73723835,0.9502919,0.29122734,0.6602044,1.49342,1.077793,0.7444137,1.3398818,0.18501227,0.7842753,1.0495284,-0.17506975,0.6763289,1.4410788,1.700306,0.21671642,1.2839668
1.5220268,-0.17162336,0.7548071,0.97118056,0.26424414,0.66424906,1.5164976,1.0761784,0.74281096,1.3612208,0.19424997,0.80615014,1.0774493,-0.21368048,0.68583477,1.4772764,1.7338525,0.19648668,1.2911159
1.5589415,-0.21485221,0.7761691,0.9895889,0.24391507,0.6777942,1.5455979,1.0707351,0.7456692,1.3703496,0.18375637,0.82494044,1.1072507,-0.25431326,0.6978216,1.5151817,1.7354575,0.17114152,1.2980388
1.5909126,-0.25472087,0.78480464,1.0013855,0.21282545,0.691144,1.567092,1.0773246,0.75364244,1.3992071,0.16957156,0.82444733,1.1302056,-0.28971675,0.70327425,1.545634,1.7485875,0.14639218,1.3012385
1.6099291,-0.29223463,0.79939663,1.0106881,0.18157057,0.68468046,1.5946413,1.0954862,0.7482716,1.4363744,0.15340039,0.8393775,1.1564265,-0.3287332,0.7154871,1.561026,1.7560469,0.12411953,1.3104795
1.6277479,-0.34030738,0.8012568,1.0242358,0.14357477,0.685579,1.6228179,1.1009068,0.7406659,1.4472458,0.13309467,0.85561585,1.1724762,-0.36655512,0.71528697,1.5850044,1.75946,0.09144332,1.3326848
1.637037,-0.3800861,0.8127562,1.0237627,0.106218934,0.6881181,1.6602747,1.0974381,0.74182636,1.46804,0.124680564,0.8677936,1.1788495,-0.4065314,0.72320074,1.6061698,1.7860767,0.08044381,1.3577987
1.6735613,-0.41075784,0.8458694,1.0384356,0.06624261,0.70208514,1.6890184,1.1020288,0.7601516,1.4861481,0.11423357,0.89637953,1.1925098,-0.44138393,0.7506553,1.617527,1.8177383,0.060832858,1.3667843
1.6871303,-0.45734757,0.8598232,1.0640179,0.037224893,0.6985649,1.7277352,1.1102494,0.7584933,1.5116639,0.097887285,0.90901715,1.2103426,-0.48687798,0.7537537,1.6506929,1.8280799,0.025092134,1.383749
1.7045228,-0.47993842,0.879637,1.0696079,0.0051139323,0.6994749,1.7580062,1.1049923,0.750763,1.5260849,0.08177286,0.9288754,1.2394902,-0.5217955,0.7675549,1.6794449,1.83518,-0.009336861,1.4039568
1.7304051,-0.50637156,0.8963049,1.0904167,-0.030988475,0.7097899,1.7805315,1.1176666,0.76468766,1.5394938,0.077509366,0.9445181,1.2525566,-0.55256015,0.7747323,1.715213,1.8476264,-0.029893257,1.4239222
1.7545713,-0.54279566,0.9154864,1.101243,-0.071238704,0.70493364,1.7908723,1.120632,0.7584496,1.5786477,0.058952868,0.95064366,1.2901107,-0.5816802,0.7729664,1.7309096,1.8656358,-0.07021592,1.4267807
1.776197,-0.57610035,0.93371356,1.1161686,-0.11592002,0.7112386,1.804481,1.1336306,0.76353145,1.5891123,0.043697275,0.97126526,1.3122916,-0.6254108,0.7829477,1.7487572,1.8812808,-0.11444806,1.4379776
1.7997408,-0.60611534,0.94382626,1.133197,-0.15177858,0.7139124,1.8257712,1.1385084,0.776363,1.6072463,0.018879062,0.9730709,1.3216593,-0.651585,0.7835757,1.757084,1.8920349,-0.14713404,1.4547299
1.8214331,-0.63665885,0.9580487,1.1335802,-0.19068058,0.7234318,1.8501879,1.137236,0.79496455,1.6297547,0.0023374977,0.99349666,1.3408136,-0.67633075,0.7971287,1.7705199,1.9132735,-0.19014941,1.473145
1.8477069,-0.66467613,0.96582717,1.1383117,-0.23282889,0.74302465,1.8783269,1.1409895,0.79512024,1.6328435,-0.017067036,1.0111644,1.3602054,-0.7068244,0.8328198,1.8003381,1.9272603,-0.22715333,1.4810051
1.8966266,-0.68622696,0.984582,1.1475317,-0.27782238,0.7555235,1.8910637,1.1395172,0.8088279,1.633057,-0.056152694,1.0158385,1.3755275,-0.7334815,0.8503246,1.8158063,1.9274,-0.25805524,1.4905078
1.912023,-0.7162179,1.0089207,1.1593887,-0.31547606,0.7645387,1.8922793,1.144429,0.8144604,1.6532128,-0.07452856,1.0345434,1.3967032,-0.75437343,0.8492447,1.8331226,1.9349457,-0.29387435,1.5012912
1.9388541,-0.7409389,1.0326421,1.1702797,-0.3476183,0.7784948,1.8941497,1.1539568,0.81955236,1.6669477,-0.09392722,1.0716947,1.4082978,-0.7797752,0.84890974,1.8563119,1.9446225,-0.33037445,1.5127584
1.9404175,-0.76894253,1.0553275,1.1965159,-0.3927096,0.7930034,1.9021086,1.1562015,0.8278861,1.6895692,-0.112694666,1.0932274,1.4390785,-0.79420185,0.8624532,1.8816571,1.9499073,-0.36731526,1.5259672
1.9540551,-0.79822874,1.0770591,1.2075188,-0.43229744,0.80657446,1.9050626,1.1672535,0.8304656,1.6995984,-0.13644184,1.1017684,1.4550047,-0.8175063,0.87186944,1.9185857,1.9558244,-0.39917085,1.5400279
1.9659477,-0.8250307,1.1000717,1.2034045,-0.46444845,0.8038581,1.9167583,1.160946,0.8366839,1.7071095,-0.166121,1.1271105,1.4752932,-0.8437798,0.8832316,1.939045,1.9591671,-0.4307727,1.544726
1.9830524,-0.84092987,1.1101316,1.2029735,-0.49917364,0.8042559,1.9210141,1.1709032,0.86413956,1.7223176,-0.19505118,1.144349,1.4873956,-0.85525864,0.8883602,1.947869,1.9702834,-0.45781648,1.5605577
1.9829646,-0.85896325,1.1256809,1.2157964,-0.5295405,0.8042775,1.9555327,1.1695606,0.8715218,1.7527958,-0.2246818,1.1522596,1.4973755,-0.8709689,0.8883031,1.957951,1.9705083,-0.47976384,1.5641991
1.9845401,-0.8826824,1.1575943,1.225619,-0.57817906,0.80704284,1.9597529,1.1765933,0.8884513,1.7715544,-0.25644666,1.1804446,1.5237292,-0.8957339,0.9058244,1.9655126,1.9959329,-0.50577307,1.5738838
2.0212996,-0.900873,1.1716753,1.2327948,-0.61093915,0.81220925,1.9624296,1.182351,0.8951169,1.7901127,-0.28544387,1.2129927,1.5461257,-0.91081244,0.92058486,1.9748327,1.9933416,-0.53135014,1.5879934
2.0298474,-0.9254225,1.1937133,1.2395982,-0.6450775,0.8263755,1.9816294,1.1911036,0.9267656,1.8036755,-0.3125159,1.2389292,1.5644099,-0.9359544,0.9326667,1.9743308,1.9977853,-0.5585303,1.5897362
2.0461993,-0.947642,1.2117862,1.2544523,-0.668893,0.83493996,1.9838921,1.2119125,0.94120467,1.8382592,-0.33609655,1.2606713,1.5777652,-0.9417473,0.93270636,1.9984267,2.0072467,-0.5938974,1.6117426
2.0516367,-0.97009057,1.2384907,1.2603933,-0.6959991,0.8511853,1.992417,1.2188985,0.95925325,1.8528241,-0.36023623,1.272905,1.5949215,-0.9487806,0.96047467,2.011368,2.029685,-0.6242156,1.5973222
2.0704312,-0.9896828,1.2596861,1.2665653,-0.7241549,0.87267643,1.9981583,1.2231927,0.98370075,1.8542908,-0.38724855,1.2816006,1.6041561,-0.9672668,0.98291373,2.0344033,2.028735,-0.64508426,1.6085914
2.0747008,-1.0080342,1.2994292,1.2849945,-0.73565525,0.8809254,2.0224972,1.2350173,1.0032058,1.8664486,-0.41509986,1.2943329,1.621539,-0.98559725,1.0026923,2.0627608,2.0319214,-0.6831637,1.6196302
2.0762622,-1.0300845,1.3224554,1.2928271,-0.76040083,0.88075036,2.02698,1.2408746,1.0089103,1.8869734,-0.440829,1.3101568,1.6258198,-1.0035174,1.0092206,2.0643845,2.0451355,-0.70443946,1.6217786
2.0929258,-1.0543228,1.3443191,1.2994231,-0.78203285,0.8818831,2.0453076,1.2266045,1.0324974,1.9016943,-0.46602288,1.3525656,1.6511319,-1.0207282,1.0218905,2.0780716,2.0730913,-0.7417168,1.6427419
2.0934918,-1.072021,1.3630509,1.3176469,-0.80274254,0.88880813,2.0556934,1.2369732,1.0844486,1.9046661,-0.50011075,1.3619273,1.6721729,-1.039232,1.0225763,2.0965695,2.0896847,-0.7485119,1.6469877
2.0859303,-1.093026,1.3842686,1.321488,-0.82958275,0.8943027,2.0621502,1.2511269,1.1021432,1.9164311,-0.5220744,1.3852386,1.6930847,-1.0621042,1.0420573,2.1124136,2.0898325,-0.75078076,1.6633371
2.0859303,-1.1170975,1.3961765,1.3220379,-0.8447353,0.8932786,2.062155,1.2511907,1.1063364,1.9366503,-0.55713767,1.3902696,1.7020363,-1.0786803,1.0506328,2.1174335,2.0919783,-0.7708002,1.6734798
2.1100893,-1.1353786,1.403984,1.3337512,-0.8690234,0.9044899,2.080886,1.2550592,1.1161834,1.9352916,-0.57486445,1.4099605,1.6990215,-1.095728,1.0808878,2.1428528,2.1186662,-0.79132116,1.6950375
2.140494,-1.1495839,1.4168715,1.3324182,-0.8776744,0.9146026,2.0922456,1.2678154,1.1495435,1.9467145,-0.6007013,1.4047356,1.7123183,-1.0974141,1.08674,2.158948,2.1244943,-0.8126392,1.7147449
2.167266,-1.1648831,1.4219146,1.3598336,-0.8986693,0.92339826,2.0940976,1.2815459,1.1845983,1.9611558,-0.61061186,1.4112037,1.7352815,-1.1011066,1.0885849,2.158948,2.1240797,-0.8404278,1.7521408
2.1631157,-1.1801597,1.4497004,1.3759857,-0.9293924,0.9284942,2.1070755,1.2908407,1.208583,1.9654595,-0.6415483,1.4373329,1.7422479,-1.1159213,1.1034619,2.157259,2.1259332,-0.8687719,1.7616256
2.163746,-1.1954027,1.4799011,1.383313,-0.9515884,0.9500221,2.1070814,1.2968177,1.2253517,1.97944,-0.67955476,1.4542042,1.7530857,-1.133448,1.1075817,2.1637845,2.1301367,-0.88102406,1.7646712
2.163746,-1.2119973,1.4939646,1.4183389,-0.98087776,0.9525363,2.1070814,1.3074638,1.252372,1.9861438,-0.70701325,1.4759561,1.7737769,-1.1521088,1.1238422,2.180914,2.1295946,-0.90668577,1.7625266
2.1645837,-1.2269644,1.500573,1.4187514,-1.0021107,0.9605591,2.1118643,1.3195761,1.2724931,1.9895852,-0.71931785,1.4847316,1.7829696,-1.157168,1.1347654,2.2151837,2.1441412,-0.9227456,1.7662715
2.1769652,-1.241879,1.5183573,1.4259247,-1.0215062,0.9536308,2.1313388,1.3330754,1.3064355,1.9901723,-0.7358743,1.4922559,1.7863262,-1.1713381,1.1405783,2.2188096,2.1440563,-0.94015783,1.8018719
2.1834626,-1.2589058,1.550869,1.4351656,-1.0339159,0.96914124,2.132382,1.3586925,1.3269022,1.9992739,-0.7675016,1.4993511,1.8202013,-1.2013662,1.1336173,2.2188118,2.1440785,-0.9611201,1.803919
2.1834626,-1.2829758,1.5672922,1.4397293,-1.0582323,0.97953194,2.1624706,1.3753679,1.3362787,2.0007486,-0.7875185,1.5154675,1.8341044,-1.2121171,1.1439221,2.2217839,2.152088,-0.979211,1.8192494
2.1974974,-1.2952745,1.5820627,1.4397671,-1.0613748,0.98135096,2.1637783,1.3997887,1.3484361,2.007035,-0.8125986,1.5129871,1.8440365,-1.2190652,1.1593672,2.2279813,2.15666,-0.99223745,1.8208088
2.2111857,-1.3077569,1.6030314,1.458549,-1.0831326,0.99856025,2.1637783,1.419476,1.3698148,2.017238,-0.8316265,1.5155962,1.8488708,-1.2319157,1.1692913,2.2276168,2.15666,-1.0124654,1.8306396
2.2150004,-1.3202969,1.6327398,1.4612834,-1.1163523,1.0048792,2.1626878,1.4453012,1.393232,2.023434,-0.8535923,1.5285791,1.8551936,-1.2421675,1.1787614,2.227059,2.1585495,-1.0246241,1.8441747
2.2150102,-1.3328841,1.6535649,1.4637383,-1.1291015,1.0100412,2.1636848,1.4661819,1.4231526,2.0249488,-0.8722178,1.5422326,1.8662136,-1.2695005,1.1844081,2.227059,2.1585495,-1.0348003,1.8479464
2.2288027,-1.336248,1.682676,1.4721165,-1.1402552,1.0419908,2.1706095,1.4721512,1.4682796,2.0320876,-0.8852331,1.5501459,1.8858399,-1.2793248,1.2003942,2.218608,2.1585495,-1.0448889,1.856503
2.2369156,-1.3464166,1.7020067,1.4773213,-1.1484803,1.0548137,2.1706138,1.4791881,1.4984877,2.0373595,-0.90659344,1.5767889,1.902088,-1.2893043,1.2161485,2.2185228,2.1631224,-1.0593032,1.8563542
2.2377353,-1.3578682,1.725357,1.4948123,-1.1604965,1.0688623,2.1753688,1.4833732,1.5077019,2.0413833,-0.91017264,1.5942731,1.9143386,-1.3086824,1.2391118,2.2185228,2.1701298,-1.0741081,1.8832204
2.2620122,-1.3694081,1.7319162,1.5119089,-1.1798413,1.0824268,2.1753688,1.5035415,1.5436437,2.0539382,-0.9259726,1.6099364,1.9228588,-1.3230364,1.2485691,2.2185228,2.186782,-1.089781,1.8873178
2.260621,-1.3735555,1.7450056,1.5261416,-1.1914302,1.0927006,2.1753688,1.5254904,1.559313,2.0662076,-0.93214947,1.6158161,1.9221269,-1.3324751,1.2614665,2.2424643,2.1874855,-1.1155945,1.8984771
2.260621,-1.3695182,1.7626462,1.5325286,-1.2036128,1.1060629,2.1753688,1.5556177,1.5741929,2.0692239,-0.9490509,1.6298852,1.9340378,-1.3420981,1.2649256,2.2611291,2.1874855,-1.1231223,1.9083751
2.260621,-1.3808408,1.7798887,1.5448921,-1.2164546,1.1150815,2.1753688,1.5641273,1.5933136,2.0893884,-0.96498066,1.637881,1.9418168,-1.3518975,1.2794461,2.2647064,2.1907425,-1.1382353,1.9265041
2.280925,-1.392268,1.7862651,1.5442442,-1.2290742,1.133159,2.1964378,1.5710741,1.6254613,2.1048295,-0.98239607,1.6397539,1.9620157,-1.3368598,1.2961862,2.2748728,2.1915438,-1.1458408,1.9318445
2.2809353,-1.403767,1.7957689,1.5584797,-1.2417917,1.1428568,2.2192926,1.5920852,1.6353486,2.1120393,-1.0108888,1.6451697,1.9767852,-1.3448198,1.2906638,2.281333,2.1915438,-1.1536274,1.9461542
2.2809353,-1.4153274,1.7958169,1.5647774,-1.2545943,1.1519789,2.231009,1.6012992,1.6581252,2.1130955,-1.0417364,1.6562772,1.9880455,-1.3529979,1.2874244,2.281333,2.1970727,-1.1672018,1.9632442
2.28428,-1.426941,1.8121828,1.5526193,-1.2673519,1.1675373,2.2390847,1.6207381,1.6860365,2.1336474,-1.049967,1.6735607,1.9913344,-1.3796083,1.3021113,2.281333,2.1970727,-1.1838802,1.9671557
2.3191783,-1.438597,1.8235958,1.5623844,-1.2802703,1.1805804,2.2620513,1.6358067,1.702276,2.1415298,-1.0840966,1.6816263,1.9915326,-1.3810554,1.3104137,2.281333,2.1929185,-1.1959355,1.9813321
2.3304286,-1.4502876,1.8398772,1.572987,-1.3019203,1.1997366,2.2625773,1.6678259,1.7099903,2.1415298,-1.0952189,1.6867995,1.9874711,-1.3874086,1.316138,2.281333,2.1838365,-1.1975884,1.981334
2.3528426,-1.462004,1.8587465,1.5941092,-1.3138976,1.2051044,2.2625773,1.6634549,1.7266847,2.1453106,-1.0992689,1.6995454,1.985123,-1.3939923,1.3197707,2.287055,2.2217014,-1.2137724,1.9877074
2.352851,-1.4737363,1.8659531,1.6057402,-1.3259231,1.2186003,2.260547,1.6926675,1.7383667,2.1509502,-1.112999,1.7020843,2.00809,-1.4007977,1.3285217,2.300202,2.218632,-1.2161573,1.9917761
2.352851,-1.4854852,1.8963418,1.6072156,-1.3503853,1.2338293,2.271911,1.704885,1.7409265,2.1499732,-1.1274896,1.7171937,2.018826,-1.4078226,1.3355466,2.300231,2.2182724,-1.2357305,1.9917387
2.352851,-1.5112545,1.9185796,1.6183355,-1.3607323,1.2418244,2.272084,1.715981,1.7681413,2.1499705,-1.135097,1.7193279,2.0305932,-1.4150635,1.3512403,2.300231,2.2069023,-1.253436,1.995704
2.3524106,-1.520828,1.922191,1.6290572,-1.371219,1.2437603,2.2778518,1.729998,1.7878016,2.153885,-1.1413215,1.7266661,2.0371578,-1.4225161,1.3637372,2.300231,2.2212784,-1.2640884,2.0027277
2.3524098,-1.5304993,1.9423271,1.6409872,-1.3736581,1.2728204,2.2832289,1.7542009,1.7942836,2.1642258,-1.1529802,1.7352878,2.06568,-1.42316,1.3895397,2.300231,2.2222064,-1.2712015,2.016834
2.3524098,-1.5402751,1.9550791,1.6386664,-1.3840889,1.2831843,2.283229,1.7613771,1.823435,2.1677916,-1.1640518,1.737137,2.0657847,-1.4381361,1.3844979,2.3282747,2.2222147,-1.2951559,2.0321488
2.3524098,-1.5501468,1.9589044,1.6601406,-1.3950434,1.2883586,2.283229,1.7797455,1.8378277,2.1677916,-1.178842,1.7550054,2.0737355,-1.4457767,1.3902416,2.3310354,2.245908,-1.3074446,2.0305035
2.3524098,-1.5601051,1.9655557,1.6715996,-1.4060946,1.2946846,2.308818,1.7929928,1.8453479,2.171695,-1.1897794,1.7564864,2.0762558,-1.4536161,1.400488,2.3310354,2.2565935,-1.3176804,2.03047
2.3524098,-1.5701418,1.9700974,1.6883266,-1.4172319,1.2915113,2.3145459,1.816437,1.8492556,2.1717017,-1.214324,1.737003,2.0820868,-1.4616477,1.4181455,2.3300204,2.261689,-1.3281704,2.0402534
2.382181,-1.5748969,1.9855068,1.7091893,-1.4227831,1.2877672,2.3165972,1.8377035,1.8440555,2.1733868,-1.2247566,1.7449166,2.0820868,-1.4447033,1.421865,2.330006,2.2617445,-1.3376865,2.0373256
2.382225,-1.5852597,1.9922065,1.7079322,-1.4319503,1.295424,2.3197453,1.8450471,1.8634651,2.1723087,-1.2311199,1.77011,2.090318,-1.4680705,1.4191546,2.330006,2.2458892,-1.3473821,2.0612814
2.382225,-1.5956676,1.9913634,1.7232863,-1.4434383,1.3035104,2.3197453,1.8769417,1.8967661,2.178018,-1.2418518,1.794501,2.102853,-1.4731714,1.4332668,2.330006,2.259775,-1.3572489,2.0755954
2.382225,-1.6061139,2.0007,1.7219124,-1.4549687,1.3182726,2.3197453,1.8892639,1.9046513,2.171335,-1.252949,1.8003654,2.1028535,-1.4784554,1.4463931,2.3313172,2.2773688,-1.3672776,2.0956733
2.382225,-1.6165926,2.020683,1.7385767,-1.4665325,1.3503402,2.3197453,1.8996574,1.9120858,2.1713312,-1.2615892,1.8113756,2.095524,-1.483948,1.4479489,2.3338933,2.277371,-1.377458,2.0965807
2.382225,-1.6270938,2.020679,1.7432048,-1.478122,1.35739,2.342904,1.89613,1.9311457,2.1713312,-1.2715276,1.8271831,2.096603,-1.489649,1.4643505,2.3338933,2.2822013,-1.4028395,2.1001582
2.3785336,-1.6556264,2.0328262,1.7500871,-1.4897295,1.3625668,2.342904,1.8884861,1.9466054,2.1713312,-1.2926654,1.8338753,2.0881124,-1.5119679,1.4817051,2.3368125,2.2822013,-1.4110162,2.102976
2.378018,-1.6641437,2.040977,1.7675872,-1.5013442,1.3743545,2.3464625,1.9049698,1.9720658,2.1672835,-1.3106127,1.848369,2.1154096,-1.5055078,1.4798229,2.3645916,2.2901573,-1.4403121,2.1035242
2.378018,-1.6716383,2.0491462,1.7693241,-1.489703,1.4019226,2.348977,1.9254988,1.9616977,2.1789975,-1.3210051,1.8466107,2.1221225,-1.5102895,1.4923093,2.3645916,2.3141856,-1.4475335,2.1012216
2.378018,-1.6792829,2.0535853,1.7788377,-1.4973589,1.4254123,2.348977,1.9290259,1.9616442,2.2016926,-1.3200252,1.856788,2.1452384,-1.5153382,1.5193238,2.3858838,2.3141856,-1.4542582,2.1140146
