field,中文名,score
gen_fuel_coal_mw,燃煤出力,2.6590354442596436
system_losses_mw,系统网损,2.6336934566497803
area_1_load_actual_mw,区域1实时负荷,2.5949008464813232
gen_fuel_wind_mw,风电出力,2.5306806564331055
area_2_net_export_mw,区域2净送出,2.4998581409454346
area_3_net_export_mw,区域3净送出,2.4924628734588623
gen_fuel_natural_gas_mw,燃气出力,2.4871737957000732
area_1_net_export_mw,区域1净送出,2.4450008869171143
reserve_spin_r1_mw,区域1旋转备用,2.4390103816986084
area_3_load_actual_mw,区域3实时负荷,2.433187484741211
area_1_load_day_ahead_mw,区域1日前负荷,2.279561758041382
reserve_reg_down_mw,调频下备用,2.2521603107452393
reserve_spin_r3_mw,区域3旋转备用,2.111189603805542
area_3_load_day_ahead_mw,区域3日前负荷,2.007046699523926
reserve_reg_up_mw,调频上备用,-2.071751832962036
gen_fuel_hydro_mw,水电出力,-2.073896884918213
area_2_load_day_ahead_mw,区域2日前负荷,-2.1340138912200928
reserve_spin_r2_mw,区域2旋转备用,-2.1951959133148193
area_2_load_actual_mw,区域2实时负荷,-2.2929909229278564
