field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
system_losses_mw,0.1111077144742012,0.07869207859039307,0.09573282301425934,0.0951775312423706,0.013239451684057713,3,1
gen_fuel_natural_gas_mw,0.09504416584968567,0.06648200005292892,0.07099489867687225,0.07750702649354935,0.012536750175058842,3,1
gen_fuel_wind_mw,0.08069666475057602,0.06722302734851837,0.06604049354791641,0.0713200569152832,0.006647812202572823,3,1
gen_fuel_solar_mw,0.05931824818253517,0.055153585970401764,0.049097392708063126,0.054523076862096786,0.004196397494524717,3,1
gen_fuel_hydro_mw,0.04745503515005112,0.03797055408358574,0.03768687695264816,0.04103748872876167,0.004539368208497763,3,1
area_2_net_export_mw,0.04620812088251114,0.034967806190252304,0.03865593671798706,0.03994395211338997,0.004678348079323769,3,1
area_3_net_export_mw,0.04134005308151245,0.030108513310551643,0.03518463671207428,0.03554439917206764,0.004592308308929205,3,1
gen_fuel_nuclear_mw,0.023936698213219643,0.01601770706474781,0.021917343139648438,0.020623916760087013,0.003359793918207288,3,1
area_1_load_day_ahead_mw,0.07548181712627411,0.050522517412900925,0.0,0.04200144484639168,0.03139885887503624,2,1
area_2_load_actual_mw,0.07003390789031982,0.05560996010899544,0.0,0.04188128933310509,0.03019430674612522,2,1
area_3_load_day_ahead_mw,0.04308342933654785,0.0,0.038283076137304306,0.027122169733047485,0.019278137013316154,2,1
area_1_load_actual_mw,0.0,0.0,0.07473423331975937,0.024911411106586456,0.03523005545139313,1,0
area_2_load_day_ahead_mw,2.108255144904208e-35,0.0,0.06333412230014801,0.021111374720931053,0.029855990782380104,1,0
reserve_spin_r3_mw,0.0,0.038489777594804764,0.0,0.012829925864934921,0.018144255504012108,1,0
reserve_spin_r1_mw,1.4573532780559617e-06,2.2390572469027648e-12,4.203895392974451e-45,4.857851649830991e-07,6.870024549243681e-07,0,0
gen_fuel_coal_mw,1.1920933502551634e-06,0.0,0.0,3.973644595589576e-07,5.619581884275249e-07,0,0
reserve_reg_down_mw,2.0397052986973534e-17,0.0,2.218983079007388e-21,6.799757161792134e-18,9.614739640274405e-18,0,0
area_1_net_export_mw,7.96919665320017e-36,0.0,0.0,2.656398944188791e-36,0.0,0,0
area_3_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_generation_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r2_mw,0.0,0.0,0.0,0.0,0.0,0,0
