epoch,train_standardized_mse,validation_standardized_mse,selection_objective,validation_r2,n_active_at_0_01
1,0.6445199016944573,0.3653809428215027,0.3653809428215027,0.6399168195565028,24
2,0.191119366007322,0.13671086728572845,0.13671086728572845,0.8652713524433338,24
3,0.10851108274200208,0.10253894329071045,0.10253894329071045,0.8989478045576662,24
4,0.09208391770894991,0.09133205562829971,0.09133205562829971,0.9099921933606863,24
5,0.08459778519307318,0.08784276992082596,0.08784276992082596,0.9134308902445949,24
6,0.0817774790657288,0.08263001590967178,0.08263001590967178,0.9185680651934238,24
7,0.07468476312607042,0.08165363222360611,0.08165363222360611,0.9195302987437578,24
8,0.07172742010462028,0.0775551050901413,0.0775551050901413,0.9235693921006158,24
9,0.06840139248625908,0.07795403897762299,0.07795403897762299,0.9231762422854826,24
10,0.06605202166718675,0.07615526765584946,0.07615526765584946,0.9249489246888847,24
11,0.06310034365009665,0.07467491179704666,0.07467491179704666,0.9264078260941706,24
12,0.06079874114632102,0.07645895332098007,0.07645895332098007,0.9246496551248479,24
13,0.06081643066912521,0.07298734039068222,0.07298734039068222,0.9280709196140414,24
14,0.05746206634653103,0.0736217200756073,0.0736217200756073,0.9274457357061195,24
15,0.05719353434088638,0.07074647396802902,0.07074647396802902,0.9302793049957889,24
16,0.055616380912224504,0.06937575340270996,0.06937575340270996,0.931630148324602,24
17,0.054484974903163,0.0702144205570221,0.0702144205570221,0.9308036428844807,24
18,0.05270104108483724,0.07119294255971909,0.07119294255971909,0.9298393123013545,24
19,0.052048568424169474,0.07459177076816559,0.07459177076816559,0.9264897786529217,24
20,0.055059145354388904,0.08267539739608765,0.08267539739608765,0.9185233231808346,24
21,0.050424163386700756,0.06708238273859024,0.06708238273859024,0.9338902717228715,24
22,0.04817376043538459,0.06524423509836197,0.06524423509836197,0.9357017552690294,24
23,0.04995906565801308,0.07202692329883575,0.07202692329883575,0.9290173941007333,24
24,0.046694270798678356,0.06629683822393417,0.06629683822393417,0.9346644153402337,24
25,0.04685179089367506,0.06368508189916611,0.06368508189916611,0.9372383114911585,24
26,0.047173708609427115,0.06619101762771606,0.06619101762771606,0.934768696626639,24
27,0.0448683942283371,0.06576079875230789,0.06576079875230789,0.9351926751383158,24
28,0.04486097465466197,0.0644562765955925,0.0644562765955925,0.9364783033465133,24
29,0.044277616476588,0.06335096806287766,0.06335096806287766,0.9375675760739013,24
30,0.04172296775050495,0.07288332283496857,0.07288332283496857,0.9281734483109801,24
31,0.04387910890216632,0.08358167856931686,0.08358167856931686,0.9176301821508506,24
32,0.042871027431410184,0.0602600984275341,0.0602600984275341,0.9406136321078038,24
33,0.04048646830153217,0.06436215341091156,0.06436215341091156,0.9365710446226287,24
34,0.040138781419727966,0.06392960250377655,0.06392960250377655,0.9369973454947289,24
35,0.043067953812907324,0.06097552180290222,0.06097552180290222,0.9399085829418992,24
36,0.03826815171304196,0.06493310630321503,0.06493310630321503,0.936008366308901,24
37,0.03927648008335079,0.06204988434910774,0.06204988434910774,0.9388498030850178,24
38,0.03879506260195412,0.059087470173835754,0.059087470173835754,0.9417692594248213,24
39,0.03793326177420404,0.06524496525526047,0.06524496525526047,0.9357010568384447,24
40,0.03630126349745523,0.06092982739210129,0.06092982739210129,0.9399536231950767,24
41,0.036465539323698025,0.06119106709957123,0.06119106709957123,0.9396961698894621,24
42,0.03810443928696714,0.058089591562747955,0.058089591562747955,0.9427526634389652,24
43,0.03702797956410832,0.06419361382722855,0.06419361382722855,0.9367371473276234,24
44,0.03813557053395658,0.059173185378313065,0.059173185378313065,0.941684798730913,24
45,0.03739794342498075,0.06271254271268845,0.06271254271268845,0.938196736215484,24
46,0.03588137253222135,0.05897390842437744,0.05897390842437744,0.9418811826850946,24
47,0.035139063347758764,0.06242143735289574,0.06242143735289574,0.9384836344792504,24
48,0.034972177754188406,0.05706818401813507,0.05706818401813507,0.9437592581547319,24
49,0.034247688778234364,0.05615006759762764,0.05615006759762764,0.9446640726187863,24
50,0.03381147886891216,0.057635609060525894,0.057635609060525894,0.9432000774781542,24
51,0.033452994230754124,0.06141284480690956,0.06141284480690956,0.9394775973348062,24
52,0.03300904717705974,0.06060358136892319,0.06060358136892319,0.940275128826319,24
53,0.03553977646309308,0.06827928125858307,0.06827928125858307,0.9327107422101991,24
54,0.0334501666463451,0.05732451006770134,0.05732451006770134,0.9435066655929134,24
55,0.03289362778141852,0.06164140626788139,0.06164140626788139,0.9392523437849118,24
56,0.03656346482275055,0.05807364732027054,0.05807364732027054,0.9427683729752003,24
57,0.032811678064988276,0.06489355862140656,0.06489355862140656,0.9360473395043281,24
58,0.033301424603514186,0.058521367609500885,0.058521367609500885,0.9423271521898923,24
59,0.03194106396144679,0.062901571393013,0.062901571393013,0.9380104632112353,24
60,0.03189713687914082,0.05965724587440491,0.05965724587440491,0.9412077341272652,24
61,0.031905960008046345,0.05702642351388931,0.05702642351388931,0.9438004285798837,24
62,0.03245325743723067,0.06052221357822418,0.06052221357822418,0.9403553133443217,24
63,0.031193533004004032,0.05637574940919876,0.05637574940919876,0.9444416710538294,24
64,0.03070598307823691,0.058319613337516785,0.058319613337516785,0.9425259877342417,24
65,0.030280470218819674,0.060830023139715195,0.060830023139715195,0.9400519784589892,24
66,0.029916282228170547,0.056590791791677475,0.056590791791677475,0.9442297379835439,24
67,0.03103621873129632,0.05998885631561279,0.05998885631561279,0.9408809518206649,24
68,0.03196719300096386,0.05685321241617203,0.05685321241617203,0.9439711247132457,24
69,0.03106385060066749,0.05796646326780319,0.05796646326780319,0.9428739982811313,24
70,0.030833186998614336,0.058739252388477325,0.058739252388477325,0.9421124362476658,24
71,0.030431120529032823,0.05662309005856514,0.05662309005856514,0.9441979031319766,24
72,0.029475163984692323,0.05643562972545624,0.05643562972545624,0.9443826504974622,24
73,0.029140914125772764,0.05613449960947037,0.05613449960947037,0.944679414498009,24
74,0.02960223683005195,0.05879249796271324,0.05879249796271324,0.9420599494508309,24
75,0.0295025128107724,0.06256523728370667,0.06256523728370667,0.9383419035561877,24
76,0.03076225516332402,0.05591607093811035,0.05591607093811035,0.9448946819194265,24
77,0.028434996739776397,0.05490166321396828,0.05490166321396828,0.9458943761102827,24
78,0.029048445209177307,0.05604615435004234,0.05604615435004234,0.9447665019880779,24
79,0.028448808223867115,0.05728114768862724,0.05728114768862724,0.9435494024838353,24
80,0.027985147904167187,0.061497293412685394,0.061497293412685394,0.9393943635191367,24
81,0.02785898558674265,0.0561714805662632,0.0561714805662632,0.9446429636552559,24
82,0.029164498858517383,0.05917762964963913,0.05917762964963913,0.9416803970546536,24
83,0.028544341785398178,0.05701444670557976,0.05701444670557976,0.9438122312593532,24
84,0.029097372324253804,0.058280542492866516,0.058280542492866516,0.9425644832764137,24
85,0.02734709442359872,0.06678430736064911,0.06678430736064911,0.9341840093510972,24
86,0.030618013759557503,0.05458763241767883,0.05458763241767883,0.9462038619911387,24
87,0.03136114909925008,0.07104896754026413,0.07104896754026413,0.9299811698324416,24
88,0.031953110675301426,0.054932013154029846,0.054932013154029846,0.9458644587337315,24
89,0.027840328231337554,0.05584198981523514,0.05584198981523514,0.9449676828636053,24
90,0.0261116112372126,0.05951444059610367,0.05951444059610367,0.9413484918483159,24
91,0.028657125526640466,0.05468309298157692,0.05468309298157692,0.9461097686736069,24
92,0.027252990648237697,0.057579584419727325,0.057579584419727325,0.9432552942137061,24
93,0.031679275360809146,0.054558176547288895,0.054558176547288895,0.9462328847948859,24
94,0.027227660433844305,0.0541105754673481,0.0541105754673481,0.946673989986704,24
95,0.028482314458549526,0.054406099021434784,0.054406099021434784,0.9463827517762107,24
96,0.03092445270022015,0.053394220769405365,0.053394220769405365,0.9473799657219253,24
97,0.028313670561890672,0.058986928313970566,0.058986928313970566,0.9418683305187089,24
98,0.027264870504473585,0.05748142674565315,0.05748142674565315,0.9433520140864926,24
99,0.02980651753235344,0.05502924695611,0.05502924695611,0.945768649868982,24
100,0.028832061529503718,0.05276745557785034,0.05276745557785034,0.9479976399632177,24
101,0.025690188925293993,0.05465356633067131,0.05465356633067131,0.9461388679071037,24
102,0.02498737147723845,0.05856723710894585,0.05856723710894585,0.9422819374053133,24
103,0.030230261813231157,0.055547311902046204,0.055547311902046204,0.9452580828960497,24
104,0.0265076255611227,0.06002102792263031,0.06002102792263031,0.9408492248490801,24
105,0.026312034178728804,0.0570988692343235,0.0570988692343235,0.9437290279105557,24
106,0.025176195043612397,0.056272659450769424,0.056272659450769424,0.9445432523547129,24
107,0.024961595076318677,0.06077537313103676,0.06077537313103676,0.9401058159203126,24
108,0.02610701804395302,0.05994417890906334,0.05994417890906334,0.9409249667423157,24
109,0.026794077410431133,0.060919389128685,0.060919389128685,0.9399638856040923,24
110,0.03698837033108788,0.05602364242076874,0.05602364242076874,0.944788670448551,24
111,0.026608053375479068,0.05771658942103386,0.05771658942103386,0.9431202589542645,24
112,0.026516206949711737,0.052275385707616806,0.052275385707616806,0.9484825725103525,24
113,0.02527500769376716,0.05635374039411545,0.05635374039411545,0.9444633495311591,24
114,0.025471324555541915,0.05478319898247719,0.05478319898247719,0.9460111276776083,24
115,0.025582243482386555,0.05400716885924339,0.05400716885924339,0.9467759008475651,24
116,0.024731656559485466,0.06678997725248337,0.06678997725248337,0.9341784103704724,24
117,0.025701512935860402,0.05331951007246971,0.05331951007246971,0.9474535973754293,24
118,0.024954312768199455,0.05986766517162323,0.05986766517162323,0.9410003652704426,24
119,0.024130845442414284,0.06123639643192291,0.06123639643192291,0.9396514776247347,24
120,0.025369710289547796,0.05452995002269745,0.05452995002269745,0.9462606887293579,24
121,0.023767352817978808,0.05636602267622948,0.05636602267622948,0.9444512418849077,24
122,0.023907621166315573,0.05217178165912628,0.05217178165912628,0.9485846812176488,24
123,0.026118846305100054,0.05415493622422218,0.05415493622422218,0.9466302724582856,24
124,0.02337308090832145,0.05398866906762123,0.05398866906762123,0.9467941333133515,24
125,0.024166968799570046,0.0564105361700058,0.0564105361700058,0.9444073685907535,24
126,0.025437820782774675,0.05690968781709671,0.05690968781709671,0.9439154780383532,24
127,0.025113297821487322,0.05413563922047615,0.05413563922047615,0.9466492952299167,24
128,0.02427103039829779,0.05353035032749176,0.05353035032749176,0.9472458018285479,24
129,0.0240831682888734,0.05659396946430206,0.05659396946430206,0.9442265995670858,24
130,0.023868802178677755,0.05108921229839325,0.05108921229839325,0.9496515552184825,24
131,0.024600590587088873,0.05866723880171776,0.05866723880171776,0.9421833875973493,24
132,0.023532000095834962,0.055146727710962296,0.055146727710962296,0.9456528580469679,24
