field,中文名,score
area_1_fuel_coal_mw,区域1燃煤出力,2.680562734603882
area_1_fuel_wind_mw,区域1风电出力,2.640558958053589
area_1_fuel_hydro_mw,区域1水电出力,2.602609634399414
system_losses_mw,系统网损,2.596836566925049
area_1_fuel_natural_gas_mw,区域1燃气出力,2.549375057220459
gen_fuel_nuclear_mw,核电出力,2.5201518535614014
area_3_net_export_mw,区域3净送出,2.51623797416687
area_1_fuel_nuclear_mw,区域1核电出力,2.208833694458008
area_3_load_day_ahead_mw,区域3日前负荷,-2.2655038833618164
area_3_generation_mw,区域3发电总量,-2.278642177581787
area_1_fuel_solar_mw,区域1光伏出力,-2.311762571334839
gen_fuel_coal_mw,燃煤出力,-2.370453119277954
area_2_fuel_coal_mw,区域2燃煤出力,-2.385728359222412
area_3_load_actual_mw,区域3实时负荷,-2.4738736152648926
reserve_spin_r3_mw,区域3旋转备用,-2.4860172271728516
area_1_load_actual_mw,区域1实时负荷,-2.575237274169922
reserve_spin_r1_mw,区域1旋转备用,-2.5848817825317383
reserve_reg_up_mw,调频上备用,-2.5955936908721924
area_1_net_export_mw,区域1净送出,-2.6062865257263184
system_load_actual_mw,系统实时负荷,-2.6288344860076904
area_3_fuel_natural_gas_mw,区域3燃气出力,-2.629127025604248
area_1_generation_mw,区域1发电总量,-2.6302640438079834
area_2_load_actual_mw,区域2实时负荷,-2.6340808868408203
gen_fuel_wind_mw,风电出力,-2.6350340843200684
area_2_fuel_hydro_mw,区域2水电出力,-2.644094467163086
area_2_net_export_mw,区域2净送出,-2.652020215988159
gen_fuel_solar_mw,光伏出力,-2.659446954727173
hour_of_day,小时,-2.6621334552764893
area_1_load_day_ahead_mw,区域1日前负荷,-2.6647303104400635
area_3_fuel_solar_mw,区域3光伏出力,-2.6700804233551025
system_generation_mw,系统发电量,-2.672961950302124
is_weekend,是否周末,-2.6740853786468506
area_2_load_day_ahead_mw,区域2日前负荷,-2.6912906169891357
area_3_fuel_wind_mw,区域3风电出力,-2.6927502155303955
gen_fuel_hydro_mw,水电出力,-2.694791555404663
system_load_day_ahead_mw,系统日前负荷,-2.715630531311035
gen_fuel_natural_gas_mw,燃气出力,-2.719036817550659
area_2_fuel_natural_gas_mw,区域2燃气出力,-2.7195913791656494
reserve_reg_down_mw,调频下备用,-2.7196431159973145
area_3_fuel_coal_mw,区域3燃煤出力,-2.7268221378326416
area_2_fuel_solar_mw,区域2光伏出力,-2.7278308868408203
area_3_fuel_hydro_mw,区域3水电出力,-2.730936288833618
area_2_generation_mw,区域2发电总量,-2.7489681243896484
reserve_spin_r2_mw,区域2旋转备用,-2.754850387573242
day_of_week,星期,-2.7605557441711426
month_of_year,月份,-2.7810637950897217
