目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
total_losses,总网损,95%,5,Pearson,DGatingDNN,0.8455913780159052,0.9263137501861338,49,marginal_loss_price_rt|system_energy_price_rt|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw|gen_fuel_coal_pct
total_losses,总网损,95%,5,Pearson,STG,0.7735938224567307,0.9263137501861338,49,wind_generation_mw|marginal_loss_price_rt|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve
total_losses,总网损,95%,5,Pearson,LassoNet,0.7947589647004634,0.9263137501861338,49,gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|prelim_load_avg_hourly|gross_inadv_interchange_mw
total_losses,总网损,95%,5,Pearson,XGBoost,0.8763289720235425,0.9263137501861338,49,gen_fuel_coal_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_wind_mw
total_losses,总网损,95%,5,Pearson,Lasso,0.8856533024941761,0.9263137501861338,49,prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|solar_generation_mw|marginal_loss_price_rt
total_losses,总网损,95%,5,Pearson,Pearson,0.9015296428299906,0.9263137501861338,49,gen_fuel_coal_mw|prelim_load_avg_hourly|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh
total_losses,总网损,97%,6,Pearson,DGatingDNN,0.8665649007016691,0.9263137501861338,49,marginal_loss_price_rt|system_energy_price_rt|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_gas_pct
total_losses,总网损,97%,6,Pearson,STG,0.8395990043739734,0.9263137501861338,49,wind_generation_mw|marginal_loss_price_rt|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|total_pjm_rt_load_mwh
total_losses,总网损,97%,6,Pearson,LassoNet,0.8174930625712402,0.9263137501861338,49,gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|prelim_load_avg_hourly|gross_inadv_interchange_mw|system_energy_price_da
total_losses,总网损,97%,6,Pearson,XGBoost,0.8909311679690887,0.9263137501861338,49,gen_fuel_coal_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_wind_mw|marginal_loss_price_rt
total_losses,总网损,97%,6,Pearson,Lasso,0.9065862163109236,0.9263137501861338,49,prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|solar_generation_mw|marginal_loss_price_rt|system_energy_price_rt
total_losses,总网损,97%,6,Pearson,Pearson,0.9191076850944406,0.9263137501861338,49,gen_fuel_coal_mw|prelim_load_avg_hourly|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw
