feature,mask_mse,mask_r2,mask_sensitivity
da_as_as_mw_thirty_minutes_reserve,0.7119836211204529,0.3011386262511838,0.001518547534942627
da_as_total_mw_thirty_minutes_reserve,0.7147015333175659,0.2984707909535985,0.004236459732055664
da_as_as_req_mw_thirty_minutes_reserve,0.7115259766578674,0.301587838768721,0.0010609030723571777
da_as_as_req_mw_primary_reserve,0.713273823261261,0.2998721647961674,0.0028087496757507324
da_as_as_req_mw_synchronized_reserve,0.7128136157989502,0.30032389262940473,0.0023485422134399414
total_pjm_assigned_reg,0.7167289853096008,0.2964807189046669,0.006263911724090576
da_as_as_mw_primary_reserve,0.7070794701576233,0.305952368838577,-0.003385603427886963
da_as_total_mw_primary_reserve,0.7100762724876404,0.3030108214598046,-0.00038880109786987305
da_as_as_mw_synchronized_reserve,0.7122533917427063,0.300873832107479,0.001788318157196045
total_pjm_reg_purchases,0.7127190828323364,0.30041667347898005,0.002254009246826172
gen_fuel_other_renewables_mw,0.7370975613594055,0.27648750339710537,0.026632487773895264
total_lmp_da,0.7150827646255493,0.298096580576938,0.0046176910400390625
total_pjm_rmpcp_cr,0.7137502431869507,0.29940454474100653,0.0032851696014404297
forecast_load_mw_day_ahead,0.7175103425979614,0.2957137191149244,0.007045269012451172
total_pjm_rmccp_cr,0.7139122486114502,0.2992455081892391,0.0034471750259399414
da_as_total_mw_synchronized_reserve,0.7123365998268127,0.30079214151349065,0.0018715262413024902
system_energy_price_da,0.7100325226783752,0.30305375332550455,-0.00043255090713500977
gen_fuel_multiple_fuels_pct,0.7145036458969116,0.29866504192516774,0.004038572311401367
gen_fuel_multiple_fuels_mw,0.7133281230926514,0.2998188858363373,0.0028630495071411133
marginal_loss_price_rt,0.7088159918785095,0.30424784228787627,-0.0016490817070007324
gen_fuel_gas_pct,0.7095025777816772,0.3035739091790387,-0.0009624958038330078
marginal_loss_price_da,0.7203632593154907,0.29291342957922084,0.009898185729980469
total_lmp_rt,0.7088985443115234,0.3041668376890788,-0.0015665292739868164
rmccp,0.7131216526031494,0.30002154024899563,0.00265657901763916
system_energy_price_rt,0.7093327045440674,0.30374066317670423,-0.001132369041442871
rmpcp,0.7091606259346008,0.3039095894924745,-0.0013044476509094238
gen_fuel_wind_pct,0.708151638507843,0.3048999378831354,-0.0023134350776672363
wind_generation_mw,0.709410548210144,0.3036642318791798,-0.001054525375366211
gross_inadv_interchange_mw,0.7153337597846985,0.2978501939708569,0.004868686199188232
da_as_mcp_primary_reserve,0.7094389796257019,0.3036363347414147,-0.0010260939598083496
total_pjm_rt_load_mwh,0.7137615084648132,0.2993935116516855,0.0032964348793029785
metered_load_mw,0.7218981385231018,0.2914068126411078,0.011433064937591553
forecast_load_mw_latest_available,0.7129887342453003,0.3001519936678071,0.002523660659790039
gross_actual_interchange_mw,0.711198627948761,0.30190911318314684,0.0007335543632507324
total_pjm_loc_credit,0.7122687697410583,0.3008587402132782,0.0018036961555480957
total_losses,0.7249207496643066,0.2884399406065363,0.014455676078796387
net_inadv_interchange_mw,0.7142533659934998,0.29891068536979204,0.003788292407989502
da_as_nsr_mw_primary_reserve,0.7075995802879333,0.30544187408398205,-0.0028654932975769043
total_pjm_self_sched_reg,0.7152091264724731,0.29797252977990873,0.004744052886962891
da_as_ss_mw_synchronized_reserve,0.7065826654434204,0.30643999708680714,-0.0038824081420898438
da_as_ss_mw_thirty_minutes_reserve,0.7078930139541626,0.3051538132700511,-0.0025720596313476562
da_as_ss_mw_primary_reserve,0.7081479430198669,0.3049035965241539,-0.0023171305656433105
gen_fuel_coal_pct,0.7110424637794495,0.30206243310832315,0.000577390193939209
congestion_price_rt,0.7122492790222168,0.3008778337460928,0.001784205436706543
da_as_mcp_synchronized_reserve,0.7099354863166809,0.3031489923245141,-0.0005295872688293457
congestion_price_da,0.7259599566459656,0.28741986575760103,0.015494883060455322
