方法,说明,n,前n个字段,target,中文名,budget,full_r2,n_pool
XGBoost,树模型特征重要性（2016）,0.6923425565306638,system_energy_price_rt|marginal_loss_price_rt|gen_fuel_solar_pct|da_as_as_req_mw_primary_reserve|congestion_price_da|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|rmccp|da_as_mcp_synchronized_reserve|net_actual_interchange_mw|total_pjm_rmccp_cr|gen_fuel_multiple_fuels_mw|gen_fuel_gas_mw|da_as_as_req_mw_thirty_minutes_reserve|net_sched_interchange_mw|gen_fuel_oil_pct|gen_fuel_solar_mw|gen_fuel_nuclear_mw|metered_load_mw|gen_fuel_hydro_mw|gen_fuel_other_renewables_pct|da_as_nsr_mw_primary_reserve|total_losses|gen_fuel_coal_mw|gross_inadv_interchange_mw|da_as_as_mw_thirty_minutes_reserve,congestion_price_rt,实时阻塞价,27,0.6742644979468284,45
Lasso,线性稀疏（1996）,0.6631674201207223,system_energy_price_rt|gen_fuel_multiple_fuels_mw|system_energy_price_da|total_gen|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|total_pjm_loc_credit|total_lmp_da|congestion_price_da|marginal_loss_price_da|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|da_as_as_mw_thirty_minutes_reserve|total_pjm_rt_load_mwh|rmccp|metered_load_mw|total_losses|solar_generation_mw|gen_fuel_coal_mw,congestion_price_rt,实时阻塞价,27,0.6742644979468284,45
Pearson,相关系数排序（只看两两关系）,0.6378120714242996,system_energy_price_rt|marginal_loss_price_rt|system_energy_price_da|total_lmp_da|gen_fuel_oil_pct|gen_fuel_oil_mw|marginal_loss_price_da|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_nuclear_pct|total_gen|gen_fuel_multiple_fuels_pct|da_as_as_mw_thirty_minutes_reserve|gen_fuel_other_renewables_pct|gen_fuel_gas_mw|da_as_mcp_synchronized_reserve|da_as_mcp_primary_reserve|total_losses|gen_fuel_storage_mw|gen_fuel_coal_mw|gen_fuel_hydro_mw|total_pjm_loc_credit,congestion_price_rt,实时阻塞价,27,0.6742644979468284,45
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9002405220018168,system_energy_price_da|total_losses|gen_fuel_gas_mw|da_as_as_req_mw_thirty_minutes_reserve|congestion_price_da|gen_fuel_oil_mw|gen_fuel_multiple_fuels_mw|gen_fuel_coal_pct|net_actual_interchange_mw|solar_generation_mw|gen_fuel_hydro_mw|gross_actual_interchange_mw|da_as_mcp_primary_reserve|congestion_price_rt|gross_inadv_interchange_mw|marginal_loss_price_rt,marginal_loss_price_da,日前边际损耗价,16,0.9023992748920623,42
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8929620234916691,congestion_price_da|total_losses|net_sched_interchange_mw|net_actual_interchange_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|marginal_loss_price_rt|gross_actual_interchange_mw|gen_fuel_oil_mw|da_as_mcp_synchronized_reserve|system_energy_price_da|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|total_gen,marginal_loss_price_da,日前边际损耗价,16,0.9023992748920623,42
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8775093140913736,system_energy_price_da|total_losses|marginal_loss_price_rt|congestion_price_da|gross_inadv_interchange_mw|gen_fuel_hydro_pct|gen_fuel_solar_pct|system_energy_price_rt|net_actual_interchange_mw|gen_fuel_oil_mw|total_pjm_reg_purchases|da_as_mcp_synchronized_reserve|gen_fuel_nuclear_mw|da_as_mcp_primary_reserve|da_as_as_req_mw_synchronized_reserve|congestion_price_rt,marginal_loss_price_da,日前边际损耗价,16,0.9023992748920623,42
XGBoost,树模型特征重要性（2016）,0.9120710830747709,system_energy_price_da|total_losses|metered_load_mw|forecast_load_mw_latest_available|congestion_price_da|gen_fuel_oil_pct|net_sched_interchange_mw|net_actual_interchange_mw|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_solar_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|gen_fuel_hydro_pct,marginal_loss_price_da,日前边际损耗价,16,0.9023992748920623,42
Lasso,线性稀疏（1996）,0.8768707099248371,system_energy_price_da|total_losses|total_gen|marginal_loss_price_rt|gen_fuel_oil_mw|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|da_as_mcp_primary_reserve|gen_fuel_hydro_pct|gross_inadv_interchange_mw|gen_fuel_solar_pct|total_pjm_reg_purchases|gen_fuel_coal_pct|gen_fuel_nuclear_mw|gen_fuel_gas_mw|rmccp,marginal_loss_price_da,日前边际损耗价,16,0.9023992748920623,42
Pearson,相关系数排序（只看两两关系）,0.8548418389847088,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|total_gen|total_losses|da_as_mcp_primary_reserve|gen_fuel_nuclear_pct|gen_fuel_coal_mw,marginal_loss_price_da,日前边际损耗价,16,0.9023992748920623,42
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.970116223446272,marginal_loss_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve|net_sched_interchange_mw|congestion_price_da|total_losses|gen_fuel_oil_pct|total_lmp_rt|total_pjm_reg_purchases|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|congestion_price_rt|metered_load_mw,total_lmp_da,日前总电价,14,0.9769068417961911,43
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9648638319519902,gross_inadv_interchange_mw|da_as_mcp_primary_reserve|metered_load_mw|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|marginal_loss_price_da|congestion_price_da|net_sched_interchange_mw|total_losses|gen_fuel_oil_mw|total_lmp_rt|system_energy_price_rt|congestion_price_rt|total_pjm_rmccp_cr,total_lmp_da,日前总电价,14,0.9769068417961911,43
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.963055667056681,marginal_loss_price_da|gen_fuel_oil_mw|da_as_mcp_synchronized_reserve|congestion_price_da|da_as_as_mw_thirty_minutes_reserve|gen_fuel_coal_mw|gross_inadv_interchange_mw|total_pjm_reg_purchases|congestion_price_rt|total_losses|gross_actual_interchange_mw|total_pjm_assigned_reg|gen_fuel_oil_pct|forecast_load_mw_latest_available,total_lmp_da,日前总电价,14,0.9769068417961911,43
XGBoost,树模型特征重要性（2016）,0.9560469877672861,marginal_loss_price_da|total_lmp_rt|da_as_mcp_synchronized_reserve|gen_fuel_oil_mw|system_energy_price_rt|metered_load_mw|da_as_mcp_primary_reserve|marginal_loss_price_rt|congestion_price_da|gen_fuel_oil_pct|da_as_as_mw_thirty_minutes_reserve|forecast_load_mw_latest_available|total_pjm_reg_purchases|prelim_load_avg_hourly,total_lmp_da,日前总电价,14,0.9769068417961911,43
Lasso,线性稀疏（1996）,0.9658332027432334,da_as_mcp_synchronized_reserve|marginal_loss_price_da|gen_fuel_oil_mw|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|gen_fuel_coal_mw|congestion_price_rt|total_losses|gross_inadv_interchange_mw|gross_actual_interchange_mw|total_pjm_assigned_reg|total_pjm_reg_purchases|da_as_nsr_mw_primary_reserve|gen_fuel_coal_pct,total_lmp_da,日前总电价,14,0.9769068417961911,43
Pearson,相关系数排序（只看两两关系）,0.9458090748371643,marginal_loss_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|da_as_mcp_synchronized_reserve|da_as_mcp_primary_reserve|total_lmp_rt|system_energy_price_rt|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|marginal_loss_price_rt|total_pjm_rt_load_mwh|total_gen|gen_fuel_nuclear_pct,total_lmp_da,日前总电价,14,0.9769068417961911,43
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8660082290701272,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|prelim_load_avg_hourly|gen_fuel_coal_pct|gen_fuel_gas_pct|total_losses|gen_fuel_multiple_fuels_pct|net_actual_interchange_mw|gen_fuel_nuclear_pct|total_pjm_self_sched_reg|total_pjm_reg_purchases|system_energy_price_da|total_pjm_rmpcp_cr|gen_fuel_oil_mw|gen_fuel_wind_pct,da_as_total_mw_primary_reserve,日前主用备用总量,18,0.8548503356733227,38
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8515565722530292,da_as_as_req_mw_thirty_minutes_reserve|total_losses|total_pjm_reg_purchases|total_pjm_self_sched_reg|gen_fuel_hydro_mw|da_as_mcp_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|total_pjm_rt_load_mwh|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_hydro_pct|total_pjm_rmpcp_cr|total_gen|system_energy_price_da|congestion_price_da|net_actual_interchange_mw|net_sched_interchange_mw,da_as_total_mw_primary_reserve,日前主用备用总量,18,0.8548503356733227,38
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8699464408588418,da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_self_sched_reg|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_hydro_pct|total_gen|gen_fuel_hydro_mw|metered_load_mw|total_pjm_rt_load_mwh|system_energy_price_da|da_as_mcp_primary_reserve|prelim_load_avg_hourly|gen_fuel_coal_mw|total_pjm_reg_purchases|gen_fuel_coal_pct,da_as_total_mw_primary_reserve,日前主用备用总量,18,0.8548503356733227,38
XGBoost,树模型特征重要性（2016）,0.8756597963108781,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|total_pjm_rt_load_mwh|gen_fuel_multiple_fuels_pct|gen_fuel_hydro_mw|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_mw|metered_load_mw|forecast_load_mw_latest_available|system_energy_price_da|total_pjm_self_sched_reg|gen_fuel_nuclear_pct,da_as_total_mw_primary_reserve,日前主用备用总量,18,0.8548503356733227,38
Lasso,线性稀疏（1996）,0.8822536983593096,prelim_load_avg_hourly|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_coal_pct|gen_fuel_nuclear_pct|da_as_as_req_mw_primary_reserve|gen_fuel_gas_pct|da_as_mcp_synchronized_reserve|gen_fuel_hydro_mw|da_as_mcp_primary_reserve|gen_fuel_nuclear_mw|net_actual_interchange_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_multiple_fuels_mw|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct,da_as_total_mw_primary_reserve,日前主用备用总量,18,0.8548503356733227,38
Pearson,相关系数排序（只看两两关系）,0.8757437686226546,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|net_actual_interchange_mw|net_sched_interchange_mw|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|total_gen|total_losses|prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_coal_mw|gen_fuel_gas_pct|gross_sched_interchange_mw,da_as_total_mw_primary_reserve,日前主用备用总量,18,0.8548503356733227,38
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9046093328859979,gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|system_energy_price_da|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_synchronized_reserve|net_actual_interchange_mw|gen_fuel_coal_mw|total_pjm_rt_load_mwh|gen_fuel_oil_pct|gen_fuel_hydro_mw|gen_fuel_coal_pct|da_as_as_mw_primary_reserve|marginal_loss_price_da|da_as_as_mw_synchronized_reserve|congestion_price_da|total_pjm_reg_purchases|total_pjm_rmpcp_cr,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,18,0.900231101385466,42
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8964151339867925,net_sched_interchange_mw|total_pjm_rmpcp_cr|total_pjm_reg_purchases|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|system_energy_price_da|total_lmp_da|gen_fuel_gas_pct|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw|gen_fuel_gas_mw|gen_fuel_coal_mw|total_lmp_rt|da_as_as_req_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,18,0.900231101385466,42
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8938288964348234,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw|da_as_mcp_synchronized_reserve|da_as_as_req_mw_synchronized_reserve|total_pjm_rmpcp_cr|gen_fuel_oil_mw|total_lmp_da|da_as_as_mw_synchronized_reserve|gen_fuel_gas_pct|gen_fuel_coal_pct|gen_fuel_other_renewables_mw|marginal_loss_price_da|gen_fuel_gas_mw|gen_fuel_coal_mw|forecast_load_mw_latest_available,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,18,0.900231101385466,42
XGBoost,树模型特征重要性（2016）,0.8799870149575423,da_as_as_mw_primary_reserve|gen_fuel_nuclear_mw|da_as_mcp_synchronized_reserve|da_as_mcp_primary_reserve|gen_fuel_gas_mw|system_energy_price_da|total_lmp_da|da_as_as_req_mw_primary_reserve|gen_fuel_oil_pct|total_pjm_rmpcp_cr|gen_fuel_multiple_fuels_mw|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|total_gen|gen_fuel_coal_pct|gen_fuel_nuclear_pct|da_as_as_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,18,0.900231101385466,42
Lasso,线性稀疏（1996）,0.888251703640803,gen_fuel_coal_mw|gen_fuel_coal_pct|prelim_load_avg_hourly|gen_fuel_nuclear_mw|gen_fuel_nuclear_pct|forecast_load_mw_latest_available|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|system_energy_price_da|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|da_as_as_mw_primary_reserve|system_energy_price_rt|marginal_loss_price_rt|gen_fuel_gas_pct,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,18,0.900231101385466,42
Pearson,相关系数排序（只看两两关系）,0.8569118956063536,gen_fuel_nuclear_mw|system_energy_price_da|total_lmp_da|da_as_as_mw_primary_reserve|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|da_as_mcp_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|net_sched_interchange_mw|net_actual_interchange_mw|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_hydro_mw|da_as_as_req_mw_thirty_minutes_reserve|total_lmp_rt|system_energy_price_rt,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,18,0.900231101385466,42
