方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9002405220018168,system_energy_price_da|total_losses|gen_fuel_gas_mw|da_as_as_req_mw_thirty_minutes_reserve|congestion_price_da|gen_fuel_oil_mw|gen_fuel_multiple_fuels_mw|gen_fuel_coal_pct|net_actual_interchange_mw|solar_generation_mw|gen_fuel_hydro_mw|gross_actual_interchange_mw|da_as_mcp_primary_reserve|congestion_price_rt|gross_inadv_interchange_mw|marginal_loss_price_rt
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8929620234916691,congestion_price_da|total_losses|net_sched_interchange_mw|net_actual_interchange_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|marginal_loss_price_rt|gross_actual_interchange_mw|gen_fuel_oil_mw|da_as_mcp_synchronized_reserve|system_energy_price_da|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|total_gen
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8775093140913736,system_energy_price_da|total_losses|marginal_loss_price_rt|congestion_price_da|gross_inadv_interchange_mw|gen_fuel_hydro_pct|gen_fuel_solar_pct|system_energy_price_rt|net_actual_interchange_mw|gen_fuel_oil_mw|total_pjm_reg_purchases|da_as_mcp_synchronized_reserve|gen_fuel_nuclear_mw|da_as_mcp_primary_reserve|da_as_as_req_mw_synchronized_reserve|congestion_price_rt
XGBoost,树模型特征重要性（2016）,0.9120710830747709,system_energy_price_da|total_losses|metered_load_mw|forecast_load_mw_latest_available|congestion_price_da|gen_fuel_oil_pct|net_sched_interchange_mw|net_actual_interchange_mw|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_solar_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|gen_fuel_hydro_pct
Lasso,线性稀疏（1996）,0.8768707099248371,system_energy_price_da|total_losses|total_gen|marginal_loss_price_rt|gen_fuel_oil_mw|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|da_as_mcp_primary_reserve|gen_fuel_hydro_pct|gross_inadv_interchange_mw|gen_fuel_solar_pct|total_pjm_reg_purchases|gen_fuel_coal_pct|gen_fuel_nuclear_mw|gen_fuel_gas_mw|rmccp
Pearson,相关系数排序（只看两两关系）,0.8548418389847088,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|total_gen|total_losses|da_as_mcp_primary_reserve|gen_fuel_nuclear_pct|gen_fuel_coal_mw
