total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.46759498,0.4815762,0.40878707,0.40087894,0.45818782,0.49227357,0.5387725,0.3904627,0.51367646,0.38672048,0.41668183,0.39854372,0.42514154,0.4422739,0.44783756,0.4192595,0.5201796,0.45171434,0.38816342,0.42075476,0.3908054,0.40779796,0.3939524,0.44155985,0.4026372,0.40414655,0.42280695,0.41704974,0.4701809,0.39709598,0.41317728,0.5091809,0.38333502,0.40112123,0.4691407,0.4667752,0.41881925,0.56752574,0.6089409,0.5763722,0.50061613,0.6012811,0.431841,0.42375514,0.41120842,0.42940295,0.4437992,0.39152968,0.38611487,0.39702362,0.40442044,0.42563847,0.45624375,0.41037434,0.37978175,0.45380506,0.38668174
0.45263922,0.47935706,0.3324566,0.3153781,0.4123004,0.48752922,0.5762704,0.347718,0.48836017,0.31991974,0.35232037,0.33022568,0.401391,0.43166733,0.43079695,0.38407958,0.5645325,0.44477352,0.32454723,0.35851535,0.2974758,0.35730886,0.35221753,0.41886997,0.360176,0.36362568,0.37576428,0.3477065,0.45757943,0.3385269,0.38969764,0.5477165,0.31860924,0.34047168,0.4503237,0.48149654,0.32204917,0.601432,0.6405873,0.617935,0.6137075,0.6726266,0.3772728,0.36524358,0.37219563,0.3847685,0.4065636,0.31594554,0.29876596,0.3142843,0.31672218,0.349919,0.41853216,0.33277392,0.28703037,0.41850713,0.2838686
0.43653286,0.47602478,0.25475234,0.21839161,0.3632085,0.47969377,0.5968127,0.28854504,0.45539966,0.2600771,0.2682623,0.25231472,0.39641282,0.4174368,0.39778733,0.33636528,0.5969913,0.43015376,0.25700578,0.28497398,0.22348252,0.29697224,0.312538,0.40799323,0.3314492,0.3319983,0.3077752,0.2659572,0.45659754,0.26141608,0.36482337,0.5888889,0.2632013,0.26648873,0.44021666,0.5191008,0.23903124,0.64723223,0.66721183,0.6594646,0.7602999,0.7596397,0.31322914,0.29330537,0.333893,0.3268208,0.35755262,0.21992727,0.20679794,0.20608515,0.21580732,0.2645514,0.376476,0.23753753,0.19877438,0.36789766,0.17010282
0.4247005,0.44701356,0.17686789,0.12632073,0.3279428,0.4579172,0.63567764,0.24094073,0.42672208,0.21685807,0.20761164,0.1632153,0.3856015,0.38266706,0.37276414,0.25527194,0.64100087,0.42274,0.18659405,0.21099852,0.13570324,0.2291324,0.25678515,0.38337055,0.31127438,0.28895345,0.22569303,0.18135859,0.4386533,0.1860502,0.34272134,0.6219732,0.20237665,0.19059624,0.43560943,0.5643418,0.14125927,0.6933545,0.71931666,0.69525975,0.8574009,0.82777727,0.24385224,0.2034186,0.30486357,0.25065878,0.31168345,0.11798045,0.11424807,0.10293991,0.10503531,0.16996193,0.32803324,0.16825508,0.09576137,0.3045906,0.0640544
0.39685464,0.4299123,0.09470298,0.031283557,0.30618992,0.4189387,0.67501754,0.17442891,0.39606813,0.1610364,0.12801723,0.07293149,0.34480527,0.35556555,0.36781958,0.19135155,0.6747161,0.3951357,0.11313053,0.12780192,0.07304224,0.15610172,0.20083076,0.3530751,0.27629066,0.2444087,0.14583637,0.09791341,0.41560468,0.1052773,0.32095137,0.6351441,0.16702263,0.10259016,0.4070977,0.600821,0.06422737,0.7254571,0.7537675,0.72011155,0.92989945,0.89458853,0.18450397,0.14876193,0.25882524,0.17113997,0.24726285,0.01488277,0.0083670085,0.0053286455,0.0,0.06163707,0.26675692,0.09120164,0.019106243,0.23772283,0.0
0.38634586,0.42053884,0.036112107,0.0,0.27779913,0.38492694,0.7071772,0.11481683,0.3720341,0.1134309,0.05092288,0.012484327,0.31102708,0.32176054,0.34218544,0.12975244,0.7358558,0.3679083,0.046940595,0.056136798,0.0,0.10055992,0.13944821,0.32066214,0.24425182,0.19548821,0.053950176,0.0152338315,0.41531983,0.020638138,0.32878134,0.6506455,0.11836726,0.014191626,0.3701658,0.6306196,0.0,0.7490082,0.77466244,0.74121577,1.0,0.9384897,0.1256413,0.0795544,0.23026538,0.08001952,0.18495038,0.0,0.0,0.0,0.0,0.0,0.208281,0.02652721,0.0,0.16780895,0.0
0.34795618,0.3987255,0.0,0.0,0.23334096,0.3390259,0.7182049,0.06412223,0.3451179,0.072165556,0.0,0.0,0.2893772,0.29063153,0.32451183,0.041374985,0.77476346,0.35716045,0.0,0.0,0.0,0.018445289,0.09493061,0.28470078,0.20662673,0.12745596,0.0,0.0,0.4129321,0.0,0.32801977,0.6564643,0.062002227,0.0,0.32723778,0.6753554,0.0,0.7761969,0.79472005,0.76696306,1.0,0.977601,0.067196265,0.0074301576,0.17002988,0.0,0.10805746,0.0,0.0,0.0,0.0,0.0,0.14241453,0.0,0.0,0.088800505,0.0
0.32443088,0.3978783,0.0,0.0,0.21883197,0.2995868,0.7620368,0.0,0.3331329,0.022174189,0.0,0.0,0.24867877,0.26397288,0.28856352,0.0,0.82076675,0.3475672,0.0,0.0,0.0,0.0,0.026935203,0.26196617,0.17492846,0.07122564,0.0,0.0,0.39746082,0.0,0.3113095,0.66032875,0.022900797,0.0,0.2824771,0.69349027,0.0,0.7952451,0.81792504,0.784033,1.0,1.0,0.013871575,0.0,0.13039948,0.0,0.03410031,0.0,0.0,0.0,0.0,0.0,0.077698275,0.0,0.0,0.01488928,0.0
0.2929149,0.36974508,0.0,0.0,0.19749384,0.2557543,0.794642,0.0,0.29559883,0.0,0.0,0.0,0.21339151,0.22912641,0.26691312,0.0,0.86583745,0.3206974,0.0,0.0,0.0,0.0,0.0,0.21251392,0.14625263,0.014349196,0.0,0.0,0.3767406,0.0,0.30834898,0.67054117,0.0,0.0,0.23858608,0.71146697,0.0,0.80776334,0.8326124,0.80292803,1.0,1.0,0.0,0.0,0.09246915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015175285,0.0,0.0,0.0,0.0
0.2727479,0.3661482,0.0,0.0,0.1625142,0.20193742,0.80885303,0.0,0.24886262,0.0,0.0,0.0,0.16328746,0.2045378,0.23287338,0.0,0.88216466,0.29085925,0.0,0.0,0.0,0.0,0.0,0.16513477,0.10449377,0.0,0.0,0.0,0.35854292,0.0,0.30330727,0.68059564,0.0,0.0,0.20288116,0.7227513,0.0,0.81998616,0.8484363,0.83133894,1.0,1.0,0.0,0.0,0.05175314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23148786,0.3516217,0.0,0.0,0.1379047,0.14263476,0.8316589,0.0,0.21990542,0.0,0.0,0.0,0.10494423,0.16868697,0.20969352,0.0,0.8941453,0.27753016,0.0,0.0,0.0,0.0,0.0,0.1278042,0.0797799,0.0,0.0,0.0,0.3430531,0.0,0.30838394,0.70055956,0.0,0.0,0.16108839,0.7306077,0.0,0.83506626,0.86310655,0.8427607,1.0,1.0,0.0,0.0,0.00501179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19397755,0.35040975,0.0,0.0,0.109833114,0.078875564,0.84834874,0.0,0.18693861,0.0,0.0,0.0,0.056598675,0.1447907,0.17305636,0.0,0.9068816,0.2654335,0.0,0.0,0.0,0.0,0.0,0.11264371,0.06233306,0.0,0.0,0.0,0.32667565,0.0,0.28623188,0.7175423,0.0,0.0,0.12222069,0.745731,0.0,0.8629299,0.87017184,0.8596872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14571278,0.34412283,0.0,0.0,0.06413247,0.010655128,0.88044965,0.0,0.16568413,0.0,0.0,0.0,0.0044502052,0.12642789,0.15276898,0.0,0.93337494,0.25361735,0.0,0.0,0.0,0.0,0.0,0.058396783,0.028617414,0.0,0.0,0.0,0.31071883,0.0,0.28846636,0.7191952,0.0,0.0,0.07273932,0.7722911,0.0,0.887827,0.88693106,0.88793635,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.098144926,0.3402334,0.0,0.0,0.022963852,0.0,0.8974915,0.0,0.1394795,0.0,0.0,0.0,0.0,0.08836113,0.1263472,0.0,0.9518985,0.24582145,0.0,0.0,0.0,0.0,0.0,0.02798613,0.011267891,0.0,0.0,0.0,0.29075325,0.0,0.2807071,0.7295486,0.0,0.0,0.03261578,0.7892082,0.0,0.89962256,0.89984536,0.9023874,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.051646464,0.3417825,0.0,0.0,0.0,0.0,0.9126228,0.0,0.10443211,0.0,0.0,0.0,0.0,0.049361292,0.08185901,0.0,0.9761774,0.23860136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28190342,0.0,0.28011316,0.73780406,0.0,0.0,0.0022948773,0.8034182,0.0,0.9233047,0.92843145,0.91980165,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3410158,0.0,0.0,0.0,0.0,0.9222095,0.0,0.0853837,0.0,0.0,0.0,0.0,0.024632651,0.0513419,0.0,1.0,0.21162069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26042002,0.0,0.27342692,0.76520735,0.0,0.0,0.0,0.81540143,0.0,0.941084,0.94751,0.9327975,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.33440593,0.0,0.0,0.0,0.0,0.9381343,0.0,0.06256211,0.0,0.0,0.0,0.0,0.0,0.019136315,0.0,1.0,0.21347496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24881499,0.0,0.28150877,0.7782112,0.0,0.0,0.0,0.834168,0.0,0.96084946,0.96466887,0.950129,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.35561183,0.0,0.0,0.0,0.0,0.9454689,0.0,0.030333878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.200147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486074,0.0,0.25847355,0.7872864,0.0,0.0,0.0,0.85585916,0.0,0.9721399,0.9755538,0.95881146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.37201163,0.0,0.0,0.0,0.0,0.97347176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19624107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24023116,0.0,0.25236145,0.8049508,0.0,0.0,0.0,0.8684525,0.0,0.9988032,0.99875927,0.978995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.39956817,0.0,0.0,0.0,0.0,0.9798321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18860745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24276121,0.0,0.24044514,0.8160159,0.0,0.0,0.0,0.8870937,0.0,1.0,1.0,0.9942362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.41905442,0.0,0.0,0.0,0.0,0.9920976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18702905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23330212,0.0,0.22665748,0.838707,0.0,0.0,0.0,0.9041153,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.44091734,0.0,0.0,0.0,0.0,0.9953386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1765121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23787157,0.0,0.20622365,0.86118305,0.0,0.0,0.0,0.9226526,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.44055858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18533216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23286533,0.0,0.20369786,0.8838233,0.0,0.0,0.0,0.92912406,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4562904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1747121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25493178,0.0,0.1941901,0.9063254,0.0,0.0,0.0,0.9368937,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.48485363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16568908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583188,0.0,0.17966491,0.9240502,0.0,0.0,0.0,0.9517517,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5077561,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13791339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27214408,0.0,0.16271093,0.9489954,0.0,0.0,0.0,0.981987,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5278843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.119938046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27724114,0.0,0.16058828,0.9517614,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5519476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11728488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28947213,0.0,0.14850272,0.958195,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5828028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.091243945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29127967,0.0,0.14454263,0.97146356,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.61031634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.084953256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30312437,0.0,0.124976434,0.9952703,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
