目标,字段名,候选数,v_全部,v_空,加和性偏差,判零门槛,超过判零门槛的字段数,替身型,协同型,独立可加,无贡献,通道A精确零点,通道AB秩相关,前3份额占比,耗时秒,曲线_本方法贡献值,曲线_通道A门控值,曲线_分解式门控,曲线_随机门控,曲线_两两相关性,曲线_置换重要性,曲线_Lasso系数,曲线_本方法·最低的k个,曲线_k
121号核电机组出力,gen_121_nuclear_1_pg_mw,46,0.9980015953055359,-0.25329002819501567,-4.440892098500626e-16,0.04830130694013201,14,11,1,2,32,0,0.5491828553808202,0.45138773482376576,206.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999, 0.9979]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9999, 0.998, 0.9993, 0.9992, 0.9984]","[1.0, 1.0, 1.0, 1.0, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9991]","[-0.2921, -0.1667, -0.0697, 0.264, 0.4015, 0.7058, -0.1187, 0.1937, 0.7748, 0.9978]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9999, 1.0, 1.0, 0.9999, 0.9997]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999, 0.9985]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999, 0.9999, 1.0, 0.9984]","[-0.4951, -0.4702, -0.3817, -0.3581, 0.097, -0.212, -0.2339, 0.2624, 0.6743, 0.9991]","[1, 2, 3, 5, 8, 12, 18, 25, 35, 46]"
