目标,字段,贡献值,归一化份额,独立能力,不可替代性,协同冗余指数,类型,通道A门控值,分解式门控,随机门控,两两相关性,置换重要性,Lasso系数
121号核电机组出力,gen_fuel_nuclear_mw,0.24903129279106603,0.19901938773823835,1.248203220134735,0.00536472557973644,-1.2428384945549986,替身型,0.3929670453071594,0.04590877890586853,2.1228878498077393,1.0,0.48141081427513477,0.9989031863108228
121号核电机组出力,area_1_fuel_nuclear_mw,0.20148203095612893,0.16101924377346408,1.2491212195171406,0.006965063952114825,-1.2421561555650258,替身型,0.45602914690971375,0.0,1.6129332780838013,1.0,0.5176738723433555,9.681368916794097e-05
121号核电机组出力,area_1_fuel_wind_mw,0.11430436778867123,0.09134910331206325,0.714306341812279,-0.000702867352728509,-0.7150092091650075,替身型,0.14712382853031158,0.0,-2.8127243518829346,0.6480814491999882,2.6781306017298333e-08,0.0
121号核电机组出力,area_1_fuel_coal_mw,0.0994646545406498,0.07948958713748311,0.7826248735923076,0.0001548405356013305,-0.7824700330567063,替身型,0.2652226686477661,0.0,-2.8765525817871094,0.4910369366265806,2.395564002721784e-08,0.0
121号核电机组出力,area_1_net_export_mw,0.08719995824557078,0.06968795811293332,0.5861454424507125,-0.00019308185691979673,-0.5863385243076323,替身型,0.16256928443908691,0.0,-2.866833209991455,0.5770187566517294,-3.540328896711742e-09,0.0
121号核电机组出力,reserve_spin_r1_mw,0.0838829001364554,0.06703705080498241,0.31159525348485606,-0.00014293771551365797,-0.3117381912003697,替身型,1.1895483487123215e-09,0.0,-2.8812105655670166,0.327724271223115,-2.7820979520143398e-09,0.0
121号核电机组出力,area_3_fuel_wind_mw,0.06871432925235216,0.05491472008748876,0.4120187293434453,0.00023517191095623335,-0.41178355743248907,替身型,7.672204560549289e-07,0.0,-2.89028263092041,0.4109677216279122,1.2434964191676557e-08,0.0
121号核电机组出力,area_3_net_export_mw,0.06014110876963188,0.04806322334467811,0.4796919764876105,-0.000413337351789389,-0.4801053138393999,替身型,0.10641194134950638,0.0,-2.8535120487213135,0.4063947005351204,6.071201585911012e-09,0.0
121号核电机组出力,gen_fuel_coal_mw,0.05984888151111738,0.047829682854974374,0.5021323038624173,0.0002533499410863893,-0.5018789539213309,替身型,0.19971799850463867,0.0,-2.857612133026123,0.48929484297574477,-1.907134570267033e-08,0.0
121号核电机组出力,area_3_fuel_natural_gas_mw,0.058266819382127834,0.04656533959615542,0.33626475235033826,0.000494123505501598,-0.33577062884483666,替身型,0.08374468237161636,0.0,-2.883509635925293,0.41411312696215524,1.0348543133531507e-09,0.0
121号核电机组出力,gen_fuel_wind_mw,0.055369259056098095,0.04424968409937868,0.37723973188617965,0.0001058165362809449,-0.3771339153498987,替身型,0.07327763736248016,0.0,-2.87673282623291,0.5212740517798242,-7.796480172572729e-09,0.0
121号核电机组出力,area_1_fuel_hydro_mw,0.04869555523210932,0.038916232089751424,0.03521800808100983,0.0008966774795751142,-0.03432133060143472,独立可加,4.900255107366823e-26,0.0,-2.8947360515594482,0.2023791346158088,-1.1864383542281586e-08,0.0
121号核电机组出力,area_2_fuel_hydro_mw,0.047298914597189476,0.0378000729077594,0.10868629913744288,-0.00010881194501455305,-0.10879511108245743,无贡献,6.539608274551092e-29,0.0,-2.8942620754241943,0.1699810678989001,7.8644335710365e-09,0.0
121号核电机组出力,reserve_reg_down_mw,0.04666428164617963,0.037292890617803345,-0.018523876895390368,0.00042837470184986515,0.018952251597240233,无贡献,9.120099695794843e-28,0.0,-2.8942649364471436,0.03807458920041349,-1.8222555686620012e-09,0.0
121号核电机组出力,area_1_load_actual_mw,0.039519006476929165,0.03158257094886702,0.2816010102240283,-0.0005401872530836904,-0.28214119747711197,无贡献,1.2542487881628261e-10,0.0,-2.8829550743103027,0.3277241455964159,-3.5979321966195243e-09,0.0
121号核电机组出力,area_2_fuel_coal_mw,0.03647597623859375,0.029150659649227383,0.09926239889019572,9.475413817205958e-05,-0.09916764475202366,无贡献,4.499449610936242e-24,0.0,-2.875962972640991,0.2965940199941141,-2.0469228112496295e-08,0.0
121号核电机组出力,area_2_generation_mw,0.03580029489018027,0.02861067253853034,0.20717046221887792,-0.00031617256641292,-0.20748663478529084,无贡献,8.307476343123732e-13,0.0,-2.8878631591796875,0.296782787017813,-4.950745857712491e-09,0.0
121号核电机组出力,system_losses_mw,0.03461427653316279,0.027662837249983023,0.0985736032160951,-0.00014105349532100853,-0.0987146567114161,无贡献,4.159593025073979e-31,0.0,-2.895817756652832,0.04596525936473522,-8.154200759058483e-09,0.0
121号核电机组出力,system_generation_mw,0.028472393276263566,0.022754402524177864,0.1434919400083703,-0.0003671733788264131,-0.1438591133871967,无贡献,4.4528776824669103e-13,0.0,-2.891404151916504,0.28131480856752866,-4.1468379397002765e-09,0.0
121号核电机组出力,area_2_net_export_mw,0.024125647109624924,0.01928059507194031,0.4467287331769535,0.0006195708350487106,-0.4461091623419048,无贡献,8.68217376790402e-14,0.0,-2.8874282836914062,0.455962178223543,-3.139329685097891e-10,0.0
121号核电机组出力,gen_fuel_natural_gas_mw,0.021579428749895657,0.01724572301501237,0.2796526107754931,0.0007341125395033954,-0.2789184982359897,无贡献,0.14730679988861084,0.0,-2.8746562004089355,0.4205227109401464,-3.458719977089686e-11,0.0
121号核电机组出力,area_2_load_day_ahead_mw,0.019514549201015332,0.015595524524029333,0.11368178791829586,-0.000642946596725591,-0.11432473451502145,无贡献,3.2811721659352664e-19,0.0,-2.889317750930786,0.30311733032074584,-3.575162810243171e-09,0.0
121号核电机组出力,area_1_load_day_ahead_mw,0.018341663384253644,0.01465818442302196,0.23613042683550822,0.0001456046742193129,-0.2359848221612889,无贡献,0.007015358656644821,0.0,-2.884000778198242,0.32772336011053027,-3.3185882930553135e-10,0.0
121号核电机组出力,area_2_fuel_solar_mw,0.014888861545333325,0.011898794226465757,0.009305154950165928,-0.00010139183229562754,-0.009406546782461556,无贡献,1.0696336193830367e-17,0.0,-2.8870766162872314,0.10990168606887075,-6.463486990071488e-09,0.0
121号核电机组出力,area_3_fuel_solar_mw,0.014569232157356813,0.01164335466148063,0.1543145597106943,8.066565691611238e-05,-0.1542338940537782,无贡献,1.827688257924043e-28,0.0,-2.8958520889282227,0.004808634083475028,-6.752387649022751e-09,0.0
121号核电机组出力,reserve_reg_up_mw,0.014538534030539957,0.011618821510103034,0.024732410580319275,4.7918202195518234e-05,-0.024684492378123757,无贡献,2.6586490287643875e-28,0.0,-2.893585205078125,0.08420818608815221,-1.0159544383547824e-08,0.0
121号核电机组出力,area_3_load_day_ahead_mw,0.013443995869406616,0.010744094835220232,0.023525094850330497,0.0005146319813128519,-0.023010462869017645,无贡献,3.4398502943056108e-31,0.0,-2.8940343856811523,0.14754607437350045,-6.832773791209945e-09,0.0
121号核电机组出力,area_1_generation_mw,0.011312509118529422,0.009040665585918418,0.32382622382711346,7.605929065013228e-06,-0.32381861789804844,无贡献,1.7206082045251314e-11,0.0,-2.8758561611175537,0.32373482500522516,1.845771979702704e-10,0.0
121号核电机组出力,reserve_spin_r2_mw,0.011215585369072668,0.008963206624604824,0.21544207469114496,-0.0004558029434388322,-0.2158978776345838,无贡献,5.212811085564262e-11,0.0,-2.8826944828033447,0.30311824909622676,-1.6480753872727405e-09,0.0
121号核电机组出力,reserve_spin_r3_mw,0.011177829522782944,0.00893303312581315,-0.022157590270776906,0.00046569733055745743,0.022623287601334363,无贡献,3.083463794771897e-29,0.0,-2.89546537399292,0.14754436199500823,2.2127023324713947e-09,0.0
121号核电机组出力,area_3_fuel_coal_mw,0.010126263156819512,0.008092648401569875,0.33435092672284694,0.00031739620843029837,-0.33403353051441664,无贡献,0.018228070810437202,0.0,-2.8824071884155273,0.41373898684057325,9.199937700543615e-10,0.0
121号核电机组出力,area_1_fuel_solar_mw,0.0016978970813799304,0.0013569155658774232,0.02509503125322987,0.00041897838215965155,-0.02467605287107022,无贡献,1.6870902754817507e-06,0.0,-2.888347625732422,0.1438154986891467,1.2842181540406728e-09,0.0
121号核电机组出力,area_2_fuel_natural_gas_mw,0.001527008123684193,0.0012203455173881133,0.10723586315127975,0.0008407098748280939,-0.10639515327645166,无贡献,1.2995225340262095e-08,0.0,-2.8775274753570557,0.2950219584784246,2.339835147857627e-09,0.0
121号核电机组出力,system_load_actual_mw,0.00023616773234250675,0.00018873916192439265,0.14746327139379312,0.0007997927016965001,-0.14666347869209662,无贡献,4.791215189569195e-19,0.0,-2.8899171352386475,0.28827525414839883,-1.6135882696666214e-08,0.0
121号核电机组出力,area_3_load_actual_mw,-0.008414402549416573,-0.006724573545754951,0.026310467239744728,-0.0004883163194606688,-0.026798783559205397,无贡献,5.270927483635165e-31,0.0,-2.894237995147705,0.14754411405996437,-2.1998882937523944e-09,0.0
121号核电机组出力,hour_of_day,-0.008772114226420463,-0.007010447494150109,0.06857094195869617,-0.00048194161790882095,-0.069052883576605,无贡献,2.3326735893559385e-28,0.0,-2.8949670791625977,0.09614954428788086,7.650592381835963e-09,0.0
121号核电机组出力,day_of_week,-0.009866648494288692,-0.007885171057635825,-0.06374552774899556,8.379472274477884e-05,0.06382932247174034,无贡献,4.515469143768475e-29,0.0,-2.895153045654297,0.0374283171504688,-7.047063843579338e-09,0.0
121号核电机组出力,gen_fuel_hydro_mw,-0.018979673780758537,-0.015168065880327673,0.08618805765830762,-0.00034232020490265747,-0.08653037786321027,无贡献,1.1969575841535665e-24,0.0,-2.892045736312866,0.2377901172398942,-3.18827741985217e-10,0.0
121号核电机组出力,area_3_fuel_hydro_mw,-0.019150057396799973,-0.015304232072797483,0.19335092383127916,0.00021832668080767892,-0.19313259715047149,无贡献,0.07021284103393555,0.0,-2.8866186141967773,0.364382822721649,2.5954927718174758e-08,0.0
121号核电机组出力,gen_fuel_solar_mw,-0.02945389644437925,-0.023538794547333805,0.028665264651944078,0.0001159176545106888,-0.02854934699743339,无贡献,9.359470778354772e-25,0.0,-2.8939809799194336,0.047565656601619086,4.150291466054057e-09,0.0
121号核电机组出力,area_1_fuel_natural_gas_mw,-0.02947434468891571,-0.02355513625709388,-0.02560854255682532,0.000381549905901335,0.025990092462726655,无贡献,1.21551076461185e-31,0.0,-2.896089792251587,0.1321619896857811,4.2829645385822346e-09,0.0
121号核电机组出力,area_2_load_actual_mw,-0.031218275259494728,-0.024948840600530854,0.19836617149142954,0.0005828129264388027,-0.19778335856499074,无贡献,2.4791708399737877e-13,0.0,-2.8898279666900635,0.30311834078310423,-1.125286090974953e-08,0.0
121号核电机组出力,area_3_generation_mw,-0.03145039470360152,-0.025134344474885436,-0.030036594049181575,0.00013172843181075145,0.030168322480992327,无贡献,1.2832290663519866e-30,0.0,-2.893275260925293,0.1373073049780623,-2.6979874112598167e-09,0.0
121号核电机组出力,system_load_day_ahead_mw,-0.04551909759509858,-0.03637768905361694,0.15508011386538545,-0.00015361924283519013,-0.15523373310822064,无贡献,1.472011260713474e-13,0.0,-2.894101142883301,0.289700717046799,-5.23516490158471e-09,0.0
121号核电机组出力,is_weekend,-0.07967701736883068,-0.06367581774896741,0.006937765617997194,7.291632795558556e-05,-0.006864849290041608,独立可加,1.5365958334287878e-29,0.0,-2.895009994506836,0.041240722022173736,-3.1241555564776037e-09,0.0
121号核电机组出力,month_of_year,-0.08027392746395898,-0.06415285290521534,-0.2958752857240978,-0.00022127286646156374,0.29565401285763626,协同型,1.1733845006745014e-09,0.0,-2.893162488937378,0.008085293900229338,0.0,0.0
