feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,best_gate
1,gen_fuel_coal_mw,1,4,total_losses,0.1664002085517024,0.7096094249510023,0.7315218185915361,0.5019808173477899,0.6662779283889806,0.4458063966143634,1,1,1,1,1,1,6,0.7315218185915361,0.64455825
2,metered_load_mw,2,26,total_losses,0.1672248513454512,0.7253969160287824,0.667018379813718,0.4976188490408674,0.6502125082095241,0.4596633403917465,1,1,1,1,1,1,6,0.7253969160287824,0.33057976
3,prelim_load_avg_hourly,3,25,total_losses,0.1598065672602462,0.7060984143526792,0.6484843967111383,0.4977536836252432,0.6460351244774123,0.4607175051954129,1,1,1,1,1,1,6,0.7060984143526792,0.4690869
4,forecast_load_mw_latest_available,4,23,total_losses,0.1544775787506588,0.698801529602889,0.6438420029532669,0.4956213511259383,0.6470844245806235,0.4616236812722566,1,1,1,1,1,1,6,0.698801529602889,0.58338106
5,forecast_load_mw_day_ahead,5,24,total_losses,0.1539606319965364,0.6916831592665178,0.6432923395081579,0.4835724214623297,0.643928828885061,0.4504469052576787,1,1,1,1,1,1,6,0.6916831592665178,0.48274985
6,total_gen,6,1,total_losses,0.1511725615309171,0.6809308647398136,0.6229598837246567,0.4791909924937448,0.6257201052858437,0.4547534705140398,1,1,1,1,1,1,6,0.6809308647398136,0.1463654
7,gen_fuel_nuclear_mw,7,8,total_losses,0.139137062199227,0.581990850983498,0.5620341369452001,0.4135098693355574,0.5601427914265276,0.3968014626182641,1,1,1,1,1,1,6,0.581990850983498,0.7086356
8,gen_fuel_gas_mw,8,5,total_losses,0.0990488360525846,0.5265649195980981,0.4692805090931466,0.3853461217681401,0.5128612565479715,0.4503134273761475,1,1,1,1,1,1,6,0.5265649195980981,0.5099761
9,gross_inadv_interchange_mw,9,50,total_losses,0.0837304246458905,0.454980197590298,0.5200382397381482,0.3158395885460106,0.458897770114779,0.4271763329302669,1,1,1,1,1,1,6,0.5200382397381482,0.49122152
10,total_lmp_da,10,38,total_losses,0.1149661132566607,0.4878794436782938,0.451239567337421,0.3518821239922157,0.4881032216226386,0.0909583530353422,1,1,1,1,1,1,6,0.4881032216226386,0.3610642
11,system_energy_price_da,11,37,total_losses,0.1058337065325446,0.4652260627688758,0.4064888829257472,0.3404170141784821,0.4316709764973647,0.09030862362629,1,1,1,1,1,1,6,0.4652260627688758,0.17130278
12,gross_actual_interchange_mw,12,48,total_losses,0.0767560137463135,0.4326448764526005,0.459756590312577,0.3000569919377259,0.4289783136807849,0.4174496273622091,1,1,1,1,1,1,6,0.459756590312577,0.5864552
13,total_lmp_rt,13,42,total_losses,0.0870448835794209,0.4378798579277318,0.3310944774092135,0.3023630803447317,0.4123793899853132,0.0905438193990446,1,1,1,1,1,1,6,0.4378798579277318,0.75555384
14,system_energy_price_rt,14,41,total_losses,0.1441842770687931,0.4352172006959207,0.2494538525089929,0.3058562691131498,0.3760792303505272,0.0914612266553542,1,1,1,1,1,1,6,0.4352172006959207,0.4314528
15,da_as_total_mw_thirty_minutes_reserve,15,34,total_losses,0.0577051197143522,0.1990219354553482,0.179850018264363,0.1142702251876563,0.17961382700175,0.4298625123571951,1,1,1,1,1,1,6,0.4298625123571951,0.63679653
16,gen_fuel_wind_mw,16,13,total_losses,0.0505636393343655,0.2615286340222135,0.2857612004738524,0.1578940783986655,0.2788281363240288,0.4116239022031753,1,1,1,1,1,1,6,0.4116239022031753,0.41136
17,gen_fuel_hydro_mw,17,6,total_losses,0.0540467214742123,0.2127969914742221,0.1741736391013592,0.1267667500695023,0.1772367641874946,0.3771978495389199,1,1,1,1,1,1,6,0.3771978495389199,0.2691528
18,gen_fuel_other_renewables_mw,18,10,total_losses,0.0668211370385351,0.3096652732304242,0.2738684617407917,0.2198846260772866,0.3459636989661035,0.1682875988516594,1,1,1,1,1,1,6,0.3459636989661035,0.65334177
19,gen_fuel_oil_mw,19,9,total_losses,0.0971399982719875,0.218405969585081,0.3418408724908428,0.1088837920489296,0.2907381016699291,0.2028767894979913,1,1,1,1,1,1,6,0.3418408724908428,0.29514882
20,da_as_total_mw_primary_reserve,20,32,total_losses,0.0667200704140508,0.2856660199183481,0.2796494325757653,0.1649860995273839,0.2301804022391088,0.0558344543161416,1,1,1,1,1,1,6,0.2856660199183481,0.14584884
21,da_as_nsr_mw_primary_reserve,21,36,total_losses,0.0689424731013766,0.2490606903812775,0.2450090928669264,0.1471017514595496,0.2237289990890431,0.1690557299079082,1,1,1,1,1,1,6,0.2490606903812775,0.13432641
22,gen_fuel_coal_pct,22,14,total_losses,0.1186896272005953,0.5817658892239395,0.6214338350499679,0.4018473728106755,0.583575394538808,0.0303762393144625,1,1,1,1,1,0,5,0.6214338350499679,0.55102414
23,marginal_loss_price_da,23,40,total_losses,0.185272859980024,0.5683001226681287,0.5255455567337972,0.4067208785098693,0.5920430337037307,0.0375290022886898,1,1,1,1,1,0,5,0.5920430337037307,0.5318456
24,marginal_loss_price_rt,24,44,total_losses,0.168675243925877,0.5559191463357323,0.4131871151522908,0.4153224909646928,0.5293202986144541,0.021101367464003,1,1,1,1,1,0,5,0.5559191463357323,1.0296532
25,gen_fuel_nuclear_pct,25,18,total_losses,0.0951390864855553,-0.5411147488045353,-0.5002010953747907,-0.3644717820405894,0.4880005384394816,0.0270659990173424,1,1,1,1,1,0,5,0.5411147488045353,0.43331897
26,gen_fuel_other_renewables_pct,26,20,total_losses,0.0982083147805646,-0.4248236278919768,-0.4193276284909762,-0.2820739505143175,0.3890880600989841,0.0229369183278102,1,1,1,1,1,0,5,0.4248236278919768,0.20088345
27,wind_generation_mw,27,2,total_losses,0.044622865768983,0.2258153464935173,0.2494098941813065,0.1743091465109813,0.2725586920497075,0.4184276296086011,0,1,1,1,1,1,5,0.4184276296086011,0.47831696
28,gross_sched_interchange_mw,28,49,total_losses,0.0407768676347637,0.1584808793272786,0.2166098034673234,0.0878829580205727,0.1670863967883703,0.4101208039404248,0,1,1,1,1,1,5,0.4101208039404248,0.6733117
29,gen_fuel_oil_pct,29,19,total_losses,0.0754224476631583,0.1496035661807426,0.3065752000987078,0.0909966638865721,0.291479289272911,0.0187948962217202,1,1,1,1,1,0,5,0.3065752000987078,0.42749202
30,da_as_as_req_mw_synchronized_reserve,30,30,total_losses,0.1343494959545933,0.2980666044777312,0.2281957861981784,0.1795913261050875,0.2007051633789489,0.0348408891955424,1,1,1,1,1,0,5,0.2980666044777312,0.3883368
31,da_as_as_req_mw_primary_reserve,31,29,total_losses,0.1307646267739561,0.2895368281020518,0.2234236775761248,0.1643466777870447,0.1634850651568665,0.0349763382012419,1,1,1,1,1,0,5,0.2895368281020518,0.3376387
32,congestion_price_rt,32,43,total_losses,0.0586440600916279,0.2582679973641031,0.2089871812664102,0.1360480956352516,0.197765866065929,0.0150265740076177,1,1,1,1,1,0,5,0.2582679973641031,0.479587
33,da_as_as_req_mw_thirty_minutes_reserve,33,31,total_losses,0.138047166817902,0.2354903464877525,0.2043633032478222,0.1397817625799277,0.1693439335672145,0.0189759530932974,1,1,1,1,1,0,5,0.2354903464877525,0.421274
34,gen_fuel_solar_pct,34,21,total_losses,0.0690136936858765,-0.1532569887057947,-0.2281827035249618,-0.1024826244092299,0.2199902218307496,0.0189537752295959,1,1,1,1,1,0,5,0.2281827035249618,0.26109457
35,solar_generation_mw,35,3,total_losses,0.0438096800432237,-0.1443920538221307,-0.154593517591747,-0.1202335279399499,0.1642745630100138,0.0647374523611413,0,1,1,1,1,1,5,0.1642745630100138,0.5097339
36,gen_fuel_storage_mw,36,12,total_losses,0.0651623329002046,0.1557890373255022,0.1108145353471737,0.0924742841256602,0.155634015269877,0.0290511205985709,1,1,1,1,1,0,5,0.1557890373255022,0.22778068
37,gen_fuel_solar_mw,37,11,total_losses,0.043199829335058,-0.1071610737306272,-0.1520979539295515,-0.0666319154851265,0.1327836802939871,0.1561233213397851,0,1,1,0,1,1,4,0.1561233213397851,0.19393557
38,net_sched_interchange_mw,38,46,total_losses,0.0501482312906051,0.0913902847702971,0.0621188262509197,0.0379079788712816,0.1417808028670334,0.4361456479084928,1,0,0,0,1,1,3,0.4361456479084928,0.42028683
39,congestion_price_da,39,39,total_losses,0.080942313040549,0.0630233486577524,0.2258236705420742,0.0458993605782596,0.3029718024949857,0.0378215559476414,1,0,1,0,1,0,3,0.3029718024949857,0.57481813
40,gen_fuel_multiple_fuels_mw,40,7,total_losses,0.05080124997816,0.0980248038151358,0.0868684969392339,0.0666694467611898,0.167447491510947,0.1577648047410055,1,0,0,0,1,1,3,0.167447491510947,0.5438259
41,da_as_ss_mw_primary_reserve,41,35,total_losses,0.0500350652852725,0.0556915012255627,0.0548984194551437,0.046177370030581,0.1071853182649388,0.158699932914359,1,0,0,0,1,1,3,0.158699932914359,0.4412921
42,da_as_mcp_synchronized_reserve,42,28,total_losses,0.0638317043570767,0.0450069387686308,0.1028103230401033,0.0568765638031693,0.1267752406413285,0.0322555815315715,1,0,1,0,1,0,3,0.1267752406413285,0.37622464
43,net_actual_interchange_mw,43,45,total_losses,0.0470766765087583,0.0900357906548649,0.0694811107499307,0.0721559633027523,0.1747740727865173,0.430319992191126,0,0,0,0,1,1,2,0.430319992191126,0.57620233
44,net_inadv_interchange_mw,44,47,total_losses,0.0257823680852212,0.0946861868783168,0.0843287876442118,0.0664470391993327,0.1101392220634983,0.1931874117843674,0,0,0,0,1,1,2,0.1931874117843674,0.22518957
45,gen_fuel_hydro_pct,45,16,total_losses,0.0460282663279735,0.0972730349172854,0.0358745130432174,0.0887447873227689,0.1506325825244792,0.0155473717962111,0,0,0,1,1,0,2,0.1506325825244792,0.3370916
46,gen_fuel_wind_pct,46,22,total_losses,0.0420071725292179,0.1081154189970389,0.0969361221652108,0.0325465665832638,0.1074437604872775,0.0129377779922234,0,1,0,0,1,0,2,0.1081154189970389,0.12373268
47,da_as_total_mw_synchronized_reserve,47,33,total_losses,0.0376265154113629,0.0843531239799306,0.0504922225948928,0.0495857659160411,0.1026034854675146,0.1007942335723526,0,0,0,0,1,1,2,0.1026034854675146,0.2207008
48,gen_fuel_gas_pct,48,15,total_losses,0.0429069868791929,0.0779434427920221,0.0456115321950822,0.0769460661662496,0.1613246715956157,0.0177998396748439,0,0,0,0,1,0,1,0.1613246715956157,0.46343935
49,da_as_mcp_primary_reserve,49,27,total_losses,0.0656691811324965,0.0395804101339047,0.07620045461994,0.0058757297748123,0.0901865064644576,0.028967714185074,1,0,0,0,0,0,1,0.0901865064644576,0.17733817
