index,role,name
0,center,marginal_loss_price_da
1,feature,system_energy_price_rt
2,feature,total_lmp_da
3,feature,rmccp
4,feature,marginal_loss_price_rt
5,feature,system_energy_price_da
6,feature,total_lmp_rt
7,feature,gen_fuel_oil_mw
8,feature,gen_fuel_oil_pct
9,feature,metered_load_mw
10,feature,forecast_load_mw_latest_available
11,feature,total_losses
12,feature,total_pjm_rt_load_mwh
13,feature,prelim_load_avg_hourly
14,feature,total_gen
15,feature,gen_fuel_nuclear_pct
16,feature,forecast_load_mw_day_ahead
17,feature,da_as_mcp_synchronized_reserve
18,feature,da_as_mcp_primary_reserve
19,feature,gen_fuel_coal_mw
20,feature,gen_fuel_hydro_mw
21,feature,gen_fuel_gas_mw
22,feature,gen_fuel_other_renewables_pct
23,feature,congestion_price_da
24,feature,total_pjm_rmccp_cr
25,feature,gen_fuel_hydro_pct
26,feature,gen_fuel_coal_pct
27,feature,gross_inadv_interchange_mw
28,feature,gen_fuel_nuclear_mw
29,feature,total_pjm_reg_purchases
30,feature,congestion_price_rt
31,feature,gen_fuel_storage_mw
32,feature,gen_fuel_multiple_fuels_mw
33,feature,total_pjm_loc_credit
34,feature,net_sched_interchange_mw
35,feature,net_actual_interchange_mw
36,feature,da_as_as_mw_thirty_minutes_reserve
37,feature,da_as_total_mw_thirty_minutes_reserve
38,feature,gross_actual_interchange_mw
39,feature,total_pjm_assigned_reg
40,feature,da_as_ss_mw_thirty_minutes_reserve
41,feature,da_as_as_req_mw_primary_reserve
42,feature,da_as_nsr_mw_primary_reserve
43,feature,da_as_ss_mw_synchronized_reserve
44,feature,da_as_total_mw_synchronized_reserve
45,feature,da_as_ss_mw_primary_reserve
46,feature,da_as_as_mw_synchronized_reserve
