k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.16891515502040666,0.03872954158434405,0.22996466924651204,0.29530379438734367,0.22996466924651204,0.22996466924651204
3,0.578060551495567,0.33793858026673707,0.5744160045898802,0.4696743537311009,0.6653950520881202,0.5390256215155637
9,0.8893725796087707,0.6189646692438899,0.8178129880836426,0.8082435726276798,0.8362699061988945,0.8002142500955473
18,0.9075551540400444,0.9068472591655122,0.8733375708996802,0.9016797302172621,0.8856908489956316,0.885455073966146
23,0.8962754518633109,0.9066865509503482,0.8878864902639044,0.8983212689879875,0.8898123205037576,0.8761916286515504
33,0.9102272817569081,0.9016879317892409,0.9035216660436974,0.897401176566527,0.9024410548858925,0.9093599179185644
