name,feature_count,r2,mse,best_epoch,tau,meets_tau,r2_gap_to_full,features
fixed_main_path,9,0.9536212086677551,0.0439374438663036,159,0.95,True,0.015637338161468506,gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_nuclear_mw;gen_fuel_wind_mw;gen_fuel_hydro_mw;total_pjm_rt_load_mwh;gross_sched_interchange_mw;gen_fuel_oil_mw
