gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.27590528,0.27779365,0.06844225,0.2504839,0.78430116,0.5515413,0.5999684,0.46300992,0.008186484,0.4782149,0.46091443,0.038574886,0.3248516,0.36983326,0.61189884,0.26875767,0.53444433,0.5513741,0.5397272,0.33347628,0.42062452,0.24537626,0.28476536,0.36637586,0.27029812,0.25883415,0.44057924,0.41611657,0.46067894,0.57503146,0.23092939,0.10699045,0.45189428,0.50983506,0.09892766,0.4156357,0.46710062,0.5129283,0.69269294,0.7720722
0.27390772,0.2521495,0.03096711,0.23945726,0.80928934,0.55521744,0.60808134,0.47803566,-0.049626745,0.4810412,0.48468074,-0.001373519,0.31737077,0.37064007,0.6099801,0.25911394,0.551536,0.5408338,0.55143416,0.34059063,0.4155935,0.24268374,0.2624828,0.35861844,0.25747693,0.2604141,0.45637608,0.393255,0.47108638,0.58515114,0.2172676,0.058129676,0.45542407,0.50929743,0.094395265,0.42001373,0.46906874,0.516762,0.72698146,0.8054128
0.2614868,0.21600518,-0.0035754032,0.24265872,0.8405892,0.5629091,0.63103634,0.49474323,-0.10445281,0.48609155,0.5131394,-0.035871018,0.33505473,0.36030984,0.621776,0.23020935,0.5584803,0.53676516,0.55139315,0.35849488,0.41422102,0.24193044,0.26072687,0.35226285,0.25550127,0.25217688,0.46304223,0.3944558,0.46877435,0.59023106,0.19685107,0.005013709,0.46373853,0.5301204,0.08351102,0.4130142,0.4750421,0.52822596,0.72886974,0.8359366
0.25092018,0.19909759,-0.033380806,0.22463606,0.87169904,0.5794244,0.6515018,0.4916859,-0.144321,0.5134192,0.51990336,-0.07797498,0.3524481,0.35026878,0.6344553,0.19226047,0.5579157,0.5332445,0.54156506,0.35648367,0.39416948,0.23893195,0.24967591,0.35211575,0.2530206,0.23569518,0.46217054,0.39127612,0.47745848,0.60313797,0.17465886,-0.03335531,0.48094657,0.5395227,0.066740684,0.39289004,0.4602348,0.5356063,0.758796,0.8777054
0.24447916,0.17532477,-0.080835484,0.21828622,0.88132817,0.58632714,0.6666885,0.51332676,-0.16295446,0.51866955,0.5265119,-0.085244365,0.35631046,0.35241723,0.6401898,0.17037328,0.5781536,0.5371482,0.5349827,0.35482997,0.38484505,0.24645598,0.2635438,0.3598959,0.2536815,0.268592,0.4654277,0.40396744,0.45712638,0.6085658,0.16617984,-0.048589487,0.48917377,0.5505252,0.061557807,0.38594916,0.4546678,0.5381554,0.7608675,0.9177451
0.24324144,0.16443554,-0.09287319,0.20882672,0.9124089,0.57879055,0.69416714,0.53314286,-0.20658848,0.5458268,0.55931944,-0.12181414,0.3465213,0.34027627,0.6472645,0.15406053,0.5909502,0.5259934,0.5411299,0.36878908,0.38035253,0.23049182,0.24262099,0.35424426,0.27159664,0.25939953,0.45463252,0.41696975,0.4493812,0.6182794,0.14108509,-0.100615785,0.5096999,0.55331105,0.054207508,0.38726902,0.4554196,0.55672175,0.76904607,0.9676365
0.23020062,0.14157419,-0.10565052,0.22431089,0.9465641,0.5997613,0.72386986,0.5480674,-0.2378261,0.5499304,0.5667707,-0.14821942,0.3533753,0.32684705,0.66396844,0.12230671,0.5967297,0.5297399,0.5455385,0.38905877,0.3695514,0.25123632,0.24005057,0.36803958,0.26698208,0.24861857,0.44373187,0.40909004,0.45372996,0.63435316,0.11762914,-0.14387137,0.53579533,0.5726083,0.037656605,0.38438767,0.4408415,0.5513392,0.7775843,1.0010028
0.2316815,0.120592035,-0.15779942,0.21068808,0.962514,0.6065685,0.75601035,0.56783056,-0.25559247,0.55781823,0.58268434,-0.15871678,0.36852038,0.328257,0.67654413,0.093621224,0.60325146,0.53182393,0.5409071,0.39606735,0.3717936,0.25366285,0.2342468,0.38492003,0.2625272,0.23973946,0.45316544,0.40710256,0.45205554,0.6503144,0.09254336,-0.17506829,0.5633307,0.59163934,0.026256125,0.3794679,0.4330522,0.56469023,0.7801758,1.0099452
0.23395123,0.09674551,-0.19261494,0.20079267,0.9934572,0.615048,0.78046346,0.5800432,-0.2664439,0.573902,0.62005305,-0.19167817,0.37388465,0.33076265,0.6832084,0.073982716,0.607805,0.53151655,0.54507774,0.40044293,0.35712534,0.27181002,0.23822369,0.37619,0.26201108,0.22822309,0.45267132,0.40690503,0.4481885,0.67961264,0.07448605,-0.21502657,0.5816524,0.58386564,-0.0048188814,0.3982821,0.4347323,0.57893944,0.8117586,1.0477122
0.2217686,0.08003105,-0.19644745,0.19374847,1.0140285,0.62443477,0.8015972,0.58212,-0.29749703,0.5863157,0.65568626,-0.21535398,0.39282948,0.32478628,0.708214,0.054702222,0.612816,0.5232307,0.5455994,0.4167664,0.3429353,0.27317888,0.20895429,0.37198764,0.25168565,0.23774308,0.45156837,0.41007337,0.46813583,0.697771,0.0714716,-0.26933622,0.60256654,0.59398645,-0.008728686,0.39971358,0.42801857,0.5659514,0.8368191,1.0697533
0.2032449,0.088012464,-0.21370907,0.1971832,1.0398725,0.6249066,0.81232554,0.6220903,-0.32215452,0.5922934,0.68085235,-0.26211214,0.41185582,0.32252967,0.74005395,0.05179961,0.642877,0.52665484,0.5565345,0.419675,0.3322319,0.27194816,0.21726474,0.38367656,0.24719384,0.2364958,0.45509294,0.4195414,0.4650639,0.71535647,0.07295227,-0.309344,0.62165445,0.635084,-0.030200992,0.41095895,0.4347931,0.57543737,0.8627155,1.0966653
0.1941887,0.06293001,-0.24111694,0.1822949,1.076282,0.6238131,0.83631617,0.6411942,-0.31352335,0.60974705,0.7081197,-0.287931,0.42392966,0.32647768,0.74858856,0.031030286,0.6670206,0.52381223,0.5354688,0.42613268,0.32277974,0.28276053,0.20783356,0.37545878,0.2541791,0.22905307,0.43550515,0.4192581,0.46556854,0.71882117,0.06415742,-0.33117935,0.6298868,0.63968223,-0.044478815,0.41172504,0.44417858,0.5900346,0.8885905,1.1218101
0.18356203,0.058559544,-0.2551666,0.17730778,1.1011355,0.63393277,0.8787947,0.6679117,-0.31950718,0.62851673,0.7261511,-0.30097565,0.43608382,0.33186713,0.7695116,0.0057745273,0.6856779,0.5275985,0.53773993,0.41998184,0.31282863,0.287735,0.20712234,0.37876436,0.24874385,0.22597189,0.44008622,0.41881013,0.45833367,0.73362815,0.038672883,-0.37485746,0.6440582,0.6620305,-0.046318557,0.40595326,0.44637796,0.599487,0.908648,1.142977
0.1886874,0.049235117,-0.27818984,0.17909491,1.1344205,0.6400845,0.9039457,0.6893647,-0.3399067,0.63670474,0.74097914,-0.30933365,0.46398446,0.32544586,0.7949131,-0.013371817,0.71174705,0.53375936,0.5467444,0.41341358,0.2967875,0.2964518,0.1976236,0.40567064,0.25216794,0.2204748,0.45709246,0.4368155,0.45651385,0.7527257,0.022963885,-0.4029197,0.65737605,0.6754196,-0.062598936,0.39400634,0.44938743,0.6233351,0.9162956,1.1734749
0.17686638,0.04809637,-0.28585243,0.19175777,1.1554754,0.6480805,0.9400116,0.7175122,-0.36360332,0.6509234,0.79105496,-0.31779915,0.4798573,0.33669263,0.8190354,-0.04745519,0.7175434,0.5474147,0.5561867,0.40767238,0.28263664,0.29402623,0.18761091,0.40768775,0.25477737,0.22921297,0.45119324,0.43563527,0.4671781,0.7641521,0.028484693,-0.4348087,0.6588599,0.68596196,-0.08452794,0.39988384,0.45502204,0.62710744,0.9303247,1.2157203
0.16456504,0.030041175,-0.29290295,0.1991386,1.1798307,0.65235424,0.9707823,0.74520856,-0.37506604,0.6548544,0.81657237,-0.3194651,0.4810691,0.33437762,0.8205272,-0.057803802,0.7298912,0.53134173,0.55993307,0.40957013,0.2676297,0.29927734,0.18544796,0.42173642,0.2609993,0.21919651,0.46615013,0.44661358,0.47560114,0.7725828,0.0007948818,-0.46006337,0.6619863,0.7035889,-0.1029331,0.40114173,0.45260257,0.6384721,0.94654214,1.2421248
0.149813,-0.006877392,-0.3074991,0.20804776,1.2137085,0.6554792,0.98841035,0.7861208,-0.40793908,0.6590984,0.83686143,-0.33987054,0.5084186,0.3377203,0.84634185,-0.08790379,0.7595866,0.5370376,0.5573628,0.41664326,0.26269406,0.30073258,0.18611415,0.41869313,0.25330758,0.20023458,0.4647786,0.44891182,0.48049787,0.7891077,0.0019499108,-0.46151596,0.6807211,0.70087004,-0.13533102,0.41075954,0.46307024,0.65766984,0.9595965,1.2600187
0.13474022,-0.032002818,-0.33540586,0.21146517,1.2288748,0.65828305,1.023381,0.8063624,-0.42028147,0.667127,0.8770508,-0.35810465,0.54046345,0.33993432,0.8548177,-0.10489111,0.77978384,0.5279205,0.5567385,0.4147131,0.25531372,0.30194837,0.18550548,0.39880025,0.24071117,0.19524646,0.4551733,0.45242995,0.4850903,0.8034981,-0.013700157,-0.49935868,0.66989577,0.7135166,-0.13692386,0.4010522,0.46929848,0.6661329,0.9726884,1.2909548
0.11375432,-0.045342322,-0.34436077,0.20508827,1.2390671,0.66274345,1.0573759,0.8444595,-0.4351269,0.67100567,0.90316355,-0.38782123,0.5538305,0.34685808,0.8797908,-0.14454482,0.8077422,0.51883096,0.55388117,0.41222662,0.2313217,0.31875068,0.18718298,0.40621653,0.23110949,0.18705355,0.44688126,0.4423724,0.4958288,0.8311589,-0.005746903,-0.54959315,0.69291276,0.74182814,-0.14739075,0.41873625,0.47506163,0.68083537,0.9901353,1.3044064
0.10245257,-0.0830632,-0.36670706,0.21245049,1.2642765,0.6685091,1.0722554,0.8572139,-0.44789344,0.68479747,0.94292486,-0.42526492,0.5820795,0.33482343,0.88284117,-0.18819912,0.83733016,0.5198188,0.5514721,0.41045374,0.19757636,0.3269371,0.17706098,0.39313462,0.2130565,0.19646265,0.4316974,0.4455021,0.4908842,0.8536514,-0.02528771,-0.575129,0.6985683,0.77593434,-0.1626206,0.4186442,0.47079286,0.6926105,1.0054297,1.3367988
0.093366034,-0.107875235,-0.38788152,0.22792715,1.2847002,0.68333274,1.0928999,0.87392235,-0.46701878,0.6921407,0.98105353,-0.44602284,0.60671717,0.32648167,0.9067887,-0.21132274,0.8501141,0.51255935,0.56061304,0.41061816,0.19547872,0.33588728,0.16104288,0.39595452,0.21656126,0.18629973,0.43242025,0.45034248,0.4867329,0.8674415,-0.041044634,-0.5912496,0.7031679,0.80700576,-0.18097472,0.41898903,0.47539157,0.7216305,1.0178418,1.3380167
0.07435732,-0.14807588,-0.4093265,0.22010127,1.3013805,0.6883247,1.101042,0.8977566,-0.47688758,0.69305825,1.0133263,-0.4456938,0.6442061,0.3323962,0.9141605,-0.23901077,0.87497663,0.50974965,0.55938953,0.4108841,0.17691986,0.33630055,0.1691191,0.39782637,0.22907633,0.17761347,0.44294298,0.44701922,0.4901985,0.8801572,-0.055888325,-0.6082367,0.71574277,0.82768196,-0.20454897,0.4309571,0.4758603,0.73469996,1.0185784,1.3682233
0.06254652,-0.15453252,-0.41540143,0.21805686,1.3235476,0.7000382,1.118109,0.9106364,-0.50785947,0.69694275,1.0510228,-0.47461265,0.66357017,0.3304433,0.931491,-0.24955435,0.8786431,0.5200399,0.5589258,0.41722888,0.15834087,0.33525243,0.16249365,0.39383703,0.2290858,0.17150879,0.44697583,0.4372648,0.5025941,0.8948555,-0.062938035,-0.61816806,0.7336467,0.83952874,-0.2205366,0.42184144,0.46459007,0.7470975,1.0235195,1.377243
0.037785135,-0.18698758,-0.4190508,0.206133,1.3280554,0.7087373,1.1390254,0.93518716,-0.5149272,0.7122519,1.0786352,-0.4844243,0.68827,0.31484538,0.93947357,-0.2569879,0.89890105,0.52186704,0.5519244,0.4219197,0.12584089,0.3340279,0.15118653,0.39806622,0.2282293,0.16516854,0.44079542,0.42651442,0.511609,0.9036579,-0.06159505,-0.6425671,0.7581642,0.8440903,-0.23698136,0.4308103,0.47041813,0.7578904,1.0284264,1.3954281
0.014388414,-0.2056172,-0.4251971,0.19349283,1.3439934,0.7209002,1.1753249,0.94922155,-0.5237816,0.72669107,1.1043174,-0.5092633,0.6921886,0.31736603,0.96250516,-0.2852564,0.91206634,0.51697266,0.5484166,0.42714334,0.09430493,0.34773862,0.1421784,0.4101219,0.23112029,0.14938904,0.43514878,0.4421863,0.5122471,0.9222478,-0.09113249,-0.6551113,0.7627408,0.8484381,-0.2368653,0.4198511,0.4605408,0.7623377,1.0458452,1.4097898
-0.00054470147,-0.21562707,-0.4311204,0.19531444,1.3404071,0.7318046,1.185673,0.96789014,-0.554136,0.7515184,1.130087,-0.5048457,0.7152202,0.31282493,0.9789724,-0.3077995,0.920937,0.523318,0.5460863,0.42338076,0.086476594,0.35354626,0.12752485,0.40991563,0.22092548,0.13474506,0.43340105,0.44073033,0.51655024,0.9386503,-0.111992314,-0.662843,0.78532493,0.8685346,-0.24095145,0.42267,0.46571466,0.774486,1.0488985,1.4283087
-0.027156975,-0.22629459,-0.44301605,0.20786332,1.355183,0.705856,1.2090292,0.99244535,-0.56757164,0.75113744,1.1578504,-0.4999098,0.7380757,0.29860026,0.980354,-0.3304767,0.9403508,0.52480024,0.54866326,0.41784465,0.07149396,0.34456408,0.10827768,0.4082935,0.22072935,0.13051826,0.42840835,0.4317258,0.5262028,0.9643994,-0.12319342,-0.68311,0.80267304,0.87264633,-0.2647185,0.43712723,0.468987,0.78529066,1.0419211,1.4432501
-0.029541418,-0.22516575,-0.46213666,0.2000317,1.3729006,0.7266754,1.2175333,1.0127085,-0.58065253,0.76084137,1.2036755,-0.5141075,0.75208604,0.30225363,0.9950255,-0.3549584,0.956146,0.53179735,0.56516564,0.4148076,0.05531353,0.34283638,0.10303842,0.42056748,0.20541719,0.105934985,0.43590894,0.43977767,0.5230206,0.9748003,-0.1412776,-0.6946095,0.8159729,0.88375515,-0.2793671,0.42847073,0.46753615,0.8008338,1.051402,1.4602687
-0.049995247,-0.24040514,-0.47760296,0.2135896,1.3919462,0.74793077,1.247841,1.0398985,-0.5956495,0.7756117,1.2236001,-0.5367747,0.79348505,0.300614,1.0198828,-0.3580647,0.9883641,0.5549675,0.5705052,0.4058555,0.037392765,0.34165943,0.070529215,0.43105903,0.20975776,0.07961629,0.43385822,0.43276042,0.5330802,1.0013084,-0.15631269,-0.71756685,0.83289206,0.9083343,-0.3094656,0.4151373,0.47020915,0.8169945,1.0664399,1.475163
-0.06931069,-0.24946651,-0.508098,0.20191006,1.4188416,0.74760526,1.250779,1.065549,-0.622984,0.7921717,1.2697562,-0.5474399,0.8285216,0.28828242,1.0343177,-0.37791234,1.019175,0.5604799,0.557539,0.41119307,0.021138635,0.33931348,0.04300877,0.43998075,0.19669043,0.075185925,0.4325502,0.4425569,0.5207463,1.017352,-0.17873518,-0.73367226,0.8386401,0.9350677,-0.3276917,0.42075148,0.4629232,0.8195583,1.0761784,1.4967643
-0.074322626,-0.2814303,-0.52036095,0.1976842,1.4153455,0.7655699,1.2620866,1.0808938,-0.6482547,0.8100684,1.2850039,-0.573666,0.85605466,0.28392756,1.053367,-0.4116764,1.025952,0.5629171,0.5555986,0.40368554,-0.0009990163,0.34136543,0.025322746,0.44615754,0.18783876,0.064864084,0.4391963,0.4457523,0.5253372,1.0151173,-0.2000566,-0.756901,0.84552956,0.9519278,-0.34948656,0.4201923,0.47183397,0.8291605,1.0786095,1.5270354
-0.10346817,-0.3077298,-0.5218185,0.20382583,1.4329965,0.7712003,1.274051,1.0896753,-0.65024626,0.82035965,1.3031415,-0.5962521,0.8678215,0.276299,1.0666126,-0.4309492,1.0443419,0.5550263,0.54216856,0.41202864,-0.025993204,0.33722702,0.00094409264,0.44064936,0.18301104,0.071740165,0.42474455,0.45891258,0.53836024,1.0335685,-0.209545,-0.7777552,0.8468315,0.9856791,-0.37430775,0.42463827,0.48051727,0.84924257,1.0769868,1.5266334
-0.13285527,-0.3227045,-0.5322858,0.20332155,1.4516125,0.7747216,1.2752831,1.1060622,-0.6723394,0.82867503,1.3446041,-0.60674566,0.88617706,0.2733092,1.0710958,-0.4479385,1.0653956,0.56342447,0.5391167,0.3973364,-0.04977865,0.35107547,-0.014709031,0.44649336,0.17825627,0.07468905,0.42266244,0.45021355,0.54461503,1.0797435,-0.24849758,-0.79967314,0.8641529,1.00778,-0.39058673,0.42602822,0.477862,0.85417855,1.0842526,1.5518202
-0.15438035,-0.33179444,-0.54022336,0.19188304,1.4690826,0.7781978,1.308647,1.1293857,-0.68296677,0.840074,1.3611327,-0.6134702,0.9139392,0.2611927,1.0820438,-0.464616,1.0924966,0.56005996,0.5373528,0.38843438,-0.07453685,0.36215472,-0.023995444,0.44940448,0.16568646,0.06680585,0.42871872,0.44028065,0.5439937,1.0978425,-0.27408245,-0.80584794,0.8871602,1.0325626,-0.4152898,0.43845615,0.48144788,0.86643094,1.1076342,1.559852
-0.1643741,-0.37103313,-0.5460791,0.19962406,1.5048308,0.7907858,1.3026694,1.13736,-0.7125879,0.8643888,1.3775489,-0.63389194,0.9473839,0.24236234,1.1166643,-0.4762192,1.1043346,0.56467277,0.5361463,0.37848225,-0.08873335,0.35866985,-0.029795136,0.45076436,0.1495298,0.06770716,0.41712785,0.4362746,0.538436,1.1047271,-0.30443782,-0.83325016,0.9109284,1.0494013,-0.4356482,0.4552684,0.49631834,0.891099,1.1187798,1.5869523
-0.18650362,-0.38886255,-0.5716563,0.18992966,1.5310245,0.79677933,1.319427,1.152982,-0.70476174,0.86919534,1.3883892,-0.66227454,0.9607533,0.22573942,1.1278952,-0.49013364,1.1156626,0.5521074,0.5331539,0.36395288,-0.10702028,0.35909927,-0.033287518,0.46120292,0.13473544,0.06338789,0.42651826,0.44239458,0.5415508,1.1187296,-0.31480023,-0.845319,0.9105719,1.0524359,-0.45084453,0.4419215,0.49769595,0.8995133,1.1328422,1.6133182
-0.19956608,-0.40394408,-0.5673193,0.1776319,1.549266,0.80229765,1.3227093,1.1687766,-0.7181434,0.89561105,1.4018781,-0.6543419,0.96029264,0.20789376,1.1438743,-0.51634604,1.1209046,0.5650213,0.53034186,0.35597852,-0.12508619,0.35870922,-0.055693742,0.45610985,0.1331037,0.064434364,0.42441294,0.4359802,0.550829,1.1478792,-0.3136576,-0.86248106,0.92454994,1.0694648,-0.47573546,0.4426318,0.5059348,0.9045858,1.1597235,1.6274616
-0.1979148,-0.42183858,-0.56830686,0.16999581,1.5642289,0.813503,1.3354474,1.1852483,-0.7275282,0.9201147,1.4217145,-0.6515299,0.98496085,0.18739398,1.1654115,-0.5334858,1.1381714,0.5750916,0.532254,0.36648428,-0.1349824,0.3642516,-0.07712769,0.46062344,0.1171972,0.05633109,0.4525634,0.43851373,0.53027534,1.1484932,-0.33668146,-0.887428,0.928087,1.0777165,-0.5006937,0.4465427,0.49675804,0.9015374,1.181728,1.6469865
-0.2195965,-0.43721834,-0.57983387,0.17940715,1.5814531,0.8220883,1.3560293,1.2164176,-0.73719615,0.9221433,1.4552442,-0.6555186,1.016916,0.17847827,1.1905907,-0.53764004,1.1513042,0.5721961,0.53007245,0.35244545,-0.13612007,0.36211023,-0.095871866,0.46100435,0.10319969,0.067797035,0.45849738,0.4397342,0.5343254,1.1545452,-0.35029837,-0.9114501,0.9507429,1.1000587,-0.49977797,0.4396392,0.49360064,0.92266405,1.1951274,1.6514491
-0.22935973,-0.45572275,-0.58436245,0.18940891,1.5942237,0.8260736,1.3762233,1.2419688,-0.74409086,0.949297,1.476724,-0.65907055,1.0171305,0.15495434,1.2130847,-0.5452729,1.1651958,0.5792141,0.53255665,0.35022908,-0.15406716,0.3679198,-0.11725203,0.4635375,0.08903003,0.06843877,0.4643356,0.44090128,0.54147583,1.1786252,-0.36018258,-0.92945915,0.95498097,1.1272005,-0.5147119,0.4235537,0.4946201,0.9477909,1.2051301,1.6599706
-0.25788066,-0.44979665,-0.58274233,0.18367937,1.6047134,0.8265055,1.4101266,1.257324,-0.7513891,0.9627152,1.4962034,-0.67992944,1.0378665,0.13754325,1.219849,-0.55246496,1.1872631,0.5726105,0.53277814,0.34762573,-0.17107114,0.37615213,-0.124172375,0.4669914,0.093493596,0.058888786,0.49550134,0.43628398,0.53498924,1.1794598,-0.3769453,-0.9441185,0.9692368,1.1687438,-0.5142101,0.42501354,0.49148643,0.9639459,1.2089276,1.6760013
-0.2918521,-0.46121117,-0.60072535,0.17826606,1.6192728,0.8473492,1.4236624,1.271157,-0.7516234,0.97760206,1.5147455,-0.69973797,1.0354681,0.13738444,1.2434846,-0.56711197,1.2051718,0.57112193,0.5328847,0.34635592,-0.18681033,0.38138783,-0.14737993,0.47438076,0.07886934,0.050802756,0.50498426,0.43782318,0.5410538,1.2058482,-0.38408074,-0.956398,0.97338504,1.166111,-0.53287196,0.4154022,0.48777598,0.9816508,1.2250282,1.6918272
