total_gen,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw
5.1737687e-24,0.219977,0.00020856585,0.16941762,0.21636876,0.33332217,4.488261e-11,0.20243452,1.445663e-20,0.14853302,0.24204856,9.965628e-31,2.4670497e-13,1.9967613e-25,0.12912849,0.039705217,4.991778e-33,2.0438229e-27,3.873985e-12,7.536719e-30,0.1473469,0.09233238,1.3356186e-08,0.102581695,8.7936094e-08,2.151498e-33,1.0237016e-12,0.2289236,0.046899524,0.15687215,0.10695824,9.145821e-25,0.29396722,0.031586055,0.063471675,0.086962536,0.010352803,1.8546338e-11,1.6069035e-07,0.0025733882,0.20726518,4.7978596e-05
6.9198127e-26,0.21611606,0.00012314836,0.16720355,0.21904984,0.3244287,7.1338695e-12,0.20809993,3.0629624e-22,0.14934036,0.2450916,3.2662782e-33,2.4775268e-14,1.9087655e-27,0.12871513,0.037065558,1.0441157e-35,1.3501839e-29,5.029324e-13,2.878617e-32,0.14487493,0.0933798,3.3229246e-09,0.09941531,2.4215813e-08,4.1398168e-36,1.2050407e-13,0.22693865,0.045021996,0.15072952,0.10809137,1.0041692e-26,0.28981984,0.027514804,0.063592434,0.08351432,0.008669023,2.7942592e-12,3.534831e-08,0.001796947,0.19903138,2.4646624e-05
6.4777594e-28,0.21294498,6.9895555e-05,0.16652797,0.21879174,0.3215345,9.846929e-13,0.2012799,4.7409637e-24,0.14782177,0.23845024,6.509038e-36,2.0811502e-15,1.2366151e-29,0.12763184,0.035009038,1.2649514e-38,5.8288486e-32,5.577916e-14,6.79355e-35,0.14424086,0.09041203,7.4380424e-10,0.09762232,6.049071e-09,4.571284e-39,1.2021521e-14,0.22806937,0.04288033,0.1477617,0.10707602,7.572835e-29,0.2878827,0.024423217,0.06340512,0.08361159,0.0069921217,3.640239e-13,6.9287167e-09,0.0011955646,0.19730592,1.2039395e-05
4.101594e-30,0.21236804,3.809359e-05,0.16388275,0.2112692,0.32127365,1.1669718e-13,0.19907175,5.207571e-26,0.14641792,0.24259508,7.473506e-39,1.4407582e-16,5.225637e-32,0.12604858,0.033114634,8.345e-42,1.5748938e-34,5.2173617e-15,9.41081e-38,0.14419113,0.09011124,1.4856988e-10,0.09539371,1.3603484e-09,2.72e-42,1.0026174e-15,0.22111812,0.040410586,0.1463917,0.10734062,3.7818025e-31,0.28219086,0.020218138,0.06260391,0.08165915,0.00580004,4.0525946e-14,1.1993342e-09,0.00078138727,0.19680527,5.57966e-06
1.6901809e-32,0.20767799,1.9754347e-05,0.16011564,0.21302354,0.31358287,1.1727633e-14,0.19544506,3.9294956e-28,0.1403722,0.23959726,4.644e-42,8.0876765e-18,1.379076e-34,0.12406956,0.03153978,3e-45,2.5347626e-37,4.058241e-16,7.2102e-41,0.1453074,0.09073851,2.6247818e-11,0.09514509,2.731273e-10,1e-45,6.88758e-17,0.21807384,0.039327484,0.14391053,0.106155306,1.1999195e-33,0.2804371,0.017494278,0.06488721,0.08254939,0.004629456,3.806251e-15,1.8152677e-10,0.00048519397,0.19629394,2.4424585e-06
4.3385935e-35,0.20757371,9.768175e-06,0.15689823,0.20633766,0.31073084,9.859683e-16,0.1987465,1.9637991e-30,0.1383783,0.22653477,1e-45,3.6162108e-19,2.1626172e-37,0.12058972,0.029094812,0.0,2.29538e-40,2.5849278e-17,2.8e-44,0.14311697,0.08707214,4.0614066e-12,0.095248,4.8523956e-11,0.0,3.8341484e-18,0.21645333,0.037745345,0.14488451,0.1054558,2.3073593e-36,0.277967,0.014393288,0.059788506,0.08450936,0.0037043507,2.97391e-16,2.3767254e-11,0.00028835927,0.1938341,1.0045027e-06
6.598295e-38,0.20311403,4.5788397e-06,0.1592464,0.2072126,0.30356094,6.832504e-17,0.19534253,6.236587e-33,0.1363779,0.23594365,0.0,1.2628533e-20,1.90263e-40,0.12258562,0.026797744,0.0,1.1e-43,1.3257302e-18,0.0,0.14208207,0.08837316,5.445985e-13,0.09401287,7.554231e-12,0.0,1.6988946e-19,0.21432872,0.03743036,0.1403265,0.10404035,2.546784e-39,0.2742602,0.011950052,0.063231386,0.07960846,0.0028260571,1.9035077e-17,2.6604636e-12,0.00016198703,0.18456382,3.8673488e-07
5.6107e-41,0.2030082,2.0293123e-06,0.15653102,0.21031184,0.30171826,3.8397753e-18,0.19450296,1.20058e-35,0.13462949,0.22733477,0.0,3.3706565e-22,8.8e-44,0.12038363,0.024907364,0.0,0.0,5.3740642e-20,0.0,0.1424237,0.0897721,6.2555606e-14,0.094858274,1.019682e-12,0.0,5.874917e-21,0.21373516,0.035658136,0.13783062,0.10223817,1.515e-42,0.27058506,0.009699099,0.066201776,0.078701496,0.0020941757,9.814428e-19,2.5137016e-13,8.616724e-05,0.18286757,1.3860846e-07
2.5e-44,0.19955157,8.461771e-07,0.15404555,0.20226589,0.29759514,1.7190832e-19,0.19624576,1.3269122e-38,0.1357938,0.22912121,0.0,6.7131566e-24,0.0,0.12035571,0.022336211,0.0,0.0,1.6870249e-21,0.0,0.13849601,0.08583135,6.0779933e-15,0.095736265,1.1796965e-13,0.0,1.5514228e-22,0.21038154,0.03399563,0.13426343,0.10305381,0.0,0.2646441,0.0076824366,0.062920764,0.081213534,0.0014399475,4.0015088e-20,1.9768492e-14,4.330567e-05,0.18721601,4.5996806e-08
0.0,0.19639677,3.3049685e-07,0.15049125,0.20505068,0.29616004,6.0121785e-21,0.19869694,7.905e-42,0.13421465,0.22266245,0.0,9.7146593e-26,0.0,0.12011673,0.020979805,0.0,0.0,4.009689e-23,0.0,0.14076209,0.08631802,4.9268375e-16,0.08997178,1.1551555e-14,0.0,3.0542235e-24,0.21122132,0.032567646,0.130243,0.10222707,0.0,0.26491785,0.006029472,0.06233024,0.08065793,0.00093535543,1.2640969e-21,1.2743439e-15,2.0549116e-05,0.18249647,1.405061e-08
0.0,0.19516274,1.2031468e-07,0.14913756,0.20241986,0.2899157,1.6073489e-22,0.19571322,3e-45,0.13260919,0.22306979,0.0,9.915751e-28,0.0,0.114516586,0.018588264,0.0,0.0,7.0374005e-25,0.0,0.13902096,0.08457765,3.2820005e-17,0.088406384,9.442991e-16,0.0,4.3641964e-26,0.20998217,0.031519897,0.1277777,0.10223176,0.0,0.26118147,0.0047037536,0.0664225,0.08260954,0.00054389244,3.0252273e-23,6.621619e-17,9.149779e-06,0.17713028,3.9253054e-09
0.0,0.19352788,4.0602927e-08,0.15026002,0.20101972,0.284516,3.2071982e-24,0.1997218,0.0,0.13180543,0.22317944,0.0,6.905272e-30,0.0,0.11860442,0.016888894,0.0,0.0,8.870461e-27,0.0,0.13848244,0.081993654,1.7672155e-18,0.09062044,6.348221e-17,0.0,4.3933423e-28,0.20363292,0.029301068,0.12824683,0.10070302,0.0,0.25945163,0.0035262317,0.06370326,0.08006049,0.00029284653,5.349644e-25,2.7226975e-18,3.830016e-06,0.17655665,9.959412e-10
0.0,0.19217269,1.2628209e-08,0.14488293,0.19705085,0.28039613,4.6507723e-26,0.19280024,0.0,0.1279995,0.2182527,0.0,3.1602942e-32,0.0,0.116581,0.015231811,0.0,0.0,7.784338e-29,0.0,0.13890731,0.07961795,7.553246e-20,0.086489946,3.4523555e-18,0.0,3.0134836e-30,0.20448817,0.027253762,0.12544252,0.100406855,0.0,0.25540802,0.0025870944,0.06407057,0.07642782,0.00014837465,6.798828e-27,8.681017e-20,1.4995786e-06,0.18162116,2.2777846e-10
0.0,0.1890986,3.5969394e-09,0.1460923,0.19832575,0.27878657,4.7580287e-28,0.19196595,0.0,0.13141732,0.22058682,0.0,9.1102517e-35,0.0,0.116795935,0.013313563,0.0,0.0,4.5929874e-31,0.0,0.13625106,0.080387406,2.5117988e-21,0.084074385,1.4915766e-19,0.0,1.3564022e-32,0.20043288,0.026777474,0.123887315,0.09576949,0.0,0.2498359,0.0018525607,0.06328623,0.080676444,6.835916e-05,6.0204684e-29,2.0986414e-21,5.4645994e-07,0.17891882,4.657785e-11
0.0,0.18771689,9.319362e-10,0.1435568,0.19467416,0.27970368,3.3220178e-30,0.19586089,0.0,0.12590583,0.21633899,0.0,1.5758957e-37,0.0,0.115616925,0.0118511785,0.0,0.0,1.751733e-33,0.0,0.13729273,0.08075712,6.357124e-23,0.08664435,5.018771e-21,0.0,3.839069e-35,0.19936979,0.02491933,0.12278107,0.09562339,0.0,0.25086075,0.0013067166,0.062437132,0.08305622,2.933954e-05,3.5876765e-31,3.752396e-23,1.8457112e-07,0.17172769,8.4406865e-12
0.0,0.18802118,2.1801072e-10,0.13967378,0.19208446,0.27658278,1.524751e-32,0.19211946,0.0,0.12586269,0.21044816,0.0,1.54678e-40,0.0,0.115929455,0.010297966,0.0,0.0,4.1295076e-36,0.0,0.13627459,0.08130076,1.1949359e-24,0.08452737,1.2865526e-22,0.0,6.5074395e-38,0.19713013,0.02400136,0.11977413,0.09520605,0.0,0.24930592,0.0008991435,0.06565652,0.08184299,1.155533e-05,1.3833584e-33,4.827045e-25,5.7418873e-08,0.17287673,1.3425694e-12
0.0,0.18472391,4.568007e-11,0.13812402,0.19365881,0.27328336,4.4095798e-35,0.19727217,0.0,0.12617826,0.21054927,0.0,8.1e-44,0.0,0.11288026,0.008792306,0.0,0.0,5.716062e-39,0.0,0.13445278,0.079942584,1.6234625e-26,0.081236325,2.4522962e-24,0.0,6.2447e-41,0.19272834,0.022619069,0.11763101,0.09315792,0.0,0.24660207,0.0005939175,0.062476736,0.080707945,4.204252e-06,3.3007704e-36,4.3316657e-27,1.6357115e-08,0.17236687,1.8548727e-13
0.0,0.18542118,8.498751e-12,0.13941339,0.19100858,0.26854447,7.655192e-38,0.19456911,0.0,0.12143595,0.20704226,0.0,0.0,0.0,0.11361566,0.0074930633,0.0,0.0,4.378e-42,0.0,0.13568822,0.07551048,1.546645e-28,0.08097191,3.3829286e-26,0.0,3.2e-44,0.19544579,0.021810021,0.115859166,0.0956497,0.0,0.24328163,0.0003801267,0.06252394,0.07902618,1.4065097e-06,4.63064e-39,2.6193433e-29,4.238113e-09,0.17414938,2.2007312e-14
0.0,0.18404269,1.3907818e-12,0.13565828,0.19272928,0.26873615,7.5442e-41,0.19560583,0.0,0.1227391,0.20820035,0.0,0.0,0.0,0.11380293,0.006206934,0.0,0.0,1e-45,0.0,0.1328841,0.076316,9.986921e-31,0.08157651,3.2771133e-28,0.0,0.0,0.19179189,0.020392843,0.115945175,0.09310499,0.0,0.23830593,0.00023488434,0.06169873,0.079113394,4.3105106e-07,3.6e-42,1.0264062e-31,9.914064e-10,0.1677553,2.2146566e-15
0.0,0.1815858,1.9814246e-13,0.13270652,0.18967344,0.26345462,3.9e-44,0.19784313,0.0,0.12169034,0.21266608,0.0,0.0,0.0,0.11059782,0.0051313755,0.0,0.0,0.0,0.0,0.13477948,0.07798109,4.2065334e-33,0.07729946,2.1552034e-30,0.0,0.0,0.196871,0.019030055,0.11361054,0.094152406,0.0,0.23658961,0.00014099387,0.062153883,0.07859643,1.204752e-07,1e-45,2.4931496e-34,2.0772033e-10,0.16631459,1.8648734e-16
0.0,0.18101026,2.430278e-14,0.13615151,0.18659706,0.26514992,0.0,0.18918486,0.0,0.12130074,0.20881842,0.0,0.0,0.0,0.11072009,0.0041327057,0.0,0.0,0.0,0.0,0.13321316,0.07816923,1.1065768e-35,0.07651313,9.262653e-33,0.0,0.0,0.19167739,0.01790227,0.113212146,0.09215714,0.0,0.23827991,8.1294456e-05,0.0676006,0.07835641,3.053838e-08,0.0,3.5676137e-37,3.864395e-11,0.1635391,1.2946821e-17
0.0,0.1826296,2.5351489e-15,0.13474996,0.18489535,0.25917074,0.0,0.19061683,0.0,0.11900169,0.20510764,0.0,0.0,0.0,0.11343965,0.003267992,0.0,0.0,0.0,0.0,0.13279212,0.07416895,1.7297794e-38,0.07554756,2.4914726e-35,0.0,0.0,0.191991,0.016376974,0.11377738,0.08972742,0.0,0.23338933,4.480999e-05,0.06385788,0.076285705,6.970023e-09,0.0,2.83546e-40,6.3234964e-12,0.16312344,7.291218e-19
0.0,0.17980883,2.2194582e-16,0.13165092,0.18165256,0.2530835,0.0,0.19157064,0.0,0.12212193,0.20475373,0.0,0.0,0.0,0.11257398,0.0025312605,0.0,0.0,0.0,0.0,0.13167086,0.07229041,1.517e-41,0.078933164,3.9918363e-38,0.0,0.0,0.19010842,0.015325035,0.106653385,0.091712266,0.0,0.23231791,2.3683873e-05,0.060777497,0.075827785,1.4215169e-09,0.0,1.16e-43,9.0083843e-13,0.1643464,3.2720793e-20
0.0,0.1781321,1.6072159e-17,0.13233972,0.17620766,0.2544641,0.0,0.18836083,0.0,0.11871796,0.20318565,0.0,0.0,0.0,0.11045898,0.0019258262,0.0,0.0,0.0,0.0,0.13147685,0.073265925,7e-45,0.07604027,3.5983e-41,0.0,0.0,0.18868177,0.014144415,0.109441854,0.09118642,0.0,0.23077723,1.1916329e-05,0.06138295,0.0759414,2.5683197e-10,0.0,0.0,1.1048321e-13,0.16022539,1.1474165e-21
0.0,0.17810658,9.474897e-19,0.13134897,0.17811015,0.25341418,0.0,0.18923406,0.0,0.11430773,0.19741558,0.0,0.0,0.0,0.10787168,0.0014300932,0.0,0.0,0.0,0.0,0.1293841,0.07089057,0.0,0.07742702,1.7e-44,0.0,0.0,0.18625411,0.012867121,0.105698675,0.09275968,0.0,0.22623193,5.693547e-06,0.06422993,0.0729291,4.071633e-11,0.0,0.0,1.1524286e-14,0.16269204,3.076827e-23
0.0,0.17645754,4.4685266e-20,0.13090867,0.17595369,0.25218797,0.0,0.18480083,0.0,0.11818324,0.20192665,0.0,0.0,0.0,0.109562494,0.0010394019,0.0,0.0,0.0,0.0,0.1290338,0.067564555,0.0,0.07361744,0.0,0.0,0.0,0.18707399,0.011870024,0.10686075,0.09323196,0.0,0.2212802,2.5756453e-06,0.06185473,0.07486138,5.6051067e-12,0.0,0.0,1.0088487e-15,0.1607598,6.159941e-25
0.0,0.17242755,1.653877e-21,0.12609534,0.18172362,0.2482055,0.0,0.18962197,0.0,0.11280391,0.19563162,0.0,0.0,0.0,0.11075545,0.00073488016,0.0,0.0,0.0,0.0,0.12822057,0.07056143,0.0,0.074473105,0.0,0.0,0.0,0.18674892,0.010591273,0.10440015,0.09433266,0.0,0.2192191,1.0981082e-06,0.062001854,0.075888366,6.6244574e-13,0.0,0.0,7.30502e-17,0.15800008,8.966072e-27
0.0,0.17123218,4.7032304e-23,0.122350305,0.17813268,0.24680635,0.0,0.18361911,0.0,0.1120035,0.19731613,0.0,0.0,0.0,0.10640124,0.00050482753,0.0,0.0,0.0,0.0,0.12615055,0.072308764,0.0,0.07414605,0.0,0.0,0.0,0.18303789,0.0093515245,0.10350534,0.089637086,0.0,0.219213,4.3934415e-07,0.058683332,0.07720451,6.638474e-14,0.0,0.0,4.3061414e-18,0.15402755,9.211209e-29
0.0,0.17248161,1.003865e-24,0.123433605,0.1755985,0.24617396,0.0,0.1903628,0.0,0.11292894,0.19210625,0.0,0.0,0.0,0.10813596,0.0003384222,0.0,0.0,0.0,0.0,0.1268625,0.07053212,0.0,0.07052957,0.0,0.0,0.0,0.1839432,0.008462457,0.100801714,0.08982191,0.0,0.21451478,1.641313e-07,0.057135016,0.07657642,5.564742e-15,0.0,0.0,2.0306881e-19,0.1575265,6.46117e-31
0.0,0.17144363,1.566959e-26,0.12527235,0.17447738,0.24030548,0.0,0.18477198,0.0,0.11099578,0.19759364,0.0,0.0,0.0,0.11109336,0.00021908715,0.0,0.0,0.0,0.0,0.12604736,0.06892598,0.0,0.07491838,0.0,0.0,0.0,0.18140319,0.007420669,0.09984316,0.08725086,0.0,0.21689801,5.694693e-08,0.05934936,0.074490316,3.8444406e-16,0.0,0.0,7.515284e-21,0.15328655,2.9809786e-33
0.0,0.16760552,1.7377092e-28,0.1268284,0.17125253,0.23650806,0.0,0.18737245,0.0,0.110312246,0.20014471,0.0,0.0,0.0,0.106462285,0.00013739445,0.0,0.0,0.0,0.0,0.124377646,0.06736886,0.0,0.07528522,0.0,0.0,0.0,0.18024011,0.006427023,0.098371945,0.08563621,0.0,0.21418251,1.8251606e-08,0.061243657,0.07613976,2.1536248e-17,0.0,0.0,2.1369785e-22,0.15726075,8.670996e-36
0.0,0.16902575,1.3254746e-30,0.12844095,0.16783474,0.23565249,0.0,0.1826159,0.0,0.110707805,0.19577128,0.0,0.0,0.0,0.10398628,8.323894e-05,0.0,0.0,0.0,0.0,0.12481562,0.07082413,0.0,0.07159307,0.0,0.0,0.0,0.17378207,0.0055549173,0.097549394,0.08634036,0.0,0.21129599,5.3701896e-09,0.061698318,0.07470749,9.609525e-19,0.0,0.0,4.560773e-24,0.15227751,1.5150759e-38
0.0,0.16759105,6.70542e-33,0.12196941,0.16546948,0.23022544,0.0,0.18488102,0.0,0.108676806,0.19337854,0.0,0.0,0.0,0.10150018,4.8532223e-05,0.0,0.0,0.0,0.0,0.12599051,0.067970976,0.0,0.068043865,0.0,0.0,0.0,0.17851433,0.0046966686,0.09663079,0.08444451,0.0,0.20657574,1.4407668e-09,0.063462585,0.0743136,3.3488607e-20,0.0,0.0,7.1183184e-26,0.15849344,1.504e-41
0.0,0.16641401,2.158947e-35,0.12043033,0.16967961,0.23138465,0.0,0.17843147,0.0,0.1086294,0.18624501,0.0,0.0,0.0,0.10272065,2.7162509e-05,0.0,0.0,0.0,0.0,0.12778035,0.068312354,0.0,0.073060915,0.0,0.0,0.0,0.17378731,0.0038896978,0.09824072,0.083016686,0.0,0.20492767,3.4997824e-10,0.060246065,0.074918404,8.919515e-22,0.0,0.0,7.893144e-28,0.15078448,8e-45
0.0,0.16613598,4.220974e-38,0.1249063,0.16322215,0.22626112,0.0,0.18150422,0.0,0.10596786,0.18781996,0.0,0.0,0.0,0.10725652,1.4552582e-05,0.0,0.0,0.0,0.0,0.12615299,0.066379,0.0,0.069709614,0.0,0.0,0.0,0.17364956,0.0032201498,0.095746726,0.08614908,0.0,0.20357032,7.637348e-11,0.058124345,0.077371895,1.7726288e-23,0.0,0.0,6.0199846e-30,0.15209383,0.0
0.0,0.16424385,4.7475e-41,0.11978596,0.16493662,0.22851412,0.0,0.17956962,0.0,0.107331574,0.18539356,0.0,0.0,0.0,0.10766686,7.441723e-06,0.0,0.0,0.0,0.0,0.1242412,0.06767572,0.0,0.06938104,0.0,0.0,0.0,0.17060184,0.0026190523,0.09533268,0.0836217,0.0,0.20150955,1.4846594e-11,0.05972743,0.07903824,2.5595095e-25,0.0,0.0,3.0450667e-32,0.14898933,0.0
0.0,0.16256379,3e-44,0.11812688,0.16716616,0.22522579,0.0,0.17917158,0.0,0.10804211,0.18217744,0.0,0.0,0.0,0.10777086,3.620978e-06,0.0,0.0,0.0,0.0,0.12358301,0.06332538,0.0,0.06801959,0.0,0.0,0.0,0.16953354,0.002106906,0.096497275,0.081250854,0.0,0.19957149,2.5474722e-12,0.056673877,0.07596828,2.60651e-27,0.0,0.0,9.802938e-35,0.1514353,0.0
0.0,0.16270567,0.0,0.11955112,0.16334063,0.22292578,0.0,0.1799902,0.0,0.104689084,0.18921463,0.0,0.0,0.0,0.106700465,1.6696365e-06,0.0,0.0,0.0,0.0,0.12376757,0.06437929,0.0,0.069699645,0.0,0.0,0.0,0.17027752,0.0016483013,0.09345509,0.080255486,0.0,0.197925,3.8200207e-13,0.05773736,0.07511148,1.810826e-29,0.0,0.0,1.9163035e-37,0.1514358,0.0
0.0,0.16120002,0.0,0.118968174,0.16530943,0.21938139,0.0,0.17916998,0.0,0.10459438,0.18196508,0.0,0.0,0.0,0.10394078,7.2663727e-07,0.0,0.0,0.0,0.0,0.12229267,0.06480502,0.0,0.066001736,0.0,0.0,0.0,0.16820745,0.0012625566,0.09437512,0.08092763,0.0,0.19722809,4.9520565e-14,0.058848813,0.07734772,8.266753e-32,0.0,0.0,2.15497e-40,0.14896391,0.0
0.0,0.16115098,0.0,0.11566951,0.15943313,0.2205147,0.0,0.18064323,0.0,0.10762091,0.18730934,0.0,0.0,0.0,0.104819655,2.9721693e-07,0.0,0.0,0.0,0.0,0.12284817,0.06236821,0.0,0.065350495,0.0,0.0,0.0,0.16860835,0.00094741,0.0924451,0.07912036,0.0,0.19620587,5.4845485e-15,0.055216465,0.07328016,2.3767667e-34,0.0,0.0,1.3e-43,0.15215683,0.0
0.0,0.15974554,0.0,0.11217074,0.1594965,0.22179884,0.0,0.17795186,0.0,0.102730826,0.18095495,0.0,0.0,0.0,0.1059316,1.1370908e-07,0.0,0.0,0.0,0.0,0.121177115,0.062029112,0.0,0.066125974,0.0,0.0,0.0,0.16526963,0.0006938742,0.09164058,0.08155554,0.0,0.19434893,5.1231623e-16,0.057859465,0.07611158,4.099729e-37,0.0,0.0,0.0,0.14679152,0.0
0.0,0.16080788,0.0,0.1150864,0.16065906,0.21648133,0.0,0.18164223,0.0,0.10500055,0.18392208,0.0,0.0,0.0,0.10460911,4.0484814e-08,0.0,0.0,0.0,0.0,0.12088015,0.062427565,0.0,0.06573702,0.0,0.0,0.0,0.1660504,0.000499248,0.09221614,0.07979797,0.0,0.19166924,3.9798475e-17,0.055852544,0.07427804,4.01178e-40,0.0,0.0,0.0,0.14379762,0.0
0.0,0.15984127,0.0,0.11329774,0.16132674,0.21490009,0.0,0.17459723,0.0,0.10296438,0.18153867,0.0,0.0,0.0,0.10508959,1.3339868e-08,0.0,0.0,0.0,0.0,0.12011467,0.06239144,0.0,0.06492777,0.0,0.0,0.0,0.16548184,0.0003485464,0.09013506,0.08040969,0.0,0.1896659,2.5318545e-18,0.05440039,0.07019755,2.09e-43,0.0,0.0,0.0,0.145628,0.0
0.0,0.15737237,0.0,0.11235607,0.1583955,0.21687841,0.0,0.17515138,0.0,0.10042047,0.17778502,0.0,0.0,0.0,0.102935486,4.0437267e-09,0.0,0.0,0.0,0.0,0.1195257,0.05972184,0.0,0.063578874,0.0,0.0,0.0,0.16454723,0.0002368039,0.0909753,0.077498525,0.0,0.18604372,1.2969535e-19,0.057053544,0.07088755,0.0,0.0,0.0,0.0,0.14790693,0.0
0.0,0.15798485,0.0,0.113496624,0.15730081,0.2123725,0.0,0.17485525,0.0,0.10205523,0.18033335,0.0,0.0,0.0,0.10153661,1.1204189e-09,0.0,0.0,0.0,0.0,0.119872645,0.058005363,0.0,0.06638051,0.0,0.0,0.0,0.16154236,0.0001560802,0.0888333,0.07670583,0.0,0.18755654,5.2513e-21,0.058352318,0.07221994,0.0,0.0,0.0,0.0,0.14453611,0.0
0.0,0.15398975,0.0,0.11131218,0.15491448,0.21427494,0.0,0.17584568,0.0,0.101195544,0.18113016,0.0,0.0,0.0,0.10568517,2.8177807e-10,0.0,0.0,0.0,0.0,0.11983046,0.06083069,0.0,0.06710158,0.0,0.0,0.0,0.16307303,0.000100028104,0.08958292,0.078063354,0.0,0.18332678,1.646617e-22,0.05889545,0.072441146,0.0,0.0,0.0,0.0,0.14315857,0.0
0.0,0.15489964,0.0,0.11167023,0.15239416,0.20851754,0.0,0.17583081,0.0,0.10256587,0.18143298,0.0,0.0,0.0,0.1018518,6.383674e-11,0.0,0.0,0.0,0.0,0.11762887,0.05877082,0.0,0.06483554,0.0,0.0,0.0,0.16109432,6.1868006e-05,0.08894972,0.078886546,0.0,0.18518695,3.9092933e-24,0.057478298,0.07304319,0.0,0.0,0.0,0.0,0.14203885,0.0
0.0,0.15408751,0.0,0.112346746,0.15801188,0.21046212,0.0,0.17319158,0.0,0.099155016,0.17999636,0.0,0.0,0.0,0.10299469,1.2921167e-11,0.0,0.0,0.0,0.0,0.11860391,0.060952216,0.0,0.06699335,0.0,0.0,0.0,0.16443123,3.6940524e-05,0.08677762,0.075786665,0.0,0.18437776,6.8536346e-26,0.056329004,0.076869845,0.0,0.0,0.0,0.0,0.14211014,0.0
0.0,0.15314463,0.0,0.11277327,0.14859974,0.20748918,0.0,0.17261152,0.0,0.099999525,0.17561163,0.0,0.0,0.0,0.10095518,2.3159482e-12,0.0,0.0,0.0,0.0,0.12023546,0.06102795,0.0,0.06444743,0.0,0.0,0.0,0.16013768,2.1213185e-05,0.088428386,0.07596777,0.0,0.18393996,8.629421e-28,0.052895054,0.072685145,0.0,0.0,0.0,0.0,0.13982578,0.0
0.0,0.15114194,0.0,0.10834223,0.15012527,0.20336562,0.0,0.17203455,0.0,0.101110585,0.17756152,0.0,0.0,0.0,0.10170527,3.6403646e-13,0.0,0.0,0.0,0.0,0.11617887,0.056643896,0.0,0.061658803,0.0,0.0,0.0,0.16053592,1.169437e-05,0.08659867,0.07564441,0.0,0.18075937,7.56459e-30,0.055253927,0.07467259,0.0,0.0,0.0,0.0,0.13904385,0.0
0.0,0.15156923,0.0,0.108794734,0.15083453,0.20726995,0.0,0.16839537,0.0,0.09874096,0.17728351,0.0,0.0,0.0,0.10434137,4.965642e-14,0.0,0.0,0.0,0.0,0.11627192,0.059282973,0.0,0.062279094,0.0,0.0,0.0,0.15897948,6.168639e-06,0.087422654,0.0771295,0.0,0.17992318,4.4584388e-32,0.054835573,0.07501913,0.0,0.0,0.0,0.0,0.13782011,0.0
0.0,0.15183534,0.0,0.11030031,0.15301676,0.20133609,0.0,0.16989876,0.0,0.09770111,0.17800097,0.0,0.0,0.0,0.10322788,5.8108646e-15,0.0,0.0,0.0,0.0,0.116000175,0.05925479,0.0,0.06187607,0.0,0.0,0.0,0.15628351,3.101737e-06,0.08865805,0.074967675,0.0,0.17751181,1.6985331e-34,0.053934872,0.07404111,0.0,0.0,0.0,0.0,0.13979916,0.0
0.0,0.14933318,0.0,0.110226795,0.15623672,0.20011997,0.0,0.1684088,0.0,0.09852674,0.17800997,0.0,0.0,0.0,0.098074704,5.761163e-16,0.0,0.0,0.0,0.0,0.11637287,0.05970835,0.0,0.05828845,0.0,0.0,0.0,0.1571197,1.4820849e-06,0.086157605,0.076207116,0.0,0.17976737,3.999564e-37,0.057012767,0.07650512,0.0,0.0,0.0,0.0,0.13920887,0.0
0.0,0.14900762,0.0,0.10561571,0.15045887,0.20016311,0.0,0.17156383,0.0,0.096541576,0.17638327,0.0,0.0,0.0,0.10362906,4.77371e-17,0.0,0.0,0.0,0.0,0.1141772,0.056964874,0.0,0.058300413,0.0,0.0,0.0,0.15494807,6.7028316e-07,0.084535986,0.07362738,0.0,0.1793966,5.52973e-40,0.056864962,0.07338482,0.0,0.0,0.0,0.0,0.14112628,0.0
0.0,0.1472718,0.0,0.10824709,0.14826782,0.19843239,0.0,0.16869202,0.0,0.09523983,0.1737525,0.0,0.0,0.0,0.101619735,3.256829e-18,0.0,0.0,0.0,0.0,0.11275969,0.056536283,0.0,0.061448436,0.0,0.0,0.0,0.15707724,2.8573217e-07,0.083732754,0.07216961,0.0,0.1767114,4.23e-43,0.053591035,0.0750313,0.0,0.0,0.0,0.0,0.14016879,0.0
