wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8111788,0.7487834,0.9764906,0.99256253,0.78696185,0.81745434,0.90129423,0.74653816,0.830596,0.8806333,0.77159196,0.72143304,0.96079475,0.89571804,0.7551582,1.011642,0.816971,0.7593092,0.9079855,0.71719766,0.81431466,0.79171526,0.7475383,0.7860511,0.80356497,1.0286554,0.70933646,0.85216075,0.7394052,0.9077109,0.7312522,0.77503747,0.7593306,0.8050405,0.9523878,0.8779459,0.80136085,0.8936757,0.72440964,0.984886,0.89067966,0.7864152,1.0017517,0.6782788,0.87961024,0.81403154,0.7131246,1.2919633,0.975393
0.6684749,0.5978159,0.9055659,0.9826938,0.6517377,0.6694255,0.8045969,0.61790067,0.7592056,0.799686,0.6269605,0.6250126,0.8598125,0.84600574,0.66315436,0.88577473,0.8266527,0.5885406,0.8315504,0.5928429,0.7171461,0.78637034,0.64927953,0.6276769,0.66988957,1.1229008,0.5192572,0.75750333,0.6207851,0.7962977,0.5717867,0.6615038,0.630372,0.7508294,0.81694293,0.79300034,0.6745628,0.76542157,0.5852593,0.8752037,0.7393353,0.6386377,0.9942696,0.49136087,0.7707392,0.80569816,0.54437435,1.1986185,0.95347106
0.5648822,0.46297377,0.89806217,0.9849814,0.55916744,0.5306469,0.82995987,0.5384009,0.7293113,0.7555259,0.51082355,0.5503393,0.8002107,0.75764334,0.5940306,0.7922934,0.83361053,0.4605389,0.73254657,0.50518805,0.6273203,0.81298125,0.65384585,0.5179476,0.54703844,1.2085673,0.39875257,0.6528415,0.49736857,0.6608276,0.49053735,0.5552564,0.521155,0.67201334,0.7087767,0.6993468,0.57018065,0.66592854,0.48124582,0.8078714,0.63893855,0.5330461,0.9138099,0.42530853,0.6859534,0.7872413,0.40615004,1.1026548,0.90123224
0.48302814,0.37315866,0.8679594,1.0078206,0.4855373,0.4499247,0.8475084,0.47399133,0.6806927,0.7111848,0.41657284,0.45821682,0.7061916,0.67461616,0.5453825,0.71490043,0.83407724,0.3638842,0.6457578,0.42013752,0.54297376,0.8141814,0.66178143,0.41673613,0.4470687,1.2610228,0.30012462,0.57462674,0.38617045,0.556084,0.41431275,0.4541543,0.4267105,0.5678824,0.6095105,0.6088133,0.47397453,0.57156885,0.4072606,0.7221372,0.5433841,0.44937858,0.8177544,0.3831473,0.6398841,0.7481917,0.30927488,1.0369985,0.7955225
0.42622992,0.3077173,0.84324896,1.017053,0.44139972,0.3941707,0.853638,0.4250131,0.61172116,0.67996925,0.33457717,0.40881917,0.63495713,0.6073808,0.50875515,0.6521819,0.8308801,0.28775415,0.57434684,0.35423842,0.47394937,0.7865739,0.6649774,0.34906718,0.3510576,1.2820345,0.23830016,0.49263853,0.299433,0.46804878,0.33977342,0.36078373,0.35577664,0.50051975,0.5403805,0.52267444,0.41128823,0.4964025,0.33987105,0.63137454,0.46513546,0.3782643,0.7298192,0.33255398,0.5733024,0.71757615,0.24251647,0.9782203,0.69829273
0.385945,0.26074958,0.81048924,1.0121834,0.39346102,0.3396506,0.85429037,0.38013023,0.54753095,0.6588873,0.2695567,0.36984614,0.5714895,0.54713374,0.45927212,0.5917152,0.8078339,0.23256889,0.51369035,0.3076102,0.41760987,0.7564653,0.66974515,0.29362062,0.28279275,1.2940394,0.18911958,0.41933897,0.23330623,0.39809012,0.27726772,0.28981662,0.28913578,0.44613332,0.47055128,0.46531862,0.35160708,0.43143427,0.29947558,0.5645924,0.38796762,0.32109678,0.67523944,0.30541313,0.51454973,0.68016,0.18683107,0.9273727,0.60550386
0.3519817,0.2225854,0.7865825,1.0046463,0.36804357,0.29758406,0.83124113,0.34639576,0.4906802,0.6350709,0.21207348,0.34363228,0.5182006,0.49680465,0.42096618,0.5328588,0.79653805,0.18138972,0.46255907,0.26684177,0.37448877,0.72115815,0.6685004,0.2434764,0.22560973,1.292332,0.14981408,0.3643212,0.17971115,0.3363748,0.23990594,0.22733185,0.23622088,0.40291852,0.414203,0.41768986,0.29887113,0.37733784,0.25745696,0.50888044,0.33237723,0.27274576,0.61705333,0.28158504,0.47177386,0.6322968,0.14824644,0.87101126,0.53050166
0.3211154,0.19364834,0.76469684,0.9909325,0.34902418,0.25520793,0.8116611,0.31343335,0.43188205,0.6085874,0.16893563,0.31551218,0.46935326,0.45453247,0.39978972,0.4736247,0.77782446,0.14335649,0.41621727,0.2344389,0.33847386,0.689262,0.6633529,0.19644637,0.18269086,1.2857519,0.11556422,0.30916893,0.1367571,0.28907818,0.20714417,0.17530194,0.18958421,0.36151466,0.36263785,0.38142735,0.25261438,0.33213207,0.22780019,0.458905,0.28670004,0.23438062,0.56984717,0.2618763,0.42180198,0.5910647,0.11507554,0.8235362,0.46970433
0.29487303,0.1685906,0.74625283,0.9790193,0.3236453,0.224372,0.7939665,0.28659934,0.3827041,0.5887775,0.1319918,0.293308,0.42455125,0.4164375,0.3704661,0.4207762,0.76513475,0.109612085,0.37085077,0.20629734,0.31014416,0.65693957,0.6550789,0.15510789,0.14861007,1.2752409,0.0906487,0.26635444,0.105278194,0.24504621,0.17371358,0.1337062,0.14726037,0.32584408,0.32199538,0.34129775,0.21827732,0.29568797,0.20385128,0.42014703,0.24908134,0.19845288,0.5232801,0.23565584,0.37079796,0.5552879,0.09030722,0.7794599,0.42296472
