n_fields,test_r2,fields
1,-0.04858453581673716,gen_fuel_natural_gas_mw
2,0.530196479495131,gen_fuel_natural_gas_mw|system_losses_mw
3,0.7965685095320653,gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_coal_mw
5,0.9199755660657393,gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|gen_fuel_solar_mw
8,0.9451617129456914,gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_3_net_export_mw|area_2_net_export_mw|gen_fuel_hydro_mw
9,0.9563268013064357,gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_3_net_export_mw|area_2_net_export_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw
12,0.9629375360630438,gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_3_net_export_mw|area_2_net_export_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|area_1_net_export_mw|reserve_reg_down_mw|reserve_reg_up_mw
