head_id,anchor,group_size,candidate_group,residual_val_mse,residual_val_r2,reconstructed_y_val_mse,reconstructed_y_val_r2,anchor_sensitivity,anchor_status,threshold_ratio
0,gen_fuel_other_renewables_mw,16,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_self_sched_reg;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw,0.524467945098877,0.48519834876060486,855759.25,0.8726152777671814,0.01021188497543335,active_anchor,0.25
1,congestion_price_da,14,congestion_price_da;gen_fuel_other_renewables_mw;total_losses;total_pjm_self_sched_reg;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_pct;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;metered_load_mw,0.5194851756095886,0.49008914828300476,847629.0,0.8738254904747009,-0.003414630889892578,inactive_or_dummy_anchor,0.25
2,total_losses,14,total_losses;gen_fuel_other_renewables_mw;congestion_price_da;total_pjm_self_sched_reg;gross_inadv_interchange_mw;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw,0.5224120020866394,0.48721641302108765,852404.5,0.8731146454811096,0.10372304916381836,active_anchor,0.25
3,system_energy_price_da,16,system_energy_price_da;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_self_sched_reg;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_pct;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw,0.5218762755393982,0.48774176836013794,851531.4375,0.8732446432113647,0.01125556230545044,active_anchor,0.25
4,total_pjm_self_sched_reg,17,total_pjm_self_sched_reg;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw,0.5501974821090698,0.45994308590888977,897740.875,0.8663659691810608,-0.0005800127983093262,inactive_or_dummy_anchor,0.25
5,total_lmp_da,17,total_lmp_da;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_self_sched_reg;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw,0.5524082183837891,0.4577731788158417,901348.75,0.8658290505409241,0.008910655975341797,active_anchor,0.25
6,total_pjm_loc_credit,16,total_pjm_loc_credit;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_self_sched_reg;total_lmp_da;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;metered_load_mw,0.5458987355232239,0.46416252851486206,890726.6875,0.8674100637435913,0.004200398921966553,active_anchor,0.25
7,gross_inadv_interchange_mw,13,gross_inadv_interchange_mw;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_self_sched_reg;total_pjm_loc_credit;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;metered_load_mw,0.512861967086792,0.49659043550491333,836822.0,0.875434160232544,0.04207378625869751,active_anchor,0.25
8,gen_fuel_multiple_fuels_mw,16,gen_fuel_multiple_fuels_mw;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_self_sched_reg;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_pct;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw,0.5168769955635071,0.49264955520629883,843372.75,0.8744590282440186,-0.0003249645233154297,inactive_or_dummy_anchor,0.25
9,gen_fuel_multiple_fuels_pct,16,gen_fuel_multiple_fuels_pct;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_pjm_loc_credit;gross_inadv_interchange_mw;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw,0.5137467384338379,0.4957219660282135,838265.25,0.8752192854881287,0.036184847354888916,active_anchor,0.25
