feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,best_gate
1,net_sched_interchange_mw,1,46,net_actual_interchange_mw,0.8432316859248775,0.9993527608169732,0.9994029421488828,0.9779997219905476,0.9990093536252248,0.8708987714992642,1,1,1,1,1,1,6,0.9994029421488828,0.9910391
2,gen_fuel_coal_mw,2,5,net_actual_interchange_mw,0.0654022625362148,-0.142597176740776,-0.187508676897408,-0.0941381706978037,0.2304168265835323,0.8903388783721218,1,1,1,1,1,1,6,0.8903388783721218,0.19611476
3,da_as_total_mw_thirty_minutes_reserve,3,35,net_actual_interchange_mw,0.0819437264454158,-0.4104432102556814,-0.3772339226556708,-0.2845426744509313,0.4108581425297428,0.8555016651808418,1,1,1,1,1,1,6,0.8555016651808418,0.18325435
4,gross_sched_interchange_mw,4,49,net_actual_interchange_mw,0.1327552754993437,-0.4367281312405399,-0.4656257493561724,-0.3352182374200723,0.5024705977689743,0.8248436538039833,1,1,1,1,1,1,6,0.8248436538039833,0.21030597
5,gen_fuel_nuclear_mw,5,9,net_actual_interchange_mw,0.0948397962690363,-0.3321206353124454,-0.4056722952448623,-0.2242688351403947,0.4071721076746483,0.7845253401365053,1,1,1,1,1,1,6,0.7845253401365053,0.19088168
6,da_as_as_req_mw_primary_reserve,6,30,net_actual_interchange_mw,0.171020069857883,-0.3610163295398397,-0.4352923839992069,-0.2081164859605226,0.4325101678681146,0.0645498303729669,1,1,1,1,1,1,6,0.4352923839992069,0.15713915
7,da_as_as_req_mw_synchronized_reserve,7,31,net_actual_interchange_mw,0.1677238679266467,-0.3474929753404409,-0.4206634026184582,-0.2021253822629969,0.4265819071660573,0.0644557195674407,1,1,1,1,1,1,6,0.4265819071660573,0.15737772
8,da_as_total_mw_primary_reserve,8,33,net_actual_interchange_mw,0.0848623330225943,-0.3472417604546504,-0.3526323873516722,-0.2522727272727272,0.4082483997474581,0.1177816776050947,1,1,1,1,1,1,6,0.4082483997474581,0.1279721
9,da_as_total_mw_synchronized_reserve,9,34,net_actual_interchange_mw,0.0558025698140599,-0.3627913234194103,-0.3473391427297708,-0.2119474562135112,0.2989753213596671,0.2093228688873403,1,1,1,1,1,1,6,0.3627913234194103,0.10849549
10,gen_fuel_other_renewables_mw,10,11,net_actual_interchange_mw,0.0509591697197702,-0.2165213549514086,-0.2253229810639369,-0.1620489296636085,0.2368355522107534,0.3460828417176513,1,1,1,1,1,1,6,0.3460828417176513,0.12590227
11,gen_fuel_multiple_fuels_mw,11,8,net_actual_interchange_mw,0.0512642172969797,0.2010212157958746,0.1963455591659481,0.1132054489852655,0.2070744017590842,0.3376507905781484,1,1,1,1,1,1,6,0.3376507905781484,0.22439171
12,system_energy_price_da,12,38,net_actual_interchange_mw,0.079617287628992,0.3350085561035213,0.1582765457373891,0.2111287183764248,0.2511415757537418,0.1774115507253814,1,1,1,1,1,1,6,0.3350085561035213,0.2558249
13,gen_fuel_storage_mw,13,13,net_actual_interchange_mw,0.060008682970863,0.1662895216469048,0.146138694961866,0.0882054489852655,0.1563698240869808,0.0551532235666586,1,1,1,1,1,1,6,0.1662895216469048,0.17156003
14,forecast_load_mw_day_ahead,14,25,net_actual_interchange_mw,0.0463816282889015,-0.1737358318247359,-0.187390026898305,-0.1019488462607728,0.2052483868823783,0.9145087741215614,0,1,1,1,1,1,5,0.9145087741215614,0.17986986
15,gen_fuel_gas_mw,15,6,net_actual_interchange_mw,0.0483713780923736,-0.3029981577602094,-0.3090893929446484,-0.1816708368084514,0.2630924639103096,0.9048495354613612,0,1,1,1,1,1,5,0.9048495354613612,0.16305397
16,total_gen,16,1,net_actual_interchange_mw,0.0452310146081177,-0.2432989808109978,-0.2482975477586681,-0.1231415068112315,0.1947342206234777,0.9045929042082116,0,1,1,1,1,1,5,0.9045929042082116,0.16216442
17,gen_fuel_wind_mw,17,14,net_actual_interchange_mw,0.0342040097990741,0.1657834637269688,0.149406135157143,0.1362010008340283,0.2180600272235384,0.8456218396355216,0,1,1,1,1,1,5,0.8456218396355216,0.27789468
18,wind_generation_mw,18,3,net_actual_interchange_mw,0.0375265729924423,0.1781030026979006,0.1665360664072881,0.1196524881845982,0.1862569993722717,0.8454818462657887,0,1,1,1,1,1,5,0.8454818462657887,0.26910758
19,da_as_as_req_mw_thirty_minutes_reserve,19,32,net_actual_interchange_mw,0.1732438221669128,-0.3331442226890993,-0.4082541981555664,-0.2190478176257992,0.4460263834096135,0.0356661247524639,1,1,1,1,1,0,5,0.4460263834096135,0.16166267
