solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.19510522,0.2622959,0.6969973,0.38223028,0.058608107,0.85963166,0.5834938,0.29417178,0.0,0.5323346,0.34375542,0.4128757,0.6053681,0.093207,0.12616406,0.6158555,0.5533572,0.30463386,0.54374737,0.30539075,0.23509544,0.36269444,0.49206236,0.57343215,0.0,0.20125294,0.2288893,0.18313025,0.122240834,0.97783697,0.53601325,0.51207846,0.6734665,0.37002155
0.15322421,0.22045173,0.69667506,0.37624744,0.052147903,0.89731026,0.58381295,0.2821579,0.0,0.5303768,0.3233072,0.40332896,0.61256886,0.055480264,0.08598095,0.6136441,0.5564554,0.29901513,0.53376573,0.29982,0.22242327,0.33846042,0.49684796,0.5748465,0.0,0.18841833,0.19378306,0.17389119,0.09696062,1.0,0.5413282,0.51184255,0.690174,0.3530117
0.121964306,0.19903532,0.71174324,0.36678338,0.020573204,0.91766006,0.57918745,0.26959985,0.0,0.5304898,0.31244585,0.38935912,0.60866594,0.008081089,0.025764983,0.61613685,0.56165856,0.2652645,0.51696175,0.2910865,0.19073825,0.32305568,0.50278777,0.58430815,0.0,0.16631472,0.1846871,0.13480029,0.06399501,1.0,0.5406717,0.5137167,0.70013577,0.3511468
0.1086618,0.17072725,0.7311306,0.34349453,0.0024824874,0.9426937,0.5798759,0.26243186,0.0,0.5306781,0.3051604,0.38086945,0.60375476,0.0,0.0,0.616803,0.55816066,0.2375996,0.5071191,0.28111747,0.15415618,0.29135612,0.51013124,0.58017665,0.0,0.14713109,0.18375239,0.10535788,0.031520456,1.0,0.53956276,0.51223075,0.7253309,0.35528105
0.09678436,0.13272816,0.75999635,0.32996702,0.0,0.9687261,0.57420003,0.23533788,0.0,0.53566784,0.2969634,0.36319205,0.5988864,0.0,0.0,0.6216791,0.56114185,0.21589328,0.49151316,0.26021722,0.1251729,0.26040903,0.5245825,0.585956,0.0,0.13834018,0.18178347,0.058034435,0.0020714374,1.0,0.52267206,0.5091973,0.7360869,0.3611543
0.052156553,0.1007242,0.7856141,0.32038787,0.0,1.0,0.5783549,0.2033987,0.0,0.52415323,0.2930078,0.35906622,0.61184496,0.0,0.0,0.62869513,0.5701926,0.21385641,0.4931351,0.25101337,0.081369214,0.24226676,0.5330368,0.600552,0.0,0.12061092,0.17883614,0.021748511,0.0,1.0,0.50960875,0.5016069,0.7311507,0.36432585
0.027686438,0.063502744,0.8087182,0.31531748,0.0,1.0,0.58562475,0.18759525,0.0,0.51304364,0.26596653,0.33955622,0.6242923,0.0,0.0,0.6461539,0.5843358,0.19437802,0.4993038,0.23641007,0.044444427,0.22704896,0.5286513,0.59794265,0.0,0.1259444,0.18384068,0.0,0.0,1.0,0.5009515,0.48986003,0.7188454,0.36314854
0.01270137,0.02250192,0.83521146,0.3068078,0.0,1.0,0.5813289,0.1808983,0.0,0.52264833,0.2606165,0.31683236,0.6193799,0.0,0.0,0.64758176,0.5819937,0.16036911,0.48112714,0.21583031,0.01273536,0.20820324,0.53475934,0.58532864,0.0,0.09903585,0.16919577,0.0,0.0,1.0,0.4982935,0.4915209,0.71949244,0.36198622
0.0,0.0,0.8690397,0.26362756,0.0,1.0,0.58105546,0.15246393,0.0,0.5396464,0.23006241,0.30387565,0.62135386,0.0,0.0,0.6455466,0.5733568,0.15019818,0.45914987,0.21455643,0.0,0.19520038,0.51991785,0.5894589,0.0,0.07919249,0.1687316,0.0,0.0,1.0,0.50954664,0.493719,0.7321031,0.36001542
0.0,0.0,0.90631974,0.2407749,0.0,1.0,0.5789913,0.11698503,0.0,0.5412448,0.21365386,0.2913207,0.62261635,0.0,0.0,0.660526,0.584057,0.12065314,0.4550293,0.20563081,0.0,0.17664392,0.5273306,0.5817979,0.0,0.06481398,0.16578948,0.0,0.0,1.0,0.4993818,0.49060634,0.7437268,0.36708477
0.0,0.0,0.9321361,0.23615564,0.0,1.0,0.580072,0.10716882,0.0,0.5552592,0.20357728,0.26501697,0.6250938,0.0,0.0,0.65428007,0.58948207,0.09878232,0.44394988,0.17871545,0.0,0.17166294,0.5353863,0.58780074,0.0,0.023789445,0.17322251,0.0,0.0,1.0,0.49954304,0.48196918,0.7572832,0.36316147
0.0,0.0,0.97264934,0.22522844,0.0,1.0,0.5911943,0.087349646,0.0,0.57013667,0.16170478,0.24248926,0.6287195,0.0,0.0,0.65559137,0.58451825,0.05367379,0.44661567,0.16015594,0.0,0.1529921,0.5289979,0.5859934,0.0,0.0,0.17349194,0.0,0.0,1.0,0.5006647,0.47916484,0.764708,0.3699616
0.0,0.0,1.0,0.21435378,0.0,1.0,0.5986597,0.083077796,0.0,0.5909872,0.13485968,0.2180654,0.6389172,0.0,0.0,0.65326685,0.582149,0.030112617,0.44292754,0.14622141,0.0,0.14120767,0.52704567,0.5959035,0.0,0.0,0.18762332,0.0,0.0,1.0,0.4924958,0.48276004,0.7665584,0.37160283
0.0,0.0,1.0,0.20610791,0.0,1.0,0.59520197,0.06345905,0.0,0.6043275,0.11415381,0.20102222,0.6450936,0.0,0.0,0.6540747,0.583594,0.0016049905,0.4394227,0.12388138,0.0,0.13141015,0.5350374,0.58294743,0.0,0.0,0.1976415,0.0,0.0,1.0,0.48034716,0.469453,0.75758326,0.37676767
0.0,0.0,1.0,0.19919251,0.0,1.0,0.5923376,0.05113007,0.0,0.6242993,0.10251608,0.18091017,0.64787257,0.0,0.0,0.6714187,0.5972856,0.0,0.43697378,0.113628626,0.0,0.12245173,0.54185486,0.58093154,0.0,0.0,0.20008704,0.0,0.0,1.0,0.47152472,0.45979625,0.7614744,0.38941756
0.0,0.0,1.0,0.19247007,0.0,1.0,0.5784927,0.03719127,0.0,0.6475331,0.078955196,0.15520692,0.645782,0.0,0.0,0.68258417,0.5997063,0.0,0.41431898,0.09194342,0.0,0.094449356,0.5526056,0.5822017,0.0,0.0,0.20297416,0.0,0.0,1.0,0.45860612,0.45173478,0.7764072,0.37744167
0.0,0.0,1.0,0.17690252,0.0,1.0,0.5809594,0.03559864,0.0,0.67093617,0.056962766,0.12717433,0.646456,0.0,0.0,0.69664186,0.59930384,0.0,0.40261948,0.077025525,0.0,0.0710648,0.56663835,0.57196707,0.0,0.0,0.22502787,0.0,0.0,1.0,0.45915705,0.4507739,0.7970731,0.3806938
0.0,0.0,1.0,0.16601771,0.0,1.0,0.58078,0.016667258,0.0,0.6883191,0.018999066,0.09110457,0.6407062,0.0,0.0,0.71031433,0.6020302,0.0,0.3883062,0.055916253,0.0,0.057418022,0.5675801,0.5715645,0.0,0.0,0.23713261,0.0,0.0,1.0,0.45229548,0.44463342,0.8100064,0.40354368
0.0,0.0,1.0,0.17025624,0.0,1.0,0.5814785,0.005960416,0.0,0.7017231,0.0,0.06418214,0.6418532,0.0,0.0,0.72339004,0.59432006,0.0,0.38729787,0.04219582,0.0,0.04390006,0.57854205,0.56086797,0.0,0.0,0.25027695,0.0,0.0,1.0,0.45458466,0.44853356,0.822388,0.41593593
0.0,0.0,1.0,0.15430433,0.0,1.0,0.57803583,0.0,0.0,0.71491325,0.0,0.009828243,0.63367665,0.0,0.0,0.728695,0.5992282,0.0,0.3746672,0.005321411,0.0,0.008364626,0.6007637,0.55859256,0.0,0.0,0.2653876,0.0,0.0,1.0,0.4372942,0.4297612,0.81726694,0.43374994
0.0,0.0,1.0,0.14112288,0.0,1.0,0.58502096,0.0,0.0,0.7289617,0.0,0.0,0.63591486,0.0,0.0,0.7538871,0.6023092,0.0,0.37063792,1.6744612e-05,0.0,0.0,0.59913206,0.5687007,0.0,0.0,0.2628681,0.0,0.0,1.0,0.44736302,0.4228221,0.83024347,0.441701
0.0,0.0,1.0,0.120679624,0.0,1.0,0.5843919,0.0,0.0,0.746868,0.0,0.0,0.63230306,0.0,0.0,0.7632677,0.59761864,0.0,0.35826188,0.0,0.0,0.0,0.5973295,0.5539159,0.0,0.0,0.28413206,0.0,0.0,1.0,0.4428932,0.40755358,0.83577627,0.46839124
0.0,0.0,1.0,0.105870165,0.0,1.0,0.58230036,0.0,0.0,0.7760638,0.0,0.0,0.6414728,0.0,0.0,0.784215,0.6017875,0.0,0.34345096,0.0,0.0,0.0,0.5963273,0.55312514,0.0,0.0,0.3045426,0.0,0.0,1.0,0.44882554,0.39692253,0.8288393,0.490003
0.0,0.0,1.0,0.08259707,0.0,1.0,0.5833824,0.0,0.0,0.7941559,0.0,0.0,0.649365,0.0,0.0,0.8046066,0.6057865,0.0,0.3369175,0.0,0.0,0.0,0.5905276,0.5541851,0.0,0.0,0.31157905,0.0,0.0,1.0,0.43053022,0.4122433,0.8640297,0.52396464
0.0,0.0,1.0,0.07102862,0.0,1.0,0.589195,0.0,0.0,0.82349753,0.0,0.0,0.65669185,0.0,0.0,0.81679803,0.61006165,0.0,0.33426473,0.0,0.0,0.0,0.59877026,0.5500828,0.0,0.0,0.30750853,0.0,0.0,1.0,0.42947665,0.4106289,0.8678224,0.5489564
0.0,0.0,1.0,0.05373056,0.0,1.0,0.5927212,0.0,0.0,0.8520019,0.0,0.0,0.6689868,0.0,0.0,0.83653265,0.6066554,0.0,0.323987,0.0,0.0,0.0,0.60597974,0.5510663,0.0,0.0,0.3198071,0.0,0.0,1.0,0.42692882,0.40481246,0.87453216,0.5644196
0.0,0.0,1.0,0.041415468,0.0,1.0,0.58559155,0.0,0.0,0.8782742,0.0,0.0,0.6643738,0.0,0.0,0.84383243,0.6102425,0.0,0.30979672,0.0,0.0,0.0,0.61576784,0.55032367,0.0,0.0,0.33029747,0.0,0.0,1.0,0.42831433,0.402599,0.8751145,0.5962762
0.0,0.0,1.0,0.020808574,0.0,1.0,0.57928646,0.0,0.0,0.91979593,0.0,0.0,0.6609647,0.0,0.0,0.84639686,0.60124767,0.0,0.29038066,0.0,0.0,0.0,0.6255062,0.55497026,0.0,0.0,0.34068128,0.0,0.0,1.0,0.41840926,0.4037779,0.8812796,0.6097519
0.0,0.0,1.0,0.0051538395,0.0,1.0,0.5798623,0.0,0.0,0.95863366,0.0,0.0,0.670866,0.0,0.0,0.87493336,0.6113222,0.0,0.2930611,0.0,0.0,0.0,0.62141794,0.5437967,0.0,0.0,0.35917255,0.0,0.0,1.0,0.42544493,0.3960506,0.8897141,0.6285856
0.0,0.0,1.0,0.0,0.0,1.0,0.5733175,0.0,0.0,0.9726597,0.0,0.0,0.6777147,0.0,0.0,0.9015845,0.62552696,0.0,0.28679296,0.0,0.0,0.0,0.61874723,0.5440446,0.0,0.0,0.3834069,0.0,0.0,1.0,0.43818521,0.3920085,0.9031137,0.64717615
0.0,0.0,1.0,0.0,0.0,1.0,0.5653586,0.0,0.0,1.0,0.0,0.0,0.667507,0.0,0.0,0.92140585,0.624403,0.0,0.2762602,0.0,0.0,0.0,0.6222424,0.5367245,0.0,0.0,0.3989966,0.0,0.0,1.0,0.4315216,0.39124596,0.910102,0.67511064
0.0,0.0,1.0,0.0,0.0,1.0,0.57181484,0.0,0.0,1.0,0.0,0.0,0.66333157,0.0,0.0,0.9492273,0.6265951,0.0,0.26986822,0.0,0.0,0.0,0.6112226,0.52985126,0.0,0.0,0.41083124,0.0,0.0,1.0,0.4369027,0.4047725,0.9138142,0.6863095
0.0,0.0,1.0,0.0,0.0,1.0,0.56871235,0.0,0.0,1.0,0.0,0.0,0.66910535,0.0,0.0,0.9699011,0.62646616,0.0,0.25194958,0.0,0.0,0.0,0.60979396,0.51389796,0.0,0.0,0.43448454,0.0,0.0,1.0,0.4460909,0.41325703,0.9294241,0.7071038
0.0,0.0,1.0,0.0,0.0,1.0,0.57837665,0.0,0.0,1.0,0.0,0.0,0.68347424,0.0,0.0,0.97487074,0.6331243,0.0,0.23745182,0.0,0.0,0.0,0.6364936,0.52166724,0.0,0.0,0.45780298,0.0,0.0,1.0,0.43933186,0.4083045,0.9255023,0.73954386
0.0,0.0,1.0,0.0,0.0,1.0,0.5742824,0.0,0.0,1.0,0.0,0.0,0.67964816,0.0,0.0,0.9859102,0.6253613,0.0,0.21373641,0.0,0.0,0.0,0.63442624,0.5095969,0.0,0.0,0.49453923,0.0,0.0,1.0,0.43276778,0.40698004,0.9314423,0.7608901
0.0,0.0,1.0,0.0,0.0,1.0,0.5727938,0.0,0.0,1.0,0.0,0.0,0.687497,0.0,0.0,1.0,0.620224,0.0,0.19147135,0.0,0.0,0.0,0.6304459,0.5081523,0.0,0.0,0.51968217,0.0,0.0,1.0,0.42733106,0.4030519,0.9434663,0.7752776
0.0,0.0,1.0,0.0,0.0,1.0,0.5722469,0.0,0.0,1.0,0.0,0.0,0.6910533,0.0,0.0,1.0,0.62704915,0.0,0.17966919,0.0,0.0,0.0,0.62862617,0.50043815,0.0,0.0,0.5482474,0.0,0.0,1.0,0.4278004,0.39776286,0.95880497,0.7998035
0.0,0.0,1.0,0.0,0.0,1.0,0.57237524,0.0,0.0,1.0,0.0,0.0,0.6881372,0.0,0.0,1.0,0.6375473,0.0,0.17143355,0.0,0.0,0.0,0.63407785,0.4879926,0.0,0.0,0.56316435,0.0,0.0,1.0,0.42981583,0.40059265,0.9784848,0.8292008
0.0,0.0,1.0,0.0,0.0,1.0,0.5682436,0.0,0.0,1.0,0.0,0.0,0.691646,0.0,0.0,1.0,0.6315092,0.0,0.14639874,0.0,0.0,0.0,0.65726465,0.49011025,0.0,0.0,0.5975283,0.0,0.0,1.0,0.43391094,0.3933879,0.9903602,0.8541263
0.0,0.0,1.0,0.0,0.0,1.0,0.56888485,0.0,0.0,1.0,0.0,0.0,0.6840593,0.0,0.0,1.0,0.6309616,0.0,0.13306634,0.0,0.0,0.0,0.64811033,0.47832808,0.0,0.0,0.63331604,0.0,0.0,1.0,0.4166648,0.39203137,1.0,0.8655289
0.0,0.0,1.0,0.0,0.0,1.0,0.5743181,0.0,0.0,1.0,0.0,0.0,0.69186175,0.0,0.0,1.0,0.63487923,0.0,0.109404154,0.0,0.0,0.0,0.6353423,0.47545916,0.0,0.0,0.6459646,0.0,0.0,1.0,0.40562585,0.39422888,1.0,0.8903918
0.0,0.0,1.0,0.0,0.0,1.0,0.5809889,0.0,0.0,1.0,0.0,0.0,0.70061135,0.0,0.0,1.0,0.64246285,0.0,0.085434124,0.0,0.0,0.0,0.6395287,0.47641262,0.0,0.0,0.68380606,0.0,0.0,1.0,0.40335748,0.3820172,1.0,0.91507405
0.0,0.0,1.0,0.0,0.0,1.0,0.57965124,0.0,0.0,1.0,0.0,0.0,0.7060492,0.0,0.0,1.0,0.65586346,0.0,0.06459021,0.0,0.0,0.0,0.63747597,0.48964137,0.0,0.0,0.72466797,0.0,0.0,1.0,0.39614293,0.3728595,1.0,0.94099605
0.0,0.0,1.0,0.0,0.0,1.0,0.577941,0.0,0.0,1.0,0.0,0.0,0.6967068,0.0,0.0,1.0,0.6537154,0.0,0.024333691,0.0,0.0,0.0,0.64281994,0.4927707,0.0,0.0,0.76492363,0.0,0.0,1.0,0.39621317,0.36824962,1.0,0.9727127
0.0,0.0,1.0,0.0,0.0,1.0,0.5674177,0.0,0.0,1.0,0.0,0.0,0.69554937,0.0,0.0,1.0,0.66191053,0.0,0.008294511,0.0,0.0,0.0,0.6544585,0.5022808,0.0,0.0,0.7993233,0.0,0.0,1.0,0.38366407,0.3545191,1.0,0.9807502
0.0,0.0,1.0,0.0,0.0,1.0,0.5846953,0.0,0.0,1.0,0.0,0.0,0.7104805,0.0,0.0,1.0,0.6697012,0.0,0.0,0.0,0.0,0.0,0.6560107,0.5034004,0.0,0.0,0.8407919,0.0,0.0,1.0,0.37816128,0.34598848,1.0,0.99964595
0.0,0.0,1.0,0.0,0.0,1.0,0.6006825,0.0,0.0,1.0,0.0,0.0,0.7197259,0.0,0.0,1.0,0.6564816,0.0,0.0,0.0,0.0,0.0,0.6582285,0.4987435,0.0,0.0,0.8810808,0.0,0.0,1.0,0.3745169,0.34130415,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5953987,0.0,0.0,1.0,0.0,0.0,0.7322835,0.0,0.0,1.0,0.66991055,0.0,0.0,0.0,0.0,0.0,0.6586677,0.49027267,0.0,0.0,0.908705,0.0,0.0,1.0,0.3836508,0.3284605,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.6062883,0.0,0.0,1.0,0.0,0.0,0.7347257,0.0,0.0,1.0,0.6785599,0.0,0.0,0.0,0.0,0.0,0.65985096,0.49064723,0.0,0.0,0.94006616,0.0,0.0,1.0,0.37766287,0.32393715,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5894211,0.0,0.0,1.0,0.0,0.0,0.7290571,0.0,0.0,1.0,0.68605274,0.0,0.0,0.0,0.0,0.0,0.6697229,0.4754649,0.0,0.0,0.98202723,0.0,0.0,1.0,0.38516784,0.3336534,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.58372,0.0,0.0,1.0,0.0,0.0,0.7417372,0.0,0.0,1.0,0.689983,0.0,0.0,0.0,0.0,0.0,0.6758662,0.4842975,0.0,0.0,1.0,0.0,0.0,1.0,0.3719768,0.32366797,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.58283246,0.0,0.0,1.0,0.0,0.0,0.73811704,0.0,0.0,1.0,0.6926611,0.0,0.0,0.0,0.0,0.0,0.67860836,0.47811598,0.0,0.0,1.0,0.0,0.0,1.0,0.3673842,0.31805167,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5599911,0.0,0.0,1.0,0.0,0.0,0.73501706,0.0,0.0,1.0,0.692582,0.0,0.0,0.0,0.0,0.0,0.6742394,0.4727161,0.0,0.0,1.0,0.0,0.0,1.0,0.36716762,0.31931093,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5588727,0.0,0.0,1.0,0.0,0.0,0.7352108,0.0,0.0,1.0,0.70592135,0.0,0.0,0.0,0.0,0.0,0.67212945,0.4722004,0.0,0.0,1.0,0.0,0.0,1.0,0.35859782,0.31977636,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5743536,0.0,0.0,1.0,0.0,0.0,0.7487391,0.0,0.0,1.0,0.7021369,0.0,0.0,0.0,0.0,0.0,0.68408996,0.48912537,0.0,0.0,1.0,0.0,0.0,1.0,0.34466925,0.32527775,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5583295,0.0,0.0,1.0,0.0,0.0,0.7600535,0.0,0.0,1.0,0.7118907,0.0,0.0,0.0,0.0,0.0,0.70861506,0.49882707,0.0,0.0,1.0,0.0,0.0,1.0,0.3322221,0.30623025,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5530673,0.0,0.0,1.0,0.0,0.0,0.76062554,0.0,0.0,1.0,0.7073195,0.0,0.0,0.0,0.0,0.0,0.69863766,0.49529865,0.0,0.0,1.0,0.0,0.0,1.0,0.33112204,0.3020409,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5379898,0.0,0.0,1.0,0.0,0.0,0.76412404,0.0,0.0,1.0,0.69467396,0.0,0.0,0.0,0.0,0.0,0.7133367,0.4940604,0.0,0.0,1.0,0.0,0.0,1.0,0.3128156,0.2844417,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.550304,0.0,0.0,1.0,0.0,0.0,0.75834244,0.0,0.0,1.0,0.69843596,0.0,0.0,0.0,0.0,0.0,0.7174193,0.49556336,0.0,0.0,1.0,0.0,0.0,1.0,0.2986252,0.27487612,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5507592,0.0,0.0,1.0,0.0,0.0,0.7609701,0.0,0.0,1.0,0.69183147,0.0,0.0,0.0,0.0,0.0,0.73864794,0.50209993,0.0,0.0,1.0,0.0,0.0,1.0,0.29791555,0.26324713,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.54299545,0.0,0.0,1.0,0.0,0.0,0.7603856,0.0,0.0,1.0,0.6955833,0.0,0.0,0.0,0.0,0.0,0.73046976,0.4981629,0.0,0.0,1.0,0.0,0.0,1.0,0.30253854,0.26272514,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.53016627,0.0,0.0,1.0,0.0,0.0,0.7672112,0.0,0.0,1.0,0.6966983,0.0,0.0,0.0,0.0,0.0,0.73447144,0.49707684,0.0,0.0,1.0,0.0,0.0,1.0,0.29578722,0.26408008,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.52207863,0.0,0.0,1.0,0.0,0.0,0.7688886,0.0,0.0,1.0,0.7003502,0.0,0.0,0.0,0.0,0.0,0.7608528,0.5095552,0.0,0.0,1.0,0.0,0.0,1.0,0.28924438,0.2595014,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5227395,0.0,0.0,1.0,0.0,0.0,0.77971715,0.0,0.0,1.0,0.68624187,0.0,0.0,0.0,0.0,0.0,0.7764102,0.5306769,0.0,0.0,1.0,0.0,0.0,1.0,0.28164133,0.26605514,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.52654785,0.0,0.0,1.0,0.0,0.0,0.80184245,0.0,0.0,1.0,0.68043953,0.0,0.0,0.0,0.0,0.0,0.77559894,0.5254978,0.0,0.0,1.0,0.0,0.0,1.0,0.2592731,0.25460157,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.52779377,0.0,0.0,1.0,0.0,0.0,0.80494326,0.0,0.0,1.0,0.67392963,0.0,0.0,0.0,0.0,0.0,0.7792889,0.52841216,0.0,0.0,1.0,0.0,0.0,1.0,0.25038534,0.24826665,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.51577336,0.0,0.0,1.0,0.0,0.0,0.8196995,0.0,0.0,1.0,0.6648871,0.0,0.0,0.0,0.0,0.0,0.78602874,0.53750724,0.0,0.0,1.0,0.0,0.0,1.0,0.24231516,0.24456742,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.5110773,0.0,0.0,1.0,0.0,0.0,0.8244451,0.0,0.0,1.0,0.6693454,0.0,0.0,0.0,0.0,0.0,0.78926903,0.5344582,0.0,0.0,1.0,0.0,0.0,1.0,0.23208255,0.24754183,1.0,1.0
