epoch,train_loss,train_total_loss,train_r2,test_loss,test_r2
1,0.35757066365715023,0.5688056666872867,0.6424292325973511,0.35623725008492063,0.6472322940826416
2,0.2473407834256814,0.29684178807938216,0.7526592016220093,0.26475901822218806,0.7378195524215698
3,0.20491340981184028,0.23300661620613639,0.7950866222381592,0.23308410038944424,0.7691860198974609
4,0.19319525578724892,0.20281110649671288,0.8068047165870667,0.2320941853359705,0.770166277885437
5,0.1756371546204221,0.19180884605812082,0.8243628740310669,0.21641797864264467,0.7856898307800293
6,0.16473489133094124,0.1803429255973829,0.8352651000022888,0.21056151196996614,0.7914892435073853
7,0.15802122925604964,0.16902112557029197,0.8419787883758545,0.20836621110622838,0.7936631441116333
8,0.1499506535319701,0.16302810860250763,0.8500493168830872,0.20642346326579772,0.7955869436264038
9,0.14392246560120428,0.1549998158155667,0.8560775518417358,0.20244478244652472,0.7995269298553467
10,0.1419720682042028,0.1509042364864132,0.8580279350280762,0.20638426135453145,0.7956258058547974
11,0.13279350930405745,0.14500959771085023,0.8672064542770386,0.19722044065867256,0.8047003746032715
12,0.13431279977299074,0.13846224518869324,0.8656871914863586,0.20100689626003548,0.8009507656097412
13,0.12701207196906858,0.13457272104310863,0.8729879260063171,0.19594860620932972,0.8059598207473755
14,0.12214403970182669,0.13055873917121635,0.8778559565544128,0.19294934857227816,0.8089298605918884
15,0.12338019750193954,0.12853501940573744,0.876619815826416,0.19564993311537476,0.806255578994751
16,0.11081828205746085,0.12341715781192894,0.8891817331314087,0.185093110745273,0.816709578037262
17,0.11533076766790278,0.11851831777184679,0.8846692442893982,0.1911521920502731,0.810709536075592
18,0.11245795134611251,0.11797354831399352,0.8875420689582825,0.1849126129910895,0.8168883323669434
19,0.10529696963824087,0.11294221990719767,0.8947030305862427,0.18058452469001457,0.8211742639541626
20,0.10063556517161071,0.10991755687268658,0.8993644118309021,0.17739052683251297,0.8243371248245239
21,0.10435941591176888,0.10712236311488439,0.8956406116485596,0.18367296348257764,0.8181158900260925
22,0.10224535579357685,0.10602391604973468,0.8977546691894531,0.18134046148327065,0.8204256892204285
23,0.09399369294370839,0.10501333865501174,0.9060063362121582,0.17542269405704447,0.8262858390808105
24,0.09309548034079083,0.10080371928791296,0.9069045186042786,0.17975562503107073,0.8219950795173645
25,0.10048240103455534,0.09649145446893916,0.8995175957679749,0.17916588460822114,0.8225790858268738
26,0.093504230286514,0.09507031470514453,0.9064957499504089,0.18137517501032208,0.8203912973403931
27,0.08151743472301601,0.0927839024130235,0.9184825420379639,0.1743643602594824,0.8273338675498962
28,0.08487653468815791,0.09124869079571317,0.915123462677002,0.1734919639008983,0.8281977772712708
29,0.08320587809949909,0.08940813419622924,0.9167941212654114,0.17529016211856066,0.826417088508606
30,0.08748087713681019,0.09086774888751754,0.912519097328186,0.1717545281891234,0.8299182653427124
31,0.08106237304880703,0.08873375082384258,0.918937623500824,0.1682173811557998,0.833420991897583
32,0.08547563042454734,0.08597342129001105,0.9145243763923645,0.180183531046368,0.8215713500976562
33,0.08229466024672571,0.08754545899106632,0.9177052974700928,0.1748561825171658,0.8268468379974365
34,0.08040355224074251,0.08351720874229748,0.9195964336395264,0.17404247660235297,0.8276525735855103
