system_losses_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_natural_gas_mw,area_2_fuel_solar_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day
2.5861955,2.521496,2.496942,2.5359905,2.3479314,2.6137304,-2.133861,2.4584372,-2.2785509,2.6178474,2.5518844,-2.2438505
2.5861955,2.521496,2.496942,2.5359905,2.3479314,2.6137304,-2.1420972,2.4875376,-2.2865076,2.6178474,2.5630448,-2.2520354
2.5861955,2.521496,2.496942,2.5654652,2.3390367,2.6137304,-2.1503334,2.4875376,-2.2944412,2.6178474,2.5757828,-2.260192
2.5861955,2.5210457,2.496942,2.5654652,2.3382466,2.6137304,-2.1585696,2.4875376,-2.3023496,2.6178474,2.5757828,-2.2683198
2.5861955,2.5210457,2.496942,2.5654652,2.3382466,2.6137304,-2.1668057,2.4875376,-2.3102412,2.6178474,2.5757828,-2.2764192
2.610955,2.5210457,2.496942,2.5717034,2.338238,2.6137304,-2.175042,2.4792135,-2.3181076,2.6178474,2.5757828,-2.2844872
2.6110399,2.5210457,2.496942,2.5717356,2.3382044,2.6137304,-2.1832485,2.4786916,-2.3259473,2.6469092,2.5757828,-2.2925243
2.6110399,2.5210457,2.4994066,2.5717356,2.3581698,2.6137304,-2.191451,2.4786916,-2.3337674,2.6483665,2.5757828,-2.3005328
2.6110399,2.5210457,2.499427,2.5717356,2.3581698,2.6137304,-2.199644,2.4786916,-2.3415666,2.6483665,2.6039753,-2.308513
2.6110399,2.5210457,2.499427,2.5717356,2.3581698,2.6137304,-2.207813,2.5054946,-2.3493326,2.6483665,2.6039753,-2.3164644
2.641787,2.5210457,2.499427,2.5717356,2.3581583,2.6137304,-2.2159762,2.5031946,-2.3570774,2.6483665,2.6039753,-2.3243873
2.6418164,2.5210457,2.499427,2.5717356,2.3581247,2.6137304,-2.2241116,2.5031745,-2.3648,2.6483665,2.6322505,-2.3322816
2.6418164,2.5210457,2.499427,2.5806277,2.3985658,2.6137304,-2.2322369,2.5031745,-2.3724983,2.6483665,2.6322813,-2.3401473
