目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
total_losses,总网损,95%,5,Pearson,DGatingDNN,0.8442163599132818,0.9411509031718642,42,marginal_loss_price_rt|total_lmp_rt|prelim_load_avg_hourly|gen_fuel_nuclear_mw|gen_fuel_coal_pct
total_losses,总网损,95%,5,Pearson,STG,0.8551749190483714,0.9411509031718642,42,gen_fuel_nuclear_mw|wind_generation_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_coal_pct|prelim_load_avg_hourly
total_losses,总网损,95%,5,Pearson,LassoNet,0.7947589647004634,0.9411509031718642,42,gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|prelim_load_avg_hourly|gross_inadv_interchange_mw
total_losses,总网损,95%,5,Pearson,XGBoost,0.8513721666575292,0.9411509031718642,42,gen_fuel_coal_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|marginal_loss_price_rt
total_losses,总网损,95%,5,Pearson,Lasso,0.9046538118664977,0.9411509031718642,42,prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|solar_generation_mw|gen_fuel_coal_mw
total_losses,总网损,95%,5,Pearson,Pearson,0.9015296428299906,0.9411509031718642,42,gen_fuel_coal_mw|prelim_load_avg_hourly|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh
total_losses,总网损,97%,11,DGatingDNN,DGatingDNN,0.9390513689559418,0.9411509031718642,42,marginal_loss_price_rt|total_lmp_rt|prelim_load_avg_hourly|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_synchronized_reserve|gen_fuel_other_renewables_mw|wind_generation_mw
total_losses,总网损,97%,11,DGatingDNN,STG,0.9236205724743872,0.9411509031718642,42,gen_fuel_nuclear_mw|wind_generation_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_coal_pct|prelim_load_avg_hourly|system_energy_price_da|gross_sched_interchange_mw|gen_fuel_gas_pct|marginal_loss_price_rt|gen_fuel_multiple_fuels_mw|gen_fuel_solar_pct
total_losses,总网损,97%,11,DGatingDNN,LassoNet,0.8903157501923928,0.9411509031718642,42,gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|prelim_load_avg_hourly|gross_inadv_interchange_mw|system_energy_price_da|marginal_loss_price_rt|gen_fuel_coal_pct|da_as_nsr_mw_primary_reserve|solar_generation_mw|da_as_as_mw_thirty_minutes_reserve
total_losses,总网损,97%,11,DGatingDNN,XGBoost,0.9045128936121338,0.9411509031718642,42,gen_fuel_coal_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|marginal_loss_price_rt|gen_fuel_wind_mw|gen_fuel_wind_pct|forecast_load_mw_latest_available|wind_generation_mw|gen_fuel_solar_pct|da_as_as_req_mw_primary_reserve
total_losses,总网损,97%,11,DGatingDNN,Lasso,0.9197461829914603,0.9411509031718642,42,prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|solar_generation_mw|gen_fuel_coal_mw|marginal_loss_price_rt|system_energy_price_rt|gen_fuel_coal_pct|wind_generation_mw|gen_fuel_wind_pct|gen_fuel_solar_pct
total_losses,总网损,97%,11,DGatingDNN,Pearson,0.9213189656249673,0.9411509031718642,42,gen_fuel_coal_mw|prelim_load_avg_hourly|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw|gross_inadv_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_gas_mw|system_energy_price_da|gen_fuel_other_renewables_pct
