wind_generation_mw,solar_generation_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.0,0.0,0.0,0.0,0.0,0.0,0.052107353,0.0,0.0,0.0,0.0,0.08870458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018300379,0.0,0.0,0.0,0.0,0.0,0.0104035055,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0513094,0.0,0.0,0.0,0.0,0.087059915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018501438,0.0,0.0,0.0,0.0,0.0,0.010170998,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05019637,0.0,0.0,0.0,0.0,0.085833974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01812088,0.0,0.0,0.0,0.0,0.0,0.009746917,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.049997192,0.0,0.0,0.0,0.0,0.08427002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017276116,0.0,0.0,0.0,0.0,0.0,0.009224277,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05015713,0.0,0.0,0.0,0.0,0.08294523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017755365,0.0,0.0,0.0,0.0,0.0,0.009715428,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04913239,0.0,0.0,0.0,0.0,0.08206293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017531214,0.0,0.0,0.0,0.0,0.0,0.00972731,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04884885,0.0,0.0,0.0,0.0,0.08019575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017693182,0.0,0.0,0.0,0.0,0.0,0.00916304,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.048276335,0.0,0.0,0.0,0.0,0.079765916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016989397,0.0,0.0,0.0,0.0,0.0,0.009604385,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04764234,0.0,0.0,0.0,0.0,0.07787507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016929481,0.0,0.0,0.0,0.0,0.0,0.009571449,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.047807727,0.0,0.0,0.0,0.0,0.07691512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01617756,0.0,0.0,0.0,0.0,0.0,0.008838948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04666202,0.0,0.0,0.0,0.0,0.07506033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01630373,0.0,0.0,0.0,0.0,0.0,0.009492533,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04608348,0.0,0.0,0.0,0.0,0.07440303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016293662,0.0,0.0,0.0,0.0,0.0,0.009107375,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.045654938,0.0,0.0,0.0,0.0,0.07352109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016158316,0.0,0.0,0.0,0.0,0.0,0.008895689,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04554785,0.0,0.0,0.0,0.0,0.07277649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016528085,0.0,0.0,0.0,0.0,0.0,0.008297434,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.045010716,0.0,0.0,0.0,0.0,0.071807414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016151985,0.0,0.0,0.0,0.0,0.0,0.009100896,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.045041647,0.0,0.0,0.0,0.0,0.07122084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016186407,0.0,0.0,0.0,0.0,0.0,0.00886164,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.044457905,0.0,0.0,0.0,0.0,0.069894515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016406137,0.0,0.0,0.0,0.0,0.0,0.008833338,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.044318374,0.0,0.0,0.0,0.0,0.07004622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015468865,0.0,0.0,0.0,0.0,0.0,0.008757985,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.043406617,0.0,0.0,0.0,0.0,0.068319425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015702544,0.0,0.0,0.0,0.0,0.0,0.008286748,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.043595124,0.0,0.0,0.0,0.0,0.067628086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014759998,0.0,0.0,0.0,0.0,0.0,0.008678765,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.043019697,0.0,0.0,0.0,0.0,0.067071885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015164245,0.0,0.0,0.0,0.0,0.0,0.0086142,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04289146,0.0,0.0,0.0,0.0,0.06672369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014851215,0.0,0.0,0.0,0.0,0.0,0.008232054,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04255412,0.0,0.0,0.0,0.0,0.0662184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015146279,0.0,0.0,0.0,0.0,0.0,0.008267597,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.041560497,0.0,0.0,0.0,0.0,0.065241545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015241354,0.0,0.0,0.0,0.0,0.0,0.008001633,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.041467473,0.0,0.0,0.0,0.0,0.06457397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01491947,0.0,0.0,0.0,0.0,0.0,0.008397529,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.041345526,0.0,0.0,0.0,0.0,0.06387742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148475375,0.0,0.0,0.0,0.0,0.0,0.008360744,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.041490294,0.0,0.0,0.0,0.0,0.06295713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285285,0.0,0.0,0.0,0.0,0.0,0.007945568,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.040831342,0.0,0.0,0.0,0.0,0.061993353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014556893,0.0,0.0,0.0,0.0,0.0,0.007594597,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.040391967,0.0,0.0,0.0,0.0,0.062205907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014493539,0.0,0.0,0.0,0.0,0.0,0.008253961,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.040002473,0.0,0.0,0.0,0.0,0.061197255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147673795,0.0,0.0,0.0,0.0,0.0,0.007615201,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04000736,0.0,0.0,0.0,0.0,0.061398715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014903977,0.0,0.0,0.0,0.0,0.0,0.008284604,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03964811,0.0,0.0,0.0,0.0,0.0602002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014706235,0.0,0.0,0.0,0.0,0.0,0.007670205,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.039330516,0.0,0.0,0.0,0.0,0.05988307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147632575,0.0,0.0,0.0,0.0,0.0,0.007814355,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038931597,0.0,0.0,0.0,0.0,0.059527174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013971769,0.0,0.0,0.0,0.0,0.0,0.007897888,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038821824,0.0,0.0,0.0,0.0,0.059292737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014457593,0.0,0.0,0.0,0.0,0.0,0.0075387745,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038610723,0.0,0.0,0.0,0.0,0.059026044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013940874,0.0,0.0,0.0,0.0,0.0,0.007955321,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038479436,0.0,0.0,0.0,0.0,0.058204323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013858472,0.0,0.0,0.0,0.0,0.0,0.0074222814,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03807887,0.0,0.0,0.0,0.0,0.057330217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012915232,0.0,0.0,0.0,0.0,0.0,0.0072565535,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038538296,0.0,0.0,0.0,0.0,0.058070082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013753209,0.0,0.0,0.0,0.0,0.0,0.007674036,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038108792,0.0,0.0,0.0,0.0,0.057220194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013873904,0.0,0.0,0.0,0.0,0.0,0.0074843215,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038258076,0.0,0.0,0.0,0.0,0.05677204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013612698,0.0,0.0,0.0,0.0,0.0,0.0076047527,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.037608996,0.0,0.0,0.0,0.0,0.056557726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013231325,0.0,0.0,0.0,0.0,0.0,0.0068932353,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03744091,0.0,0.0,0.0,0.0,0.055631742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013146963,0.0,0.0,0.0,0.0,0.0,0.0071042515,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03695061,0.0,0.0,0.0,0.0,0.056314986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01371649,0.0,0.0,0.0,0.0,0.0,0.007604924,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.037675705,0.0,0.0,0.0,0.0,0.0548897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013028117,0.0,0.0,0.0,0.0,0.0,0.007489776,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.037356563,0.0,0.0,0.0,0.0,0.055293288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013723025,0.0,0.0,0.0,0.0,0.0,0.007098142,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03681017,0.0,0.0,0.0,0.0,0.05503695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013124855,0.0,0.0,0.0,0.0,0.0,0.0071541234,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.037061553,0.0,0.0,0.0,0.0,0.054824375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013008032,0.0,0.0,0.0,0.0,0.0,0.0073604593,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.037067883,0.0,0.0,0.0,0.0,0.054732874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013095524,0.0,0.0,0.0,0.0,0.0,0.0070274994,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03696041,0.0,0.0,0.0,0.0,0.05355392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013318103,0.0,0.0,0.0,0.0,0.0,0.007179324,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.036864158,0.0,0.0,0.0,0.0,0.05461098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333204,0.0,0.0,0.0,0.0,0.0,0.006832538,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.036646254,0.0,0.0,0.0,0.0,0.053764645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132925,0.0,0.0,0.0,0.0,0.0,0.007051273,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03660365,0.0,0.0,0.0,0.0,0.05321774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01315861,0.0,0.0,0.0,0.0,0.0,0.00712235,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03614858,0.0,0.0,0.0,0.0,0.05276043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013060653,0.0,0.0,0.0,0.0,0.0,0.006934224,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.036438916,0.0,0.0,0.0,0.0,0.05288256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013055342,0.0,0.0,0.0,0.0,0.0,0.006850071,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.036039382,0.0,0.0,0.0,0.0,0.05272677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012772558,0.0,0.0,0.0,0.0,0.0,0.007196768,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.035539847,0.0,0.0,0.0,0.0,0.052277837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012567585,0.0,0.0,0.0,0.0,0.0,0.0067989714,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03563116,0.0,0.0,0.0,0.0,0.05147567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123817045,0.0,0.0,0.0,0.0,0.0,0.006647044,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03591812,0.0,0.0,0.0,0.0,0.051335316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012625185,0.0,0.0,0.0,0.0,0.0,0.006804088,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03521671,0.0,0.0,0.0,0.0,0.050860688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012346354,0.0,0.0,0.0,0.0,0.0,0.006684651,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.035182178,0.0,0.0,0.0,0.0,0.05073857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012529351,0.0,0.0,0.0,0.0,0.0,0.006277473,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.035242885,0.0,0.0,0.0,0.0,0.050937865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012445798,0.0,0.0,0.0,0.0,0.0,0.006865971,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.034933258,0.0,0.0,0.0,0.0,0.0499392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012031159,0.0,0.0,0.0,0.0,0.0,0.006727372,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.035482086,0.0,0.0,0.0,0.0,0.05020094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126701435,0.0,0.0,0.0,0.0,0.0,0.00685174,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.035282776,0.0,0.0,0.0,0.0,0.049712226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012792339,0.0,0.0,0.0,0.0,0.0,0.006802742,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03445484,0.0,0.0,0.0,0.0,0.049261626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012918933,0.0,0.0,0.0,0.0,0.0,0.0066625634,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03461205,0.0,0.0,0.0,0.0,0.049402542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012539797,0.0,0.0,0.0,0.0,0.0,0.006644559,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03458807,0.0,0.0,0.0,0.0,0.049319625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013257771,0.0,0.0,0.0,0.0,0.0,0.0067491904,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03474029,0.0,0.0,0.0,0.0,0.049788885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012688739,0.0,0.0,0.0,0.0,0.0,0.0067037228,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.034651358,0.0,0.0,0.0,0.0,0.048977084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012885939,0.0,0.0,0.0,0.0,0.0,0.006763637,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03501041,0.0,0.0,0.0,0.0,0.049053382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013279902,0.0,0.0,0.0,0.0,0.0,0.006706202,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03454768,0.0,0.0,0.0,0.0,0.048525788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013273299,0.0,0.0,0.0,0.0,0.0,0.0064871167,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.034649674,0.0,0.0,0.0,0.0,0.04840852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012215895,0.0,0.0,0.0,0.0,0.0,0.006549386,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0348708,0.0,0.0,0.0,0.0,0.04842719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012711662,0.0,0.0,0.0,0.0,0.0,0.0066515594,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03511304,0.0,0.0,0.0,0.0,0.04857362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012736831,0.0,0.0,0.0,0.0,0.0,0.006629469,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.034461252,0.0,0.0,0.0,0.0,0.047558587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01245361,0.0,0.0,0.0,0.0,0.0,0.006573642,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03422837,0.0,0.0,0.0,0.0,0.04767072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013015971,0.0,0.0,0.0,0.0,0.0,0.006586063,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.033943832,0.0,0.0,0.0,0.0,0.047466867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012349435,0.0,0.0,0.0,0.0,0.0,0.0065983175,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.034232933,0.0,0.0,0.0,0.0,0.04721841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012532227,0.0,0.0,0.0,0.0,0.0,0.0062453374,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.034568835,0.0,0.0,0.0,0.0,0.047800582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012126313,0.0,0.0,0.0,0.0,0.0,0.006857376,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03388374,0.0,0.0,0.0,0.0,0.04725612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012294003,0.0,0.0,0.0,0.0,0.0,0.0063516856,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03396254,0.0,0.0,0.0,0.0,0.046639346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012552525,0.0,0.0,0.0,0.0,0.0,0.0064086635,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.033951648,0.0,0.0,0.0,0.0,0.046426933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012357209,0.0,0.0,0.0,0.0,0.0,0.0062401593,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.033891022,0.0,0.0,0.0,0.0,0.046821132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012238185,0.0,0.0,0.0,0.0,0.0,0.006744422,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.033655725,0.0,0.0,0.0,0.0,0.046433818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012444133,0.0,0.0,0.0,0.0,0.0,0.006687181,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03321142,0.0,0.0,0.0,0.0,0.04622917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012436044,0.0,0.0,0.0,0.0,0.0,0.006720674,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.033079334,0.0,0.0,0.0,0.0,0.04659864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012075646,0.0,0.0,0.0,0.0,0.0,0.006382672,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.032368492,0.0,0.0,0.0,0.0,0.046208203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011879311,0.0,0.0,0.0,0.0,0.0,0.006000762,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.032597184,0.0,0.0,0.0,0.0,0.045825962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011898005,0.0,0.0,0.0,0.0,0.0,0.005935971,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03323846,0.0,0.0,0.0,0.0,0.0460986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011101991,0.0,0.0,0.0,0.0,0.0,0.006139172,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03244035,0.0,0.0,0.0,0.0,0.04584833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011224506,0.0,0.0,0.0,0.0,0.0,0.006652062,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.032161262,0.0,0.0,0.0,0.0,0.045294255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011788956,0.0,0.0,0.0,0.0,0.0,0.006154729,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03218302,0.0,0.0,0.0,0.0,0.045310184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011605918,0.0,0.0,0.0,0.0,0.0,0.0061783167,0.0
