目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
branch_ab3_loading_pct,线路AB3负载率,95%,5,DGatingDNN,DGatingDNN,0.8840132253573172,0.9190641875881893,21,gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_load_actual_mw|area_1_load_actual_mw|gen_fuel_wind_mw
branch_ab3_loading_pct,线路AB3负载率,95%,5,DGatingDNN,STG,0.8332650172417162,0.9190641875881893,21,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|system_losses_mw
branch_ab3_loading_pct,线路AB3负载率,95%,5,DGatingDNN,LassoNet,0.8000740095522243,0.9190641875881893,21,area_1_load_actual_mw|reserve_spin_r1_mw|system_losses_mw|gen_fuel_coal_mw|gen_fuel_solar_mw
branch_ab3_loading_pct,线路AB3负载率,95%,5,DGatingDNN,XGBoost,0.6838694749241174,0.9190641875881893,21,area_1_load_day_ahead_mw|area_1_load_actual_mw|reserve_spin_r1_mw|system_losses_mw|gen_fuel_wind_mw
branch_ab3_loading_pct,线路AB3负载率,95%,5,DGatingDNN,Lasso,0.741518493962055,0.9190641875881893,21,area_1_load_actual_mw|system_losses_mw|gen_fuel_coal_mw|area_1_load_day_ahead_mw|gen_fuel_hydro_mw
branch_ab3_loading_pct,线路AB3负载率,95%,5,DGatingDNN,Pearson,0.4729452943186456,0.9190641875881893,21,area_1_load_actual_mw|reserve_spin_r1_mw|area_1_load_day_ahead_mw|system_generation_mw|reserve_spin_r2_mw
branch_ab3_loading_pct,线路AB3负载率,97%,7,DGatingDNN,DGatingDNN,0.9139026786421292,0.9190641875881893,21,gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_load_actual_mw|area_1_load_actual_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_hydro_mw
branch_ab3_loading_pct,线路AB3负载率,97%,7,DGatingDNN,STG,0.9022260323869189,0.9190641875881893,21,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|system_losses_mw|gen_fuel_hydro_mw|area_2_load_actual_mw
branch_ab3_loading_pct,线路AB3负载率,97%,7,DGatingDNN,LassoNet,0.8305005687303192,0.9190641875881893,21,area_1_load_actual_mw|reserve_spin_r1_mw|system_losses_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|reserve_reg_up_mw
branch_ab3_loading_pct,线路AB3负载率,97%,7,DGatingDNN,XGBoost,0.8258460564901695,0.9190641875881893,21,area_1_load_day_ahead_mw|area_1_load_actual_mw|reserve_spin_r1_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw
branch_ab3_loading_pct,线路AB3负载率,97%,7,DGatingDNN,Lasso,0.7988479497512958,0.9190641875881893,21,area_1_load_actual_mw|system_losses_mw|gen_fuel_coal_mw|area_1_load_day_ahead_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_natural_gas_mw
branch_ab3_loading_pct,线路AB3负载率,97%,7,DGatingDNN,Pearson,0.47413563000415826,0.9190641875881893,21,area_1_load_actual_mw|reserve_spin_r1_mw|area_1_load_day_ahead_mw|system_generation_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw
