field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
system_losses_mw,0.11342280358076096,0.14575167000293732,0.176399365067482,0.1451912671327591,0.025713127106428146,3,1
gen_fuel_coal_mw,0.10344792157411575,0.12165117263793945,0.13818976283073425,0.12109628319740295,0.014188723638653755,3,1
area_2_net_export_mw,0.040112901479005814,0.04342213273048401,0.0610368512570858,0.04819062724709511,0.009183566085994244,3,1
area_3_net_export_mw,0.03501962125301361,0.03985971212387085,0.047741375863552094,0.04087356850504875,0.005242879968136549,3,1
gen_fuel_hydro_mw,0.03620779886841774,0.03802258521318436,0.039475809782743454,0.037902068346738815,0.001336878864094615,3,1
gen_fuel_nuclear_mw,0.021368393674492836,0.022289881482720375,0.02603130415081978,0.02322985976934433,0.002016325481235981,3,1
reserve_spin_r1_mw,0.07899180799722672,0.10614931583404541,2.957419378835091e-11,0.06171370670199394,0.045024577528238297,2,1
gen_fuel_wind_mw,0.03318826109170914,0.040365587919950485,1.0096680376874543e-16,0.024517947807908058,0.01758267916738987,2,1
area_1_load_actual_mw,0.0,5.372389182412007e-07,0.118201844394207,0.039400793612003326,0.05572075769305229,1,0
reserve_spin_r3_mw,0.0,0.0,0.06150650978088379,0.02050217054784298,0.028994444757699966,1,0
area_3_load_actual_mw,0.0,0.047506965696811676,0.0,0.015835655853152275,0.022394997999072075,1,0
area_3_load_day_ahead_mw,0.04445391520857811,1.7282343911538527e-27,0.0,0.014817971736192703,0.020955776795744896,1,0
gen_fuel_solar_mw,0.03309521824121475,0.0,0.0,0.01103173941373825,0.015601235441863537,1,0
gen_fuel_natural_gas_mw,0.0,0.0,0.029177377000451088,0.009725792333483696,0.013754347339272499,1,0
area_2_load_day_ahead_mw,0.0,0.0,0.02790934033691883,0.00930311344563961,0.01315658912062645,1,0
area_1_load_day_ahead_mw,0.02675388567149639,0.0,5.651558865338302e-08,0.008917980827391148,0.012611888349056244,1,0
area_2_load_actual_mw,0.0,0.0255602914839983,3.4804734190601524e-26,0.008520097471773624,0.012049236334860325,1,0
area_1_net_export_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r2_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_down_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_generation_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
