目标,中文名,方法,定数规则,选中数,占候选比,测试R2,全量R2,候选数,选中字段
net_actual_interchange_mw,净实际交换功率,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,17,0.4722222222222222,0.9265011856636035,0.9189420600147613,36,total_losses|wind_generation_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|rmpcp|total_pjm_assigned_reg|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,STG,门控值 ≥ 0.5,19,0.5277777777777778,0.9298197152848378,0.9189420600147613,36,total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,36,1.0,0.9189420600147613,0.9189420600147613,36,total_losses|wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|gen_fuel_wind_pct|rmccp|rmpcp|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,15,0.4166666666666667,0.8564580911719151,0.9189420600147613,36,total_losses|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_storage_mw|gen_fuel_multiple_fuels_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_rt|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,XGBoost,固定阈值 τ=0.02（12 个目标共用）,22,0.6111111111111112,0.9220013069530872,0.9189420600147613,36,total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|marginal_loss_price_rt|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,Pearson,固定阈值 τ=0.3（12 个目标共用）,21,0.5833333333333334,0.8788768127591763,0.9189420600147613,36,wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_wind_mw|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_wind_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_rt|gross_sched_interchange_mw
gross_actual_interchange_mw,总实际交换功率,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,19,0.40425531914893614,0.8886142142628443,0.8841481085909447,47,total_losses|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|gen_fuel_solar_pct|metered_load_mw|total_pjm_reg_purchases|da_as_as_req_mw_synchronized_reserve|da_as_ss_mw_primary_reserve|congestion_price_da|marginal_loss_price_da|congestion_price_rt|net_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
gross_actual_interchange_mw,总实际交换功率,STG,门控值 ≥ 0.5,13,0.2765957446808511,0.8766301557623997,0.8841481085909447,47,total_losses|gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|total_pjm_reg_purchases|da_as_ss_mw_primary_reserve|net_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
gross_actual_interchange_mw,总实际交换功率,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,47,1.0,0.8841481085909447,0.8841481085909447,47,total_gen|total_losses|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|total_pjm_rt_load_mwh|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|total_lmp_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
gross_actual_interchange_mw,总实际交换功率,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,16,0.3404255319148936,0.8835747434804203,0.8841481085909447,47,total_losses|gen_fuel_coal_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|total_pjm_reg_purchases|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|net_sched_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
