epoch,feature_index,feature,gate_logit
1,1,da_as_as_mw_thirty_minutes_reserve,1.0832224
1,2,da_as_total_mw_thirty_minutes_reserve,1.0415037
1,3,gross_sched_interchange_mw,1.3330934
1,4,gen_fuel_nuclear_mw,1.2628295
1,5,gen_fuel_gas_mw,0.8661027
1,6,da_as_as_req_mw_thirty_minutes_reserve,0.9870938
1,7,da_as_as_req_mw_primary_reserve,1.0361819
1,8,da_as_as_req_mw_synchronized_reserve,0.9698941
1,9,total_pjm_assigned_reg,0.37865004
1,10,da_as_as_mw_primary_reserve,0.64426005
1,11,da_as_total_mw_primary_reserve,0.6357063
1,12,da_as_as_mw_synchronized_reserve,0.61360824
1,13,total_pjm_reg_purchases,0.4172932
1,14,gen_fuel_other_renewables_mw,0.47635144
1,15,total_lmp_da,0.50527716
1,16,total_pjm_rmpcp_cr,0.59948045
1,17,forecast_load_mw_day_ahead,0.78846943
1,18,total_pjm_rmccp_cr,1.7828951
1,19,gen_fuel_wind_mw,0.57038915
1,20,da_as_total_mw_synchronized_reserve,0.5628785
1,21,system_energy_price_da,0.5063535
1,22,gen_fuel_multiple_fuels_pct,0.19235706
1,23,gen_fuel_multiple_fuels_mw,0.27147883
1,24,marginal_loss_price_rt,0.7598043
1,25,gen_fuel_gas_pct,0.27608696
1,26,marginal_loss_price_da,0.35695305
1,27,total_lmp_rt,0.6937865
1,28,rmccp,0.6232823
1,29,system_energy_price_rt,0.54100704
1,30,rmpcp,0.35356987
1,31,gen_fuel_wind_pct,0.039717317
1,32,gen_fuel_coal_mw,0.85951596
1,33,wind_generation_mw,0.5354537
1,34,gross_inadv_interchange_mw,0.68903935
1,35,gen_fuel_oil_mw,0.50367975
1,36,da_as_mcp_primary_reserve,0.26063347
1,37,total_pjm_rt_load_mwh,0.6913091
1,38,metered_load_mw,0.6800876
1,39,forecast_load_mw_latest_available,0.6787245
1,40,prelim_load_avg_hourly,0.64929533
1,41,gross_actual_interchange_mw,0.66457564
1,42,gen_fuel_hydro_mw,0.51026785
1,43,total_pjm_loc_credit,0.35463452
1,44,total_losses,0.40859997
1,45,net_inadv_interchange_mw,0.19678849
1,46,da_as_nsr_mw_primary_reserve,0.33201122
1,47,total_pjm_self_sched_reg,0.24799281
1,48,da_as_ss_mw_synchronized_reserve,0.2444939
1,49,da_as_ss_mw_thirty_minutes_reserve,0.26131517
1,50,da_as_ss_mw_primary_reserve,0.17873183
1,51,gen_fuel_solar_mw,0.23323381
1,52,gen_fuel_coal_pct,0.20966035
1,53,congestion_price_rt,0.025824785
1,54,da_as_mcp_synchronized_reserve,0.15466502
1,55,congestion_price_da,0.30696055
2,1,da_as_as_mw_thirty_minutes_reserve,0.95571554
2,2,da_as_total_mw_thirty_minutes_reserve,0.9395474
2,3,gross_sched_interchange_mw,1.105092
2,4,gen_fuel_nuclear_mw,1.0957654
2,5,gen_fuel_gas_mw,0.86851305
2,6,da_as_as_req_mw_thirty_minutes_reserve,0.6700619
2,7,da_as_as_req_mw_primary_reserve,0.7303768
2,8,da_as_as_req_mw_synchronized_reserve,0.69023657
2,9,total_pjm_assigned_reg,0.5735784
2,10,da_as_as_mw_primary_reserve,0.47246918
2,11,da_as_total_mw_primary_reserve,0.470377
2,12,da_as_as_mw_synchronized_reserve,0.48388523
2,13,total_pjm_reg_purchases,0.5906785
2,14,gen_fuel_other_renewables_mw,0.47355306
2,15,total_lmp_da,0.6472712
2,16,total_pjm_rmpcp_cr,0.48369196
2,17,forecast_load_mw_day_ahead,0.860101
2,18,total_pjm_rmccp_cr,1.6383111
2,19,gen_fuel_wind_mw,0.8121605
2,20,da_as_total_mw_synchronized_reserve,0.44462952
2,21,system_energy_price_da,0.6578707
2,22,gen_fuel_multiple_fuels_pct,0.35085967
2,23,gen_fuel_multiple_fuels_mw,0.45077458
2,24,marginal_loss_price_rt,0.7509066
2,25,gen_fuel_gas_pct,0.23769563
2,26,marginal_loss_price_da,0.46896452
2,27,total_lmp_rt,0.71471304
2,28,rmccp,0.67168915
2,29,system_energy_price_rt,0.6170586
2,30,rmpcp,0.29926854
2,31,gen_fuel_wind_pct,0.219412
2,32,gen_fuel_coal_mw,0.9144306
2,33,wind_generation_mw,0.7720189
2,34,gross_inadv_interchange_mw,0.8202555
2,35,gen_fuel_oil_mw,0.5805615
2,36,da_as_mcp_primary_reserve,0.3728112
2,37,total_pjm_rt_load_mwh,0.82948923
2,38,metered_load_mw,0.81741035
2,39,forecast_load_mw_latest_available,0.81971294
2,40,prelim_load_avg_hourly,0.79274875
2,41,gross_actual_interchange_mw,0.8131599
2,42,gen_fuel_hydro_mw,0.68785214
2,43,total_pjm_loc_credit,0.4939105
2,44,total_losses,0.5579399
2,45,net_inadv_interchange_mw,0.32699484
2,46,da_as_nsr_mw_primary_reserve,0.40849012
2,47,total_pjm_self_sched_reg,0.34343487
2,48,da_as_ss_mw_synchronized_reserve,0.40556717
2,49,da_as_ss_mw_thirty_minutes_reserve,0.41445884
2,50,da_as_ss_mw_primary_reserve,0.327519
2,51,gen_fuel_solar_mw,0.3631416
2,52,gen_fuel_coal_pct,0.24395698
2,53,congestion_price_rt,0.1862778
2,54,da_as_mcp_synchronized_reserve,0.2980405
2,55,congestion_price_da,0.323772
3,1,da_as_as_mw_thirty_minutes_reserve,1.0166698
3,2,da_as_total_mw_thirty_minutes_reserve,1.0131102
3,3,gross_sched_interchange_mw,1.0981472
3,4,gen_fuel_nuclear_mw,1.100542
3,5,gen_fuel_gas_mw,0.99907744
3,6,da_as_as_req_mw_thirty_minutes_reserve,0.53059626
3,7,da_as_as_req_mw_primary_reserve,0.5863375
3,8,da_as_as_req_mw_synchronized_reserve,0.56586784
3,9,total_pjm_assigned_reg,0.60612786
3,10,da_as_as_mw_primary_reserve,0.4494369
3,11,da_as_total_mw_primary_reserve,0.4467972
3,12,da_as_as_mw_synchronized_reserve,0.49840495
3,13,total_pjm_reg_purchases,0.6040216
3,14,gen_fuel_other_renewables_mw,0.53673595
3,15,total_lmp_da,0.611747
3,16,total_pjm_rmpcp_cr,0.4510064
3,17,forecast_load_mw_day_ahead,0.98901653
3,18,total_pjm_rmccp_cr,1.3872335
3,19,gen_fuel_wind_mw,0.92944086
3,20,da_as_total_mw_synchronized_reserve,0.46948865
