area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.79730713,0.68055296,0.66437453,0.69670135,0.9392418,0.7787464,0.73967427,0.69558656,0.7025901,1.0348983,0.7606627,0.8028479,0.7788526,0.6849675,0.68784744,0.6787147,0.7355077,0.7311995,0.7201491,0.8915669,0.73380303,0.7999259,0.9993055,1.0803728
0.692438,0.45690298,0.45092985,0.48089847,0.8674191,0.59865904,0.5495975,0.46582574,0.47895136,0.91389406,0.57532114,0.62426656,0.6437372,0.45677897,0.45744208,0.5083887,0.5282238,0.5287305,0.60386103,0.74333143,0.5417011,0.64407325,0.8664186,0.9737158
0.59822154,0.2953069,0.3001452,0.3248102,0.79414403,0.4508347,0.40157494,0.31193563,0.31177753,0.7893064,0.43183216,0.46485955,0.5432018,0.3032166,0.30504632,0.38742483,0.36809856,0.37257907,0.5128666,0.61267334,0.3935752,0.4989736,0.7466286,0.8659936
