area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day
0.049231526,0.0028325887,0.030786375,0.0025993797,0.0034883765,0.01783219,0.0062612444,0.002654173,0.0031132994,0.20194997,0.049370635,0.036079694,0.04027592,0.019927006,0.0035024213,0.0045802295,0.0051696086,0.0025136261,0.016596694,0.0034684443,0.020930326,0.0035738617,0.03573662,0.007716049,0.20747237,0.22576836,0.17395742,0.1548228,0.47333127,0.051702414,0.11416182,0.032737978,0.007152714,0.01664846,0.0017499414,0.0045576957,0.035962895,0.00614251,0.08974838,0.052470975,0.005219996,0.0039600544
0.034352586,0.0011387613,0.018363949,0.0010200221,0.0014094252,0.0099513065,0.0028633217,0.0010366008,0.0012654313,0.1723324,0.041671075,0.025090482,0.025771009,0.01630498,0.00141985,0.0019068549,0.0022691719,0.0009730959,0.008774725,0.001399188,0.012514668,0.0015084774,0.021267707,0.003537867,0.2012999,0.20624857,0.16046083,0.13753591,0.44203576,0.042085197,0.09888597,0.029127445,0.0033966054,0.011955806,0.0006383006,0.0019943141,0.030188674,0.0027746644,0.07077453,0.049548913,0.0022858775,0.0016624357
0.023245052,0.0004188291,0.010470118,0.0003672275,0.00052286807,0.0052756267,0.0012152726,0.0003707918,0.00047288786,0.14864193,0.03439028,0.01750808,0.015268446,0.014132467,0.0005281095,0.0007287183,0.0009199745,0.0003448788,0.004387466,0.0005110783,0.007091517,0.00056957203,0.012053069,0.0014834873,0.1997339,0.19658183,0.14698997,0.122226074,0.414185,0.037025996,0.08622297,0.026735924,0.001474939,0.0085398285,0.00021134621,0.00080285856,0.024635259,0.0011466393,0.05584232,0.046347152,0.0009269776,0.0006385925
0.014872161,0.00014006077,0.0056050345,0.000120538025,0.00017711028,0.0026052,0.00047575124,0.000120647936,0.00016145148,0.12996307,0.031721845,0.011710148,0.008713439,0.011899317,0.00017868457,0.00025433704,0.00034251713,0.000111107554,0.0020448896,0.00016944387,0.003822399,0.00019181175,0.0065162824,0.0005692968,0.19636114,0.1784721,0.13688521,0.1125766,0.3890056,0.032894045,0.07542948,0.025556475,0.0005822531,0.0058646062,6.313939e-05,0.00029566072,0.01971306,0.00043430165,0.044580672,0.045026165,0.00034543674,0.00022267824
0.008990777,4.2349882e-05,0.002808835,3.583145e-05,5.4496064e-05,0.0011964637,0.00017113522,3.5505833e-05,5.0077568e-05,0.11035835,0.028943177,0.007463393,0.004600955,0.011433362,5.4805918e-05,8.065219e-05,0.00011644924,3.233953e-05,0.0008899674,5.0804636e-05,0.001949578,5.7707974e-05,0.0033436636,0.00020004033,0.19547492,0.17559172,0.1285463,0.10329047,0.36637032,0.031496666,0.06504713,0.022912983,0.00020961945,0.0037195613,1.6914615e-05,9.907733e-05,0.017078292,0.00015059688,0.03580208,0.043140482,0.000117772324,7.025408e-05
0.0051187673,1.1509058e-05,0.001315614,9.579412e-06,1.5124913e-05,0.0005050689,5.6301007e-05,9.38487e-06,1.401407e-05,0.09629239,0.026793644,0.0041877427,0.0023013344,0.009862044,1.5130256e-05,2.3132707e-05,3.5970297e-05,8.448698e-06,0.00036041214,1.3702692e-05,0.0009367701,1.5502701e-05,0.0016134955,6.406904e-05,0.19319412,0.16375984,0.12098276,0.09622896,0.34713688,0.029838394,0.05580379,0.022751346,6.867487e-05,0.0020777192,4.0337322e-06,3.0063997e-05,0.014395187,4.755776e-05,0.028695842,0.0420165,3.6562218e-05,1.998789e-05
0.00275296,2.7939495e-06,0.0005766334,2.2862612e-06,3.7604157e-06,0.00019661995,1.6838068e-05,2.2118993e-06,3.5151472e-06,0.08452047,0.024934053,0.0021624025,0.001068305,0.0095778,3.738195e-06,5.959749e-06,1.00409525e-05,1.9660329e-06,0.00013514339,3.301517e-06,0.00042248637,3.70585e-06,0.00073026185,1.8608725e-05,0.1906865,0.15282898,0.1123002,0.090284735,0.3281036,0.029663369,0.04831062,0.021233017,2.0414549e-05,0.0009797681,8.496272e-07,8.224623e-06,0.012214834,1.3604406e-05,0.022511447,0.04115635,1.02668355e-05,5.1014977e-06
0.001391373,6.011501e-07,0.00023591142,4.83153e-07,8.308575e-07,7.015138e-05,4.5487395e-06,4.6107948e-07,7.8412387e-07,0.07332933,0.023479475,0.0009812985,0.0004658389,0.0089267725,8.200708e-07,1.368921e-06,2.5153563e-06,4.0419505e-07,4.670665e-05,7.049658e-07,0.00017849662,7.8344203e-07,0.00030875969,4.870004e-06,0.1902979,0.14280435,0.10690789,0.083449036,0.30998367,0.029846322,0.041896,0.020835552,5.4718453e-06,0.00038877683,1.5669926e-07,2.0141306e-06,0.010580245,3.5017529e-06,0.018091807,0.041355073,2.5898128e-06,1.1592815e-06
0.00065770675,1.13691286e-07,8.950917e-05,8.962084e-08,1.6177306e-07,2.2921344e-05,1.1017407e-06,8.426109e-08,1.5425485e-07,0.06274914,0.02214668,0.0004020489,0.00018870358,0.007974311,1.58419e-07,2.780111e-07,5.6129693e-07,7.275931e-08,1.4787471e-05,1.3224874e-07,7.0224916e-05,1.4531115e-07,0.00012136031,1.1398143e-06,0.18841971,0.13762864,0.10016689,0.07799994,0.29565823,0.02989806,0.03466945,0.019873062,1.3140851e-06,0.00013235182,2.506441e-08,4.3838918e-07,0.008893696,8.049729e-07,0.013688231,0.041175976,5.822974e-07,2.3268856e-07
0.00029177713,1.8722691e-08,3.1376007e-05,1.4452422e-08,2.7499997e-08,6.819302e-06,2.3740327e-07,1.3369493e-08,2.6515975e-08,0.05474952,0.021196842,0.00014978963,7.097172e-05,0.006928912,2.6699212e-08,4.9474643e-08,1.1064384e-07,1.1356763e-08,4.262732e-06,2.1589782e-08,2.5619514e-05,2.3427853e-08,4.421146e-05,2.3664715e-07,0.18795575,0.13290738,0.094940655,0.074170575,0.28084537,0.03006411,0.02881845,0.019842502,2.8049683e-07,3.9748094e-05,3.4404983e-09,8.4094445e-08,0.007270179,1.6389676e-07,0.010080584,0.041168276,1.1573531e-07,4.08827e-08
0.000120881974,2.6573086e-09,1.010783e-05,2.0050697e-09,4.04019e-09,1.8372872e-06,4.5120924e-08,1.8224164e-09,3.943058e-09,0.047676716,0.01938839,5.0520728e-05,2.46534e-05,0.00592003,3.886016e-09,7.639458e-09,1.9090928e-08,1.5207204e-09,1.1109938e-06,3.0354848e-09,8.618163e-06,3.24936e-09,1.484571e-05,4.320003e-08,0.1880642,0.12816744,0.09074057,0.07226089,0.2661929,0.029905094,0.023261715,0.018697426,5.2763692e-08,1.0653541e-05,4.0063494e-10,1.4086298e-08,0.0058603524,2.929218e-08,0.0074233655,0.0423686,2.014988e-08,6.225571e-09
4.663708e-05,3.2139855e-10,2.973965e-06,2.3659022e-10,5.0734383e-10,4.4525987e-07,7.493246e-09,2.1095808e-10,5.016942e-10,0.040740203,0.01879931,1.5548558e-05,7.868677e-06,0.0053079533,4.8304694e-10,1.0125912e-09,2.8546263e-09,1.7265828e-10,2.5985943e-07,3.63402e-10,2.657359e-06,3.8328937e-10,4.5689703e-06,6.867262e-09,0.1870172,0.12413179,0.085328266,0.067971185,0.2536843,0.030948782,0.018286075,0.017877378,8.664727e-09,2.5552451e-06,3.9078563e-11,2.039569e-09,0.0043020984,4.5505737e-09,0.0052974755,0.041573197,3.0425256e-09,8.1281004e-10
1.6677128e-05,3.271869e-11,7.9370915e-07,2.3446908e-11,5.3797525e-11,9.631607e-08,1.0762369e-09,2.047609e-11,5.3962897e-11,0.03530856,0.01777968,4.338209e-06,2.2933725e-06,0.004316931,5.0658387e-11,1.1386398e-10,3.6587902e-10,1.640963e-11,5.4105215e-08,3.6586015e-11,7.4627957e-07,3.7972164e-11,1.2802965e-06,9.406323e-10,0.18806297,0.11819917,0.081586435,0.06504476,0.24340835,0.031217964,0.013774789,0.01732435,1.229435e-09,5.4554175e-07,3.1488503e-12,2.5243338e-10,0.0031138714,6.0794686e-10,0.003489288,0.042205773,3.941165e-10,8.99115e-11
5.5004098e-06,2.7656623e-12,1.907861e-07,1.924931e-12,4.753442e-12,1.8440323e-08,1.3219818e-10,1.6434333e-12,4.842529e-12,0.030786762,0.017120074,1.0924351e-06,6.064273e-07,0.0032540502,4.4226654e-12,1.0723211e-11,3.971822e-11,1.2872709e-12,9.939903e-09,3.055457e-12,1.8955326e-07,3.1162419e-12,3.244256e-07,1.0974472e-10,0.1865555,0.11878577,0.07683836,0.061870184,0.23388523,0.032180842,0.010201597,0.016287956,1.4903395e-10,1.0293906e-07,2.0642037e-13,2.6382702e-11,0.0019771701,6.9034965e-11,0.0022623958,0.04227993,4.3278513e-11,8.317887e-12
1.663139e-06,1.9123979e-13,4.0977593e-08,1.2894814e-13,3.449075e-13,3.0959102e-09,1.3718211e-11,1.0741634e-13,3.5734103e-13,0.02629718,0.016255552,2.4657945e-07,1.4440937e-07,0.0021096282,3.167479e-13,8.339003e-13,3.604202e-12,8.207015e-14,1.595895e-09,2.0852391e-13,4.3216637e-08,2.0866678e-13,7.377616e-08,1.0769512e-11,0.18420681,0.10830898,0.074067585,0.05932053,0.22454351,0.031731218,0.0071909246,0.016367018,1.5245114e-11,1.7010521e-08,1.0825184e-14,2.297433e-12,0.0010821606,6.5783234e-12,0.0013747292,0.042105198,3.9766424e-12,6.344404e-13
4.581051e-07,1.0641756e-14,7.797146e-09,6.932039e-15,2.0224834e-14,4.5118637e-10,1.1865776e-12,5.6220423e-15,2.1341222e-14,0.022461865,0.015493127,4.9499334e-08,3.0723854e-08,0.001122869,1.8311917e-14,5.2724884e-14,2.6949555e-13,4.1807535e-15,2.2159666e-10,1.1439072e-14,8.771782e-09,1.1212567e-14,1.4932578e-08,8.7671103e-13,0.18441258,0.110282816,0.07101299,0.058743596,0.21617994,0.03248816,0.0049803215,0.015721533,1.2982814e-12,2.4367997e-09,4.4580763e-16,1.6426431e-13,0.00053604186,5.186939e-13,0.000768175,0.042628627,3.0140511e-13,3.927797e-14
1.14130444e-07,4.6801895e-16,1.3021284e-09,2.9362572e-16,9.416538e-16,5.6449147e-11,8.430044e-14,2.3129884e-16,1.0136379e-15,0.018548222,0.014634167,8.758792e-09,5.789813e-09,0.0004775047,8.395294e-16,2.6645389e-15,1.6343978e-14,1.67007e-16,2.630889e-11,4.953269e-16,1.5709352e-09,4.7470924e-16,2.6661773e-09,5.8314864e-14,0.18339333,0.1051409,0.068944655,0.05609221,0.20858356,0.03304486,0.0032974512,0.015251072,9.068992e-14,2.9924943e-10,1.4125163e-17,9.488927e-15,0.0002304954,3.3325095e-14,0.00040343413,0.042046275,1.8550726e-14,1.9400303e-15
2.5522231e-08,1.5947002e-17,1.8891984e-10,9.60352e-18,3.4140907e-17,5.9901433e-12,4.8403825e-15,7.3285936e-18,3.7557206e-17,0.015785951,0.014117439,1.3528736e-09,9.573582e-10,0.00016375283,2.9930607e-17,1.0562595e-16,7.9011e-16,5.124258e-18,2.637598e-12,1.6594176e-17,2.4582933e-10,1.5517968e-17,4.158526e-10,3.1169612e-15,0.18243617,0.10653376,0.06603955,0.05402046,0.20033754,0.033719413,0.0021139767,0.015700268,5.1124385e-15,3.1120415e-11,3.366074e-19,4.3506982e-16,8.9001835e-05,1.7153245e-15,0.00019752212,0.041470245,9.112889e-16,7.5011286e-17
5.0803948e-09,4.1180543e-19,2.35498e-11,2.371651e-19,9.434024e-19,5.320424e-13,2.2066234e-16,1.7482165e-19,1.0626561e-18,0.012902023,0.0131693715,1.8046861e-10,1.3748555e-10,4.9343304e-05,8.120324e-19,3.2169683e-18,2.9869763e-17,1.1802756e-19,2.2027241e-13,4.2067733e-19,3.325912e-11,3.8300484e-19,5.6062516e-11,1.3144695e-16,0.18020599,0.10035421,0.06360471,0.052699678,0.19466273,0.032602813,0.001298234,0.014427323,2.284525e-16,2.7042485e-12,5.8829917e-21,1.5526516e-17,3.1337415e-05,6.942944e-17,9.063379e-05,0.041467343,3.5057542e-17,2.2233025e-18
8.9208957e-10,7.864859e-21,2.4918372e-12,4.3138765e-21,1.940018e-20,3.8984414e-14,7.831887e-18,3.0617872e-21,2.2424406e-20,0.010468562,0.012610907,2.0550115e-11,1.6957501e-11,1.3342208e-05,1.6367738e-20,7.3565133e-20,8.6459637e-19,1.9894267e-21,1.5096204e-14,7.873889e-21,3.845614e-12,6.962202e-21,6.457385e-12,4.2859966e-18,0.18035819,0.09926456,0.061909042,0.051643036,0.18682756,0.03295605,0.00076925516,0.014281153,7.9338325e-18,1.9349684e-13,7.332071e-23,4.2206004e-19,1.0097719e-05,2.1648822e-18,3.8843285e-05,0.04055402,1.0342449e-18,4.935657e-20
1.368276e-10,1.0810978e-22,2.2086314e-13,5.621725e-23,2.8913199e-22,2.3193575e-15,2.1178484e-19,3.828151e-23,3.4377672e-22,0.00817529,0.012137719,1.9722767e-12,1.7745903e-12,3.2475768e-06,2.3865597e-22,1.2313049e-21,1.8718414e-20,2.3852562e-23,8.352381e-16,1.0587224e-22,3.752454e-13,9.06666e-23,6.274734e-13,1.0566306e-19,0.17832454,0.10006252,0.059344195,0.051206127,0.18046407,0.031860504,0.00043534068,0.014267342,2.0951249e-19,1.121883e-14,6.314869e-25,8.532114e-21,2.9759822e-06,5.083183e-20,1.5522402e-05,0.03999438,2.2860881e-20,7.9976985e-22
1.8135802e-11,1.0375743e-24,1.6162295e-14,5.088912e-25,3.0319476e-24,1.10101584e-16,4.2598885e-21,3.3114806e-25,3.7182186e-24,0.0063153785,0.011522749,1.5733092e-13,1.5548308e-13,7.083053e-07,2.4433501e-24,1.4661513e-23,2.9533062e-22,1.9706066e-25,3.66404e-17,9.918267e-25,3.0476374e-14,8.2010803e-25,5.073188e-14,1.9212693e-21,0.17696448,0.09412655,0.0584808,0.04917876,0.17534263,0.031373844,0.00023620045,0.013501254,4.1064788e-21,5.1784254e-16,3.6280156e-27,1.2489744e-22,7.982566e-07,8.7636e-22,5.7669267e-06,0.039645247,3.6896173e-22,9.191217e-24
2.0531589e-12,6.7195095e-27,9.610802e-16,3.090591e-27,2.1641179e-26,4.0908982e-18,6.2057914e-23,1.9132257e-27,2.7456e-26,0.004622943,0.011604958,1.0273736e-14,1.1240574e-14,1.3739138e-07,1.698692e-26,1.2030612e-25,3.2986988e-24,1.0824152e-27,1.2493736e-18,6.2549116e-27,2.0292775e-15,4.9765117e-27,3.3614812e-15,2.5064233e-23,0.17562082,0.094653696,0.056371648,0.04742952,0.17076524,0.031329688,0.00012220525,0.013835996,5.815376e-23,1.8662814e-17,1.3359382e-29,1.2851475e-24,1.9355546e-07,1.0785962e-23,1.9853983e-06,0.039451092,4.2247087e-24,7.25415e-26
1.9601466e-13,2.8255252e-29,4.563679e-17,1.2107947e-29,1.0128414e-28,1.1647369e-19,6.35577e-25,7.094334e-30,1.3338884e-28,0.0032904693,0.01072067,5.400622e-16,6.599e-16,2.3485233e-08,7.723162e-29,6.5636314e-28,2.5250379e-26,3.796161e-30,3.2394832e-20,2.5543513e-29,1.08955185e-16,1.9478427e-29,1.7952542e-16,2.2746582e-25,0.17463024,0.092270404,0.054829404,0.046964042,0.16512915,0.030937105,6.0158734e-05,0.013089045,5.7741537e-25,5.1399566e-19,3.0126513e-32,8.990374e-27,4.210332e-08,9.183329e-26,6.297613e-07,0.038707074,3.3231425e-26,3.79198e-28
1.5562487e-14,7.3841293e-32,1.6975735e-18,2.92626e-32,2.9791245e-31,2.4821176e-21,4.4261163e-27,1.613424e-32,4.088538e-31,0.0022264814,0.010636068,2.2437226e-17,3.091253e-17,3.5026104e-09,2.200163e-31,2.2864046e-30,1.2770584e-28,8.117487e-33,6.2338035e-22,6.463215e-32,4.6319463e-18,4.702767e-32,7.588025e-18,1.3871384e-27,0.17351586,0.08865564,0.054207902,0.045660637,0.16211487,0.03079767,2.8068529e-05,0.013229654,3.886592e-27,1.0563765e-20,3.9486543e-35,4.1181898e-29,8.147011e-09,5.220928e-28,1.8304033e-07,0.03812069,1.7317924e-28,1.2600619e-30
1.0119552e-15,1.1407034e-34,4.842803e-20,4.1449105e-35,5.2465224e-34,3.857217e-23,2.0184913e-29,2.1361958e-35,7.5366416e-34,0.0014432246,0.010359469,7.2193615e-19,1.1333748e-18,4.508332e-10,3.7398252e-34,4.85579e-33,4.094367e-31,1.0036794e-35,8.66535e-24,9.632936e-35,1.5281384e-19,6.65372e-35,2.4876798e-19,5.465864e-30,0.17174776,0.08518568,0.053076692,0.04466234,0.15667199,0.030032309,1.2365479e-05,0.012530964,1.7073205e-29,1.5779099e-22,2.8309152e-38,1.1836451e-31,1.389479e-09,1.9042926e-30,4.8425207e-08,0.0373481,5.7386887e-31,2.5400119e-33
5.2998302e-17,9.829705e-38,1.0349894e-21,3.242602e-38,5.2312525e-37,4.245795e-25,5.776305e-32,1.5499684e-38,7.906229e-37,0.000882864,0.010129209,1.7591435e-20,3.183772e-20,4.9488885e-11,3.584759e-37,5.962232e-36,7.937271e-34,6.746905e-39,8.442448e-26,7.9759616e-38,3.8265416e-21,5.1986934e-38,6.1867185e-21,1.3310455e-32,0.17242008,0.086084045,0.051941928,0.044710863,0.15258722,0.029226076,5.1218904e-06,0.012518135,4.6880346e-32,1.663246e-24,1.0337e-41,2.0330572e-34,2.0678873e-10,4.2577603e-33,1.1577354e-08,0.03671015,1.1539025e-33,2.9430878e-36
2.1947523e-18,4.415e-41,1.6145095e-23,1.3067e-41,2.76657e-40,3.2043565e-27,9.878844e-35,5.74e-42,4.42568e-40,0.0005158148,0.01060285,3.1665692e-22,6.6927156e-22,4.5733855e-12,1.81397e-40,3.979316e-39,8.811088e-37,2.293e-42,5.573166e-28,3.4255e-41,7.096026e-23,2.092e-41,1.1387245e-22,1.9034712e-35,0.17197803,0.08359703,0.05036436,0.043627337,0.15033647,0.028995657,1.9855704e-06,0.011998843,7.6587934e-35,1.19703664e-26,1e-45,1.9726498e-37,2.6563538e-11,5.538312e-36,2.481679e-09,0.03644445,1.3340444e-36,1.841099e-39
7.042409e-20,1e-44,1.7857165e-25,3e-45,7.1e-44,1.5984815e-29,9.544202e-38,1e-45,1.22e-43,0.00028500447,0.010003515,4.09602e-24,1.0256183e-23,3.5079646e-13,4.5e-44,1.342e-42,5.25706e-40,0.0,2.399451e-30,7e-45,9.48226e-25,4e-45,1.5092546e-24,1.5067295e-38,0.16991378,0.08224676,0.049518008,0.042176798,0.14559369,0.028124481,7.1675015e-07,0.012427125,7.031653e-38,5.66748e-29,0.0,1.01248e-40,2.910512e-12,3.944235e-39,4.728912e-10,0.035584796,8.3291e-40,5.77e-43
1.7121245e-21,0.0,1.3556448e-27,0.0,0.0,5.0563684e-32,4.8775e-41,0.0,0.0,0.00014998249,0.010319022,3.691612e-26,1.1128116e-25,2.1990022e-14,0.0,0.0,1.57e-43,0.0,6.451734e-33,0.0,8.855909e-27,0.0,1.3969905e-26,6.159e-42,0.1700824,0.08189291,0.04794339,0.041735522,0.14155297,0.028604286,2.3962602e-07,0.011777058,3.3942e-41,1.6923931e-31,0.0,2.5e-44,2.6850082e-13,1.432e-42,7.9362815e-11,0.035009976,2.6e-43,0.0
3.076392e-23,0.0,6.810348e-30,0.0,0.0,9.673163e-35,1.3e-44,0.0,0.0,7.4787284e-05,0.009710344,2.2392484e-28,8.274104e-28,1.1075394e-15,0.0,0.0,0.0,0.0,1.0310077e-35,0.0,5.5859726e-29,0.0,8.725466e-29,1e-45,0.16779993,0.079720736,0.047292616,0.041493054,0.13830334,0.027661413,7.3758564e-08,0.012137967,8e-45,3.0376553e-34,0.0,0.0,2.0561686e-14,0.0,1.1612367e-11,0.03456369,0.0,0.0
3.9741284e-25,0.0,2.1722542e-32,0.0,0.0,1.0597918e-37,0.0,0.0,0.0,3.5330482e-05,0.009467889,8.790883e-31,4.0636494e-30,4.398787e-17,0.0,0.0,0.0,0.0,9.246681e-39,0.0,2.2893923e-31,0.0,3.5376028e-31,0.0,0.16761188,0.0767004,0.046128128,0.040035225,0.13531864,0.027249666,2.0769935e-08,0.011883973,0.0,3.1002832e-37,0.0,0.0,1.2869754e-15,0.0,1.4651738e-12,0.03442214,0.0,0.0
3.578792e-27,0.0,4.1963096e-35,0.0,0.0,6.2405e-41,0.0,0.0,0.0,1.5739332e-05,0.009418125,2.1364535e-33,1.2644957e-32,1.3495697e-18,0.0,0.0,0.0,0.0,4.352e-42,0.0,5.8347604e-34,0.0,8.908844e-34,0.0,0.16542336,0.076611914,0.044629,0.03934123,0.13248794,0.027216922,5.3137814e-09,0.01144784,0.0,1.6865e-40,0.0,0.0,6.472749e-17,0.0,1.5751196e-13,0.034111556,0.0,0.0
