epoch,active_gt_0.1,active_gt_0.01,active_gt_0.001,active_gt_0.0001
0,55,55,55,55
1,55,55,55,55
2,55,55,55,55
3,55,55,55,55
4,55,55,55,55
5,55,55,55,55
6,55,55,55,55
7,55,55,55,55
8,55,55,55,55
9,51,55,55,55
10,47,55,55,55
11,40,55,55,55
12,36,55,55,55
13,33,55,55,55
14,30,55,55,55
15,27,55,55,55
16,24,55,55,55
17,19,51,55,55
18,15,48,55,55
19,15,45,55,55
20,15,44,55,55
21,15,43,55,55
22,14,41,55,55
23,13,40,50,55
24,11,38,48,55
25,11,37,47,55
26,11,34,47,55
27,11,34,45,53
28,11,32,45,49
29,11,32,43,47
30,11,31,43,47
31,11,31,42,47
32,11,28,42,47
33,11,27,39,45
34,11,26,39,44
35,11,25,39,44
36,11,25,38,43
37,11,24,36,42
38,10,24,35,41
39,10,23,35,40
40,10,23,34,39
41,9,22,33,38
42,9,22,33,38
43,9,22,33,37
44,9,22,33,37
45,9,22,32,35
46,9,22,31,35
47,8,20,30,34
48,8,20,30,34
49,8,20,29,34
50,8,19,29,34
51,8,19,28,34
52,8,18,28,33
53,8,18,28,31
54,8,18,27,31
55,8,18,27,30
56,8,18,27,29
57,8,18,27,29
58,8,18,26,29
59,8,18,26,28
60,8,18,26,28
61,8,18,25,28
62,8,18,25,27
63,8,18,24,27
64,8,18,24,27
65,8,18,24,26
66,8,18,24,26
67,8,18,24,26
68,8,18,24,26
69,7,18,24,26
70,7,18,24,26
71,7,18,24,26
72,7,18,23,26
73,7,18,22,26
74,7,17,22,26
75,7,17,22,25
76,7,17,22,25
77,7,18,22,23
78,7,18,22,23
79,7,18,22,23
80,7,17,22,23
81,6,17,22,23
82,5,17,22,23
83,5,17,22,22
84,5,17,22,22
85,5,17,22,22
86,5,17,22,22
87,5,18,22,22
88,5,17,22,22
89,5,18,22,22
90,5,17,22,22
91,5,17,22,22
92,5,17,21,22
93,5,17,21,22
94,5,17,21,22
95,4,18,21,22
96,4,17,22,22
97,4,17,22,22
98,4,17,21,22
99,4,17,21,22
100,4,18,21,22
101,4,18,20,22
102,4,17,20,22
103,4,17,21,22
104,4,17,21,22
105,4,17,20,22
106,4,17,21,22
107,4,17,20,22
108,4,17,21,22
109,4,17,21,22
110,4,17,21,21
111,4,17,20,21
112,4,17,20,21
113,4,17,20,21
114,4,17,20,21
115,4,17,21,21
116,4,17,21,21
117,4,17,21,21
118,4,17,21,21
119,4,17,21,21
120,4,17,20,21
121,4,17,21,21
122,3,17,21,21
123,4,17,20,21
124,4,17,20,21
125,3,17,20,21
126,3,17,20,21
127,3,17,20,21
128,3,17,21,21
129,3,17,20,21
130,3,17,20,21
131,3,17,20,21
132,3,17,20,21
133,3,17,20,21
134,3,17,20,21
135,3,16,20,21
136,3,16,20,21
137,3,16,20,21
138,3,16,20,21
139,3,16,20,21
140,3,17,21,21
141,3,17,20,21
142,3,16,20,21
143,3,16,21,21
144,3,16,20,21
145,3,17,20,21
146,3,16,20,21
147,3,17,20,21
148,3,16,21,21
149,3,16,20,21
150,3,16,20,21
151,3,16,21,21
152,3,16,20,21
153,3,16,20,21
154,3,16,20,21
155,3,16,20,21
156,3,16,21,21
157,3,16,21,21
158,3,16,20,21
159,3,16,21,21
160,3,16,21,21
161,3,16,20,21
162,3,16,20,21
163,3,16,21,21
164,3,16,20,21
165,3,16,20,21
166,3,16,21,21
167,3,16,21,21
168,3,16,21,21
169,3,16,21,21
170,3,16,21,21
171,3,16,21,21
172,3,16,21,21
173,3,16,21,21
174,3,16,21,21
175,3,16,21,21
176,3,16,21,21
177,3,16,21,21
178,3,16,21,21
179,3,16,21,21
180,3,16,21,21
181,3,16,21,21
182,3,16,21,21
183,3,16,21,21
184,3,16,20,21
185,3,16,21,21
186,3,16,20,21
187,3,16,21,21
188,3,16,21,21
189,3,16,21,21
190,3,16,20,21
191,3,16,21,21
192,3,16,21,21
193,3,16,21,21
194,3,15,21,21
195,3,15,21,21
196,3,15,21,21
197,3,15,21,21
198,3,15,21,21
199,3,15,21,21
200,3,15,21,21
