wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.59256667,0.040132996,0.4507802,0.5050836,0.5570982,0.3019085,0.4924907,0.68217134,0.09026288,0.29515007,-0.09442819,0.473591,0.28576642,0.77340317,0.13198939,0.04209449,0.3508596,0.69002163,0.07977156,0.0017964675,0.1316575,0.6372766,0.68375915,0.25582278,0.22404449,0.5726026,0.2954808,0.012629377,-0.08386445,0.38058537,0.3693753,0.25020468,0.51855135,0.68444395,0.054791905,-0.28817314,-0.038081743,-0.032110974,0.060159262,0.6295008,-0.20402212,0.04989076,0.6000264,0.5332094,0.60664713,-0.25963676,0.53291845,0.4462873
0.5948975,0.012584052,0.44563437,0.5053902,0.566201,0.31059462,0.50286496,0.6981682,0.038724087,0.2908253,-0.15851444,0.4705014,0.26312786,0.8012198,0.09945268,0.034763556,0.35228768,0.69800067,0.048758272,-0.0180176,0.10434099,0.647747,0.69360644,0.22992034,0.20322213,0.57477546,0.28324008,-0.03528379,-0.14679047,0.38949478,0.3814994,0.22255783,0.5304783,0.69752145,0.014296021,-0.3380124,-0.08678452,-0.063310295,0.024520421,0.6458347,-0.28321108,0.02759348,0.604935,0.5217825,0.61381173,-0.32418132,0.5585769,0.4348427
0.60977936,-0.03027782,0.4368918,0.51259154,0.5987503,0.2913792,0.51171356,0.6988241,0.002219772,0.2725478,-0.21327001,0.47459564,0.2388785,0.8594428,0.06925811,0.027539732,0.35081926,0.72338474,0.0050938735,-0.06805618,0.07167548,0.66950965,0.707115,0.2235341,0.19247395,0.5977242,0.27577356,-0.086725436,-0.19350153,0.37455443,0.36433348,0.21664687,0.52177304,0.71804225,-0.019598212,-0.39203396,-0.12253711,-0.096449755,-0.012031772,0.64742446,-0.35167795,0.007913802,0.60269004,0.5269136,0.6126849,-0.38767323,0.5656866,0.43749622
0.61404276,-0.041350756,0.42078942,0.5034483,0.5950273,0.29612035,0.5295476,0.7030135,-0.03904547,0.29136893,-0.2886666,0.48819205,0.22513315,0.8722683,0.016230362,0.0027956902,0.33617163,0.73573875,-0.04371388,-0.107653946,0.03788696,0.66691065,0.69558144,0.19839177,0.17868066,0.5968681,0.2561878,-0.14572264,-0.23587772,0.37889567,0.34720743,0.19067389,0.52028245,0.7273567,-0.052839465,-0.4546332,-0.15107495,-0.13152385,-0.033277493,0.66346174,-0.41178715,-0.024791393,0.60337067,0.5294044,0.61784357,-0.4486077,0.5830271,0.45042095
0.6197116,-0.065514594,0.413716,0.4995788,0.6043974,0.29390994,0.5328773,0.7099915,-0.09456778,0.27942237,-0.34082314,0.48023576,0.2056511,0.8999224,-0.039683353,-0.016240206,0.32996777,0.75442576,-0.09010679,-0.14717075,0.009428877,0.6965515,0.708115,0.17003901,0.13946375,0.60224694,0.25079727,-0.18929787,-0.2921717,0.3869956,0.33414978,0.17339441,0.5315977,0.7658198,-0.10414587,-0.51185685,-0.19209224,-0.15461019,-0.04575501,0.68354505,-0.47265267,-0.05393783,0.60401994,0.52252835,0.62852305,-0.5067239,0.61580175,0.45290497
0.62779534,-0.11723755,0.4151127,0.5054111,0.6130778,0.29563126,0.55208385,0.7226436,-0.1426019,0.27099934,-0.3898858,0.48542142,0.1846208,0.9333331,-0.088763624,-0.04200067,0.31278175,0.7715677,-0.13015193,-0.17714454,-0.023035856,0.7182157,0.7202006,0.15903497,0.10583212,0.620454,0.2519094,-0.24333732,-0.33229825,0.39374366,0.3230414,0.15703781,0.52946776,0.77765054,-0.14662644,-0.56674415,-0.22828247,-0.19493827,-0.05739697,0.70226234,-0.53315425,-0.075563096,0.6065423,0.5206791,0.63365436,-0.5503524,0.6579222,0.46021327
0.64699155,-0.1390963,0.41376927,0.5152683,0.64472586,0.31039715,0.5623966,0.72336304,-0.17689167,0.2633087,-0.44107205,0.48447824,0.16589159,0.95890087,-0.14167455,-0.053671833,0.29375932,0.79038155,-0.15544797,-0.22220583,-0.052477278,0.72715783,0.7342402,0.13970636,0.07679341,0.6472107,0.2299968,-0.27713066,-0.38382018,0.39462447,0.29630303,0.14956705,0.5322171,0.7958278,-0.17915353,-0.61135346,-0.2656243,-0.22076996,-0.07127481,0.7208841,-0.57667047,-0.08866891,0.62990403,0.51636463,0.64293504,-0.5950381,0.69447947,0.4401503
0.65414196,-0.1653831,0.41037425,0.5231216,0.6602389,0.29811832,0.5785888,0.732183,-0.21998641,0.25764582,-0.48492816,0.47033384,0.14859214,0.9814679,-0.1911045,-0.083422214,0.28046328,0.81011504,-0.20957512,-0.23940693,-0.08647608,0.73990715,0.74763256,0.11161228,0.056641284,0.6526322,0.2286501,-0.3026905,-0.43260363,0.384747,0.2885038,0.1434576,0.55031323,0.79716235,-0.21616547,-0.6513931,-0.2971063,-0.2454652,-0.10082777,0.74194694,-0.62425905,-0.10757799,0.62390184,0.51412284,0.6590772,-0.65527546,0.72816306,0.43932647
0.67611206,-0.18067557,0.39591962,0.5320997,0.67617524,0.28358716,0.5865727,0.7494598,-0.2583319,0.25608295,-0.535065,0.4770377,0.12295198,1.015994,-0.21950492,-0.11248186,0.2619217,0.8104112,-0.24559973,-0.28002146,-0.12814197,0.7698186,0.74974775,0.1107186,0.024747238,0.67497265,0.21724553,-0.3403672,-0.4758516,0.3874374,0.25060102,0.10703162,0.53953063,0.8007431,-0.23438826,-0.69076675,-0.32648095,-0.27524874,-0.10933498,0.7643958,-0.6725175,-0.14798261,0.6148667,0.5080081,0.6477982,-0.69549394,0.74288607,0.44128844
0.68395513,-0.20439541,0.3852134,0.50870526,0.6681595,0.30353105,0.6031046,0.75982904,-0.30795774,0.25642172,-0.5703345,0.47107944,0.09657514,1.0343181,-0.25702316,-0.13001952,0.2287142,0.83027035,-0.28787166,-0.31274867,-0.17786947,0.7805961,0.75463754,0.098311834,-0.012727954,0.678142,0.20330647,-0.3868431,-0.49908292,0.39867702,0.23787746,0.08681331,0.54456824,0.81203127,-0.27226806,-0.7195356,-0.3588669,-0.30183166,-0.13187382,0.79047376,-0.7077864,-0.16851541,0.6115931,0.5131342,0.6484382,-0.7231751,0.76604605,0.46697548
0.71660155,-0.22012287,0.37830272,0.49764073,0.6944051,0.3036635,0.6244333,0.7702659,-0.3384489,0.27354673,-0.61335754,0.47530046,0.07392969,1.0542277,-0.29427394,-0.1446633,0.21492802,0.85029566,-0.323849,-0.33535418,-0.22221427,0.78561586,0.7741989,0.08273208,-0.047186226,0.68411183,0.18925135,-0.4313287,-0.51736003,0.39630717,0.2312193,0.06757687,0.5457309,0.8305473,-0.30724984,-0.75367785,-0.3963891,-0.34633365,-0.13595043,0.7950742,-0.75302917,-0.17710349,0.6196436,0.51366,0.65337944,-0.75373244,0.802806,0.47341895
0.7286572,-0.23509288,0.36761424,0.50195426,0.7042011,0.3045687,0.6358658,0.7781087,-0.3906303,0.2759339,-0.65329164,0.4767147,0.047994513,1.0733918,-0.3432242,-0.16306752,0.20871526,0.8566179,-0.36021596,-0.36510858,-0.26775622,0.8008125,0.78634703,0.06635214,-0.09658001,0.6936057,0.17922108,-0.47711056,-0.53586453,0.3869323,0.22367387,0.047435235,0.54132926,0.83707327,-0.3491794,-0.7925104,-0.42406452,-0.37414584,-0.1784435,0.8068717,-0.78643465,-0.19466935,0.621728,0.50759447,0.655934,-0.7866392,0.8257204,0.4700889
0.7226671,-0.24721116,0.34829432,0.4899647,0.7289845,0.3127465,0.6466552,0.7841783,-0.42821652,0.29360226,-0.69627327,0.46735153,0.032324553,1.0954547,-0.37599897,-0.17863165,0.18435588,0.8718189,-0.39587834,-0.4027391,-0.31942847,0.80823916,0.7930174,0.05178107,-0.13679838,0.69974804,0.16915247,-0.5203651,-0.556531,0.38641456,0.21180266,0.041033506,0.543867,0.8470803,-0.3828406,-0.8331895,-0.46563372,-0.40542942,-0.19563904,0.8275747,-0.82096934,-0.19966142,0.61623555,0.5124246,0.6645439,-0.8181256,0.8544201,0.48121992
0.73435163,-0.28386778,0.34516606,0.4805225,0.73085797,0.32743737,0.66553956,0.78851163,-0.47526264,0.30091518,-0.7331714,0.4734566,0.014538097,1.1226009,-0.43265614,-0.20365128,0.1550147,0.884199,-0.44411743,-0.4412829,-0.36909813,0.82406396,0.8234343,0.041666087,-0.16198194,0.70567805,0.16541728,-0.55711424,-0.5813424,0.38618562,0.20435417,0.022703419,0.55241525,0.8637359,-0.41444692,-0.8664824,-0.48917466,-0.43622592,-0.23491195,0.8509637,-0.84824145,-0.20863889,0.6206072,0.5024472,0.67637676,-0.8520221,0.87938344,0.4717592
0.7599031,-0.30844477,0.31994078,0.45984656,0.764091,0.327158,0.6873509,0.7858093,-0.5089831,0.31574112,-0.7687488,0.47989932,-0.022218658,1.1418867,-0.46913877,-0.20656697,0.12809601,0.909865,-0.48546532,-0.47717974,-0.41329762,0.83188707,0.83331525,0.02667731,-0.18168223,0.70367736,0.13191588,-0.5949757,-0.5974307,0.40191188,0.19116966,0.008165956,0.5621797,0.89740205,-0.43274257,-0.8792232,-0.50957245,-0.4643018,-0.25988662,0.8727366,-0.8821536,-0.22515859,0.6161626,0.5184993,0.6844261,-0.8759475,0.8885265,0.47719413
0.7723056,-0.33131745,0.3137949,0.45601627,0.785656,0.33275658,0.71611655,0.79187924,-0.5453933,0.3455498,-0.7998754,0.46817306,-0.055111602,1.1556871,-0.5062324,-0.22668548,0.12973714,0.92364246,-0.5246025,-0.4999281,-0.45509604,0.8497952,0.84687924,-0.0029310908,-0.20511726,0.71621436,0.13171291,-0.63211507,-0.620674,0.4113079,0.18497728,-0.008375256,0.5506543,0.9051899,-0.4746286,-0.9070041,-0.51502556,-0.5002348,-0.29754043,0.877477,-0.9118743,-0.2548416,0.6127181,0.5229351,0.7044811,-0.9054977,0.90837073,0.48168904
0.78298664,-0.3711246,0.3053211,0.44830337,0.7936137,0.35065535,0.7322599,0.7966118,-0.59470433,0.36710146,-0.83119875,0.46506572,-0.08402183,1.1740955,-0.51497936,-0.23628254,0.10765354,0.93217266,-0.5667188,-0.5275289,-0.49681967,0.8701728,0.85413295,-0.022936672,-0.2304389,0.71930206,0.12313441,-0.67158437,-0.64778507,0.40840808,0.17630596,-0.019776966,0.5586638,0.9321463,-0.4953599,-0.93069565,-0.54354185,-0.526833,-0.34092817,0.90513563,-0.9429152,-0.2774275,0.61322194,0.50998867,0.74005073,-0.94162285,0.93557847,0.47576267
0.81110233,-0.384759,0.28115177,0.45869997,0.8046114,0.35281184,0.74091333,0.80045325,-0.6228055,0.39610922,-0.8623169,0.4763103,-0.12607066,1.2119415,-0.5626599,-0.2617187,0.090816304,0.93601614,-0.59727335,-0.5603435,-0.5359112,0.8817757,0.8515495,-0.037015453,-0.25059378,0.7156901,0.11510256,-0.7057691,-0.66779995,0.4113317,0.16755982,-0.044488065,0.5534516,0.94592637,-0.52904266,-0.95660776,-0.5668506,-0.55214447,-0.36295262,0.92413044,-0.95640785,-0.29986447,0.60834694,0.5265609,0.7557604,-0.9681804,0.9634906,0.48155555
0.82375425,-0.40728876,0.2625368,0.4502804,0.8150895,0.35261807,0.7724329,0.8025867,-0.65590394,0.4202926,-0.8783868,0.47241643,-0.17489058,1.2328486,-0.5907502,-0.2793929,0.07279576,0.94091356,-0.6365834,-0.5938225,-0.5730156,0.88523775,0.8567454,-0.054644477,-0.27323285,0.7111784,0.107910804,-0.74028784,-0.6837709,0.4055685,0.15136863,-0.059784982,0.5540669,0.9550717,-0.55557513,-0.9812719,-0.574568,-0.59278554,-0.36956415,0.92709005,-0.9662141,-0.31716162,0.6059743,0.52027935,0.7622866,-0.9911365,0.9878638,0.47873956
0.8346545,-0.42695656,0.24712239,0.4451465,0.817207,0.35967553,0.8051361,0.81253535,-0.6861362,0.42807773,-0.9028119,0.45530385,-0.20612213,1.2487022,-0.5918961,-0.29440093,0.04366835,0.95671225,-0.66991657,-0.61920446,-0.607542,0.89970255,0.87739843,-0.08457967,-0.32878846,0.7209521,0.10023824,-0.76797473,-0.7140096,0.40037107,0.14002748,-0.08526814,0.5616148,0.97274184,-0.5746235,-1.0023314,-0.5951887,-0.6232802,-0.37560084,0.95931596,-0.98359644,-0.34373865,0.6169204,0.51644576,0.77498436,-1.0114975,0.9937375,0.50158674
0.85520154,-0.44835618,0.23062368,0.435772,0.83314794,0.35626584,0.8309639,0.80743176,-0.7130955,0.44402686,-0.92743516,0.4600588,-0.23417065,1.2745754,-0.5977281,-0.31092575,0.0019371061,0.96437466,-0.7033865,-0.6499565,-0.63839084,0.90235656,0.8783718,-0.09922108,-0.36455303,0.731116,0.095878564,-0.796026,-0.7384137,0.39364403,0.13521579,-0.12223767,0.56910604,0.9821439,-0.60232186,-1.0246788,-0.62660867,-0.652882,-0.41175422,0.96629494,-1.0103911,-0.3680707,0.61719567,0.5222297,0.78458047,-1.0275658,1.0192515,0.49981943
0.85863906,-0.46595293,0.20475097,0.43752593,0.8536177,0.35779357,0.83696616,0.8041398,-0.73795444,0.46908173,-0.95137554,0.44570568,-0.2710316,1.2948831,-0.6137055,-0.30896497,-0.011861105,0.9783385,-0.7279982,-0.66193986,-0.6799604,0.90713817,0.8962185,-0.09715734,-0.40832323,0.73231965,0.0867449,-0.8179738,-0.7516127,0.3740535,0.12357123,-0.14477248,0.57097197,1.0027333,-0.63260806,-1.0316594,-0.6548499,-0.6669366,-0.44111085,0.9839386,-1.0370868,-0.39476708,0.6116279,0.50277674,0.78331137,-1.0543983,1.0536289,0.4910392
0.85067683,-0.4892331,0.1858616,0.41232944,0.88211864,0.36253932,0.85672116,0.8101939,-0.7643624,0.5029078,-0.974112,0.44628307,-0.28642434,1.2994725,-0.63354015,-0.3399407,-0.036516823,0.99710727,-0.7653507,-0.6818737,-0.71468997,0.9134964,0.90641433,-0.12194207,-0.4282975,0.7380864,0.06069709,-0.8437874,-0.774225,0.37236273,0.09841683,-0.16675764,0.5923032,1.0175246,-0.6498344,-1.0538315,-0.66424876,-0.68736964,-0.4534962,0.99842924,-1.0545449,-0.4071557,0.60685307,0.49254724,0.7805113,-1.0561122,1.0734787,0.47880852
0.85496324,-0.51308316,0.1678876,0.393516,0.90189976,0.37272015,0.875405,0.80878097,-0.7825393,0.5481468,-0.9990186,0.45975775,-0.3200873,1.3246908,-0.64412075,-0.36911455,-0.058689013,1.0084194,-0.79726684,-0.70965147,-0.7379212,0.93857294,0.9126236,-0.14227593,-0.46148,0.75559413,0.055765327,-0.8712572,-0.79923445,0.37593722,0.07449262,-0.18478073,0.5785817,1.0284165,-0.6707149,-1.0775783,-0.68930423,-0.7185137,-0.46598414,1.0025939,-1.0841298,-0.4383294,0.6160155,0.4944083,0.7869419,-1.0713009,1.1168487,0.4574243
0.8658112,-0.5344954,0.14041254,0.3683567,0.91323614,0.39385617,0.89980894,0.8159668,-0.8139431,0.5740427,-1.0233366,0.452435,-0.3510693,1.3564011,-0.6574874,-0.38397568,-0.09686146,1.0262811,-0.8271583,-0.73392475,-0.76192766,0.9524716,0.9084909,-0.16654101,-0.473704,0.7538133,0.03701433,-0.89231676,-0.791916,0.38794923,0.05488207,-0.22847697,0.5940351,1.0388273,-0.70467824,-1.0997176,-0.6990979,-0.742072,-0.4954652,1.0221488,-1.098345,-0.4667601,0.613357,0.48480213,0.8028145,-1.0886155,1.1319028,0.46958145
0.8742343,-0.5584129,0.116464734,0.3630773,0.94988537,0.40724635,0.9203887,0.81685805,-0.8464863,0.60986596,-1.0445614,0.45742837,-0.3907825,1.36677,-0.67268515,-0.39041585,-0.10600198,1.0410016,-0.8382201,-0.7543855,-0.7977008,0.9688663,0.9253626,-0.18177016,-0.4945394,0.7610737,0.024344204,-0.91320354,-0.8080322,0.38439152,0.034760095,-0.26156506,0.6013652,1.0475185,-0.74274224,-1.1229397,-0.7150122,-0.7704192,-0.51157266,1.0491897,-1.1149901,-0.48625088,0.6067726,0.46903822,0.8070125,-1.0918705,1.1541595,0.4543943
0.8793487,-0.584139,0.086979784,0.34540805,0.9550443,0.40254596,0.9504875,0.82287604,-0.85563177,0.63323796,-1.069694,0.44915265,-0.4225678,1.3862566,-0.68491626,-0.38818514,-0.12348899,1.0497078,-0.8610363,-0.776116,-0.8308494,0.9859445,0.9279784,-0.20294753,-0.5027693,0.78066534,0.010742906,-0.9304272,-0.8238535,0.38599673,0.0058908476,-0.28599048,0.60754675,1.0489392,-0.76476,-1.1244544,-0.7305763,-0.78781337,-0.5215305,1.0639381,-1.1340322,-0.52011013,0.588457,0.4468698,0.8336696,-1.1060151,1.1862566,0.4564266
0.899684,-0.6025435,0.063018635,0.33256552,0.97202224,0.42346182,0.9764119,0.83271605,-0.88388026,0.66434824,-1.0934246,0.43947268,-0.4654135,1.3961663,-0.69120675,-0.39369878,-0.15219608,1.0631351,-0.87440455,-0.8010601,-0.86579555,0.9902417,0.93284327,-0.21099001,-0.5302566,0.7855752,0.0012902127,-0.9561173,-0.83102906,0.39077005,-0.023786457,-0.31661898,0.6156108,1.0750327,-0.78344464,-1.127215,-0.7406501,-0.8030556,-0.54262257,1.0898982,-1.1511508,-0.5308169,0.5938226,0.4537412,0.8549833,-1.1241255,1.204575,0.45856544
0.9182931,-0.61519295,0.028788606,0.31047422,0.992142,0.42333952,1.0139499,0.8427074,-0.9069605,0.68437684,-1.1090024,0.42661163,-0.49595177,1.4147319,-0.69626814,-0.40835446,-0.18199883,1.0809005,-0.88975054,-0.81888133,-0.90883917,1.007744,0.9533451,-0.22298259,-0.5569347,0.8031441,-0.029590016,-0.98029137,-0.847134,0.38783187,-0.041034047,-0.3431164,0.6209811,1.0986239,-0.7915055,-1.1435212,-0.7556849,-0.8345017,-0.5586779,1.1022577,-1.165745,-0.5617452,0.5882786,0.4494626,0.8529865,-1.1492316,1.2283629,0.45493898
0.94139117,-0.64610946,-0.00776462,0.29930404,1.0038007,0.43220508,1.0353653,0.8458963,-0.94191587,0.7295934,-1.1146363,0.4195972,-0.53582174,1.4412386,-0.7123969,-0.4276536,-0.19868489,1.0851401,-0.9112816,-0.8344047,-0.93272704,1.0280772,0.9637231,-0.2462732,-0.5849436,0.8164167,-0.04311916,-1.0046922,-0.86576444,0.37844005,-0.059812102,-0.3797507,0.61845523,1.1158377,-0.8072178,-1.1698942,-0.7768185,-0.85749173,-0.57791084,1.1164386,-1.1897193,-0.5984236,0.5995588,0.44195905,0.8605338,-1.1590735,1.2592924,0.4526937
0.94854164,-0.6801448,-0.03488414,0.27636012,1.0323592,0.4396703,1.0569639,0.8459047,-0.97266334,0.7707311,-1.1324134,0.40926847,-0.56485724,1.4551643,-0.728858,-0.446932,-0.24726433,1.0827281,-0.9273873,-0.85708344,-0.94730175,1.0429718,0.9757478,-0.28647408,-0.6172238,0.8267061,-0.05169021,-1.0376837,-0.886272,0.36199403,-0.07386864,-0.38195702,0.6054724,1.1295549,-0.8320821,-1.180152,-0.79950464,-0.86935663,-0.58804446,1.1393363,-1.2064196,-0.62284625,0.59556824,0.41383675,0.8536763,-1.1730299,1.2779334,0.45058244
0.9504945,-0.69580835,-0.0718806,0.26213476,1.0789714,0.4398545,1.0682919,0.85136986,-0.9895933,0.8054654,-1.1516703,0.4066719,-0.5860669,1.4642495,-0.7513873,-0.46311015,-0.2680596,1.1013999,-0.9585029,-0.8741529,-0.96559864,1.0500293,0.98677295,-0.3127526,-0.64280486,0.82761455,-0.08714999,-1.0551454,-0.8958085,0.37399012,-0.10182078,-0.40142903,0.62545836,1.1409208,-0.85361856,-1.1971738,-0.8281887,-0.88912404,-0.60174155,1.1478134,-1.2295297,-0.6465614,0.603305,0.40041056,0.86803496,-1.1916496,1.2871932,0.46041065
