total_losses,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.021813245,0.22938417,0.01193643,0.014975083,0.05899846,0.023203379,0.10268722,0.0,0.012896776,0.17294374,0.039403357,0.028057832,0.08626428,0.0,0.0,0.0,0.0,0.0,0.007881982,0.01014285,0.0,0.05933435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022046112,0.22797686,0.012272187,0.01507031,0.057698786,0.023138886,0.102594,0.0,0.0133221,0.171547,0.03895586,0.028382424,0.08556502,0.0,0.0,0.0,0.0,0.0,0.0076549086,0.010322008,0.0,0.05858875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021363432,0.2269679,0.011958879,0.015057994,0.056557607,0.022755355,0.101631775,0.0,0.012597864,0.16970664,0.038094215,0.027390359,0.08502155,0.0,0.0,0.0,0.0,0.0,0.007418093,0.0104835685,0.0,0.057706073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022010813,0.22477327,0.012402785,0.0149417855,0.05610569,0.022285441,0.10133779,0.0,0.013426677,0.16956592,0.036605373,0.02785168,0.08441467,0.0,0.0,0.0,0.0,0.0,0.007509253,0.01055624,0.0,0.0571941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021235358,0.22274642,0.0112398695,0.015272961,0.054820877,0.02251682,0.10016365,0.0,0.012650137,0.16819975,0.03636457,0.02656248,0.084621236,0.0,0.0,0.0,0.0,0.0,0.0069214124,0.009977435,0.0,0.056199037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021522846,0.22115734,0.011851444,0.015683522,0.053671256,0.021723386,0.10015553,0.0,0.013397069,0.16707756,0.035801418,0.027254947,0.08399395,0.0,0.0,0.0,0.0,0.0,0.007502751,0.010115568,0.0,0.056821853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020335438,0.21975417,0.011428462,0.01608792,0.052647807,0.021829389,0.09946545,0.0,0.013131863,0.16578406,0.03480046,0.026285661,0.083820574,0.0,0.0,0.0,0.0,0.0,0.0069255265,0.010016058,0.0,0.055812325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02131289,0.21810164,0.010919494,0.016445959,0.051896658,0.021484198,0.09869026,0.0,0.012626191,0.16475716,0.034319848,0.026230197,0.08385474,0.0,0.0,0.0,0.0,0.0,0.0071817213,0.0100566065,0.0,0.05557693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02131074,0.21607523,0.011021533,0.016465014,0.050712816,0.021214316,0.09811475,0.0,0.012850654,0.16369215,0.033880405,0.025512222,0.08335206,0.0,0.0,0.0,0.0,0.0,0.0073163807,0.010193081,0.0,0.055082176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020439213,0.21465543,0.011543157,0.016084816,0.050132938,0.020651286,0.097477,0.0,0.012577686,0.1622049,0.033094097,0.025457473,0.08328205,0.0,0.0,0.0,0.0,0.0,0.0071414644,0.010563576,0.0,0.054740444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020835644,0.21232866,0.011456332,0.016729014,0.049324203,0.021153407,0.09665948,0.0,0.012776598,0.1620511,0.032387987,0.02516896,0.08270067,0.0,0.0,0.0,0.0,0.0,0.006768339,0.009677179,0.0,0.05438388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020574728,0.21127872,0.011540198,0.016291752,0.048120596,0.021386411,0.09616392,0.0,0.0125580095,0.16047977,0.031842098,0.024584088,0.08269217,0.0,0.0,0.0,0.0,0.0,0.00692203,0.00962099,0.0,0.05401371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01996361,0.20925666,0.011361974,0.016800625,0.04717964,0.021506108,0.095688805,0.0,0.0121744415,0.15974501,0.031462803,0.025205107,0.08203967,0.0,0.0,0.0,0.0,0.0,0.00721885,0.010838459,0.0,0.053124353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020598488,0.2074767,0.011029129,0.01600595,0.04602348,0.020876866,0.09526094,0.0,0.012916416,0.15863515,0.030465953,0.025443386,0.08140891,0.0,0.0,0.0,0.0,0.0,0.006984115,0.010249945,0.0,0.05319463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01988066,0.20680025,0.011207159,0.016316416,0.04568137,0.020803165,0.094337605,0.0,0.012787216,0.15729707,0.029609974,0.025061881,0.080932945,0.0,0.0,0.0,0.0,0.0,0.006964709,0.009893948,0.0,0.052720938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01998503,0.20545313,0.010935965,0.016439278,0.045091894,0.020507818,0.093789965,0.0,0.011891305,0.15645166,0.02872811,0.024906373,0.08070236,0.0,0.0,0.0,0.0,0.0,0.007093306,0.009614625,0.0,0.053087514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019823382,0.20465082,0.010365934,0.017351193,0.043898363,0.020073546,0.092889905,0.0,0.011731416,0.15514201,0.02838756,0.024867041,0.08103344,0.0,0.0,0.0,0.0,0.0,0.00667579,0.009779939,0.0,0.052214224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019869277,0.20294052,0.010210216,0.017352097,0.043140933,0.020446405,0.092263594,0.0,0.01178772,0.15427488,0.027762095,0.023896199,0.08021604,0.0,0.0,0.0,0.0,0.0,0.006286018,0.008875376,0.0,0.051632684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01990387,0.20108797,0.010936526,0.017840197,0.04213769,0.019877601,0.09242176,0.0,0.011816978,0.15360707,0.02740805,0.024340728,0.07944615,0.0,0.0,0.0,0.0,0.0,0.006426197,0.0106864525,0.0,0.051895376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019792266,0.199956,0.010150891,0.017789457,0.04201476,0.019689633,0.09108167,0.0,0.011059754,0.15278207,0.026481591,0.02358242,0.07949492,0.0,0.0,0.0,0.0,0.0,0.00650381,0.00960587,0.0,0.050747115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019652834,0.19894765,0.010168875,0.018466199,0.041319296,0.019153094,0.09071669,0.0,0.011421316,0.15176046,0.026114035,0.023222324,0.078825384,0.0,0.0,0.0,0.0,0.0,0.006392449,0.009855302,0.0,0.050987907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018741954,0.19781259,0.0103784725,0.017712343,0.04110658,0.018968033,0.090173975,0.0,0.011378796,0.15068364,0.024836084,0.022897726,0.078610316,0.0,0.0,0.0,0.0,0.0,0.0066610565,0.009477313,0.0,0.05045925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019381693,0.19722535,0.010496531,0.019149419,0.039575964,0.019718211,0.08982074,0.0,0.011404444,0.14952758,0.024914159,0.023773625,0.078898095,0.0,0.0,0.0,0.0,0.0,0.00640882,0.009414679,0.0,0.050706655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01898194,0.19495238,0.010138613,0.0181777,0.038671453,0.019137885,0.089478895,0.0,0.011381291,0.14937706,0.024128059,0.022265913,0.07819009,0.0,0.0,0.0,0.0,0.0,0.006295731,0.008814094,0.0,0.04998679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019450368,0.19456948,0.009829087,0.018273246,0.038351808,0.018943047,0.08934317,0.0,0.011458066,0.14762793,0.023617009,0.022454662,0.077769056,0.0,0.0,0.0,0.0,0.0,0.0058602677,0.00922224,0.0,0.049435575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018992139,0.19255245,0.010115324,0.01821626,0.03796592,0.018878495,0.08883127,0.0,0.011349268,0.14726306,0.022934875,0.022607278,0.07767717,0.0,0.0,0.0,0.0,0.0,0.0060542035,0.009417698,0.0,0.049141906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018636923,0.19131103,0.010157037,0.017896459,0.03692107,0.019005805,0.08838054,0.0,0.011512659,0.14600067,0.022844678,0.02249131,0.07707973,0.0,0.0,0.0,0.0,0.0,0.006137394,0.009918159,0.0,0.048431963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018498873,0.1901634,0.009486298,0.018459298,0.037044045,0.01878848,0.08722541,0.0,0.010962237,0.14508699,0.02177587,0.022208702,0.07744588,0.0,0.0,0.0,0.0,0.0,0.006065167,0.0098055145,0.0,0.048064116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01848232,0.18848583,0.0094412835,0.01764102,0.035117894,0.01841825,0.08666325,0.0,0.010921932,0.14421548,0.022277081,0.022245888,0.0771556,0.0,0.0,0.0,0.0,0.0,0.00583849,0.009863197,0.0,0.047532443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018470474,0.18683049,0.0095828455,0.01762279,0.034978706,0.018161023,0.08631395,0.0,0.011093908,0.1432116,0.021225184,0.021660104,0.076865606,0.0,0.0,0.0,0.0,0.0,0.005932113,0.009488624,0.0,0.04793902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018372651,0.18562104,0.009205814,0.018062426,0.034508657,0.01846997,0.08569521,0.0,0.010943829,0.14241414,0.020756902,0.0217119,0.07637652,0.0,0.0,0.0,0.0,0.0,0.0060405815,0.009043668,0.0,0.0466191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018008089,0.18431382,0.009071428,0.018336855,0.033721156,0.01812418,0.085251346,0.0,0.011347347,0.14168611,0.020338954,0.021774802,0.076479755,0.0,0.0,0.0,0.0,0.0,0.0061841994,0.0093856845,0.0,0.046630923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017862909,0.1834268,0.009357149,0.017800529,0.033311594,0.01843667,0.085586585,0.0,0.010605523,0.14062564,0.019741956,0.020828454,0.075870946,0.0,0.0,0.0,0.0,0.0,0.0063415905,0.0092588505,0.0,0.046222568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017551398,0.18220238,0.009640767,0.018119702,0.032385178,0.017824225,0.084742084,0.0,0.011083538,0.13981935,0.019580051,0.020995717,0.07629351,0.0,0.0,0.0,0.0,0.0,0.0060601165,0.009934299,0.0,0.04600178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018279208,0.18162985,0.0097703105,0.018089488,0.0319519,0.018246174,0.08431287,0.0,0.011273264,0.13840458,0.018854734,0.021333715,0.075890355,0.0,0.0,0.0,0.0,0.0,0.00602175,0.009297259,0.0,0.045937397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018022288,0.17960116,0.009537731,0.01783549,0.03148963,0.018219477,0.08381877,0.0,0.011391525,0.13816649,0.018345939,0.021003958,0.07574856,0.0,0.0,0.0,0.0,0.0,0.006350469,0.009088503,0.0,0.045794915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017676592,0.17836732,0.009241714,0.018195271,0.031224133,0.018371554,0.08399816,0.0,0.011023475,0.13752039,0.01816749,0.020847954,0.075154275,0.0,0.0,0.0,0.0,0.0,0.0059308447,0.009302075,0.0,0.04560037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017823782,0.1775329,0.009443183,0.017849905,0.030935157,0.017496478,0.08380579,0.0,0.01096667,0.13668816,0.017532041,0.021260768,0.07512996,0.0,0.0,0.0,0.0,0.0,0.0059348675,0.0090724295,0.0,0.045011263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017150732,0.17584585,0.009366118,0.018227447,0.030148447,0.017871695,0.08294193,0.0,0.0112486,0.13624987,0.01737429,0.021139823,0.07551457,0.0,0.0,0.0,0.0,0.0,0.006030127,0.008216526,0.0,0.04494164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017333874,0.17609668,0.009299881,0.018046174,0.02966738,0.018070318,0.08308207,0.0,0.010368444,0.13454026,0.017103748,0.020610228,0.07479072,0.0,0.0,0.0,0.0,0.0,0.0059251324,0.008770789,0.0,0.04496254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017088708,0.17464308,0.00919037,0.01734664,0.028797556,0.017088998,0.082640946,0.0,0.010131293,0.13406289,0.01714362,0.020422328,0.074367054,0.0,0.0,0.0,0.0,0.0,0.005350095,0.008832889,0.0,0.044695783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017475896,0.17330806,0.0096222535,0.0183744,0.029081315,0.017537387,0.08235543,0.0,0.011101381,0.13388422,0.016260792,0.020993711,0.07370489,0.0,0.0,0.0,0.0,0.0,0.005880291,0.008874012,0.0,0.045292106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01755028,0.17287709,0.009430918,0.017675724,0.027969321,0.016739279,0.08149695,0.0,0.010191291,0.13297874,0.016294667,0.020546352,0.0738532,0.0,0.0,0.0,0.0,0.0,0.0055817314,0.0083938,0.0,0.044585276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017589757,0.17135805,0.008762649,0.017511552,0.027605215,0.017432442,0.08114231,0.0,0.010432638,0.13239567,0.016103435,0.020255411,0.07414234,0.0,0.0,0.0,0.0,0.0,0.005502049,0.00892149,0.0,0.043731425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017165713,0.17044634,0.00927039,0.017971683,0.027725313,0.017135313,0.08121447,0.0,0.010741556,0.13166563,0.015338606,0.01988734,0.07378825,0.0,0.0,0.0,0.0,0.0,0.0056963237,0.008621619,0.0,0.04292654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016960224,0.1694596,0.008637892,0.016989585,0.0267234,0.017055599,0.080627576,0.0,0.011454938,0.13091974,0.01510834,0.02026971,0.07359766,0.0,0.0,0.0,0.0,0.0,0.005522464,0.0089334,0.0,0.04256015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017692175,0.16864988,0.008335131,0.017254304,0.026160842,0.017304083,0.07996645,0.0,0.010870159,0.13004799,0.015018011,0.019875556,0.07385429,0.0,0.0,0.0,0.0,0.0,0.0051651513,0.008134633,0.0,0.04285971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017628191,0.1674517,0.008957059,0.016892277,0.026408855,0.016863469,0.07980356,0.0,0.010459901,0.12948518,0.014233913,0.02074506,0.073260866,0.0,0.0,0.0,0.0,0.0,0.0056284387,0.008448382,0.0,0.043205258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017278302,0.1666096,0.00855085,0.01760477,0.025515314,0.017234428,0.07980704,0.0,0.010052102,0.12844163,0.014346333,0.019628042,0.07286521,0.0,0.0,0.0,0.0,0.0,0.0053840033,0.008712925,0.0,0.04313044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017384022,0.16552933,0.008431784,0.017230013,0.025798842,0.016685901,0.079443395,0.0,0.01029686,0.12790605,0.013538769,0.02027419,0.073108815,0.0,0.0,0.0,0.0,0.0,0.0052261283,0.008839915,0.0,0.04259106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017383145,0.16449538,0.008869374,0.017806444,0.025240947,0.016808039,0.078891516,0.0,0.010210239,0.12736341,0.013177765,0.019756675,0.07303751,0.0,0.0,0.0,0.0,0.0,0.0056316843,0.008006444,0.0,0.04227897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017353596,0.16332754,0.008583968,0.017551506,0.024342101,0.016640965,0.078481324,0.0,0.010878016,0.12696129,0.013149436,0.01944719,0.073278576,0.0,0.0,0.0,0.0,0.0,0.0053741825,0.008496956,0.0,0.04161775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01790815,0.16281164,0.008352867,0.017650796,0.02400953,0.016657049,0.07857829,0.0,0.010704675,0.12621164,0.0125988005,0.0195175,0.07265504,0.0,0.0,0.0,0.0,0.0,0.0051619434,0.008302934,0.0,0.04172544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01709261,0.16239299,0.008081441,0.016633455,0.023887653,0.01638631,0.07863028,0.0,0.010258818,0.12540218,0.012250326,0.019568233,0.07237216,0.0,0.0,0.0,0.0,0.0,0.0054595727,0.008764429,0.0,0.04159257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017323716,0.1613508,0.008322443,0.016189743,0.023088489,0.016567728,0.078187615,0.0,0.00962608,0.12509637,0.012128379,0.018780127,0.07237964,0.0,0.0,0.0,0.0,0.0,0.0056970967,0.00819312,0.0,0.041412324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01647153,0.16041875,0.008293338,0.01638234,0.022713546,0.016028253,0.077767864,0.0,0.010212905,0.124238394,0.011750545,0.01979589,0.072162464,0.0,0.0,0.0,0.0,0.0,0.005375488,0.00832187,0.0,0.041238237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016994655,0.1596833,0.007985896,0.016968181,0.022449462,0.01672144,0.07731036,0.0,0.009821844,0.1235875,0.011450838,0.01962706,0.071704574,0.0,0.0,0.0,0.0,0.0,0.0054098805,0.008224413,0.0,0.040464636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016795916,0.15893848,0.00838982,0.016307577,0.022029996,0.016691467,0.07726584,0.0,0.010281352,0.12320705,0.011061197,0.019356433,0.071575694,0.0,0.0,0.0,0.0,0.0,0.005675242,0.008171523,0.0,0.04026864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016628003,0.15802792,0.007806292,0.017297702,0.021869134,0.01592208,0.07705769,0.0,0.010354539,0.122397974,0.010619841,0.019665925,0.071458824,0.0,0.0,0.0,0.0,0.0,0.0055108196,0.008577173,0.0,0.04039135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016396118,0.15721527,0.007884276,0.015770968,0.020949738,0.01638514,0.077044524,0.0,0.009820507,0.12196783,0.010645981,0.018757029,0.07113499,0.0,0.0,0.0,0.0,0.0,0.005549531,0.009463304,0.0,0.04013586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016181013,0.15657294,0.007774628,0.016258864,0.020792386,0.015522972,0.07636606,0.0,0.009745007,0.121390656,0.0101612145,0.019209156,0.0715017,0.0,0.0,0.0,0.0,0.0,0.0057452167,0.008238008,0.0,0.03988982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016528456,0.15507278,0.0073817037,0.016200818,0.020118242,0.01629011,0.076189555,0.0,0.0106232455,0.12118342,0.010059221,0.019807426,0.0713665,0.0,0.0,0.0,0.0,0.0,0.00559539,0.009393299,0.0,0.040262394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016138919,0.15459421,0.008014819,0.015518789,0.02049037,0.016246932,0.0758909,0.0,0.010038859,0.12036255,0.009420829,0.019966895,0.07096093,0.0,0.0,0.0,0.0,0.0,0.005841594,0.0094860755,0.0,0.040097274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016349342,0.15431815,0.008062981,0.016164862,0.01989022,0.015896097,0.07547978,0.0,0.010152471,0.119686574,0.009516495,0.019768313,0.07074953,0.0,0.0,0.0,0.0,0.0,0.005551004,0.00928853,0.0,0.04010927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01602577,0.15330085,0.0075098583,0.017178789,0.01952142,0.016152529,0.075664304,0.0,0.009806898,0.11932956,0.009016332,0.0187702,0.07038774,0.0,0.0,0.0,0.0,0.0,0.005263303,0.009457766,0.0,0.039855268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015720604,0.15207054,0.0077077127,0.016451001,0.019105336,0.015808614,0.07491301,0.0,0.009674058,0.1193472,0.008801608,0.019384021,0.07076773,0.0,0.0,0.0,0.0,0.0,0.0055262498,0.008877812,0.0,0.039343145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015903356,0.15173262,0.0074745454,0.016789073,0.019069498,0.015128203,0.07455831,0.0,0.009822686,0.118667714,0.008480242,0.019193694,0.07082066,0.0,0.0,0.0,0.0,0.0,0.0052255644,0.008883387,0.0,0.03959086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015480678,0.15172327,0.007750306,0.016421035,0.018498486,0.015418005,0.074582435,0.0,0.010123695,0.11751197,0.008289386,0.019337215,0.07056044,0.0,0.0,0.0,0.0,0.0,0.0051089246,0.008638549,0.0,0.03906102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015748875,0.15034008,0.007660287,0.016398726,0.018226456,0.015335723,0.07437864,0.0,0.009584107,0.11741614,0.0078117726,0.01938097,0.07042562,0.0,0.0,0.0,0.0,0.0,0.0053415624,0.008821155,0.0,0.039221343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01573368,0.14948834,0.0075755846,0.015751796,0.018120522,0.016025031,0.074418575,0.0,0.00957503,0.117028855,0.0075532147,0.01918631,0.06994474,0.0,0.0,0.0,0.0,0.0,0.005259158,0.008736784,0.0,0.039112333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015903471,0.14891133,0.0073316665,0.0167715,0.017473746,0.0157421,0.074001156,0.0,0.009706259,0.116298504,0.0073661515,0.01959357,0.069535315,0.0,0.0,0.0,0.0,0.0,0.005452392,0.008721395,0.0,0.039150357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015665345,0.14811675,0.007249287,0.01550681,0.01738065,0.015829904,0.0740799,0.0,0.009954046,0.116052575,0.006670758,0.019102097,0.06906899,0.0,0.0,0.0,0.0,0.0,0.005145285,0.008362205,0.0,0.038692623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015868519,0.14746632,0.007312953,0.015838474,0.017007325,0.015967663,0.073546186,0.0,0.010308558,0.11578231,0.006430839,0.019394519,0.06932878,0.0,0.0,0.0,0.0,0.0,0.004742482,0.008201099,0.0,0.038047753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015805686,0.14662944,0.007261541,0.015489825,0.016319716,0.016023554,0.073735654,0.0,0.010619706,0.115643084,0.0061712614,0.01930198,0.06921923,0.0,0.0,0.0,0.0,0.0,0.0049024643,0.008398807,0.0,0.03797312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015678633,0.14627942,0.007353645,0.015101359,0.016272089,0.0156162735,0.073199145,0.0,0.009682256,0.115173504,0.0056971507,0.019863874,0.06929933,0.0,0.0,0.0,0.0,0.0,0.004636835,0.008583024,0.0,0.037993226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01544431,0.1452816,0.007339724,0.015908424,0.015970865,0.015352048,0.07331462,0.0,0.009851954,0.11497127,0.0053810305,0.019248158,0.06881583,0.0,0.0,0.0,0.0,0.0,0.005158239,0.0087009305,0.0,0.036936507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0158454,0.14456624,0.007360069,0.015841052,0.015437811,0.015380109,0.072934724,0.0,0.0098684775,0.1144825,0.005079957,0.01926432,0.068837605,0.0,0.0,0.0,0.0,0.0,0.0051589063,0.008610742,0.0,0.03774731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01573839,0.14394818,0.007678607,0.015826523,0.015454962,0.016074955,0.072764374,0.0,0.009572585,0.11418236,0.0045749582,0.01905785,0.068799786,0.0,0.0,0.0,0.0,0.0,0.0047533577,0.00845256,0.0,0.037671987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015110057,0.14362085,0.0072404193,0.016375717,0.0148152765,0.015855454,0.072985284,0.0,0.009596237,0.11358224,0.0043028397,0.018720362,0.06843705,0.0,0.0,0.0,0.0,0.0,0.0048485864,0.00897189,0.0,0.037203606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015452058,0.14298275,0.007049721,0.016035331,0.014173394,0.01578634,0.07213177,0.0,0.009477168,0.112881914,0.004023746,0.018766612,0.06881278,0.0,0.0,0.0,0.0,0.0,0.0050361506,0.009404415,0.0,0.036940463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014840179,0.14226428,0.0066911555,0.014905874,0.014145228,0.015395041,0.07214301,0.0,0.01005782,0.11248994,0.0036349804,0.018408481,0.068184435,0.0,0.0,0.0,0.0,0.0,0.004882849,0.008809839,0.0,0.036266416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015481252,0.14076097,0.0072345533,0.016140368,0.013930629,0.015734555,0.072119676,0.0,0.009515853,0.112894796,0.0033721335,0.018487314,0.06783229,0.0,0.0,0.0,0.0,0.0,0.005080738,0.0086067375,0.0,0.03598305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015737997,0.1404938,0.0068047917,0.014796559,0.013839037,0.014948906,0.07215723,0.0,0.009733354,0.111913085,0.0029965106,0.018803257,0.06775127,0.0,0.0,0.0,0.0,0.0,0.0049652997,0.009055486,0.0,0.036640096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015218923,0.14001425,0.0069208657,0.014339763,0.013565092,0.015400318,0.07208202,0.0,0.009760628,0.111198865,0.0026906298,0.0187554,0.06772735,0.0,0.0,0.0,0.0,0.0,0.004826154,0.008791837,0.0,0.03608576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015238547,0.13935728,0.006965026,0.014801813,0.01283106,0.015403928,0.07182529,0.0,0.009894226,0.11074724,0.0023850598,0.018825728,0.06756724,0.0,0.0,0.0,0.0,0.0,0.0047171703,0.009255349,0.0,0.03627343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01521073,0.13851924,0.007358268,0.014720669,0.012560611,0.0151760485,0.0711207,0.0,0.009676004,0.11041026,0.0020053163,0.018715383,0.06790251,0.0,0.0,0.0,0.0,0.0,0.004781256,0.008599868,0.0,0.03576998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015284494,0.13798931,0.007002291,0.01447502,0.012498227,0.015877293,0.07106887,0.0,0.009811862,0.11009075,0.0016726545,0.018866403,0.067684256,0.0,0.0,0.0,0.0,0.0,0.0045853304,0.0089746835,0.0,0.035161573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014998308,0.13744651,0.0074721207,0.014720038,0.012342028,0.014909969,0.070869334,0.0,0.009448634,0.109290615,0.0013669509,0.01833522,0.06780806,0.0,0.0,0.0,0.0,0.0,0.004708187,0.008888932,0.0,0.03556437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015226905,0.13699709,0.0069978903,0.015097432,0.012397743,0.014929139,0.0711058,0.0,0.009483897,0.10864959,0.0011056555,0.018504696,0.06706208,0.0,0.0,0.0,0.0,0.0,0.004753104,0.009176016,0.0,0.0359188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0147695085,0.13656944,0.0067641726,0.0150923785,0.0119540645,0.015420705,0.07059621,0.0,0.009361134,0.10840873,0.0008765718,0.018722802,0.067480035,0.0,0.0,0.0,0.0,0.0,0.0046345755,0.008527793,0.0,0.035577755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014729419,0.13589318,0.0069396743,0.014824897,0.012370424,0.016071636,0.0707651,0.0,0.00964949,0.10814611,0.000652256,0.018481296,0.06722666,0.0,0.0,0.0,0.0,0.0,0.0045386967,0.00899078,0.0,0.035271168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014612734,0.13520424,0.006834232,0.014409515,0.011450223,0.015405395,0.07066048,0.0,0.009844089,0.10789232,0.0004961592,0.01842006,0.06675095,0.0,0.0,0.0,0.0,0.0,0.004875588,0.008565772,0.0,0.034921534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
