目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
net_sched_interchange_mw,净计划交换功率,95%,6,DGatingDNN,DGatingDNN,0.925713660782552,0.9671473855846197,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_nuclear_pct|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw
net_sched_interchange_mw,净计划交换功率,95%,6,DGatingDNN,STG,0.8781671487066964,0.9671473855846197,48,gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_nuclear_pct|forecast_load_mw_latest_available|gross_sched_interchange_mw|gen_fuel_other_renewables_mw
net_sched_interchange_mw,净计划交换功率,95%,6,DGatingDNN,LassoNet,0.7195335303499476,0.9671473855846197,48,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|total_pjm_rmpcp_cr
net_sched_interchange_mw,净计划交换功率,95%,6,DGatingDNN,XGBoost,0.8108324053077454,0.9671473855846197,48,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|system_energy_price_da
net_sched_interchange_mw,净计划交换功率,95%,6,DGatingDNN,Lasso,0.8515999435931618,0.9671473855846197,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw
net_sched_interchange_mw,净计划交换功率,95%,6,DGatingDNN,Pearson,0.7568769569057912,0.9671473855846197,48,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve
net_sched_interchange_mw,净计划交换功率,97%,8,DGatingDNN,DGatingDNN,0.9572743987834043,0.9671473855846197,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_nuclear_pct|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw|gen_fuel_hydro_pct|gross_sched_interchange_mw
net_sched_interchange_mw,净计划交换功率,97%,8,DGatingDNN,STG,0.8977570825813692,0.9671473855846197,48,gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_nuclear_pct|forecast_load_mw_latest_available|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_gas_pct
net_sched_interchange_mw,净计划交换功率,97%,8,DGatingDNN,LassoNet,0.808101072178967,0.9671473855846197,48,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|total_pjm_rmpcp_cr|system_energy_price_da|gen_fuel_solar_mw
net_sched_interchange_mw,净计划交换功率,97%,8,DGatingDNN,XGBoost,0.8192078481317966,0.9671473855846197,48,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|system_energy_price_da|marginal_loss_price_rt|total_pjm_reg_purchases
net_sched_interchange_mw,净计划交换功率,97%,8,DGatingDNN,Lasso,0.9359237550688415,0.9671473855846197,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_oil_mw
net_sched_interchange_mw,净计划交换功率,97%,8,DGatingDNN,Pearson,0.7640793600567719,0.9671473855846197,48,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve
