total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.18723224,0.6827104,0.25174382,1.8321372e-05,0.00047860056,0.13637193,0.4518457,0.21717769,0.588313,0.070574775,0.36660853,0.6094092,0.23125836,0.33969444,0.24895017,0.23806807,0.21208163,0.0671914,0.38624507,0.008215775,0.3286023,0.012725635,0.37200385,0.3808793,0.3234475,1.1912052e-06,0.15835367,0.2623195,0.49856153,0.33550385,0.5757604,0.012645444,0.2903897,4.0779665e-05,0.29115835,0.27129233,0.15183805,0.83377266,0.6461604,0.18799536,0.21916506,0.38995114,0.16183391,0.21869092,0.6699572,0.82771754
0.1765085,0.67080116,0.24634644,8.5556085e-06,0.00029024738,0.1341185,0.44394433,0.21366435,0.5847384,0.070758864,0.36698517,0.60418814,0.23012027,0.34068123,0.24592717,0.23599356,0.21063331,0.05827661,0.38153955,0.0065631066,0.31763858,0.010237674,0.3630734,0.38390622,0.3172894,3.9367268e-07,0.15798393,0.26354784,0.5001901,0.3325528,0.5629366,0.009841512,0.27789912,1.8879715e-05,0.2890569,0.26968274,0.14310932,0.81993693,0.6436689,0.18652572,0.21217665,0.3796586,0.16309375,0.21420912,0.6579,0.8087984
0.16718364,0.6609744,0.24001242,3.7765649e-06,0.00016953931,0.1294169,0.44614404,0.20891386,0.5902926,0.06888211,0.3500244,0.5936434,0.22947986,0.33759433,0.23992217,0.23124361,0.21080537,0.052301172,0.37213293,0.0051888316,0.31109166,0.0082605295,0.35784298,0.37632978,0.320949,1.1966083e-07,0.15750375,0.2605034,0.5013569,0.32310745,0.56971097,0.0076731364,0.2726866,8.2519555e-06,0.28529453,0.26497555,0.14718723,0.8140529,0.6402697,0.17349377,0.20891102,0.38070428,0.15141429,0.21552388,0.63969284,0.801005
0.1585497,0.64345074,0.23218912,1.568773e-06,9.497088e-05,0.11984132,0.43386334,0.21086194,0.5825819,0.066461995,0.35035905,0.60870427,0.23582321,0.3337593,0.23447078,0.21759032,0.20083681,0.04602411,0.36248708,0.0039910353,0.30384097,0.0064537167,0.35143146,0.36234787,0.30860293,3.3242856e-08,0.15342164,0.24679235,0.47047153,0.3229285,0.5566426,0.005773537,0.2575784,3.3902527e-06,0.29108286,0.25363186,0.1445184,0.80018556,0.622279,0.1655759,0.20606281,0.3964445,0.1459033,0.21677937,0.63105345,0.80788815
0.15383516,0.6351228,0.22112563,6.097026e-07,5.0874773e-05,0.11918993,0.43758202,0.20570606,0.5804958,0.06334537,0.34161013,0.5966676,0.23466575,0.33754927,0.22880003,0.21435793,0.19921274,0.04165154,0.35791045,0.0030352483,0.29636633,0.004893438,0.34665018,0.35596165,0.31721362,8.383085e-09,0.15781009,0.24662264,0.47593722,0.32196322,0.5542695,0.0042995755,0.25155902,1.3028799e-06,0.28514507,0.25759315,0.13766493,0.79732215,0.6143688,0.16344789,0.19505809,0.36969912,0.14622979,0.21170412,0.64664364,0.7845756
0.14828877,0.63315105,0.21968569,2.2073237e-07,2.608222e-05,0.11363708,0.43320358,0.2055292,0.57650036,0.058910694,0.3455532,0.59467953,0.22198077,0.33081442,0.22177191,0.21488258,0.20186418,0.035673328,0.35679528,0.002279246,0.29208782,0.003496066,0.34422407,0.34645185,0.30158275,1.9044715e-09,0.14758858,0.24328798,0.4692482,0.31451395,0.5523587,0.0031131995,0.24706577,4.6602753e-07,0.2870071,0.25453347,0.13420478,0.78640896,0.60617924,0.1674425,0.19374137,0.36120918,0.1465577,0.20567733,0.62221384,0.76513404
0.14226238,0.6305918,0.21429849,7.403854e-08,1.2730025e-05,0.108162574,0.42490172,0.19674832,0.5588378,0.05816624,0.3420426,0.5728222,0.2324929,0.33439836,0.21597216,0.20819677,0.20013338,0.029132387,0.35507664,0.001684156,0.2884871,0.0025323725,0.34485927,0.33305275,0.29886976,3.8660167e-10,0.14477181,0.2530534,0.46313074,0.3074332,0.5531111,0.0021987054,0.23680785,1.5433639e-07,0.28400344,0.2483395,0.13638856,0.7832403,0.60236394,0.16008301,0.1900302,0.357599,0.13854925,0.20144685,0.60749006,0.7633686
0.13701652,0.6182654,0.2052351,2.2881508e-08,5.8761925e-06,0.105399534,0.4282994,0.19704382,0.5584105,0.056028258,0.33809048,0.5707462,0.23349562,0.33377394,0.2127705,0.21475166,0.20570686,0.024620065,0.35020754,0.0012002148,0.27999333,0.0018263541,0.33979058,0.33155695,0.29280418,6.950395e-11,0.1619052,0.23479451,0.47440228,0.3044122,0.54563296,0.0015070699,0.23249336,4.703374e-08,0.2805147,0.25375906,0.13515589,0.77034813,0.59274703,0.1538685,0.19021823,0.34746137,0.1398367,0.20385805,0.59894013,0.74733585
0.12982452,0.61073524,0.2017513,6.4739307e-09,2.5624063e-06,0.10127233,0.4183617,0.19553632,0.54443437,0.057241943,0.33949044,0.5745658,0.23994641,0.33403927,0.21096008,0.21102914,0.20117752,0.020065194,0.3452143,0.0008367558,0.27163884,0.0012441194,0.33275333,0.32227856,0.29487523,1.0960129e-11,0.15154254,0.22889063,0.4621728,0.3060324,0.53994817,0.0010079609,0.22367193,1.3105637e-08,0.27851668,0.24869573,0.13200487,0.76817834,0.57721996,0.15250541,0.18107648,0.33674395,0.13346948,0.20026445,0.5916484,0.7384313
0.12473646,0.60117334,0.19511744,1.6648658e-09,1.0505823e-06,0.094615035,0.41202635,0.19608748,0.544776,0.05514255,0.33821344,0.5594051,0.2289807,0.32953882,0.20641279,0.21041514,0.20007466,0.01668696,0.34017497,0.00056944456,0.26684004,0.0008079526,0.32970732,0.30946332,0.2919955,1.5000893e-12,0.14856486,0.22800162,0.4629195,0.29523838,0.53541887,0.00065396045,0.21543129,3.3159862e-09,0.270014,0.24923752,0.12832722,0.7617665,0.5739449,0.14613442,0.17925109,0.34318927,0.12660523,0.19673494,0.596516,0.73265266
0.116260186,0.6040882,0.18988201,3.863577e-10,4.0276072e-07,0.091151126,0.4083093,0.19010091,0.5396884,0.051654566,0.3288545,0.5505026,0.22962031,0.33370048,0.20122892,0.20449133,0.1973877,0.01363725,0.3365318,0.00037697583,0.25607628,0.00050886924,0.32244596,0.30048648,0.28268144,1.7617422e-13,0.14107886,0.22609258,0.45336634,0.29272756,0.53935444,0.00041050007,0.21476622,7.5610995e-10,0.27184618,0.24400592,0.12947899,0.762578,0.57846695,0.14184785,0.1721961,0.3367309,0.12342782,0.20087144,0.5778734,0.7136714
0.11195962,0.60130054,0.17874646,8.025152e-11,1.4374783e-07,0.08510798,0.40191588,0.19023526,0.5419723,0.050842095,0.32003078,0.5455564,0.21413198,0.3242571,0.19676936,0.21056394,0.1978254,0.010893861,0.3293746,0.00024165605,0.25254193,0.000313028,0.31923595,0.2924069,0.27855822,1.753364e-14,0.14545184,0.22789638,0.4517821,0.29030195,0.53291756,0.00024898158,0.20379283,1.5410773e-10,0.27277637,0.24433352,0.12467145,0.7481422,0.5678068,0.14281307,0.17111018,0.3341431,0.1230474,0.19094175,0.5549637,0.7057864
0.105119,0.59171987,0.17229337,1.4790686e-11,4.7484143e-08,0.08003677,0.40940297,0.18529926,0.5359016,0.044254325,0.31276426,0.5505208,0.2199707,0.3203708,0.19099121,0.20114598,0.19517557,0.008709306,0.32480252,0.00014990765,0.24587938,0.00018557598,0.3159452,0.29734477,0.2783477,1.4587788e-15,0.13959427,0.22224835,0.43515176,0.27897114,0.53450227,0.00014529441,0.2000686,2.7828054e-11,0.2683245,0.24274477,0.122683,0.7383814,0.56352717,0.14440538,0.17613077,0.33757925,0.122237474,0.20006818,0.56813127,0.69017875
0.099741735,0.5926394,0.16903685,2.3958873e-12,1.4434067e-08,0.076614104,0.40005934,0.18180838,0.5165588,0.04552759,0.3127219,0.529817,0.22647725,0.32734737,0.18986228,0.20033693,0.19416922,0.006494169,0.32209703,8.98825e-05,0.24218187,0.000105431835,0.31217742,0.29603684,0.27875474,9.995962e-17,0.13056606,0.22787191,0.42419454,0.27420545,0.5299333,8.145499e-05,0.19388205,4.4093175e-12,0.26910785,0.24180578,0.11661477,0.73905766,0.5500799,0.13985135,0.1612425,0.31144688,0.1095479,0.18590233,0.54932576,0.6937121
0.095080875,0.581539,0.16431367,3.375936e-13,4.010864e-09,0.07116737,0.40006527,0.1794615,0.5118578,0.043346606,0.31317598,0.5272649,0.21649246,0.32532784,0.18682499,0.20066851,0.19287424,0.004922891,0.31771964,5.1888095e-05,0.23394811,5.7629888e-05,0.30851498,0.28830352,0.2719878,5.5499125e-18,0.13336469,0.22864516,0.43301338,0.2719096,0.52722144,4.3733555e-05,0.18858367,6.0665166e-13,0.26633662,0.24088778,0.10540171,0.7241239,0.53729886,0.13458784,0.16254127,0.31663752,0.11132973,0.18725315,0.5427487,0.682697
0.08937386,0.585824,0.16083315,4.09153e-14,1.0118787e-09,0.06719956,0.39166903,0.17873864,0.51168,0.04008283,0.31317672,0.5245697,0.21951976,0.32377663,0.17771149,0.19771777,0.19654864,0.0036025103,0.31235743,2.8701907e-05,0.22834347,3.0084255e-05,0.30273375,0.2844804,0.2654345,2.452395e-19,0.1321182,0.21740104,0.43331662,0.26268512,0.5221983,2.2424014e-05,0.17867538,7.165235e-14,0.26311138,0.23832478,0.10769193,0.71663696,0.5318922,0.13102053,0.15456666,0.31640714,0.10727963,0.18883646,0.5398892,0.67718697
0.081454106,0.5592381,0.15290818,4.2132266e-15,2.3001703e-10,0.06541806,0.39496344,0.17832302,0.5135171,0.040343184,0.30438292,0.51468676,0.2147679,0.3287458,0.17568533,0.19057052,0.19169955,0.0026034452,0.3056882,1.5214087e-05,0.22046503,1.4964888e-05,0.2960334,0.27553892,0.26658615,8.456132e-21,0.122703,0.2297549,0.40415794,0.26426566,0.518318,1.093812e-05,0.17036362,7.1753304e-15,0.27146316,0.23955278,0.10803303,0.7151389,0.5319514,0.124392055,0.1548212,0.3150759,0.10069572,0.1940331,0.5379778,0.6776895
0.07976849,0.5687951,0.149124,3.6372108e-16,4.672633e-11,0.059369408,0.38576314,0.17656134,0.5034691,0.03855217,0.30379432,0.5131852,0.21780483,0.3262117,0.17093307,0.19526716,0.19101314,0.0018337738,0.304245,7.700478e-06,0.21810727,7.053431e-06,0.2965146,0.28328362,0.26170453,2.226263e-22,0.119231224,0.21057326,0.41829857,0.2585328,0.51728064,5.0594367e-06,0.16696547,6.010028e-16,0.25816882,0.22856379,0.10552735,0.6984744,0.51748985,0.12508075,0.15083867,0.30783132,0.09936478,0.18706188,0.5297259,0.6590184
0.074201085,0.5671148,0.14212063,2.5941253e-17,8.407673e-12,0.054820683,0.387,0.17222188,0.4984843,0.037217308,0.301668,0.509523,0.22328676,0.32247654,0.16676098,0.18445481,0.1870031,0.0012624351,0.29960132,3.7030788e-06,0.21158168,3.1478892e-06,0.29158303,0.26889727,0.25863054,4.3685882e-24,0.11471597,0.20286736,0.40214312,0.25169858,0.50735116,2.2092356e-06,0.15695113,4.1484256e-17,0.25944924,0.22492647,0.10232601,0.69953674,0.5236254,0.12591606,0.14921075,0.30686644,0.09400517,0.18746965,0.5280188,0.658403
0.0704734,0.55701894,0.13917093,1.5042569e-18,1.3271076e-12,0.050096802,0.38674358,0.1741996,0.49337357,0.03492312,0.30010113,0.5124662,0.21245565,0.32019886,0.16272454,0.19141814,0.1914962,0.0008357802,0.29310295,1.6862965e-06,0.20651504,1.3224846e-06,0.28752896,0.26547116,0.25687894,6.2208e-26,0.11798003,0.19957678,0.4012019,0.25419393,0.5243826,9.067623e-07,0.16032627,2.3216534e-18,0.26144698,0.2258269,0.09846852,0.674409,0.50056964,0.13017005,0.15364636,0.29334477,0.097676426,0.18752542,0.5102359,0.63719887
0.064984605,0.55054146,0.13175927,6.9682516e-20,1.8184072e-13,0.04612401,0.3794732,0.16540606,0.48988312,0.03347287,0.30572894,0.49517173,0.21323211,0.31192595,0.1595028,0.18378864,0.18071699,0.00054847245,0.29223663,7.2435415e-07,0.20042755,5.2025376e-07,0.28457487,0.2616276,0.2592531,6.239271e-28,0.10502596,0.20284909,0.39988008,0.23961845,0.5139221,3.4822722e-07,0.1483535,1.0348128e-19,0.2536581,0.22176175,0.09577515,0.68342793,0.50232464,0.108681396,0.14641613,0.29680708,0.08822154,0.18205807,0.5024089,0.6522181
0.06194536,0.5403808,0.13017894,2.5292614e-21,2.1382684e-14,0.042877287,0.36692303,0.16708581,0.48887074,0.033658292,0.3038661,0.4966365,0.2118986,0.31719506,0.1568678,0.18102257,0.18116686,0.00034262656,0.28921932,2.9206993e-07,0.19534318,1.9138966e-07,0.28142205,0.25078788,0.25485426,4.2626747e-30,0.11546824,0.19873239,0.39516804,0.23661168,0.50754726,1.2448432e-07,0.14394102,3.6019677e-21,0.24508172,0.2217189,0.09522402,0.67652833,0.49352857,0.09952695,0.1347895,0.2884518,0.08436224,0.18424965,0.5115321,0.63725084
0.05683563,0.53184855,0.12382901,7.0415125e-23,2.1311059e-15,0.039692655,0.3752338,0.16476727,0.48241264,0.030458106,0.30203122,0.4933769,0.20393704,0.31636015,0.15325937,0.18266582,0.18050177,0.00020625502,0.2845221,1.10035934e-07,0.18897262,6.521087e-08,0.2765014,0.2646842,0.24733779,1.910452e-32,0.11614873,0.19400564,0.39002767,0.24335462,0.5126432,4.1194582e-08,0.1400844,9.5810533e-23,0.25200784,0.22264235,0.095027,0.6677218,0.48387477,0.10423827,0.1335486,0.288512,0.08302819,0.18190727,0.50205374,0.6278653
0.05434182,0.52477837,0.120142154,1.4685625e-24,1.7758549e-16,0.03676645,0.36453333,0.16076267,0.46670115,0.029227264,0.30275634,0.48629627,0.20081374,0.31641254,0.15019609,0.18259668,0.1789766,0.00011998754,0.2838899,3.8535912e-08,0.18670546,2.0496186e-08,0.2757322,0.25187013,0.25001344,5.3820227e-35,0.11159553,0.19230628,0.38261026,0.23504524,0.5121596,1.2545365e-08,0.13370559,1.9013421e-24,0.24002527,0.21764046,0.09197094,0.6624941,0.48064116,0.10146166,0.12740053,0.2877339,0.08238542,0.17864731,0.49291933,0.61698675
0.04938208,0.51994824,0.11218222,2.2350947e-26,1.2189956e-17,0.03358448,0.3589135,0.15813014,0.46333855,0.030364314,0.29297784,0.48091942,0.19930583,0.32338294,0.14742598,0.17881496,0.1781149,6.71573e-05,0.27951017,1.2473638e-08,0.17931242,5.904368e-09,0.2704912,0.24865331,0.23818925,9.076374e-38,0.10387067,0.19198257,0.36859944,0.22858024,0.5118469,3.4933965e-09,0.12479101,2.74097e-26,0.25089976,0.21702226,0.08973269,0.65628594,0.47984186,0.098717324,0.1244807,0.27917993,0.07777259,0.18023077,0.48694453,0.6078867
0.046022747,0.5209033,0.10891706,2.4110404e-28,6.781222e-19,0.029754344,0.3630813,0.15598708,0.46444184,0.027481254,0.29834077,0.46420807,0.20269343,0.31937447,0.1458496,0.17598306,0.17638856,3.6016423e-05,0.27086565,3.709302e-09,0.17362413,1.5487256e-09,0.26398754,0.23765421,0.23951899,8.6613e-41,0.10999798,0.1875764,0.36563754,0.2324121,0.4927633,8.83292e-10,0.11582792,2.7863933e-28,0.25369963,0.21278109,0.09187945,0.6481476,0.47080812,0.09800105,0.12402319,0.27942732,0.07957146,0.17702638,0.4834171,0.6068138
0.041912258,0.51142806,0.103938326,1.7841495e-30,3.0029354e-20,0.026988281,0.3613087,0.15567407,0.45790902,0.025198996,0.29211906,0.46924362,0.20082177,0.31777078,0.1398526,0.17521201,0.1753337,1.8427163e-05,0.2680645,1.0067358e-09,0.17106935,3.6713246e-10,0.2631042,0.2371788,0.23555543,4.3e-44,0.10963535,0.19283634,0.36269632,0.22939046,0.4899209,2.0126974e-10,0.109242246,1.9320354e-30,0.24421139,0.21204183,0.08847862,0.6402813,0.46485597,0.09889327,0.11836745,0.2693652,0.07720687,0.17294203,0.48421648,0.5954385
0.038840756,0.5083086,0.10087503,8.729974e-33,1.037905e-21,0.023586508,0.36764938,0.14780562,0.4625225,0.024391327,0.293518,0.46159488,0.19835636,0.3154487,0.13708569,0.16916431,0.17590865,8.983809e-06,0.2650025,2.476083e-10,0.16648024,7.803409e-11,0.2607452,0.23391402,0.23723815,0.0,0.106492914,0.19326876,0.3634914,0.22785456,0.49664953,4.099374e-11,0.105282694,8.801144e-33,0.24160694,0.20861918,0.08411372,0.63588214,0.46112847,0.0919529,0.12003583,0.27300546,0.07050497,0.17679155,0.4764469,0.5832134
0.035991743,0.5027935,0.0981019,2.7093982e-35,2.7396802e-23,0.020516211,0.36165783,0.14847079,0.4487921,0.025102215,0.29765812,0.44923767,0.20102353,0.3205144,0.13558342,0.17082244,0.1705404,4.137185e-06,0.2641273,5.4763725e-11,0.16316395,1.4744433e-11,0.258614,0.21573555,0.23671135,0.0,0.10711283,0.18675768,0.35882336,0.2172165,0.5009083,7.397164e-12,0.104308836,2.5243778e-35,0.24594465,0.20825376,0.08678674,0.62479985,0.4578635,0.087950855,0.116090044,0.26781562,0.0680122,0.16795556,0.46262893,0.58638394
0.032860424,0.49444774,0.09243861,5.0861507e-38,5.3916266e-25,0.017713187,0.35754114,0.14907737,0.443144,0.022264589,0.2913372,0.46443713,0.20039631,0.31662264,0.12873022,0.16986799,0.16838044,1.8026285e-06,0.26096478,1.0800938e-11,0.15689558,2.4535014e-12,0.25480354,0.22400324,0.2384321,0.0,0.105538145,0.17934792,0.35571203,0.21684216,0.49266672,1.1712053e-12,0.09654496,4.342808e-38,0.23789558,0.20933318,0.07878321,0.6248184,0.44538426,0.08606739,0.114566185,0.25786284,0.06567601,0.1645496,0.4571612,0.57135975
0.028610675,0.48289058,0.0880144,5.4679e-41,7.7020966e-27,0.015355488,0.3531602,0.14580813,0.44786224,0.019326344,0.29492342,0.45065933,0.20300987,0.315231,0.1260493,0.16725966,0.16598608,7.373207e-07,0.25218254,1.882477e-12,0.14968637,3.5591587e-13,0.24532998,0.2358024,0.2305353,0.0,0.1004103,0.17955482,0.3600044,0.21559949,0.48461533,1.6101557e-13,0.08943998,4.2371e-41,0.23573156,0.19923708,0.07908884,0.61859566,0.4533705,0.08735178,0.11499899,0.26296955,0.06453882,0.16974084,0.4508558,0.57086754
0.026769025,0.48502403,0.08485251,3.2e-44,7.7521497e-29,0.012688134,0.34583467,0.1442537,0.43177608,0.019589309,0.29372072,0.43648294,0.20656995,0.31092593,0.124788135,0.16888225,0.16466883,2.8218298e-07,0.2553943,2.8708657e-13,0.14820683,4.4515142e-14,0.24952514,0.22647199,0.23080245,0.0,0.10125864,0.16975854,0.34898925,0.20868528,0.49149424,1.9002547e-14,0.08560667,2.2e-44,0.23346281,0.20172781,0.0726071,0.6109187,0.4378406,0.07966682,0.10845439,0.25468913,0.058048245,0.16815186,0.43684426,0.5743399
0.0241158,0.48030412,0.08135063,0.0,5.3168766e-31,0.0105324965,0.34869367,0.1418663,0.42589656,0.016205043,0.2999225,0.43751368,0.20014942,0.30917302,0.12028511,0.16466878,0.1662754,1.0054327e-07,0.2566306,3.7901055e-14,0.14344485,4.7427878e-15,0.24683934,0.23090452,0.22623941,0.0,0.099184975,0.17045717,0.3353972,0.20296042,0.4862341,1.901346e-15,0.078923315,0.0,0.23833983,0.19448298,0.0742184,0.60626143,0.4371451,0.07916381,0.105366364,0.24847169,0.059325755,0.16839528,0.43968838,0.5542301
0.021233346,0.48053834,0.07419242,0.0,2.3931825e-33,0.008654844,0.3414706,0.13503183,0.4337792,0.015098958,0.2825406,0.44037086,0.19269128,0.3064468,0.11646828,0.15773709,0.16478978,3.3147703e-08,0.24843474,4.2812344e-15,0.13811775,4.2483006e-16,0.24203642,0.23135406,0.22474314,0.0,0.0977988,0.17164716,0.334331,0.20192602,0.49563333,1.591163e-16,0.07744464,0.0,0.22467981,0.19644958,0.068094626,0.6020855,0.4316543,0.07464361,0.10242754,0.2513411,0.05270379,0.16887318,0.45202553,0.55080605
0.018766453,0.47338352,0.06944995,0.0,6.774154e-36,0.0070069074,0.34164402,0.1336343,0.4298593,0.013007023,0.2858905,0.43986306,0.20316018,0.31443813,0.1127575,0.15907972,0.16279736,1.0052525e-08,0.2459692,4.0853678e-16,0.13441439,3.15365e-17,0.2368442,0.2219354,0.2281203,0.0,0.09725377,0.16897267,0.33316162,0.20163839,0.4898529,1.0972877e-17,0.07114118,0.0,0.23464549,0.18819359,0.069186896,0.5976254,0.43013242,0.07607718,0.100438856,0.23302999,0.05441998,0.16339187,0.4420193,0.53348684
0.016503796,0.46634096,0.06557254,0.0,1.148483e-38,0.005705868,0.34147227,0.13190883,0.42994153,0.0115094455,0.28362906,0.43457645,0.19962943,0.31134123,0.10983367,0.15784961,0.16082788,2.7865845e-09,0.2436405,3.247823e-17,0.1294994,1.9098314e-18,0.23463115,0.20440285,0.2296741,0.0,0.098969094,0.15987945,0.33221653,0.19996054,0.4856101,6.1349303e-19,0.06518595,0.0,0.22791241,0.19310679,0.068270005,0.59111494,0.42644078,0.07469543,0.102687374,0.23802844,0.05287455,0.1644798,0.43602866,0.5328648
0.014516881,0.4652835,0.06068196,0.0,1.1024e-41,0.0044846097,0.33579332,0.13131732,0.42284104,0.010120777,0.28263694,0.4350702,0.18654434,0.31379983,0.104848474,0.15810524,0.16210528,7.0116535e-10,0.23938349,2.1185584e-18,0.12583922,9.273995e-20,0.23338357,0.2031935,0.22184089,0.0,0.10231154,0.17193727,0.32809004,0.19502202,0.49022388,2.7316302e-20,0.061725557,0.0,0.22942792,0.1933835,0.06488756,0.58881766,0.4175281,0.07595811,0.10783699,0.24400564,0.05266737,0.16214567,0.4208493,0.51925147
0.012874861,0.45592713,0.056878697,0.0,6e-45,0.003435274,0.3359523,0.1300475,0.4141815,0.008621598,0.27619195,0.41689375,0.19162692,0.30595255,0.10327812,0.15792504,0.15811303,1.5893349e-10,0.23878188,1.115127e-19,0.12250836,3.54316e-21,0.232316,0.20239063,0.21394095,0.0,0.09524532,0.1643295,0.320697,0.19528395,0.481945,9.497701e-22,0.055953752,0.0,0.22319925,0.19370899,0.06312129,0.5859538,0.41594496,0.06578506,0.0975206,0.2493524,0.047500376,0.16237904,0.41673213,0.5241202
0.010787079,0.46811554,0.053897154,0.0,0.0,0.0026239357,0.33568105,0.11916985,0.43119857,0.0068574734,0.2826501,0.41901407,0.18884452,0.32300374,0.099945635,0.14901088,0.15603508,3.2188373e-11,0.23459944,4.6502874e-21,0.11733673,1.0429993e-22,0.22746828,0.21508421,0.21312581,0.0,0.09210461,0.15995161,0.28144854,0.18895926,0.48990268,2.523348e-23,0.0531743,0.0,0.220439,0.18844739,0.05651756,0.5598464,0.42445746,0.05589838,0.0858855,0.23978812,0.043616146,0.15988414,0.41529906,0.5292313
0.009224233,0.45057955,0.049135055,0.0,0.0,0.0019183212,0.33362278,0.122749716,0.42961127,0.005486347,0.27663592,0.43127504,0.18182199,0.3068144,0.09587476,0.15618216,0.15998676,5.772923e-12,0.23043132,1.5057013e-22,0.11670476,2.3115808e-24,0.22675519,0.21745346,0.21886945,0.0,0.09797818,0.16199419,0.2871596,0.18835002,0.48300022,5.001154e-25,0.048042722,0.0,0.227158,0.18464452,0.059336457,0.55421203,0.41158783,0.057390112,0.08363534,0.23755509,0.041532867,0.16050202,0.42170173,0.51780164
0.007899898,0.44959658,0.046726838,0.0,0.0,0.0013731072,0.32832736,0.12087164,0.41544428,0.004375631,0.28156713,0.42415902,0.1861234,0.31200022,0.09659973,0.1523963,0.15813537,9.08039e-13,0.22981073,3.7018304e-24,0.11142861,3.7595243e-26,0.22217906,0.21377148,0.21133879,0.0,0.09147076,0.16137184,0.29053903,0.1889227,0.47888032,7.1998025e-27,0.044728056,0.0,0.22645107,0.17970723,0.055613305,0.55643094,0.4128987,0.05843981,0.085410416,0.24063061,0.042091567,0.16115564,0.410637,0.51252997
0.0065277065,0.4523815,0.041773967,0.0,0.0,0.00094369333,0.33449513,0.11940354,0.41743186,0.0034807373,0.27272916,0.42066303,0.1922039,0.30255884,0.09103738,0.15248062,0.15701458,1.239515e-13,0.22670427,6.7419886e-26,0.108407125,4.3607594e-28,0.22131748,0.21422175,0.21776134,0.0,0.09211412,0.14877513,0.28831872,0.18707663,0.4800934,7.30824e-29,0.040230863,0.0,0.22556567,0.17654401,0.05404741,0.551247,0.40688166,0.055114623,0.086129926,0.23652694,0.038596876,0.1596811,0.40995938,0.5033128
0.0055282493,0.44911236,0.040053677,0.0,0.0,0.0006348943,0.33469135,0.1189746,0.41587692,0.002713966,0.27320552,0.4045556,0.1863744,0.30332193,0.09194172,0.15188187,0.15333664,1.4516371e-14,0.22588825,8.849708e-28,0.10566498,3.4941135e-30,0.21876596,0.2162039,0.21202968,0.0,0.090951025,0.1554671,0.2908788,0.18531984,0.4825609,5.059247e-31,0.036471277,0.0,0.21764421,0.17565139,0.051770855,0.55078256,0.40440026,0.055117875,0.083840765,0.22637467,0.03696313,0.1561792,0.41012934,0.5044557
0.0045054276,0.44302124,0.03598679,0.0,0.0,0.00041501687,0.32363236,0.12032672,0.41488317,0.0019869506,0.27203315,0.4086832,0.18582603,0.3021051,0.08693744,0.1530715,0.1498989,1.4404431e-15,0.22226441,8.1194445e-30,0.10061948,1.8658717e-32,0.21491343,0.21634635,0.21033835,0.0,0.1000148,0.15510778,0.28727612,0.1828108,0.47758636,2.3006368e-33,0.031475198,0.0,0.22376432,0.17881328,0.049606822,0.55104667,0.39470318,0.05857899,0.089624226,0.22424062,0.03774232,0.15705095,0.40920562,0.4942949
0.003621981,0.43561703,0.03241102,0.0,0.0,0.00026374627,0.31912264,0.11648941,0.40459138,0.0013689895,0.26979405,0.39561796,0.19693196,0.30432862,0.08527608,0.15214936,0.1475376,1.1946526e-16,0.2214189,5.0309354e-32,0.09799065,6.3764995e-35,0.21396421,0.19847533,0.21626084,0.0,0.096280724,0.15935497,0.28948355,0.18221153,0.4747874,6.586131e-36,0.027687851,0.0,0.21870454,0.17143038,0.04797076,0.5489712,0.39201045,0.05693659,0.08970857,0.22493897,0.03539401,0.1493749,0.39618206,0.49586192
0.0028660302,0.43543622,0.02950342,0.0,0.0,0.00015981961,0.3248027,0.1209015,0.40376335,0.00091410556,0.27024046,0.39239812,0.19083492,0.29563266,0.08362336,0.1574899,0.14682662,8.158559e-18,0.21911997,2.0251026e-34,0.095007546,1.3316071e-37,0.21216124,0.19073068,0.20283811,0.0,0.09481614,0.155425,0.28073707,0.17957616,0.46750638,1.1306548e-38,0.02373831,0.0,0.21998711,0.1711421,0.046614714,0.546242,0.39557296,0.055644777,0.088755734,0.22361493,0.034661755,0.15225865,0.39884257,0.48557222
