wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.43954083,0.38433352,0.52173936,0.49267897,0.5038618,0.40421537,0.39656612,0.5490148,0.44929627,0.43833387,0.47272304,0.390338,0.49685407,0.38505977,0.47171742,0.4447388,0.51831406,0.5399914,0.49010003,0.4032981,0.3925475,0.5266919,0.55757093,0.44848323,0.4317553,0.5031213,0.44546068,0.46996093,0.40484026,0.4753134,0.4658188,0.40767708,0.54033864,0.5606995,0.42279077,0.37082624,0.37508526,0.40502912,0.4391945,0.5485431,0.3699315,0.40039542,0.5574229,0.5143651,0.5190735,0.4125215,0.45574003,0.47080803
0.4323423,0.2811745,0.5312802,0.47707617,0.48134044,0.35807243,0.34746265,0.5807686,0.4195453,0.38687748,0.46326154,0.34561288,0.50377107,0.3284243,0.43415532,0.4073002,0.510953,0.5611598,0.4582424,0.35146642,0.30602267,0.52463835,0.5724756,0.43547532,0.41502014,0.49822703,0.39929104,0.46276537,0.32325256,0.44757628,0.43917316,0.38827056,0.56818366,0.59725404,0.3674367,0.25183767,0.26620623,0.35138285,0.38275343,0.5837186,0.2790369,0.30826005,0.5514821,0.5102602,0.5194565,0.3401029,0.4550187,0.49372426
0.41020855,0.15943642,0.5451787,0.4671099,0.4487265,0.30054876,0.32728207,0.6122004,0.4138444,0.32703152,0.43131524,0.31413603,0.5073105,0.29441375,0.39032328,0.34823424,0.49303237,0.59429467,0.4148264,0.29168755,0.2145008,0.521349,0.58461905,0.423134,0.37337184,0.50486887,0.35016805,0.43997195,0.23867899,0.4171799,0.40612635,0.37892175,0.5865029,0.6336805,0.31809098,0.12998295,0.1592695,0.29628956,0.29432482,0.6310628,0.17257135,0.21962257,0.56130505,0.5108416,0.5303855,0.24468282,0.4386887,0.5054182
0.41073483,0.038865965,0.56011146,0.44821593,0.42937538,0.23373665,0.29914865,0.6405099,0.42550132,0.26480496,0.4004019,0.2759873,0.4941824,0.29536107,0.34912598,0.2832617,0.48483136,0.6276942,0.3791684,0.2255569,0.12650181,0.51384133,0.5904088,0.4132135,0.32585835,0.50255424,0.32698372,0.42798805,0.14274707,0.40079796,0.3931934,0.35512936,0.6079182,0.6597879,0.24775511,0.0101904385,0.034286957,0.21821271,0.23225732,0.6694763,0.052172728,0.13637258,0.56168044,0.5119914,0.5422526,0.1500732,0.4311313,0.51967096
0.39882421,-0.06889845,0.56290513,0.44550946,0.39104345,0.176897,0.25793603,0.65493715,0.42746356,0.19813347,0.36258635,0.23298207,0.5004653,0.28773016,0.29406026,0.21200722,0.47765,0.65540653,0.32191998,0.14360455,0.03712827,0.52136564,0.59523374,0.39718294,0.2826849,0.50995064,0.30054703,0.4177291,0.043494355,0.38633627,0.38067517,0.3186471,0.6150288,0.69733423,0.16634376,-0.1103397,-0.08541965,0.1353656,0.16157436,0.68600667,-0.06984819,0.060114544,0.57994133,0.51132005,0.55552155,0.061656326,0.42647544,0.5119883
0.3982285,-0.16213515,0.54627246,0.40865842,0.36068356,0.11389644,0.22570047,0.67736334,0.44845894,0.13848889,0.3198928,0.20521753,0.49253842,0.28053203,0.22627911,0.14026944,0.442713,0.6926278,0.25455895,0.06371074,-0.045916762,0.5171955,0.60005814,0.37885123,0.23275232,0.5132204,0.26447204,0.396961,-0.05569446,0.37182957,0.3696267,0.316482,0.6262473,0.7316023,0.078327365,-0.22720073,-0.1948582,0.070136264,0.08155758,0.71099526,-0.17738685,-0.0037691854,0.58814144,0.5148917,0.56120986,-0.036486786,0.41969955,0.51444
0.40353253,-0.26687834,0.5452355,0.37621257,0.32319728,0.05312837,0.20230621,0.68501216,0.46220148,0.082769684,0.26605183,0.16384593,0.48871037,0.27394408,0.15850258,0.042055868,0.41706625,0.69955015,0.1904465,-0.0014206715,-0.13201252,0.5061547,0.59765303,0.35354203,0.17485972,0.5050171,0.22597764,0.38187283,-0.15823664,0.37241346,0.35140148,0.28748092,0.6210207,0.746962,0.003102401,-0.32795653,-0.28900746,-0.015939128,-0.004617019,0.7437862,-0.28131416,-0.06602268,0.5915912,0.5205056,0.5705619,-0.14693451,0.41313717,0.53802824
0.39771146,-0.35723454,0.5484224,0.35226834,0.288385,0.0006506337,0.20782578,0.70342886,0.4969302,0.011548514,0.21366064,0.11620275,0.49214038,0.27179864,0.090391956,-0.047540702,0.40131277,0.7224111,0.1216789,-0.06169587,-0.21147689,0.49776185,0.6085043,0.32638842,0.12537345,0.49907568,0.17343637,0.36801997,-0.25954372,0.35191366,0.3297643,0.25451383,0.6281696,0.76952183,-0.063593164,-0.42856067,-0.39045432,-0.1019772,-0.09830513,0.77383906,-0.38081145,-0.12743753,0.5889397,0.5292467,0.5753304,-0.24155258,0.41923502,0.54953974
0.40923974,-0.42446244,0.5441895,0.32115015,0.24490976,-0.04959405,0.18155335,0.7152971,0.5066074,-0.051896777,0.15828066,0.06355014,0.47975403,0.2766967,0.019498846,-0.13778259,0.37566376,0.7435638,0.04612072,-0.13016246,-0.2912796,0.49502912,0.604949,0.304599,0.07488525,0.49425772,0.14650312,0.35155925,-0.34905547,0.34998173,0.30738792,0.215663,0.63569033,0.79480726,-0.13368697,-0.5191019,-0.47177368,-0.18333404,-0.19655316,0.80410206,-0.469857,-0.18438058,0.5963489,0.5287314,0.57498163,-0.3215392,0.39375427,0.5376843
0.42314607,-0.48403627,0.5371342,0.29531106,0.21302631,-0.11583375,0.14452066,0.7372474,0.52911985,-0.12077753,0.10409275,0.024265204,0.47896835,0.27728915,-0.056466803,-0.2229252,0.34083405,0.74867785,-0.034104507,-0.20002653,-0.3458925,0.49090013,0.6060932,0.28187874,0.029940689,0.48763472,0.10756544,0.3322697,-0.43204612,0.33890948,0.28875247,0.17031638,0.6424913,0.8281948,-0.21423452,-0.5892961,-0.54288274,-0.24438748,-0.27608848,0.8273652,-0.5516167,-0.24732417,0.61066025,0.52822953,0.5835166,-0.39413944,0.37729833,0.5500025
0.42670396,-0.53605235,0.55006737,0.2656859,0.1499334,-0.18084738,0.10895974,0.7537564,0.5568533,-0.20172171,0.04043874,-0.030603437,0.49766934,0.27541447,-0.14327657,-0.30680272,0.31756032,0.7565928,-0.10525388,-0.2495497,-0.41174495,0.49765617,0.61235094,0.25385782,-0.01651338,0.48326874,0.07331266,0.307786,-0.51060706,0.34463558,0.2731908,0.12352996,0.66399616,0.8431483,-0.2824781,-0.6641181,-0.5953584,-0.30738187,-0.36319187,0.85091805,-0.6220687,-0.29841667,0.6163815,0.53449565,0.5932589,-0.4716486,0.37795502,0.5526706
0.43894437,-0.58631855,0.5417366,0.2285292,0.10515254,-0.24468122,0.079672836,0.7559346,0.5654989,-0.25997934,-0.005556055,-0.0822993,0.49424192,0.27416703,-0.22126888,-0.37916067,0.29178432,0.770109,-0.18184312,-0.308333,-0.47106305,0.49065006,0.6162019,0.22614251,-0.07726198,0.47607693,0.027556144,0.28759503,-0.58565366,0.33650944,0.24022007,0.08346313,0.67043346,0.8690416,-0.34866238,-0.726139,-0.6504992,-0.38251516,-0.44266102,0.8564877,-0.68521875,-0.3561189,0.6269363,0.5326646,0.6023555,-0.53398293,0.38173512,0.5529339
0.44875377,-0.647703,0.5393459,0.20041712,0.04427126,-0.30474108,0.046551496,0.7667486,0.58743304,-0.29674855,-0.079998866,-0.12159386,0.5061222,0.2754367,-0.31018043,-0.4476393,0.2581325,0.7832358,-0.2465291,-0.37572968,-0.5269441,0.4923446,0.62062854,0.19935483,-0.1251951,0.46863943,-0.01406628,0.2461932,-0.6489307,0.3247009,0.21452433,0.042999074,0.66975,0.8858357,-0.39951566,-0.7828283,-0.69808626,-0.4449365,-0.52330357,0.8927362,-0.7422328,-0.39805976,0.63912696,0.5406683,0.61482775,-0.5959427,0.371382,0.5651331
0.4524582,-0.6996476,0.5451886,0.17663679,0.0006406876,-0.37137818,0.017576009,0.7846648,0.6091252,-0.35025346,-0.14109412,-0.15621062,0.5115136,0.28947568,-0.36370376,-0.5095963,0.22816989,0.80531377,-0.3157545,-0.41285747,-0.5776007,0.49023214,0.6246209,0.16285777,-0.16270757,0.455273,-0.06650058,0.22242454,-0.71015924,0.32751727,0.19582377,0.0052281944,0.67929953,0.92363685,-0.44528455,-0.8266298,-0.7492967,-0.4880748,-0.58744174,0.9298814,-0.7879099,-0.4529973,0.658376,0.5343433,0.636469,-0.6613294,0.36568812,0.5943645
0.45585743,-0.7479665,0.5521625,0.14890358,-0.03995177,-0.41465506,-0.020063883,0.8051743,0.6179788,-0.3944111,-0.19346401,-0.21790464,0.525878,0.26803532,-0.4213801,-0.56993234,0.18451029,0.83573395,-0.38338304,-0.45374182,-0.624549,0.48465583,0.62621933,0.12528563,-0.21848224,0.45943144,-0.0996296,0.17698252,-0.7663426,0.31614625,0.16024458,-0.03816135,0.6799662,0.9467467,-0.48068354,-0.86979157,-0.7938821,-0.541853,-0.6412821,0.9483468,-0.8387512,-0.4976543,0.6595297,0.5328749,0.6355564,-0.71515256,0.376051,0.61604196
0.47590837,-0.7836416,0.5558251,0.12947465,-0.0922029,-0.47206426,-0.059670772,0.79887503,0.643654,-0.43658862,-0.26087844,-0.24105364,0.5242423,0.27246827,-0.4856249,-0.629984,0.15591197,0.8451775,-0.4442473,-0.510216,-0.6575197,0.47919768,0.63289964,0.08033555,-0.27198642,0.44933075,-0.1523482,0.14059094,-0.81065714,0.29814658,0.13321078,-0.089349546,0.709301,0.96628565,-0.530419,-0.9141814,-0.8256579,-0.59171176,-0.69727755,0.9706523,-0.88265777,-0.5325837,0.6726319,0.53129524,0.6440793,-0.7639168,0.35168263,0.61131155
0.48520434,-0.8354547,0.562538,0.10342679,-0.12966168,-0.5310904,-0.0768945,0.8081306,0.66111636,-0.46753672,-0.32954606,-0.27170762,0.5272924,0.28393415,-0.53314966,-0.6855354,0.12022192,0.8770035,-0.5071353,-0.54339164,-0.6948458,0.48203832,0.63552666,0.04533755,-0.32062003,0.44319254,-0.1935552,0.11036616,-0.84851736,0.2908031,0.09479105,-0.13535573,0.72470766,0.9823167,-0.5862134,-0.95246655,-0.868578,-0.6379028,-0.7456743,0.99842876,-0.92444944,-0.5715985,0.6707983,0.5380916,0.6667256,-0.8040032,0.34967616,0.6273238
0.5035591,-0.8610368,0.5567095,0.074551955,-0.16469589,-0.5842774,-0.11189301,0.81032157,0.6808103,-0.50728434,-0.39883712,-0.32273033,0.54036885,0.28986362,-0.57482374,-0.7303572,0.07290726,0.88116014,-0.5579607,-0.58521503,-0.73664457,0.48596027,0.6455302,0.009337999,-0.36507583,0.45032334,-0.24472025,0.09003535,-0.88670844,0.27612802,0.05397334,-0.18297319,0.7228736,0.9876478,-0.6378381,-0.9879682,-0.9076626,-0.6800604,-0.7917058,1.0187231,-0.9631379,-0.6128318,0.673441,0.53374684,0.67661434,-0.8327045,0.34423083,0.64139897
0.5336868,-0.8855005,0.5514893,0.038105458,-0.20399505,-0.62219137,-0.13972813,0.8178595,0.70306563,-0.5420106,-0.44730765,-0.36629042,0.53731185,0.3038512,-0.6210529,-0.7784044,0.03235011,0.89634174,-0.6117368,-0.62174296,-0.78060997,0.4836702,0.6602727,-0.033800066,-0.40449387,0.43986148,-0.2828089,0.07564837,-0.922875,0.26734608,0.032375116,-0.2255107,0.7379675,1.0008886,-0.68764055,-1.0186813,-0.9413595,-0.72570634,-0.8354234,1.0456887,-1.0014436,-0.64117306,0.67958856,0.5470232,0.7019543,-0.87179446,0.3254036,0.66630256
0.5550073,-0.9163203,0.5566197,0.0024189472,-0.2450949,-0.65646607,-0.16000673,0.83697635,0.7352704,-0.5774739,-0.50129694,-0.4184167,0.54223907,0.31609017,-0.66073334,-0.8146293,-0.010068647,0.91363657,-0.6650025,-0.6520879,-0.8174833,0.47820237,0.67259836,-0.06839916,-0.43363744,0.42131323,-0.31550434,0.04809195,-0.9573192,0.27219552,0.00783159,-0.27046472,0.74250966,1.0227823,-0.71967727,-1.0515031,-0.9744125,-0.7650008,-0.8737773,1.0677714,-1.0395851,-0.65174335,0.6835343,0.53961897,0.7127278,-0.91431063,0.31523356,0.6904691
0.547178,-0.93519604,0.5530544,-0.047298253,-0.28369334,-0.69978195,-0.1862589,0.8490171,0.75209165,-0.6128137,-0.538806,-0.46894237,0.5394615,0.32144293,-0.6858725,-0.8570949,-0.053376153,0.917789,-0.7054617,-0.6914468,-0.84809077,0.47913525,0.6813031,-0.10679085,-0.4804644,0.40805587,-0.3503076,0.034882937,-0.9898694,0.26401767,-0.030491624,-0.31288633,0.7468739,1.0571206,-0.7543856,-1.0874048,-1.0036753,-0.80438936,-0.907167,1.0886256,-1.0621599,-0.697145,0.6847965,0.53411907,0.73085266,-0.94885844,0.2981418,0.6994527
