area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.70090127,0.38446724,-0.017752381,-0.12917985,0.55126053,0.40895554,-0.13408314,0.3242878,0.296912,0.8733637,0.6262924,0.7167916,0.9360369,0.25487265,0.381965,0.4364305,-0.08447121,-0.29017565,0.3020592,0.5385143,0.5157355,0.5425772,0.6960923,0.66498053,0.81850624,0.8008685,-0.0046493607,0.49662277,0.98705244,0.8339665,0.64203155,0.16110796,0.4045088,0.6376845,0.5923336,0.15659797,0.55053014,0.45720235,0.26110744,0.6938544,0.8536277,-0.15044314,-0.23518692,-0.5111656,-0.56580794,-0.6234299
0.7268883,0.3607015,-0.09073116,-0.20145454,0.5637669,0.38909334,-0.21173914,0.29319373,0.26652983,0.9137448,0.6195517,0.72657275,0.9760252,0.2231823,0.36151087,0.4256092,-0.15628691,-0.37215063,0.26016736,0.5345937,0.5054646,0.56261617,0.7053167,0.6760625,0.85089594,0.8417586,-0.06951324,0.49633616,1.0225677,0.8550969,0.65673184,0.112557225,0.38359156,0.6544917,0.5853856,0.09688297,0.5455439,0.435901,0.2364696,0.7046522,0.8693469,-0.23249017,-0.305696,-0.5854105,-0.63909906,-0.68910694
0.7590988,0.3238201,-0.16669354,-0.26727384,0.5641631,0.36277872,-0.2857503,0.27077615,0.23258841,0.93604374,0.6230617,0.73687214,1.0231925,0.18027219,0.32830796,0.41710123,-0.22636488,-0.43401524,0.21688865,0.52529424,0.49856797,0.5909823,0.7242912,0.6823775,0.9011988,0.87755096,-0.14637026,0.49889797,1.0632224,0.88351,0.67250526,0.062743075,0.3672657,0.66891104,0.57615644,0.037404094,0.5423457,0.4099838,0.2045953,0.72697705,0.8908492,-0.3104657,-0.3857418,-0.654042,-0.70878226,-0.7514379
0.78306085,0.28923434,-0.24644393,-0.3309131,0.5683285,0.33635554,-0.3558023,0.2321346,0.1922282,0.9673385,0.61108804,0.75005037,1.0645767,0.14055698,0.30012462,0.3957444,-0.28719857,-0.51154536,0.17890243,0.5280056,0.49736336,0.6218599,0.7264146,0.6778053,0.944896,0.90630734,-0.2220838,0.49808368,1.0953652,0.90273225,0.6844883,0.010396582,0.33539376,0.69603115,0.5603701,-0.030958667,0.543841,0.405387,0.16143629,0.7305606,0.9177772,-0.3922825,-0.45215216,-0.7169995,-0.7660475,-0.8036151
0.80204016,0.24383958,-0.320522,-0.39565694,0.5704895,0.3012775,-0.4220131,0.19325723,0.15056247,1.0004917,0.60873467,0.761423,1.1083571,0.09143618,0.26223266,0.37058985,-0.34378988,-0.58218926,0.13083379,0.5261563,0.48501825,0.6355183,0.72991186,0.675981,0.98579013,0.93982774,-0.2956869,0.48165306,1.1201624,0.9248649,0.69511735,-0.054785423,0.29855716,0.7065524,0.54663,-0.09765994,0.5471091,0.38889214,0.10038932,0.73896563,0.9390779,-0.46462673,-0.51716644,-0.7716624,-0.8202749,-0.8567375
0.8277961,0.1984424,-0.40519837,-0.45402476,0.5718902,0.26891485,-0.48806524,0.1503423,0.106436595,1.0578618,0.5962273,0.7669684,1.1564666,0.045194376,0.23262072,0.34762767,-0.39955178,-0.6394076,0.09220216,0.5395818,0.47078118,0.6565389,0.74309003,0.68340546,1.0217891,0.9683349,-0.36750892,0.47088635,1.1572188,0.9579095,0.70397973,-0.109476425,0.27910352,0.73553175,0.5300132,-0.17405903,0.54025847,0.3766897,0.052097425,0.76080334,0.9674371,-0.53032273,-0.57067895,-0.8148572,-0.86695224,-0.9007126
0.8564738,0.15617913,-0.47379133,-0.5067789,0.57851374,0.23059891,-0.5443757,0.10755026,0.059886985,1.0963515,0.5828926,0.7816244,1.1984274,-0.012233791,0.19028892,0.32120052,-0.45979193,-0.69230056,0.03473806,0.5499021,0.4555215,0.6705984,0.7424829,0.6850128,1.0703949,1.0037133,-0.4320096,0.46225262,1.1851645,0.9801075,0.7186035,-0.16251229,0.23300901,0.75638855,0.5151668,-0.24591471,0.5334358,0.35931975,0.003568647,0.7632817,0.9875822,-0.5913491,-0.61865324,-0.85922533,-0.91516834,-0.9394033
0.88796145,0.10391776,-0.5387846,-0.5603084,0.5808778,0.19894816,-0.5999107,0.060046528,0.010473806,1.124426,0.5589247,0.79580915,1.2308401,-0.06710131,0.15948129,0.3025202,-0.5118939,-0.7386655,-0.02698127,0.5687809,0.44349295,0.6861198,0.7536041,0.6810182,1.1129507,1.0291145,-0.49063393,0.44350654,1.2132416,1.0062156,0.7169167,-0.21499872,0.18100832,0.77748317,0.4983719,-0.31768197,0.53764737,0.34927315,-0.048606414,0.76374227,1.0079792,-0.6489436,-0.6755687,-0.9033902,-0.95362383,-0.9779629
0.9139154,0.050470028,-0.5959023,-0.6067005,0.5857851,0.1546988,-0.6515847,0.008908313,-0.04436508,1.158359,0.533273,0.8044641,1.2724761,-0.12943482,0.11852405,0.28164646,-0.57025456,-0.78068423,-0.0850718,0.57801473,0.426835,0.70694417,0.7651677,0.68348444,1.1734734,1.0552714,-0.54756033,0.43032953,1.2384619,1.0273151,0.7177579,-0.28309336,0.13527894,0.8204688,0.47623974,-0.3857487,0.54548115,0.33706474,-0.10075963,0.7717933,1.040745,-0.69986314,-0.7209713,-0.9403545,-0.9893388,-1.0133969
0.93045545,-0.010543515,-0.6561363,-0.65372425,0.58202773,0.1089786,-0.7050356,-0.046584025,-0.102038324,1.2131268,0.507951,0.82404745,1.3020574,-0.19979052,0.06649171,0.25948277,-0.6188269,-0.8210271,-0.1451416,0.57781214,0.39692286,0.7262802,0.7730458,0.68164986,1.2193761,1.0861605,-0.60125756,0.40433148,1.2681515,1.0537606,0.7273967,-0.3482503,0.0848946,0.83710194,0.44669992,-0.45210975,0.5375818,0.2847297,-0.1608811,0.7935005,1.0574256,-0.7482416,-0.77259684,-0.97712076,-1.0258154,-1.0466621
0.9459192,-0.08092526,-0.706166,-0.6990563,0.58041847,0.053082723,-0.7517355,-0.1034091,-0.16187957,1.2468561,0.47408113,0.8333853,1.3403583,-0.26494297,0.013770519,0.21682952,-0.6668147,-0.86086625,-0.21233961,0.5761954,0.37275717,0.7597521,0.7784263,0.6848171,1.2547292,1.1168928,-0.6444734,0.38035533,1.2916615,1.0768186,0.7282166,-0.41507548,0.02490821,0.8700161,0.4175007,-0.5101727,0.5340667,0.25276098,-0.2104978,0.8159444,1.080792,-0.79656345,-0.8145739,-1.0150002,-1.0567071,-1.077963
0.96520776,-0.14689647,-0.7527968,-0.73763025,0.58345294,-0.0050851707,-0.79546857,-0.16463059,-0.21502396,1.2899318,0.4406999,0.84467566,1.377467,-0.32691282,-0.04310086,0.179609,-0.7127278,-0.89753395,-0.26627296,0.58503944,0.33896348,0.77262986,0.775231,0.6814502,1.297541,1.1536164,-0.6898626,0.34045014,1.3190539,1.0961051,0.72922647,-0.47267374,-0.033637863,0.88800204,0.37851864,-0.56902474,0.53384054,0.23692645,-0.2674591,0.8368123,1.0890406,-0.8368707,-0.8518023,-1.0467504,-1.0923764,-1.1092203
0.9918549,-0.21668012,-0.79605454,-0.7756919,0.5794827,-0.062382247,-0.83688045,-0.22412877,-0.27262774,1.3315656,0.39327297,0.8480827,1.4088874,-0.38076365,-0.09887347,0.13487892,-0.75476485,-0.93113625,-0.33257973,0.5942033,0.29548526,0.79083616,0.7762581,0.68025786,1.3396937,1.1788095,-0.73341274,0.3102614,1.3475213,1.1195796,0.73535806,-0.5272647,-0.09285607,0.9170679,0.33520627,-0.6178535,0.5210296,0.205384,-0.33136913,0.8598365,1.1145182,-0.8754362,-0.8895368,-1.0797132,-1.1232915,-1.1329811
1.0150602,-0.28975824,-0.83886033,-0.81190825,0.57030404,-0.12380147,-0.87175643,-0.28452742,-0.32468238,1.360758,0.3412428,0.86466426,1.429833,-0.44834787,-0.17600939,0.07975998,-0.80114645,-0.96301526,-0.39133495,0.5914563,0.2729244,0.8231543,0.78702414,0.67567044,1.37005,1.2178888,-0.7745283,0.2712982,1.3618261,1.147773,0.73183066,-0.5730913,-0.15925296,0.935755,0.28749105,-0.66674113,0.5082314,0.17354012,-0.3944335,0.87844425,1.1464813,-0.91074955,-0.9192396,-1.106912,-1.1500664,-1.1592633
1.0477089,-0.3565809,-0.8711753,-0.8481219,0.56050336,-0.18912719,-0.90147924,-0.3466106,-0.3758627,1.3978126,0.2838543,0.8776776,1.4671242,-0.5066214,-0.23681325,0.02394324,-0.8342384,-0.9890139,-0.4461793,0.57914895,0.2279927,0.8537561,0.78615516,0.6685239,1.41416,1.2622889,-0.8162013,0.22271328,1.3797343,1.1808596,0.73641735,-0.6190273,-0.22319192,0.96416426,0.2367724,-0.71446043,0.49504045,0.12272471,-0.4548308,0.8958916,1.1672276,-0.9437663,-0.95269954,-1.1337211,-1.1756774,-1.1820027
1.0671695,-0.4171209,-0.90993375,-0.8770184,0.54911774,-0.259491,-0.932922,-0.40164444,-0.43591857,1.447722,0.21728542,0.904187,1.4970547,-0.5605577,-0.304482,-0.03335122,-0.8696091,-1.0150002,-0.506824,0.5842419,0.17636998,0.88189846,0.793119,0.6647595,1.4529835,1.2817112,-0.85355085,0.16673516,1.4062603,1.2223858,0.74987495,-0.66645104,-0.28398013,0.9921649,0.18106517,-0.7596243,0.46710142,0.07097533,-0.5079261,0.91674787,1.196382,-0.973884,-0.97579914,-1.1608793,-1.2000244,-1.2064303
1.0922325,-0.47573963,-0.9451364,-0.90358466,0.53725874,-0.3316732,-0.96527326,-0.4545151,-0.49402708,1.4714257,0.14803845,0.9182435,1.5294397,-0.61305183,-0.37025797,-0.092496045,-0.9043287,-1.0441046,-0.55989,0.58544606,0.11097576,0.9146907,0.79216343,0.65214634,1.5006647,1.303489,-0.89072275,0.10447809,1.4291354,1.2400082,0.753599,-0.7098066,-0.35163224,1.016523,0.114694715,-0.80230844,0.44835815,0.014985163,-0.56180745,0.9347154,1.217757,-1.0040662,-1.0005809,-1.1865426,-1.2199982,-1.2294439
1.1043543,-0.5337448,-0.9706435,-0.9348252,0.5234403,-0.39821133,-0.9948386,-0.50576675,-0.54714996,1.4977285,0.060084224,0.92960894,1.5437324,-0.6545028,-0.4304242,-0.15301082,-0.9375485,-1.0733935,-0.6118954,0.58186466,0.045813825,0.95603955,0.79707456,0.636184,1.5321786,1.3445313,-0.91984457,0.033982463,1.453717,1.2674732,0.75454956,-0.7517604,-0.41211003,1.0418841,0.042702608,-0.8415791,0.42125827,-0.042309035,-0.613778,0.9614731,1.239306,-1.033435,-1.0288539,-1.2079281,-1.2449648,-1.2510331
1.1340971,-0.58619124,-0.9974066,-0.96334654,0.500989,-0.4600382,-1.0216496,-0.55756545,-0.5945212,1.5229859,-0.024454905,0.93086004,1.574959,-0.6947826,-0.49262136,-0.21402338,-0.96516246,-1.103704,-0.65956074,0.5979358,-0.03671106,0.9957035,0.7977254,0.620004,1.5566438,1.3743955,-0.95104676,-0.036605787,1.4733413,1.295082,0.75055027,-0.79023075,-0.46936893,1.0751806,-0.028951693,-0.878826,0.37645406,-0.09705014,-0.6600778,0.9818519,1.2653793,-1.060653,-1.0539232,-1.2301437,-1.2660706,-1.2723374
1.1701354,-0.634649,-1.0250481,-0.98864245,0.4673667,-0.519835,-1.0499582,-0.60123837,-0.63899153,1.557652,-0.11474261,0.94036734,1.6033741,-0.7389937,-0.54816794,-0.27642238,-0.9887707,-1.1272466,-0.7016327,0.62285006,-0.11210365,1.0340074,0.7982174,0.59975934,1.5971284,1.3998015,-0.9775619,-0.11819273,1.4953542,1.331906,0.74644786,-0.8246673,-0.5268372,1.0946083,-0.10249173,-0.9151234,0.33995634,-0.15452564,-0.7013334,1.0126525,1.2902924,-1.0867163,-1.0805423,-1.2515484,-1.2865857,-1.2928836
1.1893473,-0.68006796,-1.0534129,-1.0174435,0.43618318,-0.57624155,-1.0758283,-0.6493829,-0.68549156,1.5774932,-0.20942336,0.95413387,1.6282681,-0.7804488,-0.60051453,-0.3390973,-1.0164335,-1.1533767,-0.7375221,0.62784004,-0.18009414,1.0654659,0.7959778,0.5687636,1.615502,1.4084182,-1.0054171,-0.1945943,1.5173048,1.3561276,0.74984443,-0.8624442,-0.5840809,1.1144054,-0.18109387,-0.9436799,0.3094538,-0.2203295,-0.74416435,1.0403755,1.3126497,-1.1110543,-1.1056155,-1.271838,-1.3098879,-1.3159906
1.2148135,-0.7226729,-1.0793315,-1.0340374,0.408553,-0.62823194,-1.101511,-0.6929583,-0.72741765,1.597959,-0.29325163,0.9554505,1.6699677,-0.8155303,-0.65169793,-0.39752686,-1.0441996,-1.1770556,-0.78067344,0.63302004,-0.26286113,1.1025133,0.7978188,0.55144066,1.6442641,1.4440142,-1.0310196,-0.27244213,1.5368451,1.3778955,0.7504176,-0.89701056,-0.63216424,1.1311439,-0.25566518,-0.9732406,0.25809047,-0.274903,-0.7768114,1.0657054,1.3474724,-1.1338198,-1.1300546,-1.2918587,-1.3309807,-1.3347627
1.2483935,-0.76390874,-1.10582,-1.0582147,0.37290806,-0.676253,-1.1255565,-0.7329387,-0.7610068,1.6166399,-0.37209368,0.9774623,1.6921285,-0.8522883,-0.6928378,-0.46197203,-1.0719626,-1.1974533,-0.8159864,0.641966,-0.33489618,1.1432704,0.8037604,0.5230453,1.6821041,1.4793537,-1.0584548,-0.34477204,1.5498396,1.4065866,0.7445664,-0.9274437,-0.68030864,1.1640465,-0.32870895,-1.0042773,0.20237648,-0.345762,-0.81740683,1.0910395,1.376932,-1.1611435,-1.1524254,-1.3040502,-1.3476596,-1.3530045
1.2815795,-0.80429095,-1.1279986,-1.0788879,0.33538452,-0.72060615,-1.1464162,-0.7754694,-0.7986499,1.6466408,-0.449564,0.9975495,1.7171332,-0.8867003,-0.7351797,-0.5159654,-1.0961337,-1.2179607,-0.8475037,0.6684667,-0.40807137,1.1667073,0.79983974,0.49450636,1.7084066,1.5086439,-1.086728,-0.41395783,1.5758672,1.4473144,0.74134165,-0.9596593,-0.7260787,1.1681731,-0.3950048,-1.0322573,0.14478356,-0.40411758,-0.854307,1.11736,1.4051799,-1.1826274,-1.1748089,-1.3321139,-1.36496,-1.3730999
1.3188299,-0.8430425,-1.1484399,-1.1018085,0.2857638,-0.7627107,-1.1695012,-0.8116357,-0.82774293,1.6725008,-0.5241684,1.0079285,1.7303758,-0.91555154,-0.786132,-0.5677808,-1.1196216,-1.2371124,-0.8798178,0.68182844,-0.48002714,1.1939721,0.8014971,0.45155403,1.7199426,1.5368503,-1.1116918,-0.48188323,1.5978608,1.476572,0.7416261,-0.9865771,-0.7677741,1.1842619,-0.4636593,-1.0613638,0.09242808,-0.46209374,-0.88761353,1.1409721,1.4396877,-1.20284,-1.1965891,-1.3500226,-1.3893212,-1.397288
1.3551934,-0.8764984,-1.1714828,-1.1236088,0.2307861,-0.8053902,-1.1917555,-0.84601533,-0.85431576,1.7052871,-0.5889647,1.0305085,1.734601,-0.94045305,-0.82644105,-0.61580116,-1.1412168,-1.2558118,-0.91032743,0.6969687,-0.5476794,1.240252,0.8026942,0.4039669,1.7471026,1.5626966,-1.1345677,-0.54427177,1.6324168,1.4943354,0.7299625,-1.0141597,-0.8041377,1.1971782,-0.5253284,-1.0863394,0.014821465,-0.5097451,-0.9238908,1.1846434,1.4726695,-1.2300487,-1.2176597,-1.3683861,-1.4047135,-1.4130238
1.380636,-0.9105454,-1.1936227,-1.1456167,0.16709128,-0.845288,-1.2058903,-0.8804748,-0.8837633,1.723153,-0.64550406,1.0446428,1.7495347,-0.97064865,-0.8625571,-0.6593119,-1.1660322,-1.2765286,-0.9421708,0.7105323,-0.6149471,1.2764777,0.7973419,0.34759963,1.7715287,1.57888,-1.1548707,-0.6042085,1.6482654,1.513499,0.7180535,-1.041449,-0.84086305,1.2161361,-0.58381283,-1.1107842,-0.058629602,-0.5645169,-0.9542574,1.2191341,1.5006255,-1.2442622,-1.2380755,-1.3849211,-1.4185703,-1.4284508
1.4086844,-0.9419663,-1.214031,-1.1643416,0.10655243,-0.8759227,-1.2269143,-0.91174734,-0.91691065,1.7412463,-0.69848907,1.0634601,1.7674164,-1.000093,-0.89714426,-0.7004045,-1.1860136,-1.2928468,-0.9645678,0.7424762,-0.6654903,1.3086399,0.7962261,0.28460255,1.808448,1.5950865,-1.176626,-0.6603384,1.6704671,1.5427897,0.70287406,-1.063895,-0.87739336,1.2327816,-0.6393409,-1.1366695,-0.12110305,-0.61683965,-0.98305625,1.2352096,1.5328702,-1.267515,-1.2575856,-1.4011174,-1.432446,-1.4414895
1.4399344,-0.97534734,-1.2338699,-1.1849214,0.030685328,-0.9085425,-1.2472719,-0.94170505,-0.9471721,1.7519709,-0.74947715,1.0780929,1.7777514,-1.0269437,-0.93397564,-0.7447414,-1.2062068,-1.3090711,-0.9931573,0.7568247,-0.71541053,1.3413495,0.7821047,0.20447522,1.8197278,1.6157613,-1.1927508,-0.70451826,1.690173,1.5662005,0.6840506,-1.0859244,-0.91143835,1.2474492,-0.69143605,-1.1611423,-0.20567906,-0.668279,-1.0123799,1.2720687,1.5441221,-1.2850856,-1.2743013,-1.4169947,-1.4473009,-1.4565326
1.4642961,-1.0050247,-1.2531778,-1.2049965,-0.04983832,-0.9414364,-1.255796,-0.97133964,-0.9760071,1.7615136,-0.79756904,1.0856488,1.7944309,-1.0490975,-0.9644399,-0.78333485,-1.2223729,-1.3260309,-1.0223315,0.79185045,-0.7586608,1.3633579,0.76643074,0.11956975,1.8189923,1.6460705,-1.2122129,-0.7450705,1.7154716,1.5906122,0.6644028,-1.110919,-0.94468534,1.2553859,-0.7397873,-1.1805178,-0.28187597,-0.70791435,-1.0360011,1.3091506,1.5706432,-1.3023025,-1.2932166,-1.4325699,-1.4619308,-1.471339
1.5019304,-1.0354218,-1.2683254,-1.2258157,-0.12943289,-0.9692974,-1.275277,-0.99786,-1.0015863,1.7639529,-0.83855504,1.1074495,1.7993388,-1.076135,-0.9940909,-0.8229476,-1.2417376,-1.3426713,-1.0479894,0.83255255,-0.8075482,1.4061241,0.7449858,0.030111069,1.8523965,1.654661,-1.2254579,-0.78899413,1.7319356,1.6153127,0.6412469,-1.1333699,-0.9724139,1.2729324,-0.78290904,-1.2007687,-0.35962477,-0.739415,-1.0577257,1.3306493,1.5972304,-1.319432,-1.311628,-1.4478602,-1.4785731,-1.4859047
1.5421634,-1.0613426,-1.2860779,-1.2447531,-0.20781994,-0.9970591,-1.2914208,-1.0264317,-1.0292917,1.7789202,-0.8784966,1.1204866,1.8091191,-1.099413,-1.020689,-0.8581552,-1.2606144,-1.3590028,-1.0727013,0.85604423,-0.8447899,1.4340501,0.72505057,-0.06852526,1.8593426,1.664438,-1.2404355,-0.8242614,1.7349507,1.6314063,0.60469055,-1.1564312,-1.0007865,1.2948261,-0.821276,-1.2234995,-0.4347558,-0.7710274,-1.0838468,1.364677,1.6244732,-1.336413,-1.3337505,-1.4628801,-1.4925591,-1.500241
1.5762551,-1.0850224,-1.3042533,-1.2664102,-0.2897556,-1.0251149,-1.3073852,-1.0533413,-1.0550739,1.7823793,-0.9145287,1.1426932,1.8235531,-1.1228013,-1.0509138,-0.8916502,-1.281097,-1.3750402,-1.0993509,0.8901824,-0.8840864,1.4529117,0.6903261,-0.16475753,1.8672055,1.6744641,-1.2592118,-0.8648662,1.7385743,1.6501591,0.56819534,-1.1779932,-1.0274408,1.3055211,-0.859457,-1.2452127,-0.5054447,-0.8120654,-1.1113235,1.3927028,1.6468552,-1.3456651,-1.3507646,-1.477465,-1.5063653,-1.514359
1.5926789,-1.1158087,-1.3205792,-1.2798953,-0.36532164,-1.0503273,-1.3208817,-1.0775605,-1.081634,1.7956078,-0.94477767,1.1670171,1.8363779,-1.143758,-1.0737673,-0.92447555,-1.2983334,-1.3958608,-1.1219802,0.93142104,-0.91806954,1.494625,0.6568093,-0.2575271,1.8820167,1.6944036,-1.2775431,-0.9050736,1.7494503,1.6695106,0.51161456,-1.1995418,-1.0571694,1.3292385,-0.8969367,-1.2650727,-0.57015395,-0.8409684,-1.1344122,1.4381894,1.668587,-1.3632027,-1.367376,-1.4919739,-1.5192219,-1.5282682
