total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_storage_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_mcp_thirty_minutes_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_ircmwt2_primary_reserve,da_as_ircmwt2_synchronized_reserve,da_as_ircmwt2_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
104931.274,437.6,2858.139,1094.961,13283,49755,4743,186,32631,220,548,987,19,2853,0.13,0.47,0.045,0.0,0.31,0.0,0.01,0.009,0.0,0.03,101695.0,100190.0,101934.5,101473.775,26.99,1.39,99325.133,14353.33049,577.00791,354.80093,284.83031,17200.2,2448.02,3.41,3.41,0.0,3664.9,2506.6,3664.9,3664.9,3317.9,17579.6,3664.9,3317.9,17579.6,51.0,51.0,51.0,0.0,0.0,0.0,347.0,34.72,36.43363,1.477765,0.235865,36.07,36.184432,0.08869,0.023242,-3482.2749999999996,-3637.318,-155.043,11940.275,9929.318,11065.043
104283.582,450.1,2430.948,2388.252,12953,49294,3843,185,32637,219,546,2389,3,2467,0.12,0.47,0.035,0.0,0.31,0.0,0.01,0.024,0.0,0.021,100500.0,99099.0,101356.7,100841.836,2.58,0.0,98779.989,969.04269,346.92982,317.92109,75.95439,994.45,0.0,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,17937.1,3664.9,2732.9,17937.1,60.0,60.0,60.0,0.0,0.0,0.0,932.0,33.05,33.726453,0.508507,0.167946,24.94,24.97834,0.022546,0.01496,-3463.1000000000004,-3583.982,-120.882,11245.1,8306.482,9189.118
104111.607,460.6,2339.439,3063.169,12966,49927,2627,184,32630,219,545,3117,0,2292,0.12,0.478,0.024,0.0,0.31,0.0,0.01,0.03,0.0,0.02,99209.0,99940.0,100179.3,99664.517,8.47,0.0,97537.397,26.08717,409.19937,313.06008,95.42087,3415.05,0.0,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,17913.8,3664.9,2732.9,17913.8,97.0,97.0,97.0,0.0,0.0,0.0,932.0,32.55,33.229633,0.481979,0.197654,25.33,25.361247,0.018672,0.017575,-4474.5830000000005,-4426.358,48.22500000000002,12000.583,8316.358,9028.225
101597.686,451.4,2490.245,3729.291,12723,48726,1307,182,32626,231,543,3715,0,2424,0.122,0.476,0.012,0.0,0.319,0.0,0.01,0.035,0.0,0.021,97650.0,98552.0,98068.5,97566.767,1.21,0.04,95587.313,18.20388,349.9197,344.11402,43.00494,430.8,39.29,0.0,0.04,0.0,3664.9,2506.6,3664.9,4518.6,2506.6,18604.3,4518.6,2506.6,18604.3,159.0,159.0,159.0,0.0,0.0,0.0,2012.0,29.05,30.138518,0.926138,0.16238,18.01,18.046356,0.028924,0.010766,-4056.817,-4021.085,35.732,10848.817,8353.085,7768.268
100213.766,418.2,3330.655,4068.475,12265,47403,1040,176,32620,240,534,4050,0,3148,0.12,0.47,0.01,0.0,0.32,0.0,0.01,0.04,0.0,0.032,97321.0,97332.0,96506.8,96062.818,17.48,0.22,94154.576,2168.24472,395.51944,275.21317,151.30626,7494.89,173.2,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18183.8,3664.9,2732.9,18183.8,159.0,159.0,159.0,0.0,0.0,0.0,932.0,24.2,25.059926,0.728476,0.13145,23.41,23.334058,-0.085078,0.01247,-4178.5650000000005,-4129.85,48.71500000000003,11030.565,8780.35,8149.785
99232.894,414.7,3983.248,4215.568,12295,47382,898,181,32609,248,516,4178,0,3918,0.12,0.465,0.01,0.0,0.32,0.0,0.005,0.04,0.0,0.04,95888.0,96289.0,94721.0,94196.209,15.24,0.44,92286.397,8.83316,395.84337,311.71335,134.52962,6530.73,720.64,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18158.7,3664.9,2732.9,18158.7,159.0,159.0,159.0,0.0,0.0,0.0,932.0,22.7,23.417011,0.60021,0.116801,23.63,23.514175,-0.123986,0.013162,-5046.1900000000005,-4972.744000000001,73.446,12024.19,8938.744,8703.446
97711.758,410.2,4021.388,4613.459,12224,45491,990,180,32599,269,521,4583,0,3965,0.12,0.45,0.01,0.0,0.32,0.0,0.008,0.045,0.0,0.04,94700.0,95458.0,93154.1,92703.614,6.0,0.45,90929.561,20.36729,373.47129,308.05083,112.15818,2514.56,803.57,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18155.2,3664.9,2732.9,18155.2,159.0,159.0,159.0,0.0,0.0,0.0,932.0,20.19,20.834231,0.555292,0.088939,15.34,15.333412,-0.016449,0.008194,-5031.148,-5004.671,26.476999999999975,12049.148,9210.671,8588.477
97213.727,391.4,3859.787,4539.119,12417,43801,1522,185,32597,369,531,4618,0,3874,0.124,0.439,0.016,0.0,0.328,0.0,0.01,0.048,0.0,0.04,94461.0,95226.0,92532.7,92048.223,8.61,0.61,90205.523,472.35598,363.54165,302.12992,107.25748,3622.04,641.02,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18144.5,3664.9,2732.9,18144.5,159.0,159.0,159.0,0.0,0.0,0.0,932.0,19.76,20.270665,0.401367,0.109298,13.45,13.431676,-0.025043,0.008386,-5189.668,-5290.5560000000005,-100.88800000000003,11915.668,9288.556,8633.612
99465.626,397.9,3500.963,2813.254,12707,46373,1872,491,32597,322,536,3213,0,3534,0.123,0.455,0.02,0.006,0.32,0.0,0.01,0.031,0.0,0.035,95938.0,96526.0,94247.3,93761.701,16.82,2.25,91961.18,836.22452,558.17049,317.98683,309.18364,10614.72,3370.55,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18142.0,3664.9,2732.9,18142.0,67.0,67.0,67.0,0.0,0.0,0.0,932.0,22.72,23.502456,0.639279,0.143176,20.31,20.338231,0.015896,0.012335,-5730.130999999999,-5823.17,-93.039,11506.131,9529.17,8458.039
102175.647,418.0,3033.215,432.814,12949,48217,3175,479,32602,412,550,640,12,3035,0.13,0.471,0.031,0.005,0.319,0.0,0.01,0.005,0.0,0.03,99860.0,100192.0,98188.4,97735.096,6.19,4.39,95900.596,941.22009,544.2025,316.34326,290.52991,3793.91,5642.97,0.0,0.04,0.0,3664.9,2506.6,3664.9,3933.6,2506.6,18091.2,3933.6,2506.6,18091.2,51.0,51.0,51.0,0.0,0.0,0.0,1427.0,33.87,34.450209,0.408604,0.171604,20.52,20.542983,0.014056,0.012261,-4464.521000000001,-4425.081,39.44,10698.521,8589.081,8363.06
105943.681,401.2,2821.828,-12.734,13445,50069,5079,529,32604,711,566,17,15,2821,0.13,0.47,0.048,0.005,0.31,0.01,0.01,0.0,0.0,0.03,102098.0,103295.0,102139.7,101612.48,2.13,0.0,99668.849,4534.96929,563.55423,326.49857,300.30816,1335.47,0.0,6.3,6.3,0.0,3664.9,2506.6,3664.9,3664.9,3317.9,17568.8,3664.9,3317.9,17568.8,60.0,60.0,60.0,0.0,0.0,0.0,347.0,36.74,37.850103,0.93769,0.172412,24.62,24.645563,0.012709,0.013687,-4357.404,-4275.769,81.63499999999999,10469.404,8545.769,8730.365
106589.566,394.8,2808.259,-14.005,13780,50619,5040,531,32606,768,569,14,3,2791,0.13,0.471,0.048,0.001,0.307,0.01,0.01,0.0,0.0,0.03,102715.0,102983.0,102451.2,101951.663,1.35,0.0,100065.707,5134.71896,564.92177,358.7748,281.67985,866.95,0.0,1.17,1.17,0.0,3664.9,2506.6,3664.9,3664.9,3317.9,17785.2,3664.9,3317.9,17785.2,100.0,100.0,100.0,0.0,0.0,0.0,347.0,33.96,34.236273,0.134339,0.141933,25.44,25.482592,0.027223,0.014537,-4667.647,-4624.361,43.286,11547.647,8806.361,9537.786
104776.098,399.0,3028.791,-12.861,13668,49800,4359,518,32603,832,569,14,0,2944,0.13,0.474,0.04,0.007,0.31,0.01,0.01,0.0,0.0,0.03,101705.0,101546.0,101177.1,100656.941,5.74,0.0,98754.621,5889.4361,568.1973,363.17463,280.02265,3722.54,0.0,2.39,2.39,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,17951.3,3664.9,2732.9,17951.3,107.0,107.0,107.0,0.0,0.0,0.0,932.0,30.92,31.521158,0.471042,0.130117,20.69,20.713236,0.015263,0.012972,-4147.796,-4016.703,131.09300000000002,10771.796,8094.703,8454.907
102201.081,379.5,3318.046,-11.392,13102,48758,3143,524,32604,814,556,14,0,3226,0.13,0.475,0.03,0.008,0.319,0.01,0.01,0.0,0.0,0.03,99045.0,99080.0,98381.0,97933.946,10.19,0.14,96040.663,1262.87664,554.35125,306.24058,288.9206,6058.96,184.51,0.87,0.87,0.0,3664.9,2506.6,3664.9,3664.9,3317.9,18569.8,3664.9,3317.9,18569.8,122.0,122.0,122.0,0.0,0.0,0.0,347.0,30.84,30.93783,-0.08487,0.1827,22.08,22.105033,0.013277,0.013422,-4296.186,-4346.174999999999,-49.98900000000003,11288.186,8260.175,9069.989
97930.005,359.1,3317.892,-13.89,12836,47344,1553,233,32610,809,560,14,0,3256,0.13,0.478,0.014,0.0,0.327,0.01,0.01,0.0,0.0,0.03,95161.0,95255.0,94368.0,93855.589,19.39,0.18,92053.363,656.48526,568.1538,310.47788,310.67589,11988.38,310.77,0.0,0.04,0.0,3664.9,2506.6,3664.9,4467.6,2506.6,19409.3,4467.6,2506.6,19409.3,122.0,122.0,122.0,0.0,0.0,0.0,1961.0,27.66,27.778651,-0.04453,0.163181,21.29,21.304636,0.002035,0.012601,-4101.934,-4145.121,-43.18700000000001,10725.934,7813.121,6843.187
94355.268,349.1,3259.121,-13.053,12418,45970,1093,186,32618,753,544,14,0,3208,0.13,0.475,0.01,0.0,0.335,0.01,0.01,0.0,0.0,0.03,91317.0,91518.0,90461.1,90029.359,9.25,0.5,88368.953,137.54124,564.39143,307.71181,318.67961,5789.78,955.15,0.0,0.04,0.0,3664.9,2506.6,3664.9,4467.6,2506.6,19415.3,4467.6,2506.6,19415.3,122.0,122.0,122.0,0.0,0.0,0.0,1961.0,24.43,24.720568,0.1798,0.110768,18.76,18.77572,0.0,0.01322,-4353.461,-4406.312,-52.851,10733.461,8206.312,6500.351
103418.806,446.0,3056.373,-10.317,12753,49154,3952,543,32634,224,540,14,15,3015,0.121,0.476,0.037,0.01,0.318,0.0,0.01,0.0,0.0,0.03,101573.0,103093.0,101125.3,100704.301,20.5,0.0,98623.517,5013.40216,532.42411,235.2745,345.19403,12044.65,0.0,5.76,5.76,0.0,3664.9,2506.6,3664.9,3664.9,3371.9,17729.5,3664.9,3371.9,17729.5,171.0,171.0,171.0,0.0,0.0,0.0,293.0,38.47,41.293737,2.234302,0.589435,33.37,33.431203,0.039167,0.022869,-2743.186,-2552.809,190.37699999999995,10173.186,6074.809,6365.623
107784.725,455.7,3053.955,475.657,14084,51579,4915,544,32639,222,537,286,19,2958,0.13,0.478,0.048,0.01,0.301,0.0,0.005,0.002,0.0,0.03,106870.0,107907.0,105530.0,105119.844,14.31,0.05,102980.621,6522.46371,571.89409,313.67522,314.94351,8965.88,146.27,15.73,15.73,0.0,3664.9,2506.6,3664.9,3664.9,3320.9,17446.0,3664.9,3320.9,17446.0,51.0,51.0,51.0,0.0,0.0,0.0,344.0,42.74,46.135908,2.727449,0.668459,29.55,29.605286,0.035214,0.017571,-2694.235,-2600.77,93.46500000000005,8936.235,6228.77,6563.465
106336.444,430.5,3080.911,2638.588,13772,49700,4208,488,32647,221,529,2247,19,3004,0.13,0.465,0.04,0.002,0.305,0.0,0.003,0.02,0.0,0.03,106028.0,106955.0,103886.4,103476.424,21.87,0.0,101402.611,2903.99411,545.11032,226.67787,381.97894,13326.96,0.0,3.79,3.79,0.0,3664.9,2506.6,3664.9,3664.9,2735.9,18166.5,3664.9,2735.9,18166.5,51.0,51.0,51.0,0.0,0.0,0.0,929.0,30.08,31.492133,1.03596,0.376173,18.35,18.369468,0.014774,0.009694,-2885.187,-3063.721,-178.534,9581.187,6453.721,5681.966
103815.348,403.9,2633.236,4691.901,13075,47777,2271,480,32648,266,531,4520,1,2644,0.126,0.458,0.023,0.003,0.311,0.0,0.01,0.044,0.0,0.025,103120.0,103653.0,100304.0,99944.064,13.25,0.04,97898.881,231.8345,361.93789,225.14826,185.33745,5464.63,43.7,0.0,0.04,0.0,3664.9,2506.6,3664.9,4518.6,2506.6,18994.6,4518.6,2506.6,18994.6,60.0,60.0,60.0,0.0,0.0,0.0,2012.0,23.9,24.798851,0.569936,0.328914,17.9,17.930627,0.020875,0.009752,-3894.705,-3901.843,-7.138000000000034,9550.705,7267.843,6425.862
101460.326,394.9,2296.179,5341.383,12713,46647,1401,440,32648,399,529,5240,0,2263,0.12,0.455,0.01,0.0,0.32,0.0,0.01,0.05,0.0,0.02,98908.0,100825.0,97411.7,97001.741,6.91,0.71,95086.486,59.96045,375.85409,308.811,116.13843,2942.73,823.3,0.0,0.04,0.0,3664.9,2506.6,3664.9,4518.6,2506.6,19261.4,4518.6,2506.6,19261.4,60.0,60.0,60.0,0.0,0.0,0.0,2012.0,22.83,23.491345,0.330488,0.330858,16.42,16.447077,0.023583,0.00766,-4481.652,-4497.349,-15.697000000000005,10609.652,7803.349,7876.303
99458.265,381.6,2144.663,5453.4,12516,46219,1061,510,32622,317,533,5395,0,2083,0.12,0.458,0.01,0.006,0.32,0.0,0.01,0.05,0.0,0.02,96693.0,98026.0,94969.3,94518.349,6.86,0.81,92657.169,183.9931,370.24729,231.43665,186.51744,2898.04,825.81,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18420.5,3664.9,2732.9,18420.5,48.0,48.0,48.0,0.0,0.0,0.0,932.0,21.67,22.409042,0.449479,0.289563,18.15,18.179021,0.016831,0.010524,-4963.528,-5126.667,-163.139,10757.528,7970.667,8678.861
97586.439,376.5,2197.36,5206.11,12282,45986,979,506,32616,255,538,5144,0,2137,0.12,0.46,0.01,0.007,0.323,0.0,0.01,0.05,0.0,0.02,93999.0,95892.0,92995.7,92616.101,8.45,0.42,90756.093,258.16914,394.64177,242.63451,202.05353,3752.09,725.44,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18401.2,3664.9,2732.9,18401.2,48.0,48.0,48.0,0.0,0.0,0.0,932.0,21.07,21.790535,0.486932,0.233603,17.39,17.41163,0.013933,0.007697,-4996.862,-5075.936,-79.07400000000007,10426.862,7941.936,7972.926
95720.896,365.7,2206.316,5206.515,11965,44419,1118,411,32635,215,543,5112,0,2148,0.12,0.45,0.01,0.0,0.33,0.0,0.01,0.05,0.0,0.02,92944.0,94385.0,91637.4,91291.132,6.73,0.12,89443.879,1520.51077,383.52769,297.56352,134.18959,2904.82,484.97,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18391.9,3664.9,2732.9,18391.9,48.0,48.0,48.0,0.0,0.0,0.0,932.0,19.87,20.318992,0.257657,0.191334,12.7,12.707356,0.001699,0.008157,-4442.370000000001,-4446.43,-4.059999999999945,10748.37,7862.43,7475.94
94653.937,352.2,2186.539,5371.521,11991,42534,1475,409,32630,213,541,5297,0,2130,0.12,0.44,0.018,0.0,0.339,0.0,0.01,0.051,0.0,0.02,92181.0,93381.0,90159.9,89792.958,6.26,5.61,87989.236,758.32218,378.1596,296.94075,128.73652,2679.29,5029.05,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18381.0,3664.9,2732.9,18381.0,48.0,48.0,48.0,0.0,0.0,0.0,932.0,18.67,19.0508,0.205,0.175801,11.53,11.539458,0.005061,0.006063,-4882.192,-4901.615,-19.423,10956.192,7305.615,7200.577
94382.335,363.3,2187.13,5075.769,12067,42245,1506,437,32626,212,531,5186,0,2139,0.122,0.436,0.019,0.0,0.34,0.0,0.01,0.052,0.0,0.02,92690.0,93550.0,89965.6,89595.921,10.95,0.56,87790.526,81.66304,385.64972,309.08341,124.87318,4759.89,765.66,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,3317.9,18351.3,3664.9,3317.9,18351.3,48.0,48.0,48.0,0.0,0.0,0.0,347.0,18.47,18.874317,0.246547,0.15777,11.68,11.690258,0.005521,0.006404,-4807.384,-4757.182,50.202,11373.384,7127.182,7071.202
95607.716,386.0,2254.671,3057.93,12179,42586,1971,414,32624,299,527,3536,0,2175,0.129,0.444,0.021,0.0,0.34,0.0,0.01,0.035,0.0,0.02,94561.0,95017.0,91904.4,91473.241,11.35,2.66,89676.66,184.718,580.04396,328.70668,304.33727,7153.71,5106.84,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2732.9,18327.3,3664.9,2732.9,18327.3,30.0,30.0,30.0,0.0,0.0,0.0,932.0,20.27,20.783036,0.305312,0.207724,12.1,12.109001,0.006099,0.007902,-4156.232,-4065.561,90.67100000000003,11852.232,6807.561,8107.671
99116.066,411.6,2387.172,528.899,11999,46106,3634,441,32615,387,522,819,0,2310,0.12,0.466,0.037,0.003,0.329,0.0,0.01,0.007,0.0,0.02,99296.0,99349.0,96632.2,96189.308,9.09,0.51,94188.055,3071.05235,554.41324,323.3452,299.529,5749.55,983.52,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2735.9,18226.3,3664.9,2735.9,18226.3,81.0,81.0,81.0,0.0,0.0,0.0,929.0,31.17,31.962305,0.38784,0.404465,17.89,17.912096,0.010857,0.011239,-2943.859,-2933.099,10.759999999999993,11821.859,6060.599,8664.76
104385.994,425.5,2866.811,6.519,12459,50790,4160,532,32615,444,540,72,15,2674,0.12,0.487,0.04,0.01,0.311,0.0,0.01,0.0,0.0,0.025,101296.0,103541.0,101144.0,100702.66,8.54,0.0,98656.433,7194.02041,564.64783,332.52249,299.46801,5374.73,0.0,0.78,0.78,0.0,3664.9,2506.6,3664.9,3664.9,3320.9,17975.8,3664.9,3320.9,17975.8,60.0,60.0,60.0,0.0,0.0,0.0,344.0,35.34,36.571932,0.776639,0.455293,24.65,24.698812,0.037684,0.013628,-3704.348,-3493.531,210.817,12316.348,6885.531,9008.317
104381.532,463.6,4090.894,-0.616,12543,49651,4478,536,32618,383,551,51,4,3826,0.12,0.473,0.04,0.01,0.31,0.0,0.01,0.0,0.0,0.036,102962.0,104524.0,101856.1,101464.449,23.36,0.0,99270.575,1212.43218,566.80084,332.53793,302.2692,14835.14,0.0,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2735.9,17912.2,3664.9,2735.9,17912.2,30.0,30.0,30.0,0.0,0.0,0.0,929.0,32.66,33.904825,0.860277,0.384548,18.33,18.324075,-0.015827,0.011568,-2941.8250000000003,-2956.548,-14.722999999999956,12105.825,6076.548000000001,8875.277
104649.204,442.2,5364.447,-8.219,12501,49041,4213,537,32617,393,556,51,0,5103,0.12,0.467,0.038,0.01,0.31,0.0,0.01,0.0,0.0,0.048,102756.0,103757.0,101441.4,101055.151,3.64,0.0,98890.387,4497.3395,554.63888,310.78879,308.22046,2246.64,0.0,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,2735.9,17980.1,3664.9,2735.9,17980.1,70.0,70.0,70.0,0.0,0.0,0.0,929.0,29.02,30.187242,0.829208,0.338033,21.11,21.152429,0.034437,0.012992,-3606.122,-3597.71,8.412000000000035,12022.122,6275.71,8020.912
103551.343,447.9,6415.217,-8.856,12913,48367,2534,537,32626,421,557,28,0,6226,0.123,0.463,0.024,0.009,0.311,0.0,0.01,0.0,0.0,0.06,100336.0,101502.0,99663.7,99223.965,7.3,0.12,97124.383,1170.07901,549.35042,325.16948,294.52404,4495.08,206.01,0.0,0.04,0.0,3664.9,2506.6,3664.9,4515.6,2506.6,19183.6,4515.6,2506.6,19183.6,48.0,48.0,48.0,0.0,0.0,0.0,2009.0,26.33,27.832326,1.224041,0.278285,21.7,21.74716,0.037577,0.012916,-4352.325,-4410.813,-58.488000000000056,11196.325,6424.813,7186.488
99120.62,450.9,6709.15,-9.894,13107,45924,1137,263,32620,242,557,24,0,6618,0.13,0.456,0.01,0.0,0.325,0.0,0.01,0.0,0.0,0.067,96746.0,97636.0,96161.0,95719.232,9.87,0.79,93536.917,255.30772,556.88743,304.6566,319.23083,6159.66,1037.09,0.0,0.48,0.0,3664.9,2506.6,3664.9,4464.6,2506.6,19175.7,4464.6,2506.6,19175.7,48.0,48.0,48.0,0.0,0.0,0.0,1958.0,26.01,26.442657,0.272673,0.159984,18.35,18.362191,0.004213,0.012146,-3429.653,-3416.983,12.670000000000073,11063.653,6374.983,7443.33
96397.255,434.5,6991.559,-10.95,12907,44096,1089,184,32614,208,555,24,0,6824,0.13,0.446,0.01,0.0,0.33,0.0,0.01,0.0,0.0,0.07,93214.0,93846.0,93102.7,92628.653,10.19,0.16,90606.402,458.86513,608.83403,305.11654,303.71748,6207.09,186.11,0.0,0.04,0.0,3664.9,2506.6,3664.9,4467.6,2506.6,19334.2,4467.6,2506.6,19334.2,85.0,85.0,85.0,0.0,0.0,0.0,1961.0,23.14,23.706959,0.406164,0.160795,19.15,19.165146,0.002843,0.01147,-3782.427,-3899.37,-116.94299999999998,10944.427,7141.37,6608.443
108619.859,558.2,7322.43,-6.505,14668,48169,4618,185,32612,85,540,24,12,7160,0.14,0.444,0.043,0.0,0.302,0.0,0.005,0.0,0.0,0.068,104837.0,105741.0,106283.3,105912.009,40.67,0.62,103417.027,16568.0589,552.22929,334.5601,294.42617,25582.56,950.53,11.21,11.21,0.0,3664.9,2506.6,3664.9,3664.9,3368.9,18349.6,3664.9,3368.9,18349.6,51.0,51.0,51.0,0.0,0.0,0.0,296.0,39.14,39.032469,-0.449059,0.341527,56.05,56.317671,0.23851,0.033328,-2736.9300000000003,-2558.966,177.96399999999994,11528.93,6210.966,8023.964
112936.361,568.3,7892.842,542.096,15659,50725,5083,185,32620,83,533,346,16,7750,0.14,0.449,0.044,0.0,0.29,0.0,0.0,0.002,0.0,0.07,109942.0,110046.0,110174.2,109832.982,43.87,0.27,107257.29,2496.13828,529.61739,403.15564,202.1462,25889.55,297.56,8.6,8.6,0.0,3664.9,2506.6,3664.9,3664.9,3317.9,18256.4,3664.9,3317.9,18256.4,60.0,60.0,60.0,0.0,0.0,0.0,347.0,37.62,38.312092,0.318297,0.373795,52.26,52.355304,0.076225,0.023246,-3130.92,-2878.543,252.377,11338.92,6754.543,8026.377
110676.916,482.5,8059.855,2673.809,14559,48788,3982,184,32627,82,534,2247,16,7972,0.13,0.439,0.035,0.0,0.293,0.0,0.0,0.02,0.0,0.07,108230.0,108438.0,107344.6,107028.789,20.48,6.45,104712.599,7225.47556,521.46584,325.77333,268.4932,12256.94,6709.04,0.04,0.04,0.0,3664.9,2506.6,3664.9,3664.9,3317.9,19042.7,3664.9,3317.9,19042.7,30.0,30.0,30.0,0.0,0.0,0.0,347.0,24.93,25.061865,-0.176431,0.308296,16.84,16.86113,0.013091,0.006372,-3673.883,-3785.736,-111.853,11721.883,7137.236,7590.147
108418.714,410.3,8118.555,4236.204,13316,47554,2333,179,32630,82,539,3934,3,8035,0.122,0.437,0.02,0.0,0.3,0.0,0.002,0.035,0.0,0.07,104246.0,104596.0,102781.9,102474.524,15.43,0.0,100292.346,1453.51431,350.28731,308.24017,89.92858,6131.06,0.0,0.0,0.04,0.0,3664.9,2506.6,3664.9,4518.6,2506.6,19921.7,4518.6,2506.6,19921.7,30.0,30.0,30.0,0.0,0.0,0.0,2012.0,20.31,20.007808,-0.423596,0.121403,16.65,16.671165,0.008754,0.009078,-5970.674,-6121.4529999999995,-150.779,12218.674,7907.453,7696.221
107118.608,377.0,8219.28,4846.074,12727,47853,1136,182,32631,81,536,4603,0,8138,0.12,0.445,0.01,0.0,0.3,0.0,0.002,0.04,0.0,0.077,100106.0,100873.0,99675.6,99377.223,10.91,3.16,97351.698,1294.44938,340.56704,239.41414,145.57273,4218.72,1801.19,0.0,0.04,0.0,3664.9,2506.6,3664.9,4518.6,2506.6,20022.7,4518.6,2506.6,20022.7,30.0,30.0,30.0,0.0,0.0,0.0,2012.0,17.87,17.617719,-0.323987,0.071706,18.27,18.291343,0.017108,0.009235,-7766.201,-7934.929,-168.7280000000001,13224.201,9804.929,9189.272
105352.811,354.3,8202.092,4530.138,13021,47732,942,177,32610,87,529,4321,0,8129,0.12,0.444,0.01,0.0,0.3,0.0,0.0,0.04,0.0,0.078,97155.0,97752.0,97122.1,96810.877,15.76,1.02,94833.365,3395.1681,353.02978,259.93335,137.97894,6227.55,877.39,0.0,0.04,0.0,3664.9,2506.6,3664.9,4518.6,2506.6,20025.6,4518.6,2506.6,20025.6,159.0,159.0,159.0,0.0,0.0,0.0,2012.0,18.02,17.783345,-0.294291,0.057636,28.79,28.836733,0.033222,0.015179,-8569.576,-8559.288,10.288000000000013,13605.576,10759.288,10564.288
102539.776,366.7,8211.386,3959.854,13018,46533,887,173,32586,88,523,3684,0,8132,0.12,0.44,0.01,0.0,0.309,0.0,0.001,0.035,0.0,0.08,94550.0,95455.0,95017.5,94708.811,22.98,1.17,92747.903,3110.21199,367.28828,204.71601,180.67714,8896.69,913.73,0.0,0.04,0.0,2935.6,2020.4,3190.0,2952.4,2020.4,18480.9,2952.4,2020.4,18480.9,159.0,159.0,159.0,0.0,0.0,0.0,932.0,17.91,17.688237,-0.26358,0.041817,26.66,26.659619,-0.012011,0.015797,-7859.118,-7865.624,-6.505999999999858,13505.118,10183.624,11140.494
101789.775,353.7,8313.081,4182.749,12721,45818,880,173,32580,85,532,3867,0,8220,0.12,0.436,0.01,0.0,0.31,0.0,0.006,0.037,0.0,0.08,93047.0,94025.0,93655.6,93321.369,14.14,0.99,91448.267,886.78445,422.15286,169.73898,252.41388,5981.43,974.43,0.0,0.02,0.0,2935.6,2020.4,3190.0,2952.4,2020.4,18445.5,2952.4,2020.4,18445.5,159.0,159.0,159.0,0.0,0.0,0.0,932.0,17.59,17.34484,-0.28856,0.0434,18.2,18.226963,0.016533,0.008763,-8492.739,-8502.617,-9.877999999999927,13354.739,10232.617,9152.122
