model,seed,best_epoch,elapsed_seconds,validation_r2,validation_rmse,validation_mae,validation_pearson_r,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,test_r2,test_rmse,test_mae,test_pearson_r,test_accuracy,test_balanced_accuracy,test_roc_auc
full_DNN,42,210,2.0392508506774902,0.977250121588594,0.43365889517901324,0.3123730870816659,0.9886475977078516,,,,0.9870522566961797,0.356888909639765,0.26828077210132306,0.9938498914414629,,,
full_DNN,43,219,2.012525796890259,0.9795801666641752,0.4108514420535634,0.29623600385192317,0.9900618656065729,,,,0.9885358382860951,0.33582046904728663,0.25155694763391906,0.9945492424984753,,,
full_DNN,44,187,1.9757499694824219,0.9784842851770911,0.42173205175370215,0.3082615176849366,0.9892414078788468,,,,0.9887651220873312,0.33244529490614105,0.2521385393534933,0.9945478603760457,,,
DGatingDNN,42,209,2.471946954727173,0.9529791681285301,0.6234532212618231,0.4709976850840366,0.9784639747302256,,,,0.9745774956169643,0.5000865538127227,0.3680272459376035,0.9872245939259294,,,
DGatingDNN,43,215,2.4863569736480713,0.9563240247486895,0.6008693129807352,0.45096364431686226,0.9793189847470583,,,,0.9748422216734511,0.4974760245530725,0.37159917044782587,0.9877480227669508,,,
DGatingDNN,44,218,2.5633599758148193,0.9575470086619158,0.59239702335135,0.4524162706812204,0.9800068282328084,,,,0.9713056732336869,0.5312929241155496,0.4063078304104507,0.9883051753754447,,,
selected_retrain_DNN,42,74,0.8336138725280762,0.9392200941631529,0.708824516881763,0.5301671533867351,0.9701243583206481,,,,0.9477498956145418,0.7169346873196745,0.5513036147571863,0.9761924031064848,,,
selected_retrain_DNN,43,52,0.6572220325469971,0.9381609298529034,0.7149739101441747,0.5426753203311303,0.9689836966785876,,,,0.9513792342375704,0.6915871405556335,0.5334323584105022,0.975960738717841,,,
selected_retrain_DNN,44,68,0.7859840393066406,0.9419048416886302,0.6929927464063101,0.5246325840749197,0.9708521579765147,,,,0.9573772605980035,0.6475252249980518,0.48914496712029537,0.9786881222961028,,,
