epoch,train_loss,train_r2,test_loss,test_r2,train_total_loss,train_mse_loss,train_reg_loss,active_features
1,0.2778706037184376,0.7221294045448303,0.28585557539652034,0.707177996635437,0.728218995801917,0.6053606253557765,61.429183120494756,63
2,0.21835106642224877,0.7816489338874817,0.2320417607566569,0.7623032331466675,0.36905996767416155,0.2512099613655077,58.92499998486924,63
3,0.19995373993839224,0.8000462651252747,0.21978932207950005,0.774854302406311,0.32992009983364634,0.21564223573555208,57.13892887677063,63
4,0.18778884980875876,0.8122111558914185,0.21323700360499503,0.7815662622451782,0.3112891275381696,0.20013370458107702,55.5777088924731,63
5,0.1762263456701914,0.8237736225128174,0.20791994230594577,0.7870129346847534,0.29688915056208454,0.18879587219745309,54.046636870942166,63
6,0.17431522626216678,0.8256847858428955,0.2034084717629523,0.7916343212127686,0.2857739773872333,0.18071546946871744,52.52925099679116,63
7,0.15599739874630006,0.8440026044845581,0.18974124831033917,0.805634617805481,0.273740955225663,0.17160871671832398,51.06611572923231,63
8,0.1583834092788438,0.8416165709495544,0.19183400802586864,0.8034908771514893,0.2614255339577851,0.16218860769071805,49.61846091054397,63
9,0.14283811833502044,0.8571618795394897,0.17867176400542986,0.816973865032196,0.2495307691230472,0.1531219845488497,48.20439019192274,63
10,0.13741720448767383,0.862582802772522,0.1767066629467214,0.8189868927001953,0.23890651968783044,0.14525869970645366,46.823907897274154,63
11,0.12628667642775154,0.8737133145332336,0.17064461995643088,0.8251966238021851,0.22778493985476883,0.13684658312063286,45.469175978892636,63
12,0.1259441435874122,0.8740558624267578,0.16983328675624074,0.8260277509689331,0.22217791842923285,0.13391349565814598,44.132209283172585,63
13,0.11787037649721158,0.8821296095848083,0.16333257886240396,0.8326869010925293,0.2186224543973292,0.1330149931865826,42.803728462993234,63
14,0.1146783096038095,0.8853216767311096,0.163873618502715,0.8321326971054077,0.20680944726700823,0.12367006550414429,41.56968838381094,63
15,0.11001313042000765,0.8899868726730347,0.16017170962536845,0.8359248042106628,0.19818968671955833,0.11740163173512318,40.39402561784245,63
16,0.110104521252016,0.889895498752594,0.1593566107245662,0.8367597460746765,0.19598047094864304,0.11752214898233829,39.22915915511747,63
17,0.10097421747920034,0.8990257978439331,0.1487158870142771,0.8476598262786865,0.18718857688702853,0.1109292024773532,38.12968499236758,63
18,0.09836224999497584,0.9016377329826355,0.1528243216481514,0.8434512615203857,0.1845762555400076,0.11047220745136,37.052022274898995,63
19,0.09350489845185403,0.9064950942993164,0.14709016060592925,0.8493251800537109,0.17698567248681954,0.10494852978182057,36.018570013213576,63
20,0.09638412513015017,0.9036158919334412,0.1519974782699492,0.844298243522644,0.16937718582485214,0.09929906820109743,35.03905701364478,63
21,0.08962003904743607,0.910379946231842,0.1484516375675434,0.8479304909706116,0.16602652018121142,0.09786576706657511,34.08037449584309,63
22,0.10161085625290643,0.8983891606330872,0.15963877115126063,0.8364707231521606,0.16393757466025066,0.09766890135011902,33.13433508942093,63
23,0.08958983676924358,0.9104101657867432,0.146331795775218,0.8501020073890686,0.15947052107841164,0.09507893177472526,32.19579317367868,62
24,0.08509814470557427,0.914901852607727,0.142934482533303,0.8535821437835693,0.15670413596940622,0.0941349587848653,31.28458727379049,62
25,0.08321642017519083,0.9167835712432861,0.1431330860842292,0.8533786535263062,0.15279430378879144,0.09191166550279073,30.44131799329791,62
26,0.09154559948078828,0.908454418182373,0.14933840611313537,0.8470221161842346,0.14994282641715898,0.090792044940384,29.57538920736422,62
27,0.0850948542683271,0.9149051308631897,0.14739563663649122,0.8490122556686401,0.14639224698248482,0.08883526822243776,28.778487870385863,62
28,0.07775538189238623,0.9222446084022522,0.13902052699747244,0.857591450214386,0.14427482824087778,0.08826691312480982,28.00395625206826,62
29,0.07680554264583814,0.9231944680213928,0.13897556218704799,0.8576375246047974,0.1378842164896582,0.08335447064469463,27.264871387059774,62
30,0.07494813559859605,0.9250518679618835,0.1410711820055617,0.8554908037185669,0.1389212955377604,0.08580047334455562,26.560409901616776,61
31,0.07304423758909277,0.9269557595252991,0.13799854034058204,0.858638346195221,0.13530181830821375,0.0835117567785249,25.895029054171797,61
32,0.0727060250682198,0.9272939562797546,0.13950931606814265,0.8570907115936279,0.13037238001516535,0.07988105682779777,25.245660530165985,58
33,0.07859694386010493,0.9214030504226685,0.14148405595205543,0.8550679087638855,0.1301247471933552,0.08091478385627952,24.604980075204764,57
34,0.07371085525996852,0.9262891411781311,0.13633812023553907,0.8603392243385315,0.12796548464705615,0.08005277106210214,23.956355712506536,57
35,0.07030988422603915,0.9296901226043701,0.13142892369637038,0.8653680682182312,0.12461142791513266,0.07787847428701244,23.366475474097907,56
36,0.07511222115444328,0.9248877763748169,0.14115911266743775,0.8554007411003113,0.12184543368029377,0.07618333710020822,22.831047127212305,54
37,0.0802989838450215,0.9197009801864624,0.14937955453401294,0.8469799757003784,0.11885996904255415,0.0742606997765561,22.29963347495375,53
38,0.07568242985536405,0.9243175983428955,0.14213678864307883,0.8543992042541504,0.11753385155131396,0.07387022278253856,21.831813287043918,53
39,0.06612476887086209,0.9338752031326294,0.13235692614008013,0.8644174337387085,0.11636133719886377,0.07367816092169394,21.341586873151254,53
40,0.06489682797709101,0.935103178024292,0.13649708684533834,0.8601763844490051,0.11324920801660379,0.07153315936349486,20.858023230307527,53
41,0.0766572413325287,0.923342764377594,0.14781955050349962,0.8485779762268066,0.11027796910315593,0.0694126609974263,20.432652870632147,53
42,0.06724518194686675,0.9327548146247864,0.13694522465102194,0.8597173094749451,0.11020866164569633,0.07019406842660304,20.007295544505755,52
43,0.07002482417627066,0.929975152015686,0.13960016827757765,0.8569976687431335,0.10842097776819057,0.06929462036923495,19.56317767180349,52
44,0.061263319649069385,0.9387366771697998,0.13609533076651575,0.8605879545211792,0.10607507629114012,0.06768568768290324,19.194693444613552,51
45,0.06928412461245588,0.9307158589363098,0.14121270883919262,0.8553458452224731,0.10468211262270206,0.06708201031469826,18.800050421219396,49
46,0.06965105178177039,0.9303489327430725,0.1389873185217744,0.8576254844665527,0.10659789396869054,0.06982043117546198,18.388730577255004,47
47,0.05949639798227973,0.9405035972595215,0.12908602798948202,0.8677680492401123,0.1034087111092223,0.06740821551738987,18.00024700164795,46
48,0.06715034774606188,0.932849645614624,0.1412385076329839,0.8553194403648376,0.09989007851385961,0.0645511769565301,17.669449914601994,46
49,0.06319088748394079,0.9368091225624084,0.1344875834836829,0.8622348308563232,0.09878664918977008,0.06413860690107244,17.324020243891315,46
50,0.06076374794921286,0.9392362833023071,0.13241033867092394,0.8643627166748047,0.09831870108854215,0.0643928180001875,16.96294089112911,46
51,0.0566611519420106,0.9433388710021973,0.12852110460446012,0.8683467507362366,0.09699660067359152,0.06367264877121064,16.66197515352367,46
52,0.057788970305504096,0.9422110319137573,0.13470019752205145,0.862017035484314,0.09520326736351173,0.06246722031109075,16.368022741933164,46
53,0.0535731140458793,0.9464268684387207,0.12504115601910687,0.8719115257263184,0.0937640513772959,0.06161352895657744,16.07526024928264,45
54,0.062961759541573,0.937038242816925,0.13811733045547112,0.8585166931152344,0.09334329434995156,0.061754562699503794,15.794364860092385,45
55,0.05637891198885659,0.9436210989952087,0.1299250978726621,0.8669085502624512,0.09241528266900191,0.06141558868496542,15.499846105626482,45
56,0.05743687300822782,0.9425631165504456,0.13525893159846708,0.8614447116851807,0.09164372141651303,0.06121361114775221,15.215054466922624,45
57,0.057001895177470056,0.9429981112480164,0.13531333749841262,0.8613889813423157,0.08949529980881173,0.059517716110877916,14.988791039115505,45
58,0.05322111901222614,0.9467788934707642,0.12454620581801708,0.8724185228347778,0.08855490375119798,0.05909842064477713,14.7282407383806,44
