gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.56586415,0.60272765,0.55536795,0.5279172,0.56115055,0.54200804,0.54967546,0.50351995,0.4100096,0.5463684,0.4397497,0.46479818,0.5829647,0.5133296,0.59046495,0.47408542,0.4641914,0.47204757,0.44261777,0.4135906,0.4008939,0.52144176,0.4856253,0.44395116,0.5128681,0.48864856,0.48963842,0.51644355
0.60419255,0.6574594,0.59748995,0.5354588,0.6149872,0.5573429,0.577981,0.55703056,0.32842302,0.5553072,0.39582157,0.45752707,0.6458863,0.5014425,0.6209419,0.47876608,0.42727092,0.4467356,0.42019877,0.36067027,0.31219938,0.50398594,0.48940754,0.39375082,0.53173506,0.4762275,0.48405835,0.48625988
0.6591423,0.70001,0.6158222,0.5307214,0.6607222,0.5497936,0.60086834,0.6052384,0.21382168,0.557452,0.33878797,0.43773592,0.7085853,0.4844793,0.6440556,0.4933628,0.39300016,0.41079798,0.38633087,0.27291906,0.22419901,0.48900065,0.458772,0.32308617,0.5507268,0.45516908,0.46830198,0.45129144
0.7001203,0.7379288,0.6512463,0.52432793,0.7161899,0.55520236,0.6203277,0.6396468,0.09812069,0.5610832,0.27363592,0.421214,0.76535577,0.47491145,0.6626518,0.50061774,0.3593082,0.36809847,0.34975958,0.1848795,0.12326894,0.46618593,0.44292772,0.2651692,0.5638983,0.429322,0.4616485,0.41000307
0.73496443,0.76598233,0.6755051,0.5136293,0.7606969,0.5497717,0.6459123,0.68018234,0.0,0.5526986,0.21953046,0.38078606,0.8247362,0.46583062,0.6886737,0.51937515,0.33494192,0.31825462,0.29968655,0.09729523,0.027011124,0.43970937,0.42687917,0.17356421,0.5956235,0.39952612,0.45317185,0.36345
0.76422805,0.8013591,0.69794065,0.5241948,0.8075666,0.55248743,0.65383315,0.72643995,0.0,0.54426736,0.14557478,0.3371966,0.8813871,0.44330823,0.71200436,0.51894164,0.3102465,0.26387987,0.23868689,0.0,0.0,0.41490006,0.4114617,0.080338165,0.6276326,0.373598,0.44987765,0.30511308
0.7961083,0.8314634,0.71458375,0.5092082,0.86039,0.55494016,0.6637726,0.751739,0.0,0.5451916,0.07210316,0.2894819,0.9177433,0.42595905,0.73044014,0.5095499,0.28318924,0.19169196,0.16760927,0.0,0.0,0.38073838,0.40536508,0.0,0.64484286,0.33183947,0.44600195,0.23428847
0.82354105,0.8603085,0.73460215,0.49344558,0.9061842,0.5508632,0.6628541,0.78155303,0.0,0.53066576,0.0,0.22634095,0.95481974,0.39981425,0.7498147,0.5001847,0.25812128,0.11823117,0.100132324,0.0,0.0,0.34328738,0.3910626,0.0,0.65943813,0.28843442,0.43316036,0.14823534
0.8505927,0.9000232,0.7671635,0.48212096,0.9499527,0.55720186,0.65983105,0.81538475,0.0,0.50849825,0.0,0.17564517,1.0,0.3724797,0.7623235,0.4850644,0.22044586,0.033759665,0.0071134446,0.0,0.0,0.29497802,0.37423658,0.0,0.67899954,0.24071324,0.4184707,0.052959852
