field,中文名,score
gen_fuel_coal_mw,燃煤出力,3799.7605566263064
prelim_load_avg_hourly,预估小时负荷,2552.772387691321
gen_fuel_nuclear_mw,核电出力,1958.07251442562
gen_fuel_coal_pct,燃煤占比,1711.8122428582528
gen_fuel_multiple_fuels_mw,多燃料出力,1252.5653857242778
forecast_load_mw_latest_available,最新负荷预测,1235.4936294491765
da_as_as_req_mw_primary_reserve,日前主用备用需求,1184.6582792692473
gen_fuel_nuclear_pct,核电占比,1152.745310387045
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,1131.4253854260758
gen_fuel_gas_pct,燃气占比,1081.7348575612698
gen_fuel_multiple_fuels_pct,多燃料占比,965.5079221019615
system_energy_price_da,日前能量价格,908.2470291596896
da_as_as_mw_primary_reserve,日前主用备用实际量,618.427094431959
solar_generation_mw,光伏出力,604.4724100149033
gen_fuel_hydro_pct,水电占比,552.7684128256785
system_energy_price_rt,实时能量价格,493.9832039952305
marginal_loss_price_rt,实时边际损耗价,479.9308436915641
gen_fuel_hydro_mw,水电出力,452.7914532452572
gen_fuel_gas_mw,燃气出力,412.57176877009283
gen_fuel_wind_pct,风电占比,332.3546717983723
gen_fuel_oil_mw,燃油出力,291.1480795992565
marginal_loss_price_da,日前边际损耗价,271.28162114605726
net_actual_interchange_mw,净实际交换,264.53673329651144
da_as_ss_mw_primary_reserve,日前主用备用自调度,241.09615515937563
rmccp,调频容量出清价,214.80583218421896
total_pjm_reg_purchases,调频购买量,208.21279451646168
total_pjm_rmccp_cr,调频容量信用额,181.02934470292746
gross_sched_interchange_mw,总计划交换,179.29364203902063
gen_fuel_other_renewables_mw,其他可再生出力,177.46738338184096
total_lmp_da,日前总电价,173.59424212010708
total_pjm_rmpcp_cr,调频性能信用额,139.08353718091536
gen_fuel_oil_pct,燃油占比,118.79800264120658
net_sched_interchange_mw,净计划交换,109.29697167283072
gen_fuel_wind_mw,风电出力,91.16062181904235
da_as_as_mw_synchronized_reserve,日前同步备用实际量,87.11118014809007
congestion_price_rt,实时阻塞价,86.56725724786543
total_losses,总网损,86.43826296212536
total_pjm_assigned_reg,调频分配量,54.418850136036184
congestion_price_da,日前阻塞价,51.854579411282394
gross_inadv_interchange_mw,总非计划交换,38.30521688707066
gen_fuel_solar_mw,光伏出力,36.120979795431296
total_pjm_self_sched_reg,调频自调度量,25.90473436739458
gen_fuel_storage_mw,储能出力,24.52264562347102
rmpcp,调频性能出清价,15.599880395761344
net_inadv_interchange_mw,净非计划交换,13.884045257441384
gross_actual_interchange_mw,总实际交换,12.886468467365589
da_as_mcp_primary_reserve,日前主用备用出清价,9.969724515452649
total_pjm_loc_credit,机会成本信用,3.5222480531581675
gen_fuel_other_renewables_pct,其他可再生占比,0.183987074746881
total_gen,总发电量,0.0
da_as_nsr_mw_primary_reserve,非同步备用,0.0
da_as_as_req_mw_synchronized_reserve,日前同步备用需求,0.0
da_as_mcp_synchronized_reserve,日前同步备用出清价,0.0
metered_load_mw,计量负荷,0.0
gen_fuel_solar_pct,光伏占比,0.0
wind_generation_mw,风电出力,0.0
total_lmp_rt,实时总电价,0.0
total_pjm_rt_load_mwh,实时负荷电量,0.0
