wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.4379255,0.3808352,0.44048703,0.5238875,0.40887675,0.48224336,0.5192604,0.4539346,0.46830255,0.44184032,0.4212539,0.47894529,0.51008075,0.52465993,0.3716631,0.52635026,0.42950946,0.43446904,0.4668736,0.43458062,0.45152244,0.49362314,0.45623222,0.43879604,0.4116019,0.45608798,0.40868124,0.49936074,0.42333248,0.5171124,0.39607996,0.49832705,0.4144503,0.4166138,0.42729235,0.5140555,0.48816213,0.48975563,0.4973315,0.52815396,0.4202832,0.384986,0.49175602,0.47195822,0.44293457,0.4974498,0.58899415,0.532005
0.42549393,0.33754736,0.43848568,0.5730091,0.39224672,0.47711614,0.5305942,0.4214948,0.45298445,0.4593139,0.4099626,0.45725518,0.52534115,0.5793291,0.29810804,0.5465028,0.44879803,0.3838996,0.4907356,0.43408507,0.45918977,0.49512485,0.43666136,0.41963106,0.39061695,0.4278734,0.34302196,0.52464813,0.38558516,0.56222767,0.3824662,0.5183756,0.36448643,0.39244354,0.38946465,0.501707,0.48309258,0.4704441,0.49142888,0.5763896,0.4212792,0.32384515,0.5535057,0.47211242,0.43530115,0.5235211,0.6718983,0.5641451
0.40280935,0.31138697,0.45071566,0.61353457,0.3769573,0.46142966,0.5493253,0.39066544,0.43691933,0.48372558,0.3966657,0.44979087,0.5637333,0.6041998,0.27705127,0.57315356,0.47524378,0.3654913,0.5162123,0.42734826,0.4443482,0.49815857,0.41562793,0.4075616,0.36188996,0.4232338,0.31295496,0.5453008,0.33244225,0.59242064,0.35470334,0.5241352,0.3112354,0.3695839,0.36513826,0.49086258,0.47595862,0.45689112,0.48203695,0.6112599,0.43041816,0.28320053,0.5902265,0.47744167,0.42102322,0.5495783,0.7478179,0.60623336
0.40770555,0.29980054,0.45476243,0.6418527,0.38829833,0.45572165,0.5667333,0.36137158,0.44522554,0.5061958,0.39014342,0.44238055,0.61215633,0.6292255,0.25404543,0.60433143,0.51685333,0.32688975,0.5249364,0.4163027,0.43279177,0.50699663,0.41135564,0.39393774,0.33972988,0.41177544,0.27624404,0.57173973,0.28350943,0.6259701,0.33325303,0.5429998,0.25025874,0.34120733,0.33527505,0.48993182,0.48553297,0.4346689,0.4761795,0.6494089,0.4322686,0.24591923,0.6547056,0.4799266,0.41119024,0.58641434,0.8140728,0.63877547
0.39504492,0.28484696,0.45224422,0.66657823,0.37682053,0.45582652,0.5957409,0.34900492,0.44381055,0.51063555,0.35577056,0.42226088,0.66284966,0.662149,0.21321331,0.6328624,0.52609986,0.28798947,0.531158,0.38522333,0.4203574,0.5122901,0.4116486,0.37223,0.33602422,0.43307525,0.24001522,0.57737255,0.23925306,0.6498064,0.3066727,0.5591617,0.18844306,0.32487637,0.31404236,0.4983313,0.47920835,0.40978998,0.4620502,0.68332994,0.42663983,0.17193219,0.7098808,0.4684186,0.37927505,0.60714036,0.87707645,0.6728076
0.40304965,0.2766136,0.47016776,0.7047281,0.36704367,0.4603605,0.64455914,0.3145,0.46156108,0.516865,0.34031564,0.44067892,0.71110004,0.7011297,0.18096855,0.6692836,0.55708843,0.2531565,0.54069597,0.37182772,0.41285956,0.51833504,0.40497696,0.35163963,0.30499673,0.4351232,0.18278265,0.58482033,0.19613762,0.6733586,0.27462792,0.59153706,0.13387404,0.29939353,0.2783688,0.5091709,0.4790535,0.382293,0.46100864,0.72678775,0.43558943,0.13912371,0.7627575,0.45589146,0.33593926,0.6367713,0.9339334,0.7125884
0.39504585,0.24587707,0.46889585,0.74248815,0.36320445,0.4626278,0.6787004,0.27677488,0.4855675,0.52192456,0.30655962,0.44296825,0.7535237,0.7221633,0.16066778,0.6873455,0.59223,0.20990786,0.55548555,0.3412211,0.39739007,0.5250365,0.41015646,0.32466748,0.2957253,0.4150451,0.13881311,0.5713189,0.15345433,0.6874199,0.2376383,0.6256709,0.059076015,0.26928645,0.2580256,0.51648617,0.4806098,0.34651074,0.45684114,0.75464636,0.43876883,0.07725337,0.8062176,0.4416428,0.30067608,0.66971844,0.97815984,0.74118984
0.40428567,0.23981786,0.47781911,0.7762557,0.3650909,0.49408433,0.7163761,0.25308633,0.5484684,0.54764724,0.2815564,0.4589362,0.8177249,0.7454796,0.13039403,0.70442766,0.62265307,0.17570716,0.5604953,0.31471682,0.40322888,0.5336378,0.41098133,0.29746348,0.27766323,0.40155,0.084524766,0.5748168,0.103904605,0.7025253,0.19153135,0.64257747,-0.01504424,0.2423616,0.22866808,0.52570647,0.47966015,0.3034851,0.44990623,0.79446214,0.44777817,0.028405624,0.8505894,0.44034287,0.26219445,0.6981853,1.0282651,0.77735347
0.38322937,0.21332896,0.48585066,0.7928067,0.3683716,0.48228076,0.74251497,0.21686667,0.5931991,0.55284995,0.25243837,0.4683932,0.8532163,0.7550478,0.1045347,0.72728586,0.6632208,0.13637108,0.5661706,0.27564818,0.38637546,0.5371327,0.41523778,0.26947078,0.24244532,0.38095605,0.04323567,0.5810109,0.061730575,0.72245383,0.14722429,0.64641124,-0.09721851,0.21679138,0.19990215,0.5285895,0.4862247,0.27885738,0.44706783,0.83635044,0.43941295,-0.02205784,0.8970435,0.42312777,0.22251545,0.7246486,1.0755031,0.8042358
