area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.50775015,0.5702348,0.4887761,0.5450202,0.51103085,0.55325705,0.44343126,0.5098989,0.56049925,0.462147,0.49895197,0.43812802,0.48872995,0.4272757,0.53590477,0.49385566,0.44474187,0.5997111,0.52629167,0.58063775,0.45154542,0.6027068
0.490105,0.6066153,0.4789313,0.5583889,0.48925436,0.5926853,0.39509314,0.50354755,0.61650884,0.44640025,0.50867057,0.41937694,0.48391512,0.40566635,0.5225251,0.52986914,0.4487836,0.6640305,0.55609995,0.6521187,0.42306718,0.6572277
0.46791902,0.63959026,0.46902686,0.5663217,0.46939948,0.628716,0.3321606,0.50453705,0.6605913,0.4148676,0.52854705,0.39027935,0.44475958,0.37485844,0.51270974,0.57702726,0.43800876,0.7189314,0.5826036,0.7045175,0.39076754,0.70820546
0.4455129,0.67491305,0.44386342,0.567762,0.44379604,0.65377134,0.28864214,0.5132594,0.7103049,0.3899973,0.5434642,0.36220294,0.41824234,0.33796602,0.5016571,0.62083787,0.44078013,0.7575796,0.5969782,0.767202,0.36164626,0.76335883
0.41922218,0.70886827,0.41798306,0.57274866,0.42226407,0.6865881,0.23674682,0.52339834,0.7502781,0.36783758,0.5477864,0.3329791,0.37461612,0.2880556,0.4881785,0.6412444,0.42628837,0.7877706,0.6169859,0.8248906,0.3213733,0.806875
0.38076004,0.7462171,0.39590517,0.5775854,0.39337012,0.73127383,0.17053552,0.52287936,0.7760289,0.3356073,0.5536869,0.29111704,0.34227663,0.2556974,0.4766888,0.66841036,0.41352296,0.8269737,0.63162994,0.88183755,0.2852845,0.86439985
0.3573811,0.7792102,0.37643874,0.5718424,0.3587738,0.756073,0.11712683,0.5017039,0.80277544,0.29686984,0.55129135,0.25271437,0.3086635,0.2093554,0.45971325,0.6912274,0.38127914,0.8419451,0.6388372,0.9235285,0.24164625,0.90213734
0.3194468,0.8276266,0.36125326,0.56800205,0.31947118,0.8034539,0.06324688,0.49507967,0.8322388,0.28325033,0.550739,0.21411842,0.28510752,0.15833455,0.4436978,0.72635317,0.36012453,0.8596479,0.6740997,0.9641795,0.19164306,0.9515752
0.2858135,0.87716264,0.3344227,0.57047635,0.27372816,0.8401038,0.0138019575,0.48364076,0.8668526,0.23178582,0.54707694,0.195319,0.24292624,0.103396244,0.42391562,0.75209916,0.3339169,0.8870333,0.69780415,1.0023949,0.12925595,0.9850367
0.25760907,0.9151989,0.30961603,0.5678881,0.24556942,0.8850216,-0.048093595,0.48835248,0.8983993,0.19314942,0.5556831,0.1622141,0.19866666,0.049128417,0.3996273,0.7883853,0.30903366,0.90464365,0.7120543,1.043148,0.07970473,1.0279632
