wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.06903678,0.032274634,0.11543907,0.85767114,0.1439872,0.34765366,-0.041518133,-0.093880944,-0.13405205,0.03721356,-0.08962504,0.3044613,0.06690976,0.7359106,0.1191739,-0.28607136,-0.20934583,-0.28084275,-0.12861177,0.27413508,0.25765294,-0.20530431,0.43979836,0.07147793,0.6513092,0.20286772,-0.057868987,0.6667691,0.00018497783,0.85710067,0.85276127,0.8321623,1.1622605,1.0194347,-0.22237933,-0.20854108,-0.30767232,-0.12622568
0.02360802,-0.00027930847,0.06831367,0.86998695,0.1259609,0.34347293,-0.09474725,-0.16864157,-0.1800188,-0.011594939,-0.1432667,0.30325204,0.027943678,0.7601017,0.08818319,-0.3540918,-0.2756194,-0.3553988,-0.1921393,0.25683576,0.25223127,-0.2569341,0.4423429,0.0363757,0.65960073,0.16210023,-0.10098952,0.6919917,-0.07576428,0.87432075,0.8698326,0.8566358,1.2310421,1.0605856,-0.2459493,-0.27446347,-0.35955125,-0.18560912
-0.03238987,-0.026052197,0.021123126,0.9123912,0.0942646,0.32028747,-0.15647884,-0.23603545,-0.2378608,-0.06663364,-0.19007027,0.291187,-0.02708039,0.779987,0.058835354,-0.40977246,-0.32673305,-0.42300588,-0.24702474,0.24213992,0.24308003,-0.30828366,0.45707527,0.041904736,0.67850345,0.13153599,-0.16165571,0.70242465,-0.15809798,0.8958419,0.8821986,0.8804801,1.2691398,1.0975754,-0.28950885,-0.34548604,-0.41669172,-0.24559313
-0.07757363,-0.06763398,-0.032640845,0.94141436,0.061906166,0.3098789,-0.21235538,-0.2896218,-0.30194077,-0.117104955,-0.24319914,0.27370104,-0.08616489,0.8015476,0.020800581,-0.47207728,-0.38033837,-0.48728195,-0.29342514,0.21817705,0.23623961,-0.36778268,0.4678882,0.004490765,0.6912517,0.09716984,-0.21156865,0.7360601,-0.22588618,0.922097,0.9071925,0.89994293,1.301264,1.1417556,-0.3285057,-0.42491814,-0.48617628,-0.29537734
-0.12029432,-0.08909492,-0.0767374,0.9601855,0.03456341,0.3043615,-0.2710991,-0.34118506,-0.35998017,-0.17741676,-0.2874417,0.28064224,-0.14391561,0.816926,-0.012640092,-0.52563196,-0.44336373,-0.549379,-0.33713633,0.20226558,0.20938288,-0.42826787,0.47808406,-0.04729824,0.7101959,0.07633682,-0.25930047,0.7406265,-0.3003558,0.9507424,0.9405418,0.9230873,1.3347305,1.1833241,-0.36562303,-0.49164087,-0.5284082,-0.34917256
-0.16481751,-0.11474118,-0.14202924,0.99020594,-0.0029232167,0.28169367,-0.29940954,-0.38654563,-0.4197553,-0.2205019,-0.32463393,0.27653193,-0.1940692,0.8401804,-0.04973529,-0.57718223,-0.5107058,-0.602352,-0.38478562,0.15474491,0.1895718,-0.48745584,0.4791772,-0.084612615,0.7250549,0.04929705,-0.29391396,0.7650635,-0.36983147,0.9806807,0.96738094,0.93557227,1.3728026,1.2085294,-0.3968568,-0.5497301,-0.567395,-0.39471334
-0.20126283,-0.16833216,-0.19832352,1.0132045,-0.049542133,0.28653505,-0.35151282,-0.4203379,-0.45322967,-0.2698482,-0.3328497,0.26130852,-0.24618258,0.86789995,-0.08549536,-0.62024885,-0.5652829,-0.64477277,-0.4071528,0.1382598,0.17400329,-0.5421074,0.49806893,-0.10632429,0.7169565,0.027305873,-0.32954365,0.779232,-0.442404,1.0027556,0.9954545,0.96804154,1.4100835,1.2488419,-0.4145125,-0.58709294,-0.61629385,-0.44336098
-0.2502333,-0.21120536,-0.24815758,1.0350795,-0.08530968,0.27430636,-0.40565547,-0.47983468,-0.50931996,-0.30853814,-0.36026707,0.27163243,-0.30549842,0.88736767,-0.11846341,-0.6562103,-0.6158795,-0.6958671,-0.44810125,0.10516509,0.14972179,-0.59059954,0.5166131,-0.14205186,0.7366161,-0.0029488096,-0.37320706,0.7931843,-0.5041779,1.0265882,1.0092443,0.9795869,1.4469987,1.2895201,-0.45247844,-0.62429094,-0.65445685,-0.47897482
-0.2913857,-0.2535049,-0.29946038,1.0515312,-0.122475296,0.2838918,-0.44485486,-0.5261073,-0.5643233,-0.35047072,-0.40083075,0.27622786,-0.3523852,0.9064055,-0.15520681,-0.7018989,-0.666359,-0.7352674,-0.46763408,0.08082104,0.1275229,-0.6321957,0.5200907,-0.14886315,0.75156885,-0.023562472,-0.43102962,0.8109874,-0.5594919,1.0426255,1.0233722,0.9992528,1.4918607,1.3214427,-0.49266806,-0.66311675,-0.6941305,-0.53818613
-0.34029704,-0.2992607,-0.35966352,1.0756814,-0.14179845,0.2934511,-0.4942187,-0.5737851,-0.60548997,-0.39029068,-0.44452295,0.27427775,-0.40529117,0.91865814,-0.19669065,-0.7334247,-0.69962645,-0.77406603,-0.50358033,0.042528007,0.112545826,-0.66639936,0.53751224,-0.16418646,0.7670046,-0.034717686,-0.46974537,0.8291638,-0.6150567,1.0680476,1.043107,1.0191404,1.5149205,1.3460091,-0.52948743,-0.68323094,-0.7258692,-0.5848756
-0.38381884,-0.33845782,-0.41609856,1.0937024,-0.16125907,0.28265,-0.53005433,-0.6162423,-0.64144665,-0.43271297,-0.477094,0.2857909,-0.45262092,0.9273884,-0.24096075,-0.76444143,-0.73821837,-0.81965345,-0.54420394,0.02697854,0.10225585,-0.70100826,0.5569127,-0.18626297,0.7843727,-0.054310165,-0.48744097,0.8392299,-0.6594786,1.0868949,1.052789,1.0409238,1.5497918,1.3711904,-0.5512538,-0.71665114,-0.7747337,-0.6074638
-0.42199525,-0.37207833,-0.4612055,1.1184814,-0.17930272,0.27904913,-0.5673515,-0.6527022,-0.67618406,-0.47061834,-0.50280064,0.27811038,-0.4954758,0.94621664,-0.24009116,-0.8028657,-0.7637618,-0.8383498,-0.57958347,-0.021162936,0.08404812,-0.7264431,0.56788707,-0.20162418,0.79262656,-0.085678235,-0.5185955,0.8391063,-0.6878056,1.1085697,1.0648813,1.0543818,1.5777371,1.3959283,-0.59433275,-0.74915767,-0.8089873,-0.63371164
-0.44479126,-0.40555403,-0.5187531,1.1418964,-0.2115913,0.2686701,-0.5944821,-0.6893522,-0.71496826,-0.49229765,-0.51788324,0.30357936,-0.52562004,0.96194816,-0.2539106,-0.84236234,-0.79659975,-0.8725863,-0.60199666,-0.053314164,0.053087477,-0.75173545,0.5935766,-0.2098393,0.8146945,-0.12430547,-0.55592626,0.86068875,-0.726838,1.1374874,1.0883355,1.0829802,1.6315008,1.4179,-0.61021113,-0.77275825,-0.83571494,-0.67362994
-0.4789572,-0.4479173,-0.5593083,1.1577069,-0.2387715,0.2588217,-0.6279257,-0.7165385,-0.75683355,-0.5165119,-0.55711466,0.32674018,-0.56294954,0.9746935,-0.28935516,-0.8786929,-0.8282227,-0.90700656,-0.6376114,-0.08828592,0.018875655,-0.7928603,0.6236669,-0.21407709,0.82534486,-0.16000317,-0.58779097,0.8739725,-0.7759552,1.152689,1.1057092,1.1017401,1.6547928,1.4325956,-0.6206568,-0.7947395,-0.8613832,-0.70084214
-0.5133048,-0.46833658,-0.6062352,1.1723509,-0.23903705,0.2774117,-0.659362,-0.74667495,-0.7915052,-0.5490325,-0.59801483,0.34333178,-0.5974288,0.997475,-0.3088854,-0.9127584,-0.8567309,-0.93879116,-0.6549986,-0.115503035,-0.011310151,-0.8190462,0.66030145,-0.23067923,0.83510625,-0.17479588,-0.6149499,0.88515615,-0.8160105,1.1745912,1.1290189,1.1359407,1.6775547,1.4404621,-0.64860344,-0.8172036,-0.89406747,-0.735257
-0.5644278,-0.48855025,-0.6507472,1.198294,-0.2731949,0.2999672,-0.68925226,-0.780313,-0.81824213,-0.58587587,-0.6164134,0.34920117,-0.63369423,1.0325304,-0.34231573,-0.9389504,-0.86949635,-0.97607875,-0.67415226,-0.15887502,-0.031430718,-0.8444887,0.6918187,-0.24017933,0.86447716,-0.22302024,-0.6369195,0.90888363,-0.85510796,1.1898144,1.1517365,1.161665,1.7022436,1.4698143,-0.67863923,-0.8334325,-0.9176897,-0.7667895
-0.59714234,-0.535819,-0.68483084,1.2147461,-0.29284042,0.31774938,-0.7386377,-0.7957629,-0.8440834,-0.6256752,-0.64825064,0.35961106,-0.6731854,1.0410537,-0.3652733,-0.9446548,-0.9007572,-0.99416703,-0.6953981,-0.19581948,-0.0731686,-0.8668059,0.7209543,-0.274018,0.879347,-0.24308608,-0.66280276,0.92977005,-0.8731222,1.2086744,1.1730917,1.1998386,1.7207304,1.5035236,-0.7133145,-0.84926444,-0.9172991,-0.802314
-0.61286056,-0.5605421,-0.71123,1.2357236,-0.31703,0.31675428,-0.7526193,-0.8265051,-0.8672111,-0.65201116,-0.66449404,0.3585556,-0.7144815,1.0681276,-0.38901973,-0.9706601,-0.9265207,-1.0178807,-0.7091203,-0.23771407,-0.10523716,-0.89917314,0.76365733,-0.27754796,0.8891229,-0.28337926,-0.6810112,0.9524089,-0.90460044,1.2262228,1.1916034,1.2355025,1.7508298,1.5282991,-0.73823667,-0.86873335,-0.94219303,-0.8284974
-0.6354178,-0.58194655,-0.7423836,1.2580056,-0.36895254,0.3382001,-0.78763276,-0.8511809,-0.8986022,-0.69310707,-0.6758284,0.3507624,-0.7305092,1.0908045,-0.41726092,-0.9688538,-0.946408,-1.0310198,-0.72112167,-0.28208223,-0.13592109,-0.903945,0.7991853,-0.29490334,0.8918624,-0.30222073,-0.71158856,0.9789565,-0.9283669,1.2632717,1.2200629,1.2563457,1.768155,1.5573256,-0.7479048,-0.8899908,-0.9623104,-0.86865824
-0.6559942,-0.5924066,-0.7693816,1.2724495,-0.40076745,0.36691934,-0.8156799,-0.8859478,-0.9270962,-0.71319544,-0.68902165,0.35612297,-0.74649096,1.109489,-0.44562578,-0.9872941,-0.9632784,-1.0517094,-0.7479464,-0.31138453,-0.17653434,-0.925417,0.8353004,-0.30991122,0.9159107,-0.34022826,-0.7408794,0.995276,-0.95020187,1.2824547,1.2299618,1.2747297,1.7887821,1.587072,-0.7608996,-0.91098464,-0.98340076,-0.8892259
-0.67755806,-0.60828674,-0.8015724,1.2795905,-0.43193254,0.37538788,-0.8481441,-0.9127578,-0.947407,-0.7410613,-0.71130836,0.34657308,-0.7771587,1.1446564,-0.48091033,-1.004427,-0.9794799,-1.0707126,-0.77567494,-0.34814575,-0.22138184,-0.9542325,0.86284035,-0.3268398,0.932443,-0.36721787,-0.7730325,1.0189521,-0.9753354,1.310726,1.2558514,1.2900485,1.804587,1.5950414,-0.7914262,-0.9365693,-1.0053803,-0.9145013
-0.70060015,-0.64731205,-0.82327074,1.2965358,-0.4690212,0.398709,-0.87551075,-0.9349336,-0.9755623,-0.7677018,-0.70651597,0.34725064,-0.81336474,1.1656853,-0.5031565,-1.0262173,-1.0032045,-1.087588,-0.79670864,-0.390465,-0.2586057,-0.9702997,0.9058743,-0.3629907,0.95340526,-0.3888374,-0.7988889,1.0232186,-1.0053766,1.326421,1.2893196,1.3229021,1.822976,1.6140059,-0.8184984,-0.96722037,-1.0237178,-0.931603
-0.6989567,-0.66033363,-0.856709,1.3118784,-0.4891042,0.40629053,-0.9062271,-0.95575047,-0.9998074,-0.77039886,-0.73015577,0.3469464,-0.8445744,1.1919236,-0.5377026,-1.0456654,-1.016552,-1.1144474,-0.8169781,-0.4370758,-0.29667297,-0.98730636,0.9338025,-0.37857684,0.97841525,-0.4192766,-0.8097528,1.031651,-1.0340427,1.3524103,1.3135071,1.3592368,1.8303801,1.6305395,-0.8214513,-0.99293387,-1.0443541,-0.9424939
-0.72197914,-0.6896461,-0.87534976,1.3294656,-0.5041298,0.41544625,-0.93165404,-0.9782248,-1.0203685,-0.7939821,-0.73909044,0.35003892,-0.8734962,1.2031687,-0.5638832,-1.0615017,-1.0327523,-1.1219718,-0.83134025,-0.48018694,-0.34009507,-0.9837516,0.9698167,-0.39977023,0.99055254,-0.4590003,-0.80925274,1.0498142,-1.0549463,1.3749763,1.3375636,1.3835067,1.8563752,1.6457814,-0.8436431,-1.013073,-1.0751086,-0.9597388
-0.7286356,-0.70602465,-0.9072928,1.339412,-0.5222699,0.4306042,-0.9536398,-0.9935043,-1.0423429,-0.81593996,-0.76398283,0.3747232,-0.9024594,1.2101717,-0.5860585,-1.0723897,-1.053859,-1.1361955,-0.85078096,-0.5161769,-0.37675065,-0.9986035,0.9862505,-0.41372627,1.0137459,-0.4867078,-0.82838696,1.0634387,-1.0766681,1.3994279,1.3436519,1.4095225,1.8714229,1.6608742,-0.8573217,-1.0355319,-1.0927821,-0.97581327
-0.74813837,-0.72121626,-0.93870854,1.3582233,-0.5446177,0.45477843,-0.9841534,-1.0122606,-1.0568746,-0.8438761,-0.78499675,0.39568663,-0.93675244,1.2238618,-0.6052904,-1.0804136,-1.0592601,-1.1568551,-0.87143064,-0.55388844,-0.42060903,-1.0140611,1.013213,-0.42402187,1.0190824,-0.506469,-0.85425043,1.0919484,-1.0874492,1.4129715,1.3655419,1.4363613,1.880228,1.6662263,-0.87429804,-1.0538268,-1.0995972,-0.9951217
-0.76086116,-0.74187887,-0.9739135,1.3612772,-0.5695437,0.46464437,-1.0038282,-1.036972,-1.0804445,-0.8609516,-0.8021414,0.396968,-0.9591131,1.245896,-0.62645066,-1.104369,-1.0782204,-1.1683193,-0.88947135,-0.59130067,-0.45683947,-1.0270534,1.0388135,-0.44852525,1.0434712,-0.53538686,-0.8645711,1.117689,-1.1051706,1.4339311,1.4056867,1.4692556,1.9026152,1.711617,-0.89793825,-1.0721741,-1.1342595,-1.0157186
-0.7825677,-0.7655701,-0.9864429,1.3697916,-0.5869202,0.4758952,-1.0309193,-1.0458754,-1.1062896,-0.8870811,-0.8185828,0.4263235,-0.97980225,1.2627242,-0.65140164,-1.115947,-1.097953,-1.1870228,-0.903747,-0.63023037,-0.49590832,-1.0342133,1.0696166,-0.47269002,1.0638466,-0.5576501,-0.87938726,1.1343162,-1.1272854,1.4458158,1.4163839,1.4985383,1.9108309,1.7407545,-0.914032,-1.0895251,-1.1431893,-1.0387213
-0.8017652,-0.79148704,-1.011411,1.3745952,-0.61121494,0.5030708,-1.0486012,-1.0591916,-1.1262158,-0.90378964,-0.8458351,0.44544533,-1.0030805,1.2610252,-0.6809213,-1.1427917,-1.1358622,-1.2023467,-0.9174217,-0.66965723,-0.5304546,-1.0545194,1.0939355,-0.49133313,1.0727576,-0.57441413,-0.88906246,1.1543207,-1.1475832,1.4562417,1.4318419,1.5237446,1.92351,1.7581111,-0.9345467,-1.1073066,-1.1555082,-1.0555968
-0.8152045,-0.81678724,-1.0261527,1.3957819,-0.6325301,0.5187912,-1.0809016,-1.0643008,-1.1457587,-0.92803806,-0.8535893,0.45081276,-1.0179435,1.2754613,-0.69573283,-1.1585346,-1.1448929,-1.2170846,-0.9335823,-0.70263666,-0.56645066,-1.072859,1.1049863,-0.5108449,1.0920268,-0.59281623,-0.89651847,1.163809,-1.1673201,1.4759272,1.4642777,1.5510522,1.940707,1.7629479,-0.9310722,-1.1230743,-1.1592283,-1.0664428
-0.8277854,-0.8238687,-1.048015,1.3999349,-0.65711755,0.53002286,-1.1020257,-1.0780102,-1.1787578,-0.95546925,-0.87324154,0.47093523,-1.0381244,1.2856196,-0.7224727,-1.1723448,-1.1525644,-1.2318002,-0.9484548,-0.7347576,-0.6045655,-1.0933634,1.1453408,-0.52888066,1.0980136,-0.6064906,-0.91894335,1.1947618,-1.1866331,1.5005927,1.4970194,1.5767903,1.9548326,1.7805923,-0.9394712,-1.1396749,-1.180291,-1.0849279
-0.8462521,-0.8527506,-1.0782229,1.4094789,-0.6833978,0.5421152,-1.1117061,-1.0997574,-1.195959,-0.97406447,-0.89043885,0.49814245,-1.055323,1.3013091,-0.74951583,-1.189702,-1.1679785,-1.2356402,-0.97130257,-0.7733209,-0.6266543,-1.1090146,1.1682664,-0.5618539,1.114526,-0.61445904,-0.936871,1.2224201,-1.2075803,1.5079486,1.5141188,1.5979555,1.982151,1.7875545,-0.9719386,-1.1473154,-1.1981431,-1.0861751
-0.85632515,-0.87620574,-1.0913837,1.4220414,-0.70912457,0.53915197,-1.1157128,-1.0880946,-1.2127311,-0.99745166,-0.8991145,0.5296697,-1.0425872,1.3135003,-0.7510244,-1.2050438,-1.1818651,-1.2505249,-0.9913873,-0.80569005,-0.6609312,-1.1218839,1.1729655,-0.58226085,1.1362323,-0.60961854,-0.96333706,1.2280383,-1.2352856,1.5095048,1.5234177,1.6201718,1.9895278,1.8083631,-0.9888755,-1.1660165,-1.2097789,-1.100243
-0.8694476,-0.90998346,-1.1282727,1.4364597,-0.73520565,0.55014664,-1.1395215,-1.1000328,-1.2293172,-1.016177,-0.9156736,0.53125983,-1.0589125,1.3287988,-0.761141,-1.2190266,-1.1870415,-1.2645382,-1.0135057,-0.8346742,-0.69136095,-1.1344498,1.1877714,-0.6142921,1.1379256,-0.6296585,-0.97946966,1.2493346,-1.2487725,1.5200185,1.5406141,1.6272862,1.9895352,1.8240294,-1.00248,-1.1787506,-1.2215736,-1.1020349
-0.8856394,-0.9349433,-1.1375128,1.4418814,-0.75331175,0.5792148,-1.1435907,-1.1171707,-1.2457163,-1.0219779,-0.92245597,0.554901,-1.0708828,1.3298173,-0.7766631,-1.2268898,-1.1988605,-1.2793698,-1.0343654,-0.86027586,-0.7294524,-1.1474055,1.2176424,-0.62949365,1.1458485,-0.6424587,-0.99518245,1.2597895,-1.267333,1.5299536,1.554349,1.6596003,2.0185518,1.8444364,-1.0196446,-1.1908449,-1.2307793,-1.1280495
-0.9004582,-0.95398766,-1.1519136,1.4540435,-0.78246504,0.60177296,-1.159358,-1.1336526,-1.2776128,-1.0370282,-0.9276791,0.5698849,-1.0787741,1.3349634,-0.77814025,-1.2392716,-1.2091093,-1.2996737,-1.0524634,-0.8835576,-0.7704039,-1.1590611,1.2432036,-0.65226215,1.1512879,-0.6568967,-1.0100394,1.2825909,-1.2839643,1.5527992,1.5815115,1.6709871,2.0292284,1.8460172,-1.0295092,-1.2035167,-1.2404569,-1.1431469
-0.92376685,-0.97856593,-1.1610427,1.468243,-0.8023346,0.6266931,-1.175078,-1.1648582,-1.2904273,-1.0550385,-0.9425316,0.5790614,-1.087281,1.3494518,-0.78621733,-1.2517595,-1.2214584,-1.3129269,-1.0744623,-0.90602034,-0.797804,-1.1734599,1.2668124,-0.6721683,1.1842034,-0.6730316,-1.0238917,1.3117791,-1.2992483,1.5721815,1.5965732,1.6798948,2.0406196,1.8836602,-1.0394295,-1.220427,-1.2486184,-1.1582577
-0.9356492,-0.9941544,-1.1819167,1.4879183,-0.82703876,0.6669265,-1.1966801,-1.177601,-1.3030931,-1.0716411,-0.94166875,0.57890666,-1.1151707,1.3568693,-0.7914232,-1.2615081,-1.233926,-1.3428,-1.0919777,-0.9247196,-0.82217324,-1.1902816,1.2964954,-0.6978094,1.196856,-0.69650185,-1.0405719,1.3091959,-1.3143923,1.5993251,1.6255834,1.692751,2.0618887,1.884221,-1.0482274,-1.2444489,-1.253821,-1.1790986
-0.9551747,-1.0068293,-1.1960752,1.5043335,-0.85515666,0.69472843,-1.2083629,-1.1901991,-1.3158091,-1.089418,-0.9579528,0.621979,-1.1324074,1.3609743,-0.7883118,-1.2742479,-1.2694933,-1.3511531,-1.1090862,-0.9551098,-0.8490011,-1.1944247,1.3231577,-0.7185451,1.2078686,-0.7219642,-1.0510842,1.3226922,-1.3293945,1.6215398,1.6321273,1.7169446,2.0672483,1.8859314,-1.071834,-1.2599018,-1.2666148,-1.1940639
-0.9668283,-1.0198911,-1.2172483,1.5023359,-0.87000275,0.72940665,-1.2233597,-1.2080623,-1.3285643,-1.1045218,-0.97508055,0.6332397,-1.1514896,1.3805832,-0.803344,-1.3013693,-1.2765003,-1.372993,-1.1283973,-0.97757286,-0.8720168,-1.2043703,1.3364207,-0.7470115,1.2214733,-0.7344507,-1.0686811,1.3268976,-1.3579774,1.634579,1.6612718,1.721092,2.067544,1.8863132,-1.106336,-1.2746717,-1.2794744,-1.2066749
-0.97304565,-1.0359113,-1.2406987,1.5085047,-0.9020165,0.7711114,-1.2328789,-1.2078677,-1.3413479,-1.1251228,-0.9795468,0.65602034,-1.1571231,1.3941445,-0.83767337,-1.3118016,-1.283661,-1.3831309,-1.1459174,-1.00217,-0.8975356,-1.2190983,1.3400297,-0.7712746,1.2483906,-0.76647866,-1.0746061,1.3283587,-1.3673465,1.647767,1.6749549,1.7343353,2.085367,1.9036119,-1.118543,-1.2899159,-1.2923867,-1.2136917
-0.9858467,-1.0537362,-1.267329,1.5137962,-0.9204626,0.79774815,-1.2412369,-1.2354752,-1.3377639,-1.1428734,-0.9936594,0.677047,-1.1734021,1.3991208,-0.84685314,-1.3223895,-1.2910625,-1.3934096,-1.1650747,-1.0227423,-0.9168293,-1.2213643,1.3566926,-0.7869913,1.2612023,-0.79543793,-1.0740888,1.3571352,-1.3889147,1.6541691,1.7007512,1.7480522,2.1025167,1.9243356,-1.1370951,-1.305031,-1.3053411,-1.2246748
