field,中文名,score
da_as_as_mw_synchronized_reserve,日前同步备用实际量,2.6290009021759033
da_as_as_mw_thirty_minutes_reserve,日前30分钟备用实际量,2.613565683364868
da_as_as_req_mw_synchronized_reserve,日前同步备用需求,2.610836982727051
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,2.579331159591675
da_as_as_req_mw_primary_reserve,日前主用备用需求,2.4956159591674805
gen_fuel_hydro_pct,水电占比,2.4782817363739014
total_pjm_rt_load_mwh,实时负荷电量,2.4464573860168457
da_as_mcp_primary_reserve,日前主用备用出清价,2.4405441284179688
gen_fuel_nuclear_mw,核电出力,2.432892322540283
gen_fuel_hydro_mw,水电出力,2.4273903369903564
total_pjm_self_sched_reg,调频自调度量,2.3574957847595215
gen_fuel_coal_pct,燃煤占比,2.31813383102417
wind_generation_mw,风电出力,-1.8107855319976807
gen_fuel_solar_mw,光伏出力,-1.8890018463134766
gen_fuel_multiple_fuels_mw,多燃料出力,-1.89007568359375
gen_fuel_wind_mw,风电出力,-1.9822998046875
da_as_ss_mw_primary_reserve,日前主用备用自调度,-1.9908283948898315
total_pjm_reg_purchases,调频购买量,-2.018125295639038
total_pjm_rmpcp_cr,调频性能信用额,-2.0245113372802734
gen_fuel_multiple_fuels_pct,多燃料占比,-2.0252506732940674
forecast_load_mw_latest_available,最新负荷预测,-2.0776610374450684
gen_fuel_gas_mw,燃气出力,-2.081204414367676
rmpcp,调频性能出清价,-2.105933904647827
total_pjm_assigned_reg,调频分配量,-2.1245346069335938
gen_fuel_other_renewables_mw,其他可再生出力,-2.1494390964508057
gen_fuel_oil_mw,燃油出力,-2.2232706546783447
gross_inadv_interchange_mw,总非计划交换,-2.280141830444336
gen_fuel_coal_mw,燃煤出力,-2.3630335330963135
gross_sched_interchange_mw,总计划交换,-2.4208595752716064
gen_fuel_wind_pct,风电占比,-2.460127830505371
prelim_load_avg_hourly,预估小时负荷,-2.4761977195739746
da_as_mcp_synchronized_reserve,日前同步备用出清价,-2.4774186611175537
gen_fuel_storage_mw,储能出力,-2.496840715408325
gen_fuel_gas_pct,燃气占比,-2.499255418777466
gen_fuel_oil_pct,燃油占比,-2.5174524784088135
gen_fuel_other_renewables_pct,其他可再生占比,-2.544102430343628
system_energy_price_da,日前能量价格,-2.5894711017608643
gen_fuel_nuclear_pct,核电占比,-2.652614116668701
